"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant252","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant137","Ant140","Ant142","Ant169","Ant176","Ant178","Ant195","Ant207","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant356","Ant394","Ant395","Ant400","Ant437","Ant458","Ant492","Ant507","Ant527","Ant552","Ant560","Ant564","Ant593"
"Ant148",5,2,0,12,1,0,0,0,7,5,4,6,0,6,12,0,4,3,0,16,3,30,1,0,7,0,4,2,2,8,8,1,1,4,2,6,14,0,0,1,8,0,0,13,0,0,1,0,0,2,6,4,0,0,14,7,9,22,1,0,5,0,2,10,31,2,5
"Ant158",13,1,0,4,9,4,15,0,3,25,1,6,6,0,19,0,0,4,5,17,11,11,12,8,20,0,10,0,13,11,0,22,4,18,6,0,12,3,0,9,6,0,2,12,10,0,6,17,0,5,9,7,0,10,11,7,15,6,14,6,13,5,5,8,3,4,21
"Ant191",11,6,0,7,17,5,7,15,14,18,9,33,12,19,0,0,8,10,9,53,6,24,9,9,25,14,23,7,9,7,10,29,21,6,17,11,11,12,4,22,10,4,20,24,19,0,9,21,1,18,18,3,1,4,6,11,13,16,9,15,13,15,9,6,14,7,17
"Ant202",0,0,8,1,1,11,2,0,0,0,0,2,0,0,0,0,0,0,19,2,0,0,2,25,0,0,0,1,0,0,1,17,1,0,0,0,0,1,60,0,1,28,2,0,11,33,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,1,0,1,0,1,6
"Ant209",9,24,0,2,0,0,3,0,4,4,10,9,4,0,8,0,0,12,0,9,1,7,9,0,2,5,8,26,0,10,11,0,3,16,2,7,16,0,0,1,8,0,1,4,4,0,5,5,0,23,53,4,39,3,12,1,1,8,10,1,5,1,1,5,7,0,5
"Ant252",4,1,0,1,0,0,1,15,7,10,2,7,3,4,10,0,12,0,0,8,3,7,5,0,6,2,3,29,3,6,2,2,0,4,0,10,12,0,1,0,6,0,0,13,8,0,4,1,0,15,6,6,0,3,33,20,17,6,11,0,3,3,0,7,10,0,2
"Ant268",0,0,6,5,4,23,10,0,0,0,0,1,0,5,9,19,0,0,0,1,3,0,0,21,0,0,0,0,6,1,0,77,12,0,3,0,0,10,8,1,0,11,11,0,11,12,0,6,0,0,0,16,0,1,0,2,3,0,0,10,0,18,6,0,0,13,0
"Ant311",23,5,0,13,12,0,8,11,19,3,6,9,16,17,53,2,9,8,1,0,3,38,4,3,11,7,18,1,2,5,8,5,2,11,6,25,13,0,1,6,10,1,0,1,24,1,16,24,0,16,8,5,5,6,3,8,10,9,3,6,11,2,3,5,6,14,2
"Ant518",3,1,0,5,7,8,4,0,0,5,0,0,3,11,6,0,1,3,3,3,0,6,4,3,1,0,5,0,1,3,0,18,2,2,1,0,0,6,9,10,0,2,1,1,14,0,0,15,5,6,0,1,0,1,0,14,13,0,20,16,0,12,2,1,0,2,6
"Ant0",41,22,0,9,0,3,1,7,11,28,26,8,30,11,24,0,7,7,0,38,6,0,18,2,21,0,8,3,1,5,42,0,5,21,3,13,17,0,0,12,21,1,1,12,26,1,51,8,0,3,15,3,7,36,22,11,9,27,1,17,17,0,2,22,16,1,5
"Ant32",25,4,0,20,1,0,4,2,5,2,9,2,1,12,9,2,9,5,0,4,4,18,0,3,17,22,4,7,1,4,1,0,0,3,1,6,7,0,0,3,22,0,0,2,13,2,8,6,0,18,8,6,2,1,10,13,5,18,2,1,9,1,1,16,4,1,22
"Ant43",2,0,0,6,14,22,4,0,1,1,1,2,0,8,9,25,0,0,21,3,3,2,3,0,2,0,15,0,7,0,0,46,21,0,3,0,0,22,56,2,5,24,9,0,21,11,1,15,3,1,0,10,0,0,0,5,12,0,4,17,0,20,7,0,0,16,7
"Ant44",24,17,0,38,0,3,3,1,19,2,3,11,7,20,25,0,2,6,0,11,1,21,17,2,0,4,1,3,0,10,8,1,1,5,1,6,16,0,1,3,3,1,0,13,12,0,1,5,0,1,7,5,16,5,2,23,4,2,6,0,2,2,7,9,7,2,8
"Ant50",11,23,0,4,0,0,1,4,0,0,8,0,0,0,14,0,5,2,0,7,0,0,22,0,4,0,0,9,0,5,20,0,2,1,3,4,1,0,0,0,3,0,0,1,0,0,0,3,0,5,8,3,11,0,1,8,2,8,0,0,6,0,0,9,0,2,4
"Ant55",2,0,0,7,7,8,5,0,2,9,0,2,4,10,23,0,8,3,0,18,5,8,4,15,1,0,0,0,2,5,0,27,9,4,13,0,3,5,1,16,6,7,1,1,29,0,5,13,0,1,2,2,0,4,2,12,5,4,1,23,2,4,4,0,6,12,25
"Ant63",17,13,0,0,0,0,1,1,2,1,11,0,2,0,7,1,26,29,0,1,0,3,7,0,3,9,0,0,0,6,2,0,0,16,2,7,6,0,0,0,4,0,0,0,0,0,1,0,0,22,23,8,1,0,33,0,0,9,1,1,3,1,0,6,8,0,1
"Ant91",2,0,0,2,5,11,2,1,5,2,0,2,2,13,9,0,0,3,6,2,1,1,1,7,0,0,2,0,0,1,2,8,9,0,0,0,1,0,0,11,6,1,2,2,5,1,0,0,0,2,3,1,0,5,0,3,11,0,4,3,1,5,6,0,1,3,3
"Ant97",13,8,0,2,1,0,1,6,14,7,5,11,8,11,7,0,10,6,1,5,3,5,4,0,10,5,5,6,1,0,6,0,2,17,11,0,6,2,0,1,2,0,0,6,6,0,24,1,0,19,11,4,1,3,4,5,2,16,2,0,5,0,0,9,10,1,10
"Ant98",15,36,0,0,0,1,0,8,3,2,5,4,8,0,10,1,11,2,0,8,0,42,1,0,8,20,0,2,2,6,0,0,2,3,1,10,5,0,0,0,5,0,0,5,7,2,0,2,0,16,12,0,5,0,0,1,3,5,0,1,9,0,4,29,7,0,1
"Ant100",2,0,12,12,16,19,7,0,0,0,0,0,1,22,29,17,0,2,77,5,18,0,0,46,1,0,27,0,8,0,0,0,30,0,18,0,3,43,23,6,4,47,19,3,43,9,1,17,16,2,0,17,1,4,0,11,9,2,13,14,0,39,18,0,0,23,7
"Ant109",9,0,0,4,9,17,0,0,0,4,0,3,1,4,21,1,3,0,12,2,2,5,0,21,1,2,9,0,9,2,2,30,0,1,3,2,2,11,7,23,10,15,3,1,17,1,6,8,0,3,10,3,0,0,0,1,0,1,0,28,7,9,14,1,4,6,21
"Ant137",16,1,0,7,1,1,0,5,1,20,18,3,4,18,6,0,16,4,0,11,2,21,3,0,5,1,4,16,0,17,3,0,1,0,2,7,16,0,0,1,2,0,0,4,3,0,7,5,0,18,23,2,0,3,11,4,2,16,2,0,7,0,0,6,12,0,7
"Ant140",27,3,0,3,7,32,11,1,0,2,1,0,2,6,17,0,2,0,3,6,1,3,1,3,1,3,13,2,0,11,1,18,3,2,0,1,0,5,3,25,8,0,14,0,17,0,4,14,0,0,7,0,0,10,1,6,0,2,0,2,0,1,0,5,0,6,3
"Ant142",9,31,0,0,1,0,0,5,7,8,8,1,6,0,11,0,7,10,0,25,0,13,6,0,6,4,0,7,0,0,10,0,2,7,1,0,6,0,0,6,1,0,0,2,0,0,4,1,0,5,18,4,10,0,1,1,3,0,0,0,6,1,0,5,12,0,0
"Ant169",11,0,0,0,11,2,2,4,11,6,3,1,14,12,11,0,16,12,0,13,0,17,7,0,16,1,3,6,1,6,5,3,2,16,0,6,0,0,0,1,1,0,0,10,2,0,16,11,0,7,12,8,0,0,6,2,3,3,3,1,17,0,2,3,8,8,4
"Ant176",1,1,6,8,9,20,11,0,0,1,0,0,0,3,12,1,0,0,10,0,6,0,0,22,0,0,5,0,0,2,0,43,11,0,5,0,0,0,7,5,1,8,17,5,12,8,0,3,2,0,0,3,0,5,0,5,3,2,4,17,2,40,8,0,0,9,8
"Ant178",2,1,33,0,3,15,1,0,0,0,0,3,0,0,4,60,0,1,8,1,9,0,0,56,1,0,1,0,0,0,0,23,7,0,3,0,0,7,0,0,0,38,20,0,9,34,1,1,4,6,0,0,0,0,0,2,8,0,4,21,0,27,4,0,0,5,0
"Ant195",8,0,0,0,22,14,11,2,3,16,2,8,1,9,22,0,1,0,1,6,10,12,3,2,3,0,16,0,11,1,0,6,23,1,25,6,1,5,0,0,13,6,9,2,9,0,0,24,0,4,1,6,0,22,0,31,2,1,3,12,3,2,4,0,1,30,25
"Ant207",11,6,0,2,6,7,9,7,2,8,12,2,8,6,10,1,8,6,0,10,0,21,22,5,3,3,6,4,6,2,5,4,10,2,8,1,1,1,0,13,0,2,9,11,7,2,3,1,0,17,5,2,0,14,0,4,8,3,4,15,14,0,0,15,13,1,22
"Ant215",1,0,4,1,4,14,3,0,0,0,0,0,0,0,4,28,0,0,11,1,2,1,0,24,1,0,7,0,1,0,0,47,15,0,0,0,0,8,38,6,2,0,11,1,9,10,0,2,0,2,0,9,0,0,0,2,2,0,2,9,0,7,4,0,0,9,25
"Ant217",1,0,3,0,9,19,1,1,0,2,0,2,0,2,20,2,1,0,11,0,1,1,0,9,0,0,1,0,2,0,0,19,3,0,14,0,0,17,20,9,9,11,0,0,0,11,0,10,8,2,0,1,0,3,0,1,0,4,4,4,0,0,1,0,1,2,2
"Ant219",16,7,0,3,6,2,8,8,4,19,12,1,13,12,24,0,4,13,0,1,1,12,2,0,13,1,1,0,2,6,5,3,1,4,0,2,10,5,0,2,11,1,0,0,3,0,0,4,0,3,13,2,8,1,0,2,4,5,3,0,10,1,7,5,4,2,9
"Ant232",12,2,0,15,6,19,0,4,2,1,2,8,0,10,19,11,4,8,11,24,14,26,13,21,12,0,29,0,5,6,7,43,17,3,17,0,2,12,9,9,7,9,0,3,0,12,6,21,0,4,1,0,1,3,0,8,16,5,7,23,5,1,15,1,5,17,7
"Ant243",1,0,36,2,1,9,1,0,0,4,0,0,0,0,0,33,0,0,12,1,0,1,2,11,0,0,0,0,1,0,2,9,1,0,0,0,0,8,34,0,2,10,11,0,12,0,0,0,4,1,0,1,0,0,0,3,0,0,3,7,0,1,5,0,0,16,0
"Ant257",4,2,0,16,6,1,1,5,2,4,4,4,1,6,9,0,5,4,0,16,0,51,8,1,1,0,5,1,0,24,0,1,6,7,4,4,16,0,1,0,3,0,0,0,6,0,0,0,0,8,5,0,2,5,5,1,3,9,0,1,0,0,2,14,14,1,13
"Ant289",13,1,0,0,16,5,1,2,4,5,5,6,0,17,21,0,5,1,6,24,15,8,6,15,5,3,13,0,0,1,2,17,8,5,14,1,11,3,1,24,1,2,10,4,21,0,0,0,0,0,5,3,0,2,1,17,8,0,4,18,2,6,2,1,20,15,3
"Ant294",0,0,19,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,2,4,0,0,0,8,0,0,4,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0
"Ant298",36,7,0,6,1,0,1,15,13,12,15,14,2,5,18,1,23,15,0,16,6,3,18,1,1,5,1,22,2,19,16,2,3,18,0,5,7,0,6,4,17,2,2,3,4,1,8,0,0,0,16,20,3,1,13,6,8,6,0,0,10,1,5,21,10,0,29
"Ant318",28,13,0,1,4,0,0,3,5,6,18,10,6,9,18,0,53,6,0,8,0,15,8,0,7,8,2,23,3,11,12,0,10,23,7,18,12,0,0,1,5,0,0,13,1,0,5,5,0,16,0,4,3,1,31,2,0,7,0,6,9,2,0,16,18,2,21
"Ant324",3,1,0,0,3,1,3,17,8,6,0,14,4,7,3,1,4,6,16,5,1,3,6,10,5,3,2,8,1,4,0,17,3,2,0,4,8,3,0,6,2,9,1,2,0,1,0,3,1,20,4,0,0,0,11,4,6,1,3,9,2,1,3,3,5,5,5
"Ant332",4,8,0,1,0,0,2,0,1,0,4,0,0,0,1,0,39,0,0,5,0,7,2,0,16,11,0,1,0,1,5,1,0,0,0,10,0,0,0,0,0,0,0,8,1,0,2,0,0,3,3,0,0,0,3,22,0,4,1,0,12,0,0,4,0,0,7
"Ant342",1,0,0,4,9,7,1,5,0,3,1,2,0,10,4,0,3,3,1,6,1,36,1,0,5,0,4,0,5,3,0,4,0,3,10,0,0,5,0,22,14,0,3,1,3,0,5,2,0,1,1,0,0,0,0,24,7,0,7,2,1,7,1,0,3,3,22
"Ant356",4,8,0,16,1,0,1,1,2,10,4,5,14,11,6,0,12,33,0,3,0,22,10,0,2,1,2,33,0,4,0,0,0,11,1,1,6,0,0,0,0,0,0,0,0,0,5,1,0,13,31,11,3,0,0,2,1,7,0,1,0,3,0,12,7,0,3
"Ant394",7,0,0,9,10,29,24,0,5,5,0,5,7,7,11,0,1,20,2,8,14,11,13,5,23,8,12,0,3,5,1,11,1,4,6,1,2,5,2,31,4,2,1,2,8,3,1,17,2,6,2,4,22,24,2,0,2,9,15,5,1,12,4,0,2,5,16
"Ant395",8,2,0,3,4,1,14,2,8,8,5,0,9,15,13,0,1,17,3,10,13,9,5,12,4,2,5,0,11,2,3,9,0,2,0,3,3,3,8,2,8,2,0,4,16,0,3,8,1,8,0,6,0,7,1,2,0,2,5,3,0,6,11,17,1,1,14
"Ant400",24,7,0,5,0,1,1,4,1,13,11,1,22,6,16,1,8,6,0,9,0,27,18,0,2,8,4,9,0,16,5,2,1,16,2,0,3,2,0,1,3,0,4,5,5,0,9,0,0,6,7,1,4,0,7,9,2,0,0,0,0,1,0,13,15,2,8
"Ant437",8,0,0,7,9,8,0,13,6,2,4,6,1,14,9,0,10,11,0,3,20,1,2,4,6,0,1,1,4,2,0,13,0,2,0,0,3,4,4,3,4,2,4,3,7,3,0,4,0,0,0,3,1,7,0,15,5,0,0,12,4,0,0,0,1,1,1
"Ant458",4,1,0,1,4,21,2,1,1,1,5,2,0,6,15,4,1,0,10,6,16,17,1,17,0,0,23,1,3,0,1,14,28,0,2,0,1,17,21,12,15,9,4,0,23,7,1,18,0,0,6,9,0,2,1,5,3,0,12,0,5,21,12,0,3,2,7
"Ant492",11,3,0,2,0,1,2,5,0,12,6,6,5,13,13,0,5,3,0,11,0,17,9,0,2,6,2,3,1,5,9,0,7,7,0,6,17,2,0,3,14,0,0,10,5,0,0,2,0,10,9,2,12,1,0,1,0,0,4,5,0,0,1,5,5,1,11
"Ant507",2,0,0,0,7,18,4,0,0,4,1,1,0,5,15,1,1,3,18,2,12,0,1,20,2,0,4,1,5,0,0,39,9,0,1,1,0,40,27,2,0,7,0,1,1,1,0,6,3,1,2,1,0,7,3,12,6,1,0,21,0,0,12,0,0,11,1
"Ant527",7,0,0,2,4,4,9,0,1,0,1,5,2,5,9,0,1,0,6,3,2,2,1,7,7,0,4,0,6,0,4,18,14,0,0,0,2,8,4,4,0,4,1,7,15,5,2,2,0,5,0,3,0,1,0,4,11,0,0,12,1,12,0,4,2,6,6
"Ant552",15,13,0,15,1,0,1,5,9,10,23,7,10,8,6,1,5,7,0,5,1,22,16,0,9,9,0,6,0,9,29,0,1,6,5,5,3,0,0,0,15,0,0,5,1,0,14,1,0,21,16,3,4,0,12,0,17,13,0,0,5,0,4,0,5,0,17
"Ant560",9,5,0,0,1,0,2,11,6,6,12,4,31,3,14,0,7,10,0,6,0,16,4,0,7,0,6,8,1,10,7,0,4,12,0,12,8,0,0,1,13,0,1,4,5,0,14,20,0,10,18,5,0,3,7,2,1,15,1,3,5,0,2,5,0,2,9
"Ant564",7,0,8,2,7,7,4,0,1,2,0,3,2,4,7,1,0,0,13,14,2,1,1,16,2,2,12,0,3,1,0,23,6,0,6,0,8,9,5,30,1,9,2,2,17,16,1,15,0,0,2,5,0,3,0,5,1,2,1,2,1,11,6,0,2,0,7
"Ant593",25,3,0,21,4,1,15,2,2,9,5,5,5,21,17,6,5,2,0,2,6,5,22,7,8,4,25,1,3,10,1,7,21,7,3,0,4,8,0,25,22,25,2,9,7,0,13,3,0,29,21,5,7,22,3,16,14,8,1,7,11,1,6,17,9,7,0
