"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant347","Ant353","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant527","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant4",0,8,0,3,0,0,0,8,24,11,0,10,3,9,11,12,1,6,0,3,13,12,14,0,0,5,24,0,3,0,2,0,5,13,0,0,26,0,3,3,15,4,14,0,9,9,1,7,9,0,0,0,0,0,8,2,0,0,0,0,4,0,2,3,8,0,12,5,0,21,0,0,2,12,4,0,19,4,0,7,0,5,0,1,0,0,1,4,13,1,1,0,3,5,2,0,2,5,11,0,2,9,2,1,0,1,3,5,8,1
"Ant260",8,0,0,0,81,2,5,18,5,1,61,66,4,9,67,6,37,2,1,26,4,3,15,2,14,20,3,3,0,0,3,2,5,39,0,63,29,0,7,0,58,6,5,19,5,63,7,0,6,0,17,5,0,0,48,43,0,0,0,2,0,7,0,0,0,0,123,4,5,17,0,0,17,50,0,0,159,5,0,13,0,4,1,0,6,2,1,29,14,0,10,0,0,4,2,0,0,59,2,3,70,2,9,13,31,0,0,51,1,4
"Ant52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,4,4,0,0,4,2,0,5,0,0,1,0,0,0,0,0,0,0,1,0,2,1,3,0,0,7,0,0,0,0,3,5,3,5,0,6,0,0,0,0,5,9,0,5,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,3,0,0,0,0,0,6,4,1,1,0,0,0,8,10,0,0,13
"Ant540",3,0,0,0,0,0,0,4,3,0,1,4,1,7,0,0,0,4,12,0,2,4,3,0,4,0,1,0,1,3,0,0,4,0,0,3,8,5,1,1,7,1,2,0,2,1,0,6,0,0,0,1,1,0,0,1,0,0,3,0,2,0,1,3,8,0,6,1,1,0,0,0,3,0,5,0,1,0,1,6,0,7,0,8,0,2,6,0,4,2,2,3,1,3,1,6,0,14,1,4,0,13,2,0,1,3,5,1,8,1
"Ant6",0,81,0,0,0,0,18,13,0,14,28,16,0,11,7,1,21,2,0,36,2,4,21,0,2,7,5,0,0,0,9,0,0,9,0,10,7,0,0,0,27,3,8,32,0,10,0,0,1,0,5,0,0,0,28,31,0,0,0,0,0,7,0,0,0,5,26,0,0,5,0,0,11,2,0,0,34,0,11,0,35,0,61,10,8,0,3,15,47,0,0,0,0,0,0,0,0,17,5,0,21,0,19,3,22,0,0,43,2,0
"Ant7",0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,4,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,2,0,0,1,0,0,1,4,3,0,0,0,6,4,0,2,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,1,16,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,4,0,0,0,1,3,1,2,0
"Ant9",0,5,0,0,18,0,0,23,0,1,5,6,0,0,3,0,34,1,0,20,1,0,1,0,3,3,3,1,0,0,4,0,0,7,0,0,7,0,0,0,12,0,5,45,0,5,4,0,3,0,4,0,0,0,14,19,0,0,0,0,0,6,0,0,0,31,0,1,0,3,0,0,0,0,0,0,8,0,12,0,26,0,23,3,11,0,0,5,0,0,0,0,0,0,1,0,0,17,0,0,15,0,29,0,13,0,0,4,2,0
"Ant14",8,18,0,4,13,0,23,0,2,1,14,10,3,9,6,4,13,2,0,8,7,13,33,0,15,7,1,0,0,0,4,0,0,12,0,1,10,0,4,0,10,3,5,18,0,9,0,2,3,0,7,0,0,0,16,9,1,0,0,0,0,19,0,0,0,0,14,0,0,19,0,0,7,7,1,2,10,4,1,3,11,0,10,1,3,0,1,1,6,0,0,0,0,3,0,0,0,4,0,0,10,0,11,9,6,0,0,4,3,2
"Ant19",24,5,0,3,0,0,0,2,0,15,10,5,2,0,1,2,0,10,0,0,18,13,4,9,1,15,17,5,0,0,1,2,1,0,0,1,5,0,5,0,5,1,7,2,1,3,2,2,8,0,0,0,0,4,0,3,0,0,0,0,0,0,0,2,0,0,1,5,0,3,0,0,15,1,0,0,15,8,0,0,0,1,0,7,0,4,5,2,1,0,0,0,0,6,3,0,3,2,0,1,4,0,0,7,0,0,2,0,6,1
"Ant26",11,1,0,0,14,0,1,1,15,0,13,23,2,7,34,7,0,2,0,2,0,4,1,0,2,10,6,2,0,0,3,7,4,10,3,5,14,0,4,0,5,8,15,0,0,13,8,7,6,1,7,0,0,2,4,1,0,0,0,1,0,0,0,0,0,0,2,0,0,8,0,1,16,0,0,7,9,1,1,2,0,4,0,1,0,0,2,4,0,2,3,0,0,1,4,0,3,6,5,1,0,0,5,12,0,0,0,8,10,5
"Ant30",0,61,0,1,28,0,5,14,10,13,0,13,4,8,10,19,14,0,0,20,10,5,30,0,4,8,9,2,0,0,7,2,1,7,0,22,25,0,2,0,35,7,31,26,1,12,5,1,4,0,13,0,0,1,21,17,0,0,0,0,0,0,0,2,1,0,46,0,0,14,0,0,12,11,0,0,28,3,13,17,4,1,10,18,1,4,9,23,40,0,7,0,0,0,4,0,1,15,2,4,22,8,6,21,24,0,0,47,1,0
"Ant38",10,66,0,4,16,0,6,10,5,23,13,0,3,8,6,3,9,8,1,14,1,5,12,2,14,8,5,8,2,4,8,12,7,5,5,8,34,3,2,0,35,10,10,16,1,18,6,0,6,0,16,1,0,1,13,10,0,0,2,0,0,2,0,0,7,0,25,3,0,4,0,0,4,5,0,2,14,0,2,5,1,0,4,17,5,0,3,22,10,5,8,1,0,7,3,1,2,4,5,2,13,0,18,6,4,0,2,28,22,2
"Ant60",3,4,0,1,0,3,0,3,2,2,4,3,0,1,1,0,0,0,0,0,4,1,4,2,0,1,4,2,0,5,5,11,5,2,0,0,1,7,4,0,1,4,5,0,4,0,0,9,5,7,2,0,2,0,4,1,5,2,0,6,5,0,1,1,12,0,2,9,0,0,0,2,7,1,7,10,0,19,0,1,0,12,0,5,0,11,1,5,1,2,7,0,0,1,3,9,10,1,0,0,0,2,0,0,3,2,3,9,8,0
"Ant64",9,9,0,7,11,0,0,9,0,7,8,8,1,0,83,5,0,2,4,25,19,20,26,5,7,7,9,5,2,1,17,5,2,3,2,39,10,0,2,1,15,15,9,3,0,17,0,7,10,1,0,2,0,0,26,14,6,0,3,0,1,1,0,6,1,0,52,8,0,32,0,0,9,3,2,1,42,11,2,10,0,1,0,6,0,1,4,21,12,1,1,4,4,2,0,2,2,12,7,8,8,9,4,41,25,0,3,16,11,0
"Ant73",11,67,0,0,7,0,3,6,1,34,10,6,1,83,0,8,5,1,0,10,9,17,29,0,14,5,10,0,0,0,4,1,0,1,0,8,2,0,0,0,8,13,5,14,0,12,5,0,7,0,5,0,0,0,21,16,0,0,0,0,0,2,0,0,0,0,23,0,0,26,0,0,22,12,0,0,19,6,1,2,0,2,0,10,4,0,6,10,42,0,0,0,0,0,0,2,4,10,27,2,4,0,6,26,12,0,0,16,2,0
"Ant76",12,6,0,0,1,0,0,4,2,7,19,3,0,5,8,0,0,1,0,11,17,13,9,0,19,8,5,0,0,0,20,0,2,7,0,13,4,0,1,0,2,15,9,10,0,9,7,2,0,0,11,0,0,3,21,16,1,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,5,13,0,0,3,9,2,8,0,0,6,10,0,6,2,4,0,0,0,0,0,1,0,0,3,2,6,2,6,0,0,12,2,0,0,0,6,0
"Ant148",1,37,0,0,21,0,34,13,0,0,14,9,0,0,5,0,0,2,0,32,1,11,5,0,3,3,7,0,0,0,0,0,0,15,0,1,10,0,0,0,36,0,11,34,0,4,0,0,0,0,19,0,0,0,19,30,0,0,0,0,0,10,0,0,0,66,12,1,0,21,0,0,10,0,0,0,27,2,20,6,18,0,17,6,7,0,8,4,20,0,0,0,0,0,0,0,0,16,0,0,12,1,79,16,30,0,0,8,3,0
"Ant158",6,2,0,4,2,1,1,2,10,2,0,8,0,2,1,1,2,0,1,4,7,0,12,3,1,14,2,7,0,2,0,0,1,6,17,0,5,0,2,1,0,8,1,0,4,7,0,6,3,2,3,11,2,7,7,0,0,3,4,4,1,0,8,0,3,0,7,11,0,3,0,0,2,2,3,7,3,5,0,0,0,8,0,1,0,1,2,0,2,9,5,0,0,6,8,0,2,4,1,3,0,0,2,2,0,0,2,0,8,1
"Ant191",0,1,4,12,0,2,0,0,0,0,0,1,0,4,0,0,0,1,0,1,0,0,0,2,0,2,0,5,26,7,6,0,18,0,3,0,1,8,2,4,0,0,0,0,0,2,0,16,2,15,0,0,6,2,0,0,3,2,6,4,21,0,5,6,1,0,0,3,3,0,1,45,0,0,26,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,14,1,0,0,3,1,0,4,1,0,2,0,0,0,7,12,5,0,4
"Ant196",3,26,0,0,36,0,20,8,0,2,20,14,0,25,10,11,32,4,1,0,1,2,18,0,1,5,5,0,0,0,0,0,1,9,0,15,21,0,0,0,12,2,9,61,0,4,0,3,5,0,25,0,0,2,21,10,0,0,0,0,0,30,0,0,1,40,9,2,0,13,0,0,15,4,0,0,10,3,11,3,64,1,67,1,38,0,0,20,26,0,0,0,1,0,0,0,3,13,0,4,14,0,32,9,18,0,0,5,2,0
"Ant202",13,4,0,2,2,4,1,7,18,0,10,1,4,19,9,17,1,7,0,1,0,17,12,0,22,7,10,0,0,0,8,14,4,7,0,17,0,4,6,0,0,24,13,4,6,4,5,1,4,1,1,0,0,7,13,13,3,0,1,0,0,2,0,0,0,0,8,14,0,1,0,0,12,10,6,0,3,14,0,8,0,6,0,14,0,0,7,3,10,0,0,0,2,3,0,0,16,3,0,0,4,15,0,7,9,0,1,0,0,3
"Ant209",12,3,1,4,4,0,0,13,13,4,5,5,1,20,17,13,11,0,0,2,17,0,36,4,7,2,13,0,1,0,4,9,0,15,0,10,2,0,3,1,13,7,15,2,4,9,9,0,3,0,5,0,0,0,13,20,0,0,0,0,0,4,0,2,3,0,26,1,0,11,0,0,11,10,2,0,19,4,3,8,0,0,0,8,1,0,3,10,10,0,0,0,0,10,8,10,8,9,10,0,0,1,21,10,12,0,0,5,1,2
"Ant252",14,15,0,3,21,3,1,33,4,1,30,12,4,26,29,9,5,12,0,18,12,36,0,1,19,2,20,0,0,0,13,5,0,9,2,43,6,0,4,0,14,12,33,19,0,27,18,0,13,0,10,0,0,0,39,22,0,0,0,0,0,6,0,0,2,0,53,0,0,38,0,0,11,22,0,0,37,24,14,23,0,4,0,13,0,2,8,21,19,0,1,0,0,0,11,0,3,18,7,0,33,0,18,21,27,1,0,14,6,0
