"","Ant4","Ant260","Ant52","Ant540","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant518","Ant0","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant115","Ant117","Ant127","Ant137","Ant139","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant492","Ant501","Ant507","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant158",4,11,0,0,6,2,7,19,10,3,0,2,11,21,0,1,2,29,0,10,2,0,15,2,0,16,1,6,10,0,0,6,8,29,1,7,4,0,0,0,0,0,1,0,0,15,2,0,0,0,0,0,3,0,0,3,8,5,13,10,15,29,15,0,2,0,0,3,0,19,0,19,0,0,2,5,1
"Ant191",4,5,2,15,0,1,1,1,4,1,7,0,0,0,1,0,4,0,4,2,1,7,1,0,4,0,5,0,2,1,4,2,9,0,1,0,11,1,1,21,2,13,2,17,6,0,9,0,17,2,9,24,0,6,1,0,1,3,0,1,0,0,2,3,4,7,1,2,6,0,1,0,8,6,0,10,4
"Ant202",11,9,4,6,8,13,0,2,12,9,14,0,0,0,2,4,0,11,0,1,9,0,16,16,1,0,29,0,21,14,0,7,12,0,2,5,4,18,8,3,5,3,3,3,0,0,24,3,7,5,4,0,0,7,12,3,2,1,0,0,0,1,8,3,3,0,9,7,1,7,5,0,1,29,1,11,14
"Ant209",2,52,0,0,2,8,6,51,33,8,12,2,4,0,29,0,11,0,1,29,32,0,5,6,0,16,9,1,7,24,0,4,24,21,4,51,19,0,2,2,0,1,0,1,0,12,0,0,0,0,0,0,4,0,0,32,28,25,23,22,21,45,94,0,2,2,0,0,1,27,3,36,1,4,158,10,0
"Ant268",4,0,16,1,1,0,1,1,1,2,6,0,0,0,0,4,0,1,0,0,0,3,3,0,3,0,1,0,2,0,9,0,4,0,0,1,1,2,3,0,2,9,16,3,0,1,4,1,12,0,0,3,0,7,6,4,0,0,0,1,0,0,0,16,1,4,3,1,4,0,0,0,1,6,0,2,4
"Ant308",1,47,1,0,9,4,11,41,21,14,8,2,1,0,10,2,1,29,0,0,14,0,3,5,3,10,2,0,2,10,0,15,21,2,2,12,7,1,0,0,0,2,0,0,1,17,0,0,2,0,0,0,0,0,0,13,10,21,0,6,0,12,40,0,0,0,0,1,0,4,6,9,2,0,12,7,0
"Ant518",0,15,1,0,1,4,2,2,17,15,10,4,3,4,2,1,9,32,0,14,0,0,2,1,1,6,8,0,0,9,0,5,10,7,2,8,15,0,2,1,0,0,0,0,0,10,5,0,2,0,1,0,0,1,1,20,22,16,10,11,5,3,6,0,0,0,1,1,0,2,3,5,0,4,7,10,6
"Ant0",2,3,1,3,0,0,1,0,3,1,1,0,0,0,0,7,0,0,3,0,0,0,5,0,2,0,0,0,1,1,7,1,0,0,0,0,1,8,2,8,0,13,4,4,11,0,1,3,4,4,7,5,0,10,2,0,0,0,0,0,0,0,0,3,3,5,1,0,4,0,7,0,29,21,0,1,0
"Ant23",6,19,1,0,7,6,7,1,36,10,11,8,0,11,15,1,16,5,3,3,2,5,0,12,9,6,10,1,17,10,1,16,12,13,7,4,6,6,2,2,6,0,2,0,0,7,10,3,6,2,6,0,1,1,5,9,8,5,1,12,4,15,15,3,13,1,5,8,7,10,3,3,0,2,6,9,7
"Ant27",14,11,1,1,3,10,8,18,35,7,12,1,0,12,2,0,16,6,0,5,1,0,12,0,0,2,11,0,10,2,1,6,9,8,10,0,2,10,7,0,1,0,0,1,3,4,3,0,9,0,3,0,2,0,5,6,2,2,1,9,0,6,17,1,6,0,3,11,0,8,1,3,2,6,4,5,15
"Ant29",2,4,5,4,0,8,2,0,11,0,7,0,0,0,0,4,1,0,3,3,1,2,9,0,0,0,5,0,2,1,0,0,2,0,4,2,2,2,6,2,0,2,4,2,1,3,10,15,21,14,0,0,0,9,2,5,0,7,2,3,0,0,3,1,1,1,4,0,4,3,3,0,4,9,1,6,4
"Ant32",0,2,0,0,0,0,0,15,5,0,0,19,37,4,16,0,0,16,0,10,6,0,6,2,0,0,0,2,7,0,0,0,1,53,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,0,0,4,0,2,15,9,22,7,6,0,0,0,0,0,0,21,0,12,0,0,1,1,0
"Ant42",10,11,4,3,1,12,4,2,18,2,4,0,0,0,1,5,29,9,1,2,8,0,10,11,5,0,0,0,26,9,6,5,11,0,12,1,11,4,5,1,3,5,4,1,0,0,6,5,3,12,5,0,0,1,0,1,4,6,0,4,0,0,2,1,9,2,1,5,2,0,6,0,1,17,1,5,6
"Ant43",0,9,0,0,0,0,0,21,1,0,0,4,31,0,6,0,0,1,0,0,0,0,1,0,0,2,0,0,8,0,0,0,10,19,1,1,2,2,0,0,0,0,2,0,0,7,0,1,0,1,0,0,5,0,0,0,0,0,12,0,13,12,0,0,0,0,0,0,0,20,0,13,2,0,0,1,0
"Ant44",8,11,8,0,3,17,0,12,19,3,16,2,2,3,10,2,21,7,2,2,0,1,17,10,2,7,26,8,0,0,0,3,16,9,2,8,1,5,0,0,2,0,2,2,0,2,0,1,3,1,19,0,18,0,1,5,5,4,2,5,4,13,3,0,3,2,0,9,3,9,1,7,0,5,2,8,5
"Ant55",7,14,3,1,4,8,1,1,15,2,6,0,0,0,0,1,14,24,0,10,9,1,10,2,1,0,9,0,0,0,0,16,8,0,9,0,14,7,1,1,7,0,3,2,0,1,7,2,4,0,7,1,0,6,6,10,10,9,0,5,0,1,12,0,2,1,2,3,1,12,5,0,10,3,19,1,4
"Ant63",5,5,3,7,0,7,0,1,4,1,3,0,0,0,0,4,0,0,9,0,0,7,1,1,0,0,6,0,0,0,0,2,1,0,4,0,3,11,7,4,2,6,11,2,1,0,6,7,9,2,2,1,0,19,6,2,2,4,0,1,0,0,1,2,2,2,2,5,3,0,4,0,5,11,1,10,5
"Ant97",9,19,0,1,3,7,29,5,15,1,4,0,0,0,6,2,7,4,0,15,5,1,16,6,0,0,5,0,3,16,2,0,6,0,16,14,6,2,5,2,7,1,2,0,0,1,2,4,9,1,9,0,0,3,3,15,3,10,0,6,0,5,9,0,6,1,4,7,6,3,0,0,1,7,4,8,9
"Ant98",9,35,2,0,0,9,9,12,44,4,15,4,4,6,8,9,12,24,4,21,10,0,12,9,2,1,11,10,16,8,1,6,0,10,4,12,12,4,2,1,28,8,3,0,3,6,6,9,9,1,8,0,3,5,16,10,9,13,18,6,5,7,23,5,2,3,5,7,11,14,7,9,4,2,8,3,2
"Ant100",0,0,0,0,0,0,0,39,13,0,0,21,34,24,29,0,0,21,0,2,7,0,13,8,0,53,0,19,9,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,13,0,0,0,0,0,62,0,39,17,0,0,0,0,0,0,0,45,0,60,0,0,0,1,0
"Ant109",1,20,7,0,4,5,6,1,9,12,7,0,0,0,1,1,2,4,0,2,2,0,7,10,4,0,12,1,2,9,4,16,4,0,0,0,7,2,5,1,0,0,3,2,0,4,6,1,3,0,4,0,0,2,7,12,6,4,0,2,0,1,4,0,13,1,2,5,0,2,1,0,0,4,6,4,11
"Ant115",0,82,0,0,7,1,15,8,23,7,12,5,1,1,7,0,5,51,1,12,8,0,4,0,2,6,1,1,8,0,0,14,12,7,0,0,14,0,0,0,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,31,12,12,4,5,6,10,47,1,4,0,0,3,2,22,3,10,0,0,19,12,2
"Ant117",6,30,5,3,9,8,9,4,28,4,8,1,0,1,4,11,4,19,1,7,15,1,6,2,2,0,11,2,1,14,3,6,12,0,7,14,0,11,7,3,2,0,8,5,4,3,6,5,6,9,5,3,0,4,6,39,5,14,0,8,0,13,25,4,4,5,7,8,0,2,7,0,4,9,10,15,2
"Ant127",3,8,0,0,1,15,1,0,13,0,2,0,0,0,0,1,18,0,2,1,0,8,6,10,2,0,4,2,5,7,11,2,4,0,2,0,11,0,5,6,1,3,2,0,0,0,13,2,7,0,7,3,0,0,20,2,2,4,0,2,0,0,0,1,8,8,4,0,5,0,13,0,0,2,6,4,1
"Ant137",7,5,4,2,2,1,2,0,2,0,1,0,0,0,0,1,8,2,3,0,2,2,2,7,6,0,5,0,0,1,7,5,2,0,5,0,7,5,0,9,6,0,3,6,0,0,2,8,6,6,5,2,0,4,16,2,0,2,0,2,0,0,1,1,13,2,3,2,1,0,2,0,1,4,1,2,7
"Ant139",4,3,2,16,2,0,0,0,4,0,2,0,0,0,0,21,3,2,0,0,1,8,2,0,2,0,1,0,0,1,4,2,1,0,1,0,3,6,9,0,3,6,1,1,4,2,4,21,14,5,5,11,0,7,4,1,0,3,0,1,0,1,1,0,0,1,3,1,5,0,0,0,8,0,0,5,0
"Ant153",6,7,1,6,2,1,0,3,10,0,3,0,0,0,0,2,5,0,2,0,0,0,6,1,0,0,3,0,2,7,2,7,28,0,0,2,2,1,6,3,0,1,3,3,1,0,8,17,12,3,9,0,0,6,9,0,0,1,0,5,0,0,0,0,7,0,1,2,5,0,0,0,3,8,1,5,1
"Ant156",1,3,9,11,1,2,1,0,2,2,0,0,0,0,0,13,3,1,9,2,0,13,0,0,2,0,5,0,0,0,6,1,8,0,0,0,0,3,0,6,1,0,2,5,1,0,8,0,3,0,5,6,0,0,0,0,1,1,0,0,0,0,0,0,1,9,1,3,5,1,3,0,6,1,0,2,1
"Ant159",8,8,10,2,0,0,0,0,6,0,3,0,0,0,1,2,3,0,16,0,0,4,2,0,4,0,4,2,2,3,11,2,3,0,3,0,8,2,3,1,3,2,0,1,1,0,5,14,13,11,8,8,0,7,2,0,0,1,0,1,0,0,0,1,3,3,5,0,1,0,1,0,0,10,3,10,1
"Ant169",6,2,7,0,0,2,0,0,1,0,0,0,0,0,0,17,3,1,3,0,0,4,0,1,2,0,1,0,2,2,2,0,0,0,2,0,5,0,6,1,3,5,1,0,2,0,0,6,4,4,3,6,0,0,1,0,1,3,0,0,0,0,0,2,1,6,3,0,0,0,9,0,14,3,1,0,0
"Ant173",1,1,7,13,1,1,0,0,0,0,23,0,0,0,0,6,0,0,0,1,0,11,0,3,1,0,0,0,0,0,1,0,3,0,0,0,4,0,0,4,1,1,1,2,0,0,0,4,4,1,6,9,0,5,0,1,1,0,0,0,0,0,0,1,3,2,2,0,0,0,1,0,13,2,1,1,0
"Ant176",0,13,1,0,0,5,5,20,22,3,0,0,10,4,15,0,0,12,1,17,10,0,7,4,3,12,0,7,2,1,0,1,6,28,4,5,3,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,41,8,4,15,1,22,11,2,0,1,0,4,1,4,8,2,24,0,0,7,5,0
"Ant178",4,4,3,6,0,6,3,1,9,0,6,0,0,0,2,9,24,0,4,0,5,1,10,3,10,0,6,0,0,7,6,2,6,0,6,3,6,13,2,4,8,8,5,0,0,0,0,8,2,12,5,3,0,2,6,3,2,10,0,1,0,1,6,0,4,7,2,2,9,1,7,0,1,50,1,8,3
"Ant190",9,2,0,14,2,0,0,1,4,0,6,0,0,0,0,0,3,0,1,0,0,3,3,0,15,0,5,1,1,2,7,4,9,0,1,0,5,2,8,21,17,0,14,6,4,0,8,0,3,8,2,3,0,21,11,0,0,1,0,1,0,0,0,2,3,1,7,1,2,0,0,0,6,16,2,6,0
"Ant207",6,11,4,14,2,6,0,0,10,2,2,0,0,0,0,17,7,0,12,2,2,4,6,9,21,0,3,0,3,4,9,9,9,0,3,0,6,7,6,14,12,3,13,4,4,1,2,3,0,2,2,17,0,6,11,12,5,1,0,3,0,2,2,1,6,7,11,5,3,0,0,0,3,13,4,7,0
"Ant215",17,8,14,1,1,0,1,0,1,0,2,0,0,0,0,2,5,0,0,0,0,4,2,0,14,0,12,1,1,0,2,1,1,0,0,0,9,0,6,5,3,0,11,4,1,0,12,8,2,0,2,5,0,3,4,0,0,0,0,0,0,0,0,1,4,0,5,0,6,0,17,0,2,10,1,1,3
"Ant218",13,9,2,0,1,0,2,2,8,0,2,0,0,0,0,9,4,0,0,0,1,7,6,3,0,0,5,0,19,7,2,9,8,0,4,0,5,7,5,5,9,5,8,3,6,1,5,2,2,2,0,26,0,3,1,3,4,5,0,9,0,2,4,1,2,6,6,3,2,1,3,0,1,1,5,5,3
"Ant219",2,3,10,10,1,0,0,0,4,0,2,0,0,0,0,24,0,0,3,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,2,11,0,6,8,6,9,0,3,3,17,5,26,0,0,2,0,0,1,0,0,2,0,0,0,0,0,2,1,0,1,0,1,0,4,11,0,0,0
"Ant238",0,0,0,0,0,0,0,7,8,0,0,10,8,2,3,0,0,4,0,0,0,0,1,2,0,9,0,5,18,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,0,0,0,0,0,0,23,0,15,0,0,0,4,0
"Ant242",2,8,2,10,1,0,0,0,5,0,5,0,0,0,0,6,7,0,7,0,1,10,1,0,9,0,1,0,0,6,19,3,5,0,2,0,4,0,4,7,6,0,7,0,5,0,2,21,6,3,3,2,0,0,2,0,0,0,0,2,0,0,0,13,0,0,7,4,3,0,0,0,3,5,5,8,0
"Ant243",10,11,12,9,2,7,1,0,14,0,9,0,0,0,0,1,12,0,6,0,1,2,5,5,2,0,0,0,1,6,6,3,16,0,7,0,6,20,16,4,9,0,2,1,0,0,6,11,11,4,1,0,0,2,0,6,0,0,0,6,0,2,0,0,5,2,16,4,3,0,0,0,0,9,5,20,4
"Ant255",2,105,1,0,2,6,13,7,16,21,13,8,0,0,3,0,3,32,4,13,20,0,9,6,5,4,1,0,5,10,2,15,10,0,12,31,39,2,2,1,0,0,0,0,1,41,3,0,12,0,3,0,0,0,6,0,18,29,0,10,0,11,81,1,0,4,6,1,6,9,5,0,0,0,28,2,3
"Ant257",3,49,0,0,5,12,1,3,16,5,27,2,0,0,8,1,2,28,0,10,22,0,8,2,0,0,4,0,5,10,2,3,9,0,6,12,5,2,0,0,0,1,0,1,1,8,2,0,5,0,4,1,0,0,0,18,0,15,0,18,0,4,32,0,4,0,2,9,2,5,0,5,0,2,21,3,3
"Ant289",7,47,0,0,4,10,16,3,20,7,5,0,0,0,5,3,1,25,0,21,16,0,5,2,7,2,6,0,4,9,4,10,13,0,4,12,14,4,2,3,1,1,1,3,0,4,10,1,1,0,5,0,0,0,0,29,15,0,0,9,0,11,61,4,1,1,2,3,2,0,4,2,0,1,9,12,3
"Ant294",0,0,0,0,0,0,0,94,3,0,0,26,33,15,13,0,0,23,0,0,10,0,1,1,2,15,0,12,2,0,0,0,18,62,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32,15,3,0,0,0,0,0,0,51,0,86,0,0,0,0,0
"Ant298",13,32,2,0,2,7,8,0,16,4,11,0,0,0,10,1,0,22,1,6,11,0,12,9,3,9,4,0,5,5,1,6,6,0,2,5,8,2,2,1,5,0,1,0,0,1,1,1,3,0,9,2,0,2,6,10,18,9,0,0,0,4,23,0,15,1,2,6,2,3,3,10,1,1,18,8,1
"Ant324",0,0,0,0,0,0,0,31,4,0,0,10,35,3,15,0,0,21,0,0,5,0,4,0,0,22,0,13,4,0,0,0,5,39,0,6,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,7,0,0,0,0,0,32,0,0,25,0,0,0,0,0,0,0,22,0,41,0,0,4,0,0
"Ant347",0,25,0,0,4,3,17,17,22,4,1,5,19,13,29,0,1,45,0,12,3,0,15,6,0,7,0,12,13,1,0,5,7,17,1,10,13,0,0,1,0,0,0,0,0,11,1,0,2,0,2,0,4,0,2,11,4,11,15,4,25,0,14,0,1,1,1,6,4,7,2,5,0,0,4,1,0
"Ant356",4,30,0,6,4,8,13,90,61,3,10,10,0,0,15,2,8,94,0,40,6,0,15,17,3,6,2,0,3,12,1,9,23,0,4,47,25,0,1,1,0,0,0,0,0,2,6,0,2,0,4,0,0,0,0,81,32,61,3,23,0,14,0,0,4,0,0,1,0,10,3,44,0,5,34,5,0
"Ant380",0,6,10,1,1,3,2,0,0,1,2,0,0,0,0,3,3,0,16,0,0,3,3,1,1,0,1,0,0,0,2,0,5,0,0,1,4,1,1,0,0,0,1,2,1,0,0,2,1,1,1,0,0,13,0,1,0,4,0,0,0,0,0,0,1,0,4,0,1,0,0,0,2,3,3,0,1
"Ant387",10,11,0,1,2,5,3,2,15,2,7,0,0,0,2,4,3,2,1,0,0,3,13,6,1,0,9,0,3,2,2,6,2,0,13,4,4,8,13,0,7,1,3,1,3,1,4,3,6,4,2,0,0,0,5,0,4,1,0,15,0,1,4,1,0,0,3,7,2,2,3,1,4,2,4,8,9
"Ant390",2,7,11,2,1,2,0,0,0,0,3,0,0,0,0,7,0,2,4,0,0,5,1,0,1,0,2,0,2,1,2,1,3,0,1,0,5,8,2,1,0,9,3,6,2,0,7,1,7,0,6,2,0,0,2,4,0,1,0,1,0,1,0,0,0,0,6,1,0,0,3,0,0,13,1,4,3
"Ant394",6,9,0,0,0,2,1,2,5,4,5,0,0,0,0,1,9,0,3,0,1,1,5,3,4,0,1,0,0,2,2,4,5,0,2,0,7,4,3,3,1,1,5,3,2,4,2,7,11,5,6,1,0,7,16,6,2,2,0,2,0,1,0,4,3,6,0,4,7,0,11,0,0,9,0,5,0
"Ant400",6,5,0,4,13,10,7,2,8,0,6,0,0,0,3,2,7,0,1,1,1,0,8,11,0,0,5,0,9,3,5,7,7,0,5,3,8,0,2,1,2,3,0,0,0,1,2,1,5,0,3,0,0,4,4,1,9,3,0,6,0,6,1,0,7,1,4,0,3,1,2,0,0,9,0,11,4
"Ant482",1,10,7,7,2,11,1,0,2,0,2,0,0,0,0,6,1,1,4,0,0,4,7,0,4,0,2,0,3,1,3,6,11,0,0,2,0,5,1,5,5,5,1,0,0,4,9,2,3,6,2,1,0,3,3,6,2,2,0,2,0,4,0,1,2,0,7,3,0,0,1,0,4,2,3,1,1
"Ant492",0,4,0,0,0,6,9,28,18,0,5,23,20,4,19,0,7,27,0,4,2,0,10,8,3,21,0,20,9,12,0,3,14,45,2,22,2,0,0,0,0,1,0,0,0,8,1,0,0,0,1,0,23,0,0,9,5,0,51,3,22,7,10,0,2,0,0,1,0,0,0,34,0,0,10,5,2
"Ant501",7,13,8,0,7,8,9,8,5,18,4,0,0,0,0,1,5,3,0,6,3,7,3,1,3,0,6,0,1,5,4,0,7,0,1,3,7,13,2,0,0,3,1,9,1,2,7,0,0,17,3,1,0,0,0,5,0,4,0,3,0,2,3,0,3,3,11,2,1,0,0,0,5,12,3,5,0
"Ant507",0,4,0,0,0,0,1,45,10,0,7,8,27,6,19,0,0,36,0,9,5,0,3,3,0,12,0,13,7,0,0,0,9,60,0,10,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,15,0,0,0,5,2,86,10,41,5,44,0,1,0,0,0,0,34,0,0,0,0,23,0,0
"Ant538",0,5,13,1,0,0,0,0,1,0,0,0,0,0,0,8,1,1,1,2,0,29,0,2,4,0,1,2,0,10,5,1,4,0,0,0,4,0,1,8,3,6,0,14,13,0,1,6,3,2,1,4,0,3,0,0,0,0,0,1,0,0,0,2,4,0,0,0,4,0,5,0,0,1,0,4,0
"Ant552",4,9,6,14,1,5,4,0,3,2,10,0,0,0,0,6,29,4,6,0,4,21,2,6,9,0,17,0,5,3,11,7,2,0,4,0,9,2,4,0,8,1,10,3,2,0,50,16,13,10,1,11,0,5,9,0,2,1,0,1,0,0,5,3,2,13,9,9,2,0,12,0,1,0,1,5,3
"Ant560",1,18,0,0,1,0,6,12,25,3,13,0,0,0,2,0,1,158,0,12,7,0,6,4,1,1,1,0,2,19,1,4,8,0,6,19,10,6,1,0,1,0,3,1,1,7,1,2,4,1,5,0,0,5,5,28,21,9,0,18,4,4,34,3,4,1,0,0,3,10,3,23,0,1,0,12,8
"Ant564",7,24,5,1,4,10,9,3,21,6,4,0,0,0,5,10,11,10,2,7,10,1,9,5,6,1,5,1,8,1,10,8,3,1,4,12,15,4,2,5,5,2,10,0,1,5,8,6,7,1,5,0,4,8,20,2,3,12,0,8,0,1,5,0,8,4,5,11,1,5,5,0,4,5,12,0,5
"Ant593",3,6,8,0,7,1,4,0,15,8,25,1,0,0,1,4,14,0,4,0,6,0,7,15,4,0,6,0,5,4,5,9,2,0,11,2,2,1,7,0,1,1,1,0,0,0,3,0,0,3,3,0,0,0,4,3,3,3,0,1,0,0,0,1,9,3,0,4,1,2,0,0,0,3,8,5,0
