"","Ant4","Ant260","Ant52","Ant540","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant518","Ant0","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant115","Ant117","Ant127","Ant137","Ant139","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant492","Ant501","Ant507","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant64",1,28,2,0,10,8,4,12,19,4,0,10,11,0,0,5,11,33,0,7,11,1,6,6,5,8,12,0,8,8,1,14,2,0,3,26,4,4,6,0,7,0,0,3,2,2,10,17,16,15,2,0,0,5,2,0,23,8,0,14,1,6,29,2,2,0,2,19,10,5,3,0,5,5,9,11,15
"Ant73",0,15,0,0,0,0,14,21,10,0,10,0,21,5,12,0,2,24,0,11,1,0,1,2,3,8,1,17,7,0,0,0,2,48,0,5,7,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,7,0,1,17,0,1,23,2,5,2,11,0,0,0,0,0,0,20,0,5,0,0,9,1,0
"Ant76",0,7,1,0,4,2,5,20,31,1,11,21,0,4,2,0,4,11,0,18,9,0,2,6,4,30,0,4,11,0,0,4,0,44,1,5,11,0,0,0,4,0,0,1,0,32,0,0,0,1,0,0,39,0,0,0,8,8,26,5,1,10,2,1,3,0,4,7,0,13,0,9,0,0,1,5,0
"Ant148",0,0,0,0,0,0,0,49,3,0,0,5,4,0,7,0,0,39,0,1,0,0,0,0,0,19,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0
"Ant158",3,7,0,0,3,5,9,12,8,7,0,12,2,7,0,3,4,45,1,2,4,1,3,2,0,0,2,6,4,0,3,5,9,8,2,6,0,4,4,3,1,0,0,0,0,1,0,1,7,0,0,1,7,2,5,1,17,6,10,3,15,5,10,1,2,0,4,4,2,13,4,4,2,1,6,1,1
"Ant191",2,1,55,4,2,6,0,0,0,0,5,0,0,0,3,0,6,0,3,0,0,22,1,0,5,0,2,0,0,2,4,0,1,0,3,0,5,3,6,5,5,5,1,3,2,0,3,4,2,1,2,8,0,13,0,1,0,1,0,0,0,0,4,5,5,9,1,1,0,1,3,2,21,22,0,2,1
"Ant202",8,3,4,1,8,3,8,11,1,0,11,2,4,0,4,6,0,1,5,0,2,16,5,16,4,0,26,0,14,4,2,10,4,0,7,0,9,13,19,2,11,0,4,3,1,0,13,7,7,1,1,4,0,8,2,1,1,2,0,9,4,0,1,0,6,9,2,13,1,0,2,0,14,49,11,9,6
"Ant209",0,48,0,0,0,4,21,57,23,13,33,24,11,39,45,0,1,0,3,27,28,0,7,4,3,27,1,65,10,3,0,3,13,10,3,27,21,0,2,0,1,0,0,0,0,11,1,0,0,0,13,0,91,1,14,34,41,15,41,12,5,53,109,0,4,0,2,9,3,6,1,31,0,0,60,15,1
"Ant268",0,3,1,0,4,3,0,4,0,1,0,0,0,0,1,3,5,3,0,0,1,1,1,0,2,0,0,1,1,2,0,8,3,0,0,0,1,2,0,0,2,0,2,3,1,0,10,0,1,0,4,0,0,3,1,2,0,0,0,1,1,2,0,0,0,3,3,2,1,0,4,0,4,1,2,8,0
"Ant308",7,2,0,0,0,0,6,35,22,6,7,11,18,1,2,0,0,27,0,0,14,0,8,6,0,18,0,6,6,1,0,0,9,42,1,4,14,0,0,0,0,0,0,0,0,18,0,2,0,0,4,0,22,0,7,18,4,5,45,16,20,10,6,3,1,0,4,0,0,19,1,11,0,1,3,4,2
"Ant518",0,11,0,0,1,0,23,15,17,6,11,1,9,0,4,0,2,28,1,14,0,0,3,29,2,7,3,2,3,4,2,4,3,9,2,7,12,2,3,0,4,0,0,4,1,12,3,2,6,1,2,0,5,3,3,18,4,5,10,6,6,22,12,0,6,1,2,2,2,3,1,7,0,5,6,8,6
"Ant0",5,3,22,0,3,2,2,0,1,0,1,0,0,0,1,22,16,0,1,0,0,0,0,4,0,0,2,0,1,1,3,2,3,0,1,0,2,7,17,3,2,2,0,7,3,0,0,10,4,4,0,14,0,11,0,0,0,0,0,2,0,1,0,4,0,9,2,3,1,0,1,1,11,17,0,3,2
"Ant23",1,26,4,0,2,15,9,8,8,3,6,1,2,0,3,1,5,7,1,8,3,0,0,5,12,9,4,6,8,7,3,9,14,1,2,3,1,5,1,2,4,2,0,3,1,4,9,11,6,2,1,2,0,1,3,12,7,6,0,3,1,9,10,1,5,1,3,1,4,2,2,5,5,2,9,13,3
"Ant27",7,10,2,2,5,1,7,7,15,3,6,2,6,0,2,0,16,4,0,6,29,4,5,0,1,7,13,6,12,4,2,14,1,2,5,13,3,0,4,5,11,0,0,2,0,5,8,2,8,0,3,0,8,2,6,8,6,6,4,11,0,7,3,1,8,1,0,3,2,3,1,1,0,9,10,0,7
"Ant29",0,4,2,7,5,6,1,2,3,1,5,3,4,0,0,5,4,3,2,0,2,0,12,1,0,0,3,0,0,5,13,3,2,0,1,1,3,5,7,4,1,1,1,8,2,0,16,0,7,4,0,2,0,5,5,1,3,0,0,2,0,1,1,0,2,1,3,1,3,0,0,0,1,13,0,0,5
"Ant32",0,5,0,0,0,0,5,42,21,0,8,8,30,19,0,0,0,27,0,18,7,0,9,7,0,0,0,0,6,1,0,0,4,44,0,9,4,0,0,0,0,0,0,0,0,16,3,0,0,1,9,0,28,0,1,2,0,4,30,10,3,30,4,1,0,0,0,0,0,6,0,7,0,0,0,6,0
"Ant42",11,3,1,1,23,8,4,7,5,0,12,1,0,0,2,2,26,1,0,0,3,2,4,13,3,0,0,0,11,13,1,3,9,0,4,0,0,11,5,2,6,2,5,2,2,3,3,1,1,4,1,2,0,9,16,1,0,0,0,9,0,0,0,0,12,1,4,14,1,3,0,6,2,23,1,5,7
"Ant43",0,10,0,0,0,0,2,11,19,4,0,17,4,6,6,0,0,65,1,6,2,0,6,6,0,0,0,0,12,0,1,2,1,28,2,3,1,1,0,0,0,0,0,2,0,29,0,0,0,0,0,0,34,0,2,8,9,4,5,12,9,17,7,1,0,0,0,7,0,21,0,9,0,0,9,6,0
"Ant44",17,5,2,1,5,2,3,5,44,5,8,7,11,0,4,0,14,10,1,6,3,1,8,12,0,6,11,12,0,0,3,5,5,6,7,2,3,2,4,1,9,0,0,0,1,4,1,5,3,5,0,2,16,0,2,2,22,25,16,16,5,5,3,4,9,0,1,3,3,20,3,6,3,9,4,9,2
"Ant55",1,4,0,1,3,2,3,4,1,0,8,0,0,0,0,2,4,3,2,1,4,1,7,4,5,1,13,0,0,0,2,11,6,0,0,1,1,0,4,0,7,0,1,4,1,3,1,0,5,0,0,0,0,1,0,4,1,0,0,2,5,7,5,3,2,0,4,13,2,7,0,5,0,3,2,11,4
"Ant63",3,3,11,8,6,1,1,0,0,5,1,0,0,0,3,4,2,0,0,0,2,3,3,2,13,0,1,1,3,2,0,15,1,0,0,0,1,9,3,14,8,4,1,10,1,0,8,0,6,0,0,1,0,9,4,1,0,0,0,1,0,1,0,2,9,2,2,0,3,1,1,1,7,28,0,1,1
"Ant97",8,10,0,1,3,26,5,3,3,11,14,0,4,0,5,0,10,3,8,0,4,2,9,14,3,0,3,2,5,11,15,0,4,0,17,5,1,1,3,1,13,0,0,5,0,1,14,3,5,5,0,0,0,4,10,5,5,8,0,23,14,3,2,0,20,0,5,11,3,4,0,0,8,6,3,11,3
"Ant98",8,7,3,0,3,7,6,8,13,12,2,2,0,0,9,1,4,13,3,9,3,3,14,1,2,4,9,1,5,6,1,4,0,0,6,6,3,4,1,0,5,1,1,2,0,6,9,2,4,4,3,1,0,2,4,18,5,12,0,5,8,12,13,0,9,1,3,9,1,2,5,14,1,5,3,3,6
"Ant100",0,0,0,0,0,0,0,59,30,0,0,48,44,11,8,0,0,10,0,42,9,0,1,2,0,44,0,28,6,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,66,0,0,0,0,0,33,7,6,10,0,0,0,0,0,0,0,83,0,46,0,0,0,1,0
"Ant109",4,7,1,0,1,2,11,3,0,12,3,0,1,0,2,3,7,3,0,1,2,1,2,5,1,0,4,2,7,0,0,17,6,0,0,4,2,2,4,2,8,0,0,1,0,1,3,4,4,0,7,0,0,3,4,0,8,5,0,10,5,5,3,2,4,0,4,3,5,1,6,0,2,3,3,4,2
"Ant115",6,85,0,1,2,1,32,9,14,11,26,5,5,0,6,0,0,27,0,4,7,0,3,13,1,9,0,3,2,1,0,5,6,14,4,0,11,1,0,1,6,0,0,1,0,1,2,2,1,0,3,0,3,0,11,23,17,9,6,0,10,19,60,1,2,0,0,2,0,6,1,13,0,1,31,5,3
"Ant117",7,15,3,1,4,4,4,6,6,11,4,7,11,0,0,5,9,21,1,14,12,2,1,3,3,4,0,1,3,1,1,1,3,13,2,11,0,1,7,0,1,2,1,11,3,13,3,2,4,1,10,7,11,5,4,13,7,4,1,14,3,12,20,2,4,4,0,5,1,0,18,17,20,8,6,8,7
"Ant127",3,1,1,4,11,1,1,1,0,1,4,0,0,0,4,3,13,0,2,0,2,7,5,0,5,0,11,1,2,0,9,1,4,0,2,1,1,0,20,0,3,3,3,0,2,0,5,4,2,2,1,0,0,8,0,0,0,0,0,0,0,0,1,0,6,10,0,7,4,1,1,2,7,4,2,2,0
"Ant137",2,6,6,11,11,0,6,1,0,2,6,0,0,0,4,6,19,2,0,0,3,17,1,4,7,0,5,0,4,4,3,3,1,0,4,0,7,20,0,1,3,13,0,7,11,1,3,6,2,6,5,6,0,16,1,0,1,1,0,4,0,0,2,1,5,3,0,2,9,0,5,1,18,22,2,3,3
"Ant139",1,0,6,3,1,6,4,0,0,3,0,0,0,0,3,5,2,0,0,0,0,3,2,5,4,0,2,0,1,0,14,1,0,0,2,1,0,0,1,0,3,1,3,1,4,0,8,3,0,5,3,10,0,4,0,0,1,1,0,1,0,1,0,2,1,0,7,1,0,0,0,1,8,11,1,8,1
"Ant153",7,1,0,1,11,2,2,10,0,0,7,1,4,0,1,5,11,1,2,0,4,2,4,11,1,0,6,0,9,7,8,13,5,0,8,6,1,3,3,3,0,0,0,3,1,0,1,0,10,2,0,4,0,11,3,0,0,0,0,9,0,1,0,0,8,0,0,16,2,1,0,0,4,7,8,1,1
"Ant156",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,0,1,0,2,0,0,0,4,0,1,0,0,0,2,3,13,1,0,0,11,4,5,0,2,0,6,1,0,18,0,4,0,0,0,0,0,0,0,0,0,0,4,0,6,0,2,0,5,0,7,7,0,0,1
"Ant159",2,8,1,1,0,3,0,2,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,1,0,5,0,0,1,1,0,1,0,0,0,1,3,0,3,0,11,0,0,6,0,4,4,3,4,0,1,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,0,1,0,2,9,0,0,0
"Ant169",1,0,1,4,1,3,3,2,0,0,3,0,1,0,0,3,3,0,3,0,4,7,3,2,8,0,2,2,0,4,10,5,2,0,1,1,11,0,7,1,3,4,0,0,3,0,20,5,23,5,18,6,0,2,4,0,0,0,0,0,0,0,0,1,6,2,7,2,3,3,6,0,3,18,2,0,7
"Ant173",2,3,3,40,0,0,0,0,1,0,2,0,0,0,0,2,1,0,1,0,1,3,1,0,2,0,2,0,1,1,1,0,0,0,0,0,3,2,11,4,1,5,6,3,0,0,0,1,10,2,4,4,0,5,1,0,0,1,0,1,0,0,0,0,0,1,2,0,2,0,7,0,4,12,0,0,1
"Ant176",8,6,1,0,0,1,7,14,12,0,2,8,32,0,1,0,0,11,0,18,12,0,4,5,0,16,3,29,4,3,0,1,6,43,1,1,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16,2,0,6,7,4,30,1,1,9,14,3,2,0,1,1,2,5,1,2,0,1,9,5,0
"Ant178",4,2,5,4,7,6,4,8,3,4,10,0,0,0,0,3,13,1,10,0,3,0,9,8,16,3,3,0,1,1,8,14,9,0,3,2,3,5,3,8,1,2,4,20,0,1,0,2,11,5,1,0,0,5,5,2,3,6,0,6,1,1,0,1,15,3,7,5,14,0,3,0,6,47,2,0,7
"Ant190",3,1,1,0,15,1,0,1,2,1,17,0,0,0,1,4,7,0,0,2,2,10,11,2,0,0,1,0,5,0,0,3,2,0,4,2,2,4,6,3,0,0,4,5,1,0,2,0,15,5,0,0,0,11,1,0,2,0,0,0,1,0,0,0,3,4,6,4,9,0,0,1,11,8,2,3,8
"Ant207",2,0,6,7,1,11,1,6,1,1,16,0,0,0,7,2,7,0,1,0,6,4,6,8,7,0,1,0,3,5,6,5,4,0,4,1,4,2,2,0,10,6,3,23,10,0,11,15,0,5,0,5,0,10,5,0,2,0,0,0,0,0,0,0,4,6,1,4,4,1,1,2,9,7,6,1,6
"Ant215",0,2,12,5,0,0,1,0,1,0,15,0,1,0,0,1,1,0,0,0,1,4,2,0,4,1,4,0,5,0,0,5,4,0,0,0,1,2,6,5,2,1,4,5,2,0,5,5,5,0,0,11,0,1,1,1,0,0,0,1,0,0,0,0,3,3,3,1,2,0,0,0,7,7,0,7,1
"Ant218",0,6,0,4,0,1,2,2,3,4,2,0,0,0,0,2,1,13,4,4,2,0,1,3,0,9,1,0,0,0,0,0,3,0,7,3,10,1,5,3,0,0,0,18,4,0,1,0,0,0,0,7,0,0,6,7,5,3,0,0,3,8,13,4,0,3,0,0,0,0,0,0,1,9,11,3,1
"Ant219",1,1,7,1,0,1,0,0,0,1,0,0,0,0,1,8,4,0,0,0,0,14,2,0,2,0,2,0,2,0,1,0,1,0,0,0,7,0,6,10,4,18,1,6,4,0,0,0,5,11,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,8,7,1,2,0
"Ant238",0,0,0,0,0,0,0,19,29,0,0,7,39,25,7,0,0,91,0,22,5,0,0,8,0,28,0,34,16,0,0,0,0,66,0,3,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,5,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0
"Ant242",16,4,19,2,2,8,5,1,0,1,5,0,0,0,2,13,8,1,3,0,3,11,1,2,5,0,9,0,0,1,9,4,2,0,3,0,5,8,16,4,11,4,12,2,5,2,5,11,10,1,0,1,0,0,3,0,2,1,0,4,3,0,4,2,10,12,4,3,4,1,11,0,43,13,0,6,5
"Ant243",0,16,0,0,5,0,1,2,1,10,2,1,0,0,5,0,2,14,1,7,3,0,3,6,5,1,16,2,2,0,4,10,4,0,4,11,4,0,1,0,3,0,0,4,1,0,5,1,5,1,6,0,0,3,0,2,9,5,0,7,0,2,3,0,1,0,6,1,8,2,0,0,2,2,8,4,5
"Ant255",23,35,0,0,5,0,23,17,7,33,0,17,0,0,1,1,1,34,2,18,18,0,12,8,1,2,1,8,2,4,1,5,18,0,0,23,13,0,0,0,0,0,0,0,0,6,2,0,0,1,7,0,0,0,2,0,12,26,0,10,21,20,111,2,7,0,8,9,4,5,2,17,2,1,35,11,1
"Ant257",5,60,0,0,6,4,33,19,10,23,23,0,8,0,17,0,1,41,0,4,4,0,7,6,3,0,0,9,22,1,0,5,5,0,8,17,7,0,1,1,0,0,0,0,0,7,3,2,2,0,5,0,0,2,9,12,0,19,0,5,9,27,53,2,4,0,0,3,1,6,2,6,3,2,24,14,5
"Ant289",6,16,0,1,6,6,12,10,14,7,8,1,8,0,6,1,2,15,0,5,5,0,6,6,0,4,0,4,25,0,0,8,12,0,5,9,4,0,1,1,0,0,0,0,1,4,6,0,0,0,3,1,0,1,5,26,19,0,0,5,13,8,14,1,11,0,0,8,6,9,1,0,3,2,11,10,4
"Ant294",0,0,0,0,0,0,0,134,13,0,0,23,26,31,10,0,0,41,0,45,10,0,0,4,0,30,0,5,16,0,0,0,0,33,0,6,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,10,0,0,0,0,0,0,20,3,13,0,0,0,0,0,0,0,13,0,39,0,0,0,0,0
"Ant298",4,7,3,0,5,7,6,22,30,9,14,2,5,0,3,0,9,12,1,16,6,2,3,11,2,10,9,12,16,2,1,23,5,7,10,0,14,0,4,1,9,0,0,0,1,1,6,0,0,1,0,0,2,4,7,10,5,5,20,0,4,4,7,1,11,0,2,8,5,5,0,27,1,5,5,6,6
"Ant324",4,14,0,0,4,0,5,8,15,0,1,5,1,0,15,0,4,5,1,20,6,0,1,0,0,3,0,9,5,5,0,14,8,6,5,10,3,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,3,0,21,9,13,3,4,0,13,4,2,1,0,1,0,0,9,0,6,0,1,13,10,0
"Ant347",4,39,0,0,1,3,17,38,15,8,6,2,10,1,5,0,0,53,2,10,22,1,9,7,1,30,0,17,5,7,1,3,12,10,5,19,12,0,0,1,1,0,0,0,0,9,1,0,0,0,8,0,5,0,2,20,27,8,13,4,13,0,45,0,3,1,0,4,3,11,3,27,6,0,26,7,2
"Ant356",0,22,0,0,9,1,5,37,10,2,29,11,2,0,10,4,1,109,0,6,12,0,10,3,1,4,0,7,3,5,0,2,13,0,3,60,20,1,2,0,0,0,0,0,0,14,0,0,0,0,13,0,0,4,3,111,53,14,0,7,4,45,0,0,3,0,0,4,0,4,2,61,2,1,47,13,0
"Ant380",0,0,3,0,0,1,0,0,0,4,2,0,1,0,1,5,0,0,0,3,0,4,1,1,0,1,0,1,4,3,2,0,0,0,2,1,2,0,1,2,0,0,0,1,0,3,1,0,0,0,4,0,0,2,0,2,2,1,0,1,2,0,0,0,0,2,4,0,0,0,0,0,1,1,1,0,1
"Ant387",3,5,0,0,2,7,1,7,5,9,2,0,3,0,2,5,6,4,0,1,6,0,5,8,2,0,12,0,9,2,9,20,9,0,4,2,4,6,5,1,8,4,1,6,0,2,15,3,4,3,0,0,0,10,1,7,4,11,0,11,1,3,3,0,0,6,8,17,5,6,3,0,7,11,1,18,4
"Ant390",1,1,14,0,3,2,4,0,0,0,0,0,0,0,0,9,9,0,3,0,1,9,1,1,1,0,1,0,0,0,2,0,1,0,0,0,4,10,3,0,0,0,0,2,1,0,3,4,6,3,3,0,0,12,0,0,0,0,0,0,0,1,0,2,6,0,1,4,0,0,12,1,21,3,0,0,1
"Ant394",5,8,1,2,9,6,10,0,2,3,2,0,4,0,4,1,2,2,3,4,2,2,3,0,3,0,4,0,1,4,2,5,3,0,4,0,0,0,0,7,0,6,0,7,2,1,7,6,1,3,0,1,0,4,6,8,0,0,0,2,1,0,0,4,8,1,0,4,2,1,8,0,7,23,2,8,2
"Ant400",3,13,3,1,10,5,3,4,12,2,19,0,7,0,4,1,13,9,2,0,2,3,1,3,1,0,14,7,3,13,0,11,9,0,3,2,5,7,2,1,16,0,2,2,0,1,5,4,4,1,0,0,0,3,1,9,3,8,0,8,0,4,4,0,17,4,4,0,3,5,8,0,1,9,1,4,13
"Ant482",10,2,1,2,2,8,0,5,1,8,10,0,0,0,2,0,1,3,1,0,2,1,4,2,3,0,1,0,3,2,3,3,1,0,5,0,1,4,9,0,2,2,10,3,2,2,14,9,4,2,0,1,0,4,8,4,1,6,0,5,0,3,0,0,5,0,2,3,0,0,0,0,5,2,0,0,5
"Ant492",1,10,0,0,1,1,2,11,17,1,5,20,13,1,13,1,0,6,0,19,3,0,2,3,0,6,3,21,20,7,1,4,2,83,1,6,0,1,0,0,1,0,0,3,0,5,0,0,1,0,0,0,18,1,2,5,6,9,13,5,9,11,4,0,6,0,1,5,0,0,3,2,0,1,3,1,0
"Ant501",3,4,1,0,0,2,3,3,0,4,3,0,0,0,4,3,2,1,4,1,1,1,2,1,0,0,0,0,3,0,1,0,5,0,6,1,18,1,5,0,0,5,1,6,7,1,3,0,1,0,0,3,0,11,0,2,2,1,0,0,0,3,2,0,3,12,8,8,0,3,0,0,13,6,0,2,7
"Ant507",0,0,2,0,0,0,8,39,16,0,0,5,9,12,4,2,0,31,0,11,7,1,5,1,0,7,6,9,6,5,1,0,14,46,0,13,17,2,1,1,0,0,0,0,0,2,0,1,2,0,0,0,11,0,0,17,6,0,39,27,6,27,61,0,0,1,0,0,0,2,0,0,0,0,28,5,0
"Ant538",3,2,16,5,11,7,1,2,0,3,5,0,0,0,2,21,14,0,4,0,0,11,5,0,1,0,2,0,3,0,7,8,1,0,2,0,20,7,18,8,4,7,2,3,4,0,6,11,9,7,1,8,0,43,2,2,3,3,0,1,0,6,2,1,7,21,7,1,5,0,13,0,0,17,1,3,4
"Ant552",11,1,24,10,3,5,4,1,5,2,5,0,0,0,1,22,49,0,1,1,5,17,2,9,13,0,23,0,9,3,28,6,5,0,3,1,8,4,22,11,7,7,9,18,12,1,47,8,7,7,9,7,0,13,2,1,2,2,0,5,1,0,1,1,11,3,23,9,2,1,6,0,17,0,3,8,11
"Ant560",1,19,1,2,0,2,6,39,4,5,9,9,1,0,6,0,11,60,2,3,6,0,9,10,0,0,1,9,4,2,0,3,3,0,3,31,6,2,2,1,8,0,0,2,0,9,2,2,6,0,11,1,0,0,8,35,24,11,0,5,13,26,47,1,1,0,2,1,0,3,0,28,1,3,0,9,0
"Ant564",14,21,1,2,12,5,6,8,9,6,11,1,5,0,1,2,9,15,8,4,8,3,13,0,0,6,5,6,9,11,1,11,3,1,4,5,8,2,3,8,1,0,0,0,0,5,0,3,1,7,3,2,0,6,4,11,14,10,0,6,10,7,13,0,18,0,8,4,0,1,2,5,3,8,9,0,2
"Ant593",9,7,0,0,4,4,7,6,6,2,15,0,0,0,1,1,6,1,0,2,6,2,3,7,5,0,7,0,2,4,1,3,6,0,2,3,7,0,3,1,1,1,0,7,1,0,7,8,6,1,1,0,0,5,5,1,5,4,0,6,0,2,0,1,4,1,2,13,5,0,7,0,4,11,0,2,0
