"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant347","Ant353","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant527","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant60",0,3,5,2,3,2,0,0,2,6,0,5,0,1,13,4,0,17,12,4,19,7,0,4,1,6,6,12,3,8,4,2,12,0,0,2,7,3,14,1,2,8,2,0,10,4,5,5,22,0,3,3,1,4,1,3,9,1,1,4,0,0,4,0,3,0,2,8,4,2,5,1,5,1,0,7,0,5,1,3,0,9,0,0,0,5,3,1,0,4,8,0,6,0,3,6,6,3,4,4,9,14,14,2,0,1,4,12,6,5
"Ant64",9,9,3,9,1,6,0,1,1,5,12,15,1,0,12,9,0,2,7,9,8,5,0,9,5,17,11,9,3,8,2,4,3,5,10,3,10,5,17,2,1,15,3,0,5,12,3,11,13,2,6,2,7,14,4,1,11,2,4,2,2,0,3,2,3,0,8,22,3,0,6,1,5,0,1,16,3,8,3,6,1,8,1,0,2,4,5,13,3,2,9,4,9,2,3,4,5,7,5,0,5,8,11,3,2,10,2,7,6,2
"Ant73",1,27,0,6,19,0,0,8,4,33,7,2,13,12,0,2,0,0,5,13,6,16,0,0,5,10,2,1,0,0,2,1,3,7,2,14,3,0,1,0,7,19,7,5,1,12,1,4,2,0,8,2,0,2,2,1,4,0,1,0,0,4,0,1,1,0,4,0,1,8,0,0,3,0,4,2,5,8,5,4,1,5,4,0,0,1,7,8,0,1,5,0,0,0,1,0,2,9,18,0,3,0,33,11,8,0,0,15,7,0
"Ant76",6,34,1,3,5,0,9,12,1,3,5,6,4,9,2,0,1,5,4,7,10,2,1,0,3,14,5,7,0,1,5,2,1,9,2,15,10,1,1,0,8,2,3,6,0,0,3,7,6,1,14,0,0,2,16,18,0,0,0,0,1,6,1,1,0,0,1,0,1,9,3,0,11,6,1,4,24,0,11,3,3,0,3,1,1,4,4,12,8,0,5,0,2,1,0,1,2,1,11,1,5,5,9,11,10,0,1,10,3,2
"Ant148",0,5,0,0,30,0,28,1,2,7,11,6,0,0,0,1,0,1,1,20,1,3,87,0,2,2,4,0,0,0,3,0,0,4,0,4,4,0,0,0,47,3,5,134,0,0,0,0,0,0,3,0,0,0,29,51,0,0,0,0,0,8,0,0,0,23,5,0,0,7,0,0,1,7,0,0,4,0,0,0,32,0,43,16,22,0,3,3,3,0,0,0,0,0,0,0,1,1,4,0,0,0,7,0,0,0,0,2,1,0
"Ant158",6,4,1,9,1,6,0,2,7,4,5,0,17,2,0,5,1,0,4,3,8,4,0,4,3,4,0,4,0,11,4,5,2,5,5,3,0,0,3,3,1,9,0,1,2,8,12,4,5,0,9,8,0,3,1,8,6,3,1,1,0,3,4,0,0,0,9,18,12,3,4,2,0,0,3,3,2,9,6,5,1,5,1,0,1,0,2,3,0,5,4,3,4,0,3,4,1,0,8,5,13,7,3,1,0,3,4,2,4,4
"Ant191",7,4,27,6,1,8,0,0,6,2,3,4,12,7,5,4,1,4,0,0,20,2,0,10,4,8,4,12,7,32,3,5,47,2,15,1,6,17,5,19,3,4,4,0,25,4,2,11,8,6,2,8,12,10,0,1,2,6,8,26,24,1,29,8,4,0,7,13,8,1,13,15,1,0,39,10,5,8,5,5,0,36,0,0,0,8,5,4,3,9,7,11,14,12,8,20,42,5,5,16,3,15,8,1,1,19,5,8,10,20
"Ant196",9,11,2,8,14,1,27,11,1,4,10,7,4,9,13,7,20,3,0,0,0,5,3,0,2,4,6,1,0,4,8,3,10,13,3,2,7,3,1,0,21,3,6,21,2,14,0,6,5,0,24,0,0,4,24,51,6,0,3,1,0,13,0,14,1,5,3,12,0,32,4,0,14,10,2,13,17,5,2,10,9,3,36,7,2,2,7,4,2,4,1,1,2,0,1,0,4,14,3,5,5,2,0,8,8,1,3,10,1,2
"Ant202",8,8,2,0,1,0,0,5,1,42,2,0,19,8,6,10,1,8,20,0,0,4,0,6,13,14,1,0,0,6,11,11,7,8,4,16,11,2,5,0,5,9,14,6,16,5,0,10,12,0,6,6,0,8,2,2,1,0,3,3,2,0,10,1,0,0,10,7,0,2,1,1,39,6,1,10,31,27,6,5,0,19,0,0,2,15,0,9,3,0,13,3,4,0,5,10,5,1,8,2,2,5,9,2,18,5,8,2,0,7
"Ant209",1,8,0,6,15,2,0,6,5,5,6,8,7,5,16,2,3,4,2,5,4,0,0,5,4,11,8,6,1,16,3,11,4,12,10,5,12,3,4,6,5,21,3,12,6,5,4,4,5,0,8,4,0,8,11,3,20,1,2,1,0,2,2,7,0,0,7,10,0,0,0,1,30,14,0,1,6,16,8,18,1,7,2,0,0,23,12,12,0,4,3,0,10,11,1,1,8,14,33,4,12,19,6,14,12,1,1,1,8,5
"Ant252",0,0,0,0,56,0,120,19,0,0,11,4,0,0,0,1,87,0,0,3,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,10,4,0,0,0,46,0,17,128,0,0,0,0,0,0,5,0,0,0,31,62,0,0,0,0,0,14,0,0,0,102,0,0,0,9,0,0,0,31,0,0,0,0,0,0,46,0,87,60,44,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0
"Ant268",3,3,4,5,0,5,0,1,6,0,2,1,4,9,0,0,0,4,10,0,6,5,0,0,11,2,2,4,6,16,2,4,7,0,5,0,1,2,7,5,0,11,2,1,5,7,2,3,9,0,4,4,7,3,0,0,2,4,1,3,6,0,4,2,2,0,1,3,0,0,15,17,3,5,5,3,1,1,3,0,0,8,0,0,0,2,1,1,3,1,11,0,7,9,1,4,2,0,2,5,0,6,2,0,0,4,1,0,5,3
"Ant308",2,2,1,6,1,1,0,2,1,3,11,4,1,5,5,3,2,3,4,2,13,4,0,11,0,9,4,11,2,3,10,2,9,8,5,5,24,3,3,3,6,12,4,10,3,4,0,7,7,0,4,1,3,13,0,2,0,0,1,1,1,0,2,0,3,0,2,12,4,1,0,0,3,2,1,6,4,18,2,1,0,2,0,0,0,0,7,9,3,2,6,4,3,0,3,5,6,4,8,4,3,0,4,2,0,1,0,1,5,1
"Ant311",9,8,3,9,8,0,0,2,9,5,7,9,6,17,10,14,2,4,8,4,14,11,0,2,9,0,7,12,2,7,11,32,11,7,5,3,15,3,10,0,5,30,4,11,15,16,13,20,25,2,9,1,6,6,0,3,9,2,1,4,4,1,6,3,3,0,6,31,12,10,18,3,3,0,8,28,1,10,9,13,0,32,2,0,2,12,10,10,0,3,35,6,11,5,6,4,4,1,8,12,4,9,2,5,8,12,2,14,19,17
"Ant518",6,19,0,1,3,2,5,11,6,16,7,15,6,11,2,5,4,0,4,6,1,8,4,2,4,7,0,2,1,2,28,1,0,5,1,3,14,0,3,0,5,5,7,6,0,9,0,2,15,0,10,5,0,2,5,1,7,0,0,0,0,4,0,0,1,1,7,3,1,6,2,0,5,12,1,1,5,1,4,1,1,2,5,1,3,0,3,1,13,4,6,1,1,0,0,3,18,3,9,9,6,3,1,5,0,1,2,8,2,4
"Ant620",7,2,20,10,1,7,0,1,1,2,2,4,12,9,1,7,0,4,12,1,0,6,0,4,11,12,2,0,20,11,1,7,26,1,13,0,1,17,12,8,1,14,1,2,20,6,3,15,4,5,0,12,12,14,0,1,10,7,4,22,6,1,5,10,8,0,2,5,12,2,11,22,5,0,8,5,0,4,2,0,0,20,0,0,0,1,6,5,0,12,15,4,10,14,15,14,8,1,5,8,1,24,2,0,0,7,23,3,8,17
"Ant0",2,1,14,3,0,4,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,1,0,6,2,2,1,20,0,0,0,0,18,0,1,0,1,20,1,14,0,1,0,0,3,0,0,8,6,8,0,8,1,1,0,0,2,14,1,18,16,0,7,6,10,0,1,2,7,0,8,4,0,0,10,5,0,0,0,0,0,2,0,0,0,0,0,1,0,11,1,15,5,5,16,4,0,0,0,10,0,7,0,0,0,20,18,0,3,6
"Ant13",11,2,1,2,1,5,0,0,6,7,0,0,8,8,0,1,0,11,32,4,6,16,0,16,3,7,2,11,0,0,5,7,22,0,17,1,12,6,18,8,2,2,1,9,6,4,3,14,8,3,7,4,13,13,1,0,3,2,7,1,13,0,5,4,2,0,11,9,7,0,13,0,34,0,13,6,3,6,3,4,0,13,0,0,0,8,5,0,1,4,7,9,10,13,1,22,11,0,9,3,4,8,4,1,0,9,6,3,8,15
"Ant23",4,4,1,1,12,2,5,16,1,7,15,16,4,2,2,5,3,4,3,8,11,3,9,2,10,11,28,1,0,5,0,1,4,6,1,18,16,0,0,0,21,0,11,6,8,3,4,3,26,2,7,0,0,1,32,13,2,0,0,2,1,11,4,5,0,13,1,6,0,15,5,0,13,21,0,0,14,4,6,19,7,8,11,13,6,1,15,2,11,2,6,0,7,2,0,1,1,7,14,1,25,5,19,12,8,0,2,11,3,2
"Ant27",11,11,4,6,0,0,0,0,6,4,4,5,2,4,1,2,0,5,5,3,11,11,0,4,2,32,1,7,0,7,1,0,13,0,4,0,32,4,11,6,3,15,1,1,9,8,15,3,8,8,2,3,10,10,0,0,7,3,2,2,13,1,7,7,4,0,5,9,2,0,6,5,8,0,1,11,0,0,1,5,0,21,0,0,0,5,6,0,4,7,20,8,12,6,4,1,0,1,3,15,1,10,1,2,0,2,3,2,29,14
"Ant29",10,4,32,7,1,9,0,0,2,0,2,4,12,3,3,1,0,2,47,10,7,4,0,7,9,11,0,26,18,22,4,13,0,1,19,0,3,25,17,23,0,8,1,0,25,6,7,11,30,4,2,22,6,4,1,0,6,4,8,12,33,0,5,3,12,0,15,2,12,0,3,3,8,1,8,7,1,11,1,4,0,40,0,0,0,7,6,1,0,16,6,31,20,5,18,9,19,1,1,9,0,27,2,0,0,28,20,2,12,28
"Ant32",5,107,0,0,23,0,0,20,5,9,13,31,0,5,7,9,4,5,2,13,8,12,0,0,8,7,5,1,0,0,6,0,1,0,0,9,13,0,0,0,17,4,11,3,0,5,0,1,9,0,14,0,0,0,16,7,1,0,0,0,0,2,0,4,1,0,2,4,0,14,0,0,22,9,0,1,36,13,1,9,2,0,24,0,22,1,6,4,18,0,0,0,2,0,0,0,2,31,23,1,4,1,10,24,20,0,0,44,1,0
"Ant42",6,0,16,5,0,10,0,0,1,1,2,0,0,10,2,2,0,5,15,3,4,10,0,5,5,5,1,13,1,17,1,4,19,0,0,0,4,8,12,8,5,3,0,4,6,4,6,3,11,3,1,15,4,0,0,0,6,7,7,6,4,0,8,2,3,0,6,25,10,0,10,22,2,0,6,5,0,1,0,0,0,4,0,0,0,6,3,2,0,3,4,3,3,9,2,9,3,4,2,5,2,7,2,2,0,0,15,1,7,4
"Ant43",11,25,0,6,10,2,21,12,5,20,9,12,2,3,14,15,4,3,1,2,16,5,10,0,5,3,3,0,0,1,18,0,0,9,0,0,13,0,0,0,7,5,11,17,0,4,0,0,3,0,8,0,0,2,12,8,0,0,0,0,0,11,0,6,1,5,2,5,0,8,0,0,14,17,0,1,15,13,6,11,6,1,10,13,1,0,4,9,2,0,1,0,0,0,0,0,3,11,2,0,16,10,23,23,13,0,1,24,0,0
"Ant44",8,35,1,9,17,1,9,14,3,15,6,25,7,10,3,10,4,0,6,7,11,12,4,1,24,15,14,1,1,12,16,32,3,13,4,13,0,3,9,3,10,16,18,4,2,22,3,6,11,0,19,2,0,4,11,15,2,1,0,1,1,4,1,1,3,1,0,6,3,5,3,1,3,7,0,1,5,12,13,15,5,6,12,7,1,6,4,21,25,3,8,2,1,4,2,5,9,14,10,5,15,2,11,9,17,0,13,30,8,2
"Ant50",0,0,23,1,0,7,0,0,6,1,1,0,3,5,0,1,0,0,17,3,2,3,0,2,3,3,0,17,20,6,0,4,25,0,8,0,3,0,6,23,3,4,0,0,5,0,3,3,14,9,0,17,12,12,0,0,5,14,8,6,10,0,12,3,22,0,9,1,7,0,4,10,1,0,36,7,0,4,1,1,0,4,0,0,0,3,2,1,0,2,1,31,6,6,11,21,9,0,0,15,3,7,0,0,0,19,38,0,7,14
"Ant55",6,5,2,7,0,4,0,0,13,1,3,2,14,17,1,1,0,3,5,1,5,4,0,7,3,10,3,12,1,18,0,11,17,0,12,0,9,6,0,0,0,34,2,1,3,8,6,10,12,3,1,9,0,0,0,0,8,4,5,6,1,2,9,1,0,0,15,13,12,1,15,4,1,0,1,12,5,3,2,1,0,4,0,0,0,1,5,3,1,5,15,4,5,8,8,5,0,4,0,3,2,13,0,0,0,1,0,2,3,10
"Ant63",1,0,10,2,1,3,0,0,1,1,0,0,1,2,0,0,0,3,19,0,0,6,0,5,3,0,0,8,14,8,0,6,23,0,8,0,3,23,0,0,0,4,0,0,7,0,1,12,2,1,0,6,9,0,0,0,4,13,4,7,9,0,12,13,8,0,1,3,3,0,2,6,0,0,8,14,0,0,0,0,0,5,0,0,0,3,3,0,0,6,1,5,8,6,17,10,7,1,0,8,2,2,0,0,0,8,4,0,4,4
"Ant91",6,37,0,2,32,0,34,3,1,12,13,26,2,1,7,8,47,1,3,21,5,5,46,0,6,5,5,1,0,2,21,3,0,17,5,7,10,3,0,0,0,2,15,47,1,3,0,3,4,0,7,0,0,0,24,12,2,0,0,0,0,7,0,0,0,12,8,1,0,36,0,0,4,12,0,1,9,8,0,10,20,3,35,11,9,1,5,2,5,0,3,1,0,0,0,2,0,5,13,1,18,1,22,10,6,0,1,8,2,0
"Ant97",11,3,1,14,5,1,0,0,4,18,3,2,8,15,19,2,3,9,4,3,9,21,0,11,12,30,5,14,1,2,0,15,8,4,3,5,16,4,34,4,2,0,1,4,5,28,4,39,17,6,4,8,2,4,0,1,21,7,4,1,5,5,6,1,5,0,13,15,20,0,10,8,12,0,0,16,12,13,2,9,0,20,0,0,0,2,9,10,1,3,41,1,8,8,3,3,1,4,17,11,9,18,17,5,1,7,3,9,10,6
"Ant98",3,8,0,0,2,0,5,9,1,19,8,2,2,3,7,3,5,0,4,6,14,3,17,2,4,4,7,1,0,1,11,1,1,11,0,11,18,0,2,0,15,1,0,5,2,0,0,2,7,0,2,1,0,2,19,2,0,0,0,0,0,9,0,1,0,27,14,0,0,11,0,0,6,28,0,0,15,13,5,8,6,0,16,2,10,1,7,1,15,0,3,1,1,0,0,1,0,13,4,0,12,0,16,10,8,0,0,3,4,0
"Ant100",4,7,0,1,32,1,87,7,9,2,13,1,0,0,5,6,134,1,0,21,6,12,128,1,10,11,6,2,0,9,6,1,0,3,4,17,4,0,1,0,47,4,5,0,2,3,2,0,0,0,4,1,0,14,28,102,0,0,0,0,1,15,0,0,0,12,1,1,0,3,0,0,2,6,1,1,13,1,6,3,115,1,262,66,36,1,10,5,6,1,3,2,1,0,0,1,0,0,7,1,8,0,5,3,2,0,0,1,0,0
"Ant109",8,3,5,13,3,7,0,1,0,0,1,3,10,5,1,0,0,2,25,2,16,6,0,5,3,15,0,20,3,6,8,9,25,0,6,0,2,5,3,7,1,5,2,2,0,3,1,6,1,0,0,12,0,1,0,0,8,2,0,8,1,0,9,4,0,0,10,8,3,1,7,2,0,0,0,14,1,2,1,4,0,12,0,0,0,2,1,4,2,4,7,7,1,2,10,7,3,1,4,12,2,1,2,3,1,12,1,6,10,22
"Ant113",14,7,2,10,2,3,0,3,8,9,7,11,4,12,12,0,0,8,4,14,5,5,0,7,4,16,9,6,0,4,3,8,6,5,4,4,22,0,8,0,3,28,0,3,3,0,9,6,16,1,1,4,1,4,0,3,3,0,3,2,0,7,6,0,0,0,8,12,1,2,12,1,10,0,1,18,3,11,3,9,0,10,2,0,0,2,5,10,2,1,12,0,3,2,1,1,3,3,6,4,7,7,2,6,7,1,3,4,6,4
"Ant115",8,6,1,7,0,1,0,0,12,4,0,4,5,3,1,3,0,12,2,0,0,4,0,2,0,13,0,3,0,3,4,15,7,0,6,0,3,3,6,1,0,4,0,2,1,9,0,16,5,0,0,3,2,4,1,0,1,1,1,2,0,0,3,0,0,0,1,17,3,0,25,1,12,0,2,17,4,3,0,2,0,13,0,0,0,1,3,0,1,0,7,0,0,2,1,2,1,0,0,5,1,15,2,0,0,1,4,2,5,3
"Ant117",15,2,4,13,0,3,0,0,9,4,2,1,5,11,4,7,0,4,11,6,10,4,0,3,7,20,2,15,8,14,3,3,11,1,3,0,6,3,10,12,3,39,2,0,6,6,16,0,16,1,7,2,5,3,0,1,8,15,13,13,7,0,4,1,4,0,4,5,12,2,12,9,10,0,11,10,1,15,1,4,0,12,0,0,0,7,7,8,1,7,12,13,18,13,4,20,3,1,1,8,5,14,1,0,0,4,11,4,6,9
"Ant124",11,9,11,6,0,4,0,3,3,6,1,19,22,13,2,6,0,5,8,5,12,5,0,9,7,25,15,4,6,8,26,8,30,9,11,3,11,14,12,2,4,17,7,0,1,16,5,16,0,1,11,5,2,4,0,2,5,1,1,13,6,1,5,2,9,0,10,4,10,2,1,19,2,1,4,21,3,13,2,1,0,11,0,0,0,2,10,16,7,3,11,8,8,5,2,10,14,5,0,12,7,3,4,9,5,1,7,10,4,11
"Ant127",3,0,11,4,0,8,0,0,1,3,0,2,0,2,0,1,0,0,6,0,0,0,0,0,0,2,0,5,8,3,2,8,4,0,3,0,0,9,3,1,0,6,0,0,0,1,0,1,1,0,1,11,0,3,1,0,1,4,4,5,0,0,6,3,9,0,3,1,4,0,8,8,1,0,7,6,0,0,3,0,0,8,0,0,0,0,5,0,0,4,0,8,4,9,6,7,8,0,0,3,0,16,0,0,1,4,4,0,6,2
"Ant131",6,15,0,2,16,2,5,13,4,7,16,25,3,6,8,14,3,9,2,24,6,8,5,4,4,9,10,0,0,7,7,2,2,14,1,8,19,0,1,0,7,4,2,4,0,1,0,7,11,1,0,0,0,1,20,24,3,0,0,2,0,7,0,1,0,3,4,4,0,12,2,0,0,9,0,0,7,4,6,7,3,2,6,3,4,2,1,4,0,0,2,0,5,0,0,3,7,8,7,4,35,1,10,17,1,0,2,8,10,2
"Ant137",0,3,35,1,0,6,0,0,2,0,0,0,3,2,2,0,0,8,8,0,6,4,0,4,1,1,5,12,8,4,0,3,22,0,15,0,2,17,9,6,0,8,1,1,12,4,3,2,5,11,0,0,4,1,0,0,3,30,4,11,7,0,15,2,19,0,0,9,8,0,24,17,1,0,5,16,0,1,0,3,0,4,0,0,0,4,1,0,0,1,5,17,4,10,25,13,0,0,0,10,2,16,0,0,0,36,9,1,9,18
"Ant139",1,1,21,3,0,0,0,0,4,0,0,0,1,7,0,0,0,0,12,0,0,0,0,7,3,6,0,12,1,13,0,10,6,0,4,0,0,12,0,9,0,2,0,0,0,1,2,5,2,0,0,4,0,0,0,0,2,24,24,9,11,0,10,5,1,0,1,0,8,0,0,12,0,0,18,0,0,0,2,2,0,4,0,0,0,0,0,0,0,1,1,8,10,7,3,1,6,0,0,6,0,0,0,0,0,14,7,1,2,13
"Ant140",4,4,0,3,0,1,0,3,1,14,3,5,4,14,2,2,0,3,10,4,8,8,0,3,13,6,2,14,1,13,1,10,4,0,0,2,4,12,0,0,0,4,2,14,1,4,4,3,4,3,1,1,0,0,1,0,5,0,10,2,1,1,3,7,5,0,4,2,18,0,1,0,4,1,0,0,2,6,2,7,0,6,0,0,0,0,2,3,1,5,15,0,1,1,3,5,10,1,10,11,2,1,7,5,0,5,9,1,5,1
"Ant142",3,18,0,0,30,0,32,23,1,3,22,11,1,4,2,16,29,1,0,24,2,11,31,0,0,0,5,0,0,1,32,0,1,16,0,12,11,0,0,0,24,0,19,28,0,0,1,0,0,1,20,0,0,1,0,48,0,0,2,0,0,37,0,1,2,25,5,4,0,26,0,0,3,60,0,0,46,1,9,15,47,1,59,22,17,0,3,1,15,1,0,0,1,0,0,0,5,19,18,0,13,1,25,13,3,0,0,9,2,0
"Ant149",5,14,0,0,27,1,34,11,5,3,19,16,3,1,1,18,51,8,1,51,2,3,62,0,2,3,1,1,0,0,13,0,0,7,0,8,15,0,0,0,12,1,2,102,0,3,0,1,2,0,24,0,0,0,48,0,0,0,0,0,0,23,0,0,0,25,2,0,0,11,0,0,0,7,0,0,7,7,1,1,55,0,102,29,31,0,6,0,16,0,2,0,0,0,0,0,0,24,8,0,11,0,1,3,0,0,0,1,1,1
"Ant153",6,1,6,7,0,3,0,0,1,2,1,3,9,11,4,0,0,6,2,6,1,20,0,2,0,9,7,10,2,3,2,7,6,1,6,0,2,5,8,4,2,21,0,0,8,3,1,8,5,1,3,3,2,5,0,0,0,0,4,7,1,3,6,1,1,0,2,4,20,0,5,5,0,0,5,10,0,1,0,0,0,6,0,0,0,7,4,0,0,1,5,2,3,14,0,2,1,3,6,14,4,30,4,1,2,3,2,15,9,2
