"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant347","Ant353","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant527","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant156",1,4,16,2,0,2,0,0,0,0,0,0,0,2,0,0,0,1,17,0,0,5,0,2,2,1,0,7,6,1,1,6,4,0,3,0,0,7,1,4,0,0,0,1,2,2,0,3,0,1,0,9,15,4,0,0,0,0,6,20,16,0,9,3,14,0,1,1,0,1,0,22,1,0,14,1,2,1,0,2,0,2,0,0,0,0,1,0,0,7,6,11,6,6,1,6,5,1,0,4,0,6,3,1,2,18,9,2,1,4
"Ant159",1,2,8,0,0,3,0,0,1,1,0,9,1,3,0,0,0,2,23,1,2,0,0,0,0,2,3,11,7,31,0,3,13,1,4,0,0,4,10,14,0,0,0,0,0,0,2,2,5,1,0,8,5,0,1,0,1,6,0,3,10,0,15,6,2,0,0,6,2,0,14,0,0,0,6,2,0,1,0,0,0,4,0,0,0,0,0,3,0,1,5,5,4,1,0,3,2,0,1,2,0,6,0,0,0,9,17,0,1,14
"Ant169",3,0,8,5,0,2,0,0,5,0,0,2,0,1,0,0,0,0,13,0,0,0,0,0,3,5,0,3,12,2,0,4,11,0,5,0,0,6,1,6,0,1,0,0,0,2,0,4,3,3,0,6,4,0,0,0,1,20,3,0,10,0,7,11,5,0,1,3,1,0,8,50,0,0,9,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,5,3,4,2,0,16,0,0,2,5,0,1,0,0,2,17,3,1,2,4
"Ant173",7,2,13,4,0,3,0,0,0,0,1,0,5,2,0,0,0,0,20,0,0,1,0,2,0,6,0,7,6,3,1,2,2,0,2,0,2,6,1,8,0,3,0,0,1,1,0,11,1,2,2,4,8,0,2,0,1,16,10,10,0,0,19,1,5,0,0,9,2,0,6,27,0,0,16,1,0,1,0,0,0,8,0,0,0,0,0,0,0,10,7,4,7,1,5,12,9,0,1,6,0,0,1,0,0,16,26,0,0,14
"Ant176",0,16,0,1,15,0,9,12,1,10,20,20,0,3,4,1,7,2,0,10,1,8,4,0,5,6,8,1,0,1,10,2,1,5,3,3,2,0,2,0,11,1,6,14,1,3,0,1,3,2,5,0,0,2,7,6,5,0,0,0,0,0,1,0,0,5,6,0,2,6,0,0,10,2,0,4,4,4,5,10,4,0,4,3,0,1,0,3,4,0,1,0,0,0,0,1,0,4,3,1,4,3,11,12,3,0,0,6,3,0
"Ant178",9,3,15,9,0,4,0,0,4,1,1,0,2,4,0,0,0,5,35,0,1,2,0,4,1,8,2,10,3,3,1,5,14,0,2,0,1,15,4,4,5,9,2,0,1,0,0,4,6,0,1,10,6,0,0,5,6,9,15,7,19,1,0,7,8,0,0,11,0,0,12,15,0,0,11,4,0,2,0,0,0,11,0,0,0,0,5,0,0,3,6,13,16,15,6,10,1,2,0,10,0,2,0,0,1,21,10,4,10,5
"Ant186",7,6,18,2,2,12,0,0,9,0,3,3,0,10,1,0,1,9,16,4,9,7,0,0,11,4,21,10,3,16,3,19,21,2,3,3,3,4,1,2,3,12,5,5,5,6,2,6,1,0,1,9,13,27,1,0,0,3,6,11,1,0,7,0,7,0,8,7,1,0,20,0,10,3,1,1,0,8,7,3,0,20,0,0,2,6,8,5,7,0,1,4,1,13,8,6,11,7,2,15,2,10,3,8,11,6,1,10,8,2
"Ant190",10,0,6,2,0,8,0,0,1,0,0,2,1,1,0,1,0,4,28,0,6,1,0,0,1,10,0,6,5,0,1,8,11,0,5,0,2,4,13,17,1,3,1,1,0,1,0,3,4,0,0,15,6,0,4,0,0,14,2,5,5,0,8,7,0,0,3,3,0,0,3,3,0,0,6,2,0,0,0,3,0,3,0,0,0,1,5,3,0,0,7,8,9,7,4,4,5,0,0,1,0,5,0,0,0,3,5,2,6,0
"Ant195",0,0,0,0,18,0,37,0,0,0,0,0,0,0,2,2,21,0,0,13,0,0,49,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,9,0,1,53,0,0,0,0,0,0,4,0,0,0,34,32,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,13,0,93,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Ant198",2,12,0,0,4,0,0,17,5,1,9,10,13,13,13,17,0,3,0,5,3,13,0,1,2,4,5,0,1,8,5,1,0,13,1,3,6,0,8,0,2,3,7,22,3,13,0,2,5,1,0,1,0,6,3,1,1,1,0,1,0,6,0,8,3,0,0,7,4,3,2,0,21,15,0,1,12,4,4,21,0,0,0,6,0,0,4,14,0,0,7,0,0,0,1,0,6,17,7,0,8,6,14,12,16,0,0,11,3,0
"Ant207",23,2,19,2,0,4,0,0,17,8,8,7,7,6,0,0,0,10,23,1,11,2,0,5,5,8,4,10,2,9,5,24,4,15,2,9,3,8,1,6,1,35,5,3,2,9,13,8,14,11,2,6,4,9,1,0,2,1,6,3,9,0,11,7,3,0,7,0,13,5,5,4,1,0,4,8,7,0,0,11,0,19,0,2,0,1,7,6,0,2,3,11,5,3,7,0,3,2,1,6,3,18,0,1,4,2,11,4,1,6
"Ant215",1,6,4,1,3,0,0,3,2,9,2,1,3,6,5,3,1,4,1,1,0,6,0,0,2,2,6,0,6,5,1,4,6,3,6,5,4,7,0,2,2,1,1,3,2,2,1,4,3,1,2,4,0,8,1,1,2,0,2,1,2,2,0,1,0,0,4,13,0,1,0,1,5,5,3,1,1,2,1,6,0,3,0,9,1,6,2,1,0,6,5,3,2,0,6,9,7,2,9,4,0,1,5,0,2,1,6,0,2,3
"Ant217",0,34,0,0,5,0,0,11,2,19,17,15,0,12,4,8,6,6,3,3,4,6,0,0,3,8,7,0,0,0,9,1,0,10,1,6,6,0,0,1,4,14,26,30,4,16,1,2,10,0,4,0,0,4,18,6,4,1,0,0,0,6,0,0,0,1,3,5,1,0,0,0,3,4,1,1,20,3,2,10,5,1,4,5,0,6,4,11,13,0,3,0,0,1,0,0,0,13,5,0,5,6,6,23,17,0,1,24,4,1
"Ant218",8,2,7,0,0,6,0,0,0,0,0,0,2,2,0,2,0,4,30,1,2,4,0,6,0,4,3,14,10,14,0,6,38,0,7,0,1,6,5,4,0,4,0,0,1,11,0,15,1,2,0,11,8,4,0,0,10,0,14,8,6,0,12,20,3,0,2,5,0,0,0,8,0,0,4,10,0,1,0,1,0,11,0,0,0,6,2,1,0,3,7,0,4,3,2,1,0,0,0,0,2,14,0,2,1,22,12,0,3,0
"Ant219",1,0,15,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1,0,5,7,0,0,11,1,0,5,0,0,8,0,0,0,0,0,0,0,0,0,11,2,4,0,0,14,1,0,0,0,22,0,50,27,0,15,0,3,0,0,4,1,0,8,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,7,25,1,11,1,0,0,0,0,0,0,0,0,40,2,0,0,1
"Ant232",0,4,0,1,5,0,0,20,11,4,28,4,1,0,2,9,9,5,2,6,1,7,0,0,6,17,7,0,0,4,6,5,0,16,4,10,5,0,1,0,2,28,5,17,2,18,0,3,7,0,7,0,0,10,22,1,7,1,0,0,0,10,0,10,0,0,21,1,5,3,0,0,0,17,0,2,25,12,37,16,0,1,0,1,14,0,0,5,0,0,0,0,0,0,0,0,11,3,19,0,0,2,14,16,20,0,0,2,0,0
"Ant238",0,17,0,0,7,0,0,11,1,15,11,10,0,2,5,15,4,0,1,4,1,3,0,1,14,9,14,0,0,0,7,0,1,14,2,1,18,0,0,0,1,1,5,22,0,11,0,2,1,0,14,0,0,14,32,14,14,0,0,0,0,2,0,3,0,0,15,0,5,4,0,0,17,0,0,0,8,11,37,18,8,0,0,7,0,4,0,7,9,0,0,0,0,0,0,0,11,5,4,0,3,2,19,5,20,0,0,7,1,0
"Ant242",1,1,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,23,0,0,0,0,10,0,0,1,6,4,2,1,3,3,0,3,0,1,6,1,14,0,1,0,0,2,0,0,4,0,5,0,1,6,0,0,0,2,14,6,9,16,0,11,1,6,0,0,4,3,1,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,8,6,4,0,5,0,0,3,3,0,2,0,0,0,31,2,2,6,0
"Ant243",11,6,13,3,0,3,0,2,3,3,9,4,1,5,0,0,0,8,14,3,8,2,0,2,1,17,1,4,4,6,7,16,23,0,10,1,3,3,2,5,1,2,3,3,7,8,6,8,16,4,3,3,0,14,0,4,3,1,2,1,1,4,4,1,2,0,1,8,1,1,10,0,2,0,1,0,3,12,0,1,0,3,0,2,0,1,7,0,0,0,9,2,5,5,5,12,0,2,0,5,4,16,5,1,4,6,2,2,13,5
"Ant255",6,12,0,2,13,0,1,7,5,12,24,40,1,3,4,10,2,3,0,7,1,10,0,8,9,9,16,0,0,2,15,2,0,13,1,6,13,1,2,1,3,12,7,9,7,10,1,0,3,0,21,0,0,15,41,15,8,2,0,0,0,4,0,0,0,2,12,7,1,20,0,0,25,8,0,3,0,11,19,7,2,1,6,20,5,10,5,5,22,0,0,0,0,0,3,0,11,17,6,1,14,0,24,8,11,0,1,28,7,2
"Ant257",7,2,5,1,4,1,0,5,2,7,10,3,3,0,5,3,0,2,2,8,11,4,0,7,12,8,2,3,0,2,9,5,10,4,7,1,8,1,9,0,9,5,4,19,3,9,0,2,10,2,0,0,1,6,6,1,12,1,1,0,1,4,2,8,0,0,4,0,2,3,1,0,12,11,0,12,11,0,14,0,0,2,0,2,0,7,3,4,3,0,9,1,4,0,4,1,22,6,7,0,4,0,18,1,14,1,1,6,5,0
"Ant263",0,10,0,0,1,0,0,10,1,12,14,6,0,0,5,2,4,3,1,0,0,2,0,4,9,7,9,0,0,7,1,0,0,8,1,4,5,0,0,0,0,6,4,22,12,19,1,11,7,0,1,0,0,7,5,3,6,0,0,0,0,5,0,7,0,0,4,0,1,2,0,0,37,37,0,0,19,14,0,3,0,0,0,7,0,16,4,2,0,0,0,0,0,0,0,0,13,1,11,0,4,0,11,19,12,0,1,5,0,0
"Ant289",2,4,0,0,4,0,0,12,1,10,8,7,1,6,8,14,1,2,0,12,3,5,0,2,4,7,1,1,0,1,4,1,3,13,4,16,11,0,0,0,0,7,8,12,3,15,1,16,0,1,9,2,0,25,18,9,3,2,0,0,0,10,0,3,3,0,21,11,6,10,1,0,16,18,0,1,7,0,3,0,0,1,1,11,0,7,5,2,6,0,0,0,3,0,16,0,11,6,10,0,9,1,17,12,12,0,1,10,2,0
"Ant294",0,0,0,0,24,0,3,3,0,0,2,6,0,1,17,2,17,0,0,6,0,1,20,0,0,0,6,0,0,0,1,0,0,8,0,4,7,0,0,0,13,0,3,29,0,1,0,0,0,0,6,0,0,0,21,21,0,0,0,0,0,4,0,0,0,13,0,0,0,5,0,0,0,8,0,0,2,0,0,0,0,0,34,0,5,0,1,0,19,0,0,0,0,0,2,0,0,7,1,1,8,0,1,7,2,0,0,4,0,0
"Ant298",7,1,13,5,0,5,0,0,8,0,0,2,6,0,0,0,0,8,7,1,6,1,0,1,7,3,2,17,2,5,4,2,7,0,4,1,0,2,9,4,2,10,2,0,1,3,2,9,2,1,2,6,0,1,1,0,1,2,4,9,8,0,11,20,3,0,0,19,3,1,11,1,1,0,0,3,1,2,0,1,0,0,0,1,0,0,5,2,0,0,7,1,10,6,7,14,2,0,1,9,0,9,5,0,1,9,8,4,14,0
"Ant318",0,0,0,0,107,0,73,8,0,0,0,5,0,0,28,0,27,0,0,21,0,0,114,0,0,0,2,0,0,0,0,0,0,16,0,17,8,0,0,0,42,0,3,118,0,1,0,0,0,0,9,0,0,0,32,65,0,0,0,0,0,4,0,0,0,93,0,0,0,4,0,0,0,0,0,0,6,0,0,1,34,0,0,0,21,4,0,0,24,0,0,0,0,0,0,0,1,14,0,0,16,0,0,0,0,0,0,2,0,0
"Ant324",1,11,0,0,3,0,0,28,5,2,6,5,5,11,2,6,0,3,1,2,2,29,0,1,10,3,9,3,0,0,9,1,0,5,0,13,5,0,0,2,3,10,4,11,0,23,0,13,8,0,9,0,0,14,6,14,3,0,0,0,0,3,0,0,0,0,6,2,9,5,0,0,1,7,0,2,20,2,7,11,0,1,0,0,2,1,3,1,4,0,0,0,0,0,3,1,2,9,6,2,14,2,22,4,8,0,0,6,1,0
"Ant332",0,0,0,0,9,0,19,5,0,3,0,0,0,0,10,1,10,0,2,10,0,1,42,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,3,0,0,16,0,0,0,0,0,0,17,0,0,0,13,21,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,14,0,0,0,5,0,0,0,5,0,21,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,15,0,2,1,1,0,0,1,0,0
"Ant342",0,8,3,3,2,0,0,0,3,2,3,4,4,13,1,8,1,2,5,4,32,2,0,0,1,1,1,0,0,1,4,0,0,5,0,7,4,0,0,0,11,4,2,6,1,2,11,9,4,2,2,1,0,2,2,6,5,0,0,0,0,1,0,6,1,0,0,1,6,6,6,0,0,4,0,1,10,7,16,7,0,0,4,1,1,0,7,7,1,0,9,0,2,0,0,2,2,0,0,0,4,2,1,2,3,0,1,2,0,3
"Ant347",14,12,5,0,2,1,0,4,8,5,9,15,4,9,0,2,0,15,5,7,7,8,0,4,8,8,14,8,0,9,12,1,23,2,11,5,12,1,8,2,4,9,9,7,3,3,7,6,6,3,4,9,0,5,0,6,4,1,0,0,0,0,5,8,5,0,4,7,2,4,2,0,0,0,0,7,5,3,4,5,1,5,0,3,0,7,0,9,1,0,12,0,3,1,5,3,6,3,8,0,5,7,8,1,2,0,2,3,8,0
"Ant353",5,12,5,0,2,1,0,3,6,14,7,1,4,6,6,8,0,1,1,8,1,5,0,0,3,3,4,0,0,5,10,1,4,8,0,6,3,2,7,0,3,1,15,3,8,5,0,3,2,2,9,3,0,13,1,6,3,0,3,0,0,3,0,5,3,0,14,6,1,11,1,0,5,7,3,0,5,4,2,2,0,2,0,1,0,7,9,0,7,0,14,0,0,1,0,2,0,5,3,0,2,6,7,6,1,0,2,1,2,1
"Ant356",4,14,0,0,75,0,7,17,0,0,9,10,1,0,72,3,6,2,2,26,0,5,6,0,1,0,7,0,0,0,13,4,0,53,2,25,18,0,2,0,23,0,14,25,0,4,0,1,3,0,12,0,0,7,24,42,1,0,0,0,0,4,0,7,0,13,0,0,0,13,0,0,0,9,0,0,22,3,0,6,19,0,24,4,1,1,1,7,0,0,3,0,0,2,0,0,0,47,6,0,16,1,4,8,13,1,0,10,1,0
"Ant380",2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,0,0,1,1,0,2,2,0,3,0,0,3,0,0,0,0,0,2,3,0,0,0,4,0,0,1,1,2,0,0,0,7,1,1,10,0,3,0,0,0,0,2,6,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,13,0,0,12,0,1,0,0,0,4,1,1,0,2
"Ant387",12,9,7,9,2,9,0,0,12,1,13,11,6,4,1,0,0,9,12,5,1,6,0,1,1,4,1,6,3,12,4,11,20,2,9,2,3,10,13,4,3,5,5,2,6,5,6,16,7,6,3,3,0,2,0,0,6,6,5,5,7,1,6,1,7,0,7,3,5,3,7,1,0,0,3,9,0,9,0,0,0,7,0,0,0,9,12,14,3,1,0,1,2,2,9,5,1,7,1,2,9,18,1,3,0,1,2,5,12,6
"Ant390",1,0,12,0,0,1,0,0,1,0,0,1,0,5,0,0,0,1,18,0,1,0,0,1,0,1,0,0,14,1,0,2,2,0,2,0,0,8,2,14,0,0,2,1,0,0,0,3,1,4,0,4,7,0,0,0,0,11,5,3,4,0,13,4,8,0,0,11,3,0,0,6,0,0,8,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,3,0,0,0,1,0,5,0,0,0,9,6,0,6,4
"Ant394",5,2,6,3,0,1,0,0,0,0,0,7,0,4,0,0,0,5,11,1,1,0,0,1,3,4,0,4,4,6,0,1,8,0,9,0,1,10,2,3,2,1,1,2,0,7,1,5,10,0,0,0,1,0,0,0,0,6,4,4,7,0,16,1,9,0,0,5,2,0,4,7,0,0,6,5,0,4,0,3,0,10,0,0,0,2,3,0,0,0,2,1,0,0,8,10,4,0,0,3,0,4,1,0,0,2,1,4,4,3
"Ant395",0,0,5,2,0,1,0,0,0,1,4,3,3,0,0,0,1,2,7,11,0,4,0,0,2,1,1,6,0,1,1,1,5,1,6,0,3,5,3,1,1,3,1,0,0,0,0,6,1,4,0,1,4,0,0,0,0,6,1,2,1,0,15,13,7,0,0,3,0,1,3,25,0,0,4,5,0,0,0,0,0,6,0,0,0,0,1,1,2,0,2,1,0,0,1,1,3,1,1,15,0,2,0,0,0,12,1,1,2,5
"Ant400",3,4,3,8,0,1,0,1,9,3,0,8,9,16,0,1,1,6,9,0,9,16,0,8,0,3,1,9,0,8,3,3,4,0,4,4,3,3,3,5,5,10,4,2,2,6,6,5,9,0,3,11,0,0,1,1,0,1,0,0,5,0,6,8,4,0,1,7,6,0,2,1,0,0,0,5,3,4,0,16,2,7,0,3,0,0,5,0,0,6,9,3,8,1,0,4,10,1,4,28,0,7,0,1,0,0,6,0,7,9
"Ant437",4,1,24,6,0,6,0,0,2,0,0,2,0,4,0,0,0,0,23,0,1,0,0,6,1,3,2,6,7,5,3,6,0,0,10,0,0,15,2,3,0,2,0,0,0,0,0,9,7,2,0,3,1,0,0,0,1,6,3,16,12,1,10,6,4,0,0,0,9,0,1,11,0,0,5,12,0,1,0,0,0,14,0,1,0,2,3,2,0,4,5,3,10,1,4,0,4,1,0,16,1,4,0,0,0,4,5,0,4,11
"Ant458",0,6,0,3,1,3,0,3,0,7,0,5,2,3,1,12,0,4,3,1,4,10,0,9,17,7,11,3,3,8,1,3,0,1,7,5,4,5,0,0,1,4,1,9,7,2,6,0,11,1,0,0,0,3,4,0,15,5,2,0,9,0,1,11,5,0,6,3,7,0,0,1,11,11,0,0,11,22,13,11,0,2,1,2,1,2,6,0,0,13,1,0,4,3,10,4,0,2,0,7,3,8,6,3,2,5,6,10,1,3
"Ant462",1,26,1,1,6,0,0,5,1,16,15,24,0,10,3,17,0,1,3,6,0,10,0,1,0,4,13,1,0,1,3,7,1,17,1,9,3,0,3,1,6,10,5,18,1,8,0,1,2,0,9,0,0,6,16,7,1,1,0,0,0,4,2,7,0,0,17,2,2,13,0,0,3,5,0,2,17,6,1,6,7,0,14,9,0,0,3,5,47,0,7,0,0,1,1,1,2,0,14,1,8,0,18,15,6,0,0,27,0,0
"Ant475",1,18,1,3,9,0,0,7,4,15,14,12,2,1,2,10,0,9,7,3,5,19,0,3,18,9,12,1,0,2,5,7,3,20,5,14,7,2,2,1,3,17,8,22,3,12,0,15,5,2,7,0,0,9,10,5,17,0,1,2,1,3,0,2,0,0,7,1,9,5,0,0,19,4,3,0,6,7,11,10,1,1,0,6,1,0,8,3,6,0,1,0,0,1,4,0,0,14,0,2,15,1,24,13,4,0,1,6,3,0
"Ant482",0,2,4,9,0,1,0,0,5,0,0,1,1,0,0,2,0,8,11,4,1,1,0,0,5,9,4,3,3,4,2,5,2,0,1,0,1,4,1,3,1,7,1,1,1,1,2,8,4,10,1,11,0,2,1,1,2,4,2,5,6,1,10,15,1,0,0,6,4,0,0,0,0,0,3,5,1,0,0,0,1,9,0,2,0,0,0,0,0,12,2,1,3,15,28,16,7,1,2,0,0,6,0,1,1,6,19,4,2,2
"Ant492",4,52,0,1,13,0,2,0,3,13,20,17,2,2,17,1,5,0,6,12,6,9,4,1,1,0,9,1,0,1,23,1,0,14,0,1,14,0,6,0,29,8,9,19,2,14,2,9,7,4,11,0,0,8,7,16,6,0,0,0,0,4,0,2,0,2,8,3,0,5,2,0,0,3,0,4,14,4,4,9,8,0,16,14,15,4,5,2,16,0,9,0,0,0,0,1,3,8,15,0,0,2,32,5,6,0,0,27,5,0
"Ant501",22,7,9,3,1,3,0,2,9,0,4,4,1,20,1,0,0,10,12,1,0,4,0,0,1,4,7,1,10,21,5,9,12,0,7,1,2,5,13,0,4,0,0,0,0,2,7,6,5,5,9,3,0,0,1,0,1,6,6,1,0,3,2,10,5,0,6,18,1,6,14,0,2,2,2,16,0,0,0,1,0,9,0,2,0,2,7,6,1,1,18,5,4,2,7,4,8,0,1,6,2,0,7,0,1,1,2,1,13,4
"Ant507",2,67,1,2,6,0,0,23,14,8,44,23,9,16,12,5,10,9,3,6,1,7,0,4,7,12,14,6,0,5,2,9,8,16,3,21,7,0,4,1,7,1,8,29,3,16,4,9,4,1,4,0,0,18,27,8,11,3,0,0,1,11,0,3,0,0,14,0,5,6,0,0,14,19,0,5,24,18,11,17,1,5,0,22,2,1,8,7,4,0,1,0,1,0,0,0,6,18,24,0,32,7,0,10,11,0,0,4,4,1
"Ant527",2,18,0,1,7,0,0,12,1,4,32,11,1,1,7,16,3,0,0,0,1,11,0,0,1,2,2,0,0,0,5,2,0,19,2,11,2,0,1,0,1,1,14,33,1,10,0,3,3,0,4,0,0,22,22,1,0,1,0,0,0,12,0,8,0,0,12,1,0,23,2,0,16,5,0,1,8,1,19,12,7,0,0,4,1,2,1,6,8,0,3,0,0,0,1,0,3,15,13,1,5,0,10,0,36,0,1,15,0,0
"Ant530",4,43,1,0,3,1,0,8,5,5,31,14,0,4,11,6,9,0,1,3,8,16,0,3,2,3,8,1,0,3,8,1,0,24,2,6,8,2,0,0,4,8,8,22,2,15,0,8,1,0,7,2,0,11,21,11,2,2,0,2,0,3,1,11,0,0,16,4,2,17,1,0,20,20,0,4,11,14,12,12,2,1,0,8,1,3,2,1,13,0,0,0,0,0,0,0,2,6,4,1,6,1,11,36,0,0,0,36,0,0
"Ant538",1,1,31,1,0,4,0,0,1,0,0,0,2,4,0,0,0,1,35,0,2,0,0,2,0,1,1,8,7,8,1,2,8,0,6,0,0,9,0,21,0,2,0,0,1,0,0,3,2,15,0,2,15,1,0,0,0,18,9,17,16,0,21,6,3,0,0,2,1,0,22,40,0,0,31,6,0,1,0,0,0,9,0,0,0,0,0,0,1,4,1,9,2,12,0,4,5,0,0,6,0,1,0,0,0,0,9,0,3,2
"Ant552",6,3,9,3,0,6,0,0,7,2,1,5,3,6,0,0,0,4,19,4,0,2,0,1,0,1,1,2,4,3,4,10,6,0,6,0,1,6,0,8,1,2,0,0,2,1,0,7,5,3,0,6,3,0,0,0,3,9,17,3,26,0,10,1,5,0,0,11,6,1,12,2,0,0,2,2,1,1,1,1,0,8,0,0,0,1,2,2,0,1,2,6,1,1,6,5,6,0,1,19,0,2,0,1,0,9,0,6,7,9
"Ant560",11,22,2,0,6,1,0,36,0,3,12,28,0,17,5,3,0,1,10,12,14,11,0,5,5,3,12,0,0,1,13,2,0,59,1,29,12,0,10,4,5,20,22,97,2,27,2,2,5,0,12,6,0,1,11,2,31,2,0,1,0,6,4,10,2,0,11,4,0,24,0,0,2,7,2,2,28,6,5,10,4,4,2,6,1,2,3,1,10,1,5,0,4,1,0,0,10,27,6,4,27,1,4,15,36,0,6,0,2,2
"Ant564",3,18,1,4,0,2,0,0,3,0,0,3,6,6,0,0,0,10,18,10,4,6,0,2,12,7,2,6,3,4,12,7,11,0,9,2,2,6,11,3,4,2,2,3,7,1,10,5,8,10,2,8,2,3,0,0,12,1,1,2,0,3,10,8,6,0,3,1,2,4,3,0,0,1,6,13,7,5,0,2,0,14,0,1,0,0,8,2,1,0,12,6,4,2,7,4,1,0,3,2,5,13,4,0,0,3,7,2,0,9
"Ant593",3,2,2,8,0,10,0,0,4,0,0,0,0,4,0,0,0,2,8,1,3,0,0,6,0,3,5,19,2,21,3,2,9,0,6,0,3,7,2,5,1,2,1,0,1,0,1,13,2,0,0,2,2,0,0,0,2,4,14,4,14,0,5,2,0,0,0,6,3,1,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,3,0,1,0,2,6,4,3,5,9,11,3,0,0,2,0,4,1,0,0,2,9,2,9,0
