"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant347","Ant353","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant527","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant30",3,140,0,0,36,0,1,43,9,5,0,42,2,88,22,10,37,4,0,13,8,15,89,1,9,6,7,1,0,0,7,5,0,26,0,22,21,0,0,0,35,12,9,19,0,20,1,3,11,0,19,0,0,2,33,9,6,0,0,0,0,11,0,8,1,2,6,3,0,16,0,0,27,11,0,0,36,12,4,17,22,0,22,28,8,0,10,64,36,0,0,0,1,0,9,0,4,45,31,0,15,2,12,55,9,0,0,174,2,0
"Ant38",2,35,0,1,15,0,3,20,13,5,42,0,6,15,0,22,34,7,4,9,9,8,24,2,7,5,6,0,0,0,9,2,1,16,4,29,14,0,1,0,19,6,7,8,2,8,3,9,14,0,4,0,0,5,7,9,12,0,0,0,0,4,0,7,8,0,0,0,1,10,0,1,17,9,0,1,17,4,16,5,10,0,3,12,3,0,6,28,14,0,0,0,0,0,3,0,1,25,14,2,7,0,16,20,7,0,2,14,1,0
"Ant60",3,4,0,2,1,0,0,2,28,9,2,6,0,2,0,16,1,3,0,0,3,8,9,2,3,5,8,2,0,3,12,3,0,9,1,5,3,2,8,0,0,15,3,0,3,7,1,11,12,0,5,0,0,16,6,2,1,0,0,0,0,0,0,12,7,0,0,1,2,0,0,0,5,5,1,1,16,0,17,4,0,1,0,8,0,1,4,6,0,5,1,0,1,1,1,0,8,5,5,1,2,4,3,4,2,1,8,5,16,0
"Ant64",2,21,1,0,40,1,7,39,0,0,88,15,2,0,23,7,16,7,3,13,3,5,51,3,2,12,4,2,1,0,3,4,3,37,3,2,14,1,2,1,21,5,20,8,0,17,2,3,13,0,7,3,0,1,25,3,10,0,2,0,0,1,0,5,9,0,5,4,0,15,0,0,8,4,0,8,4,1,6,5,14,2,10,3,1,2,15,83,9,0,1,2,1,3,10,0,0,24,11,2,10,2,4,16,16,1,2,39,4,0
"Ant73",0,28,0,0,2,0,28,2,0,1,22,0,0,23,0,6,17,4,0,5,10,10,53,0,6,0,3,0,0,0,6,0,0,6,0,0,3,0,3,0,20,10,4,43,1,16,1,0,2,0,4,0,0,2,29,41,0,0,0,0,0,1,0,4,0,24,87,0,0,3,0,0,22,7,0,0,5,4,6,36,36,0,47,2,3,4,0,14,15,1,0,0,0,0,0,0,1,8,15,0,3,0,1,4,18,0,2,32,1,0
"Ant76",8,44,0,1,11,0,0,10,1,5,10,22,16,7,6,0,8,15,0,9,10,10,21,1,4,6,8,0,0,0,5,5,0,13,4,5,8,0,3,1,15,7,7,8,6,9,1,7,0,0,18,0,0,2,19,6,3,1,0,0,0,9,0,12,4,0,2,0,0,14,0,0,10,11,0,0,15,4,9,13,1,0,9,12,0,6,3,13,1,0,7,0,0,2,4,8,4,10,9,1,9,0,13,5,5,0,0,15,0,0
"Ant148",2,31,0,0,8,0,23,15,5,6,37,34,1,16,17,8,0,2,0,19,7,5,14,0,6,6,2,0,0,0,8,1,0,14,0,17,6,0,0,0,47,3,12,27,0,21,0,0,14,0,7,0,0,0,11,18,2,0,0,0,0,2,0,0,4,25,85,5,0,13,0,0,3,8,0,0,8,6,14,6,15,2,10,9,12,3,10,26,38,0,1,0,0,0,0,0,0,20,16,1,8,1,2,8,21,0,0,8,2,2
"Ant158",3,10,0,1,3,0,5,1,0,2,4,7,3,7,4,15,2,0,1,8,14,17,13,4,7,5,7,0,0,4,7,1,3,4,7,1,1,0,7,5,0,3,2,6,2,5,1,8,13,1,2,2,1,7,4,0,3,2,0,1,0,1,0,7,1,0,4,4,0,1,2,1,6,2,6,0,3,6,2,3,0,2,0,4,0,4,6,9,0,1,3,0,0,1,3,0,1,6,4,3,6,1,0,3,2,0,4,3,8,2
"Ant191",4,2,23,3,0,2,0,0,3,3,0,4,0,3,0,0,0,1,0,0,0,0,1,5,4,0,1,4,2,5,2,5,8,0,4,0,1,4,8,11,1,0,1,0,3,1,0,12,3,3,1,3,6,1,0,0,8,9,7,11,11,0,5,3,3,0,0,3,7,0,4,8,0,6,29,3,0,0,1,0,0,2,0,1,0,5,3,1,1,8,5,9,4,9,3,4,15,1,3,4,0,3,0,2,0,9,7,0,6,10
"Ant196",10,15,0,2,27,0,19,16,5,11,13,9,0,13,5,9,19,8,0,0,1,2,13,2,6,13,5,0,0,1,11,0,1,12,0,18,15,0,2,0,18,18,12,33,0,6,3,3,6,1,26,0,0,4,16,33,10,0,1,0,0,14,0,9,1,9,10,7,7,8,0,0,7,9,0,0,13,6,8,9,26,2,51,13,7,4,12,20,29,5,0,1,1,0,4,0,2,7,2,1,23,1,2,12,19,0,0,21,3,0
"Ant202",13,10,0,7,0,0,1,3,6,6,8,9,3,3,10,10,7,14,0,1,0,6,14,2,5,12,2,0,3,8,1,18,0,7,1,3,4,2,9,3,0,2,4,3,5,9,9,9,2,7,4,1,0,6,1,8,15,1,1,0,0,0,0,13,7,0,3,4,2,2,0,0,2,1,1,1,1,12,3,7,0,4,0,0,0,1,1,3,0,0,6,0,5,7,10,0,0,0,14,2,3,2,0,3,0,0,0,0,18,0
"Ant209",6,3,1,3,2,1,1,5,2,3,15,8,8,5,10,10,5,17,0,2,6,0,15,1,7,8,12,0,0,0,7,7,0,5,6,6,3,0,5,8,4,14,10,0,1,12,0,7,22,0,10,0,0,7,3,8,4,0,0,0,0,3,0,16,4,0,5,1,8,7,0,0,9,18,0,3,15,7,7,14,0,10,0,14,1,7,8,25,12,0,0,3,1,2,3,7,13,13,15,3,8,4,22,15,8,0,2,10,1,0
"Ant252",0,33,0,0,9,0,3,33,4,14,89,24,9,51,53,21,14,13,1,13,14,15,0,2,25,11,9,0,0,0,13,1,0,8,0,37,23,0,1,0,48,8,20,5,0,42,5,9,25,0,24,0,0,3,53,1,0,1,0,0,0,4,0,14,2,0,1,10,4,5,0,0,30,10,0,1,22,8,30,32,5,0,0,28,12,1,11,59,4,0,10,0,0,0,2,0,1,62,17,1,9,0,36,33,17,0,5,34,2,2
"Ant268",5,0,0,3,0,1,0,1,0,2,1,2,2,3,0,1,0,4,5,2,2,1,2,0,0,5,4,0,2,21,2,0,6,0,2,1,1,4,0,0,0,3,1,0,5,2,1,6,1,1,0,5,1,2,4,0,13,4,2,0,2,0,0,9,5,0,4,2,0,0,0,0,1,0,5,1,18,6,1,1,0,3,0,1,0,1,2,6,1,1,0,1,2,2,1,9,6,0,3,3,1,9,0,0,0,4,4,2,3,2
"Ant308",6,15,0,0,6,0,5,6,9,9,9,7,3,2,6,4,6,7,4,6,5,7,25,0,0,0,6,0,0,1,8,8,0,8,1,4,3,0,0,0,6,9,4,5,0,27,0,13,6,0,2,0,0,0,2,2,0,0,0,0,0,9,0,4,0,0,2,13,0,15,0,0,21,8,0,2,4,9,1,5,0,3,0,6,0,0,5,10,15,0,0,0,0,0,6,0,0,6,15,2,15,3,0,16,2,0,0,8,2,0
"Ant311",7,12,1,1,19,1,0,9,2,13,6,5,5,12,0,6,6,5,0,13,12,8,11,5,0,0,7,0,0,5,4,13,3,3,5,3,5,2,2,0,4,5,3,6,2,4,1,12,9,4,7,0,3,1,1,2,6,0,0,0,0,4,0,11,6,0,0,1,1,3,0,0,6,7,1,1,12,3,2,7,2,5,10,2,0,4,15,8,10,1,8,0,1,7,2,1,6,3,5,4,10,3,1,11,7,2,2,7,6,8
"Ant518",6,8,0,6,0,2,7,7,4,8,7,6,8,4,3,8,2,7,1,5,2,12,9,4,6,7,0,1,2,1,9,5,0,9,2,0,1,0,4,0,1,13,11,12,5,7,3,7,20,0,3,1,0,3,15,3,5,0,0,0,0,2,0,6,2,0,5,4,0,5,2,1,5,4,0,10,13,3,6,10,0,0,2,5,1,1,3,12,8,3,3,2,0,7,3,1,1,2,3,1,6,6,0,9,4,0,0,2,7,0
"Ant620",5,2,1,5,0,1,0,1,6,1,1,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,6,3,11,6,0,0,0,0,3,4,6,0,0,2,0,1,1,0,0,2,3,0,1,5,0,0,0,6,6,2,10,17,0,11,1,9,0,0,2,5,0,8,10,2,0,6,9,6,0,0,0,0,2,0,0,0,2,3,2,0,1,1,0,4,5,1,5,15,0,0,4,0,9,0,0,0,11,7,2,1,0
"Ant0",2,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,3,0,0,2,0,0,2,1,0,2,0,3,8,0,1,0,1,4,0,6,0,0,0,0,2,0,0,5,2,1,0,2,3,0,0,0,1,7,5,3,3,0,4,0,4,0,0,5,0,0,17,5,0,0,8,0,0,0,0,0,0,2,0,1,0,4,1,0,0,1,0,5,2,1,6,10,4,0,0,7,0,0,0,0,0,5,3,1,2,0
"Ant13",16,0,0,15,0,0,1,0,0,0,0,0,3,0,0,0,0,4,5,1,8,0,0,21,1,5,1,6,2,0,4,3,12,5,7,0,8,1,1,10,0,8,1,1,0,5,0,1,1,7,0,0,6,4,1,0,9,3,11,0,3,0,0,10,3,0,0,6,11,0,5,0,0,0,4,0,0,4,0,0,0,2,0,0,0,2,3,6,0,2,6,5,6,5,3,4,3,0,0,6,0,4,0,0,0,3,3,0,3,7
"Ant23",9,9,0,0,10,0,7,10,3,5,7,9,12,3,6,5,8,7,2,11,1,7,13,2,8,4,9,3,0,4,0,1,0,10,8,5,16,0,3,0,18,8,8,9,0,8,0,3,4,1,9,1,0,0,3,8,1,0,0,0,0,2,0,4,0,0,0,4,2,4,0,0,2,4,1,0,26,11,0,1,1,3,14,0,0,1,5,12,3,0,7,0,2,0,2,0,1,5,5,0,6,8,14,3,14,1,3,2,3,3
"Ant27",32,5,8,9,0,1,0,6,14,7,5,2,3,4,0,5,1,1,5,0,18,7,1,0,8,13,5,11,3,3,1,0,5,3,7,1,4,6,7,7,0,5,11,0,7,5,11,1,3,4,0,5,0,1,0,0,15,4,0,3,0,5,6,0,3,0,0,8,0,1,4,1,10,0,3,9,1,3,0,0,0,8,0,2,0,3,16,5,0,1,12,5,3,6,13,3,2,1,4,25,3,5,0,0,5,0,7,5,5,5
"Ant29",9,2,13,6,0,1,0,0,0,2,0,1,0,3,0,0,0,3,8,1,0,0,0,6,0,3,0,6,8,12,0,5,0,2,5,1,4,2,2,10,0,0,2,0,4,2,1,1,2,1,0,2,14,0,2,0,5,13,12,1,10,0,4,0,3,0,0,8,0,0,12,2,0,0,4,8,0,0,0,0,0,4,0,2,0,0,2,0,0,1,11,4,7,1,5,6,3,0,0,4,0,8,0,0,1,6,1,1,5,0
"Ant32",8,41,0,0,20,0,3,3,14,7,26,16,9,37,6,13,14,4,0,12,7,5,8,0,8,3,9,0,0,5,10,3,2,0,0,8,16,0,0,0,21,5,23,6,0,13,0,0,5,0,14,0,0,0,22,15,3,0,0,0,0,8,0,6,2,3,0,6,0,21,0,0,6,10,0,0,8,4,10,11,10,1,8,5,3,10,1,19,33,0,2,0,0,0,1,0,4,8,6,1,16,2,9,7,6,0,0,27,2,0
"Ant42",1,0,5,0,1,2,1,0,0,2,0,4,1,3,0,4,0,7,4,0,1,6,0,2,1,5,2,0,1,7,8,7,5,0,0,0,0,4,8,6,0,0,2,1,8,0,1,1,4,14,0,1,3,0,5,0,6,4,3,0,1,1,3,5,2,0,0,18,0,2,2,4,2,2,3,3,0,0,0,1,0,2,0,1,0,8,5,6,1,1,11,1,3,0,4,9,9,0,2,11,2,14,0,0,0,0,4,0,10,5
"Ant43",6,20,0,1,25,0,1,9,11,0,22,29,5,2,0,5,17,1,0,18,3,6,37,1,4,3,0,0,0,0,5,1,1,8,0,0,16,0,2,0,10,18,0,16,0,4,5,11,25,0,9,0,0,3,14,27,0,3,0,0,0,9,0,4,2,4,4,1,2,9,0,0,12,9,0,2,6,4,2,3,26,0,14,9,0,1,0,6,10,0,1,0,0,0,0,0,3,10,5,1,12,0,11,14,1,0,1,7,0,0
"Ant44",5,22,4,3,12,1,10,15,2,3,21,14,3,14,3,8,6,1,1,15,4,3,23,1,3,5,1,0,1,8,16,4,4,16,0,16,0,0,0,1,24,14,6,3,0,6,0,1,14,1,4,0,0,0,17,1,5,0,2,0,0,8,0,13,2,4,0,1,1,11,1,0,2,6,0,0,11,0,5,6,12,0,12,11,1,1,5,17,17,0,1,0,0,1,1,0,0,9,17,6,14,4,3,3,13,0,0,20,2,0
"Ant50",0,0,13,2,0,3,0,0,0,1,0,0,2,1,0,0,0,0,4,0,2,0,0,4,0,2,0,3,4,1,0,6,2,0,4,0,0,0,3,4,0,0,0,0,2,0,0,2,4,17,0,10,5,3,0,0,2,21,1,12,16,0,16,1,2,0,0,3,1,0,8,35,0,0,10,3,1,0,0,0,0,1,0,0,0,3,0,0,0,2,5,6,5,7,1,2,7,0,0,0,0,4,0,2,0,13,0,0,5,6
"Ant55",5,10,0,4,0,0,0,0,0,3,0,1,8,2,3,3,0,7,8,2,9,5,1,0,0,2,4,4,0,1,3,7,2,0,8,2,0,3,0,5,0,10,4,2,8,5,7,0,1,0,0,2,0,0,1,7,1,1,0,2,0,0,0,1,4,0,6,3,2,8,0,0,8,2,1,7,1,9,1,2,0,8,0,0,0,8,3,4,1,0,7,0,5,1,3,3,4,1,3,6,1,2,0,1,6,1,3,0,2,5
"Ant63",2,0,2,3,0,0,0,0,2,0,0,0,0,1,0,1,0,5,11,0,3,8,0,0,0,0,0,6,6,10,0,7,10,0,6,0,1,4,5,0,0,2,2,0,6,1,0,1,0,8,0,3,12,0,0,0,5,11,6,6,8,0,3,0,9,0,0,1,3,0,6,6,0,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,1,9,2,10,10,2,0,0,5,0,4,0,0,0,3,0,0,3,4
"Ant91",0,48,0,0,25,0,31,9,9,2,35,19,0,21,20,15,47,0,1,18,0,4,48,0,6,4,1,0,0,0,18,0,0,21,0,10,24,0,0,0,0,3,6,36,0,19,0,2,7,0,15,1,0,0,52,18,4,0,0,0,0,7,0,4,0,15,22,0,0,14,0,0,4,13,0,0,8,2,7,6,16,0,74,2,17,0,12,28,21,0,1,0,0,0,0,0,0,34,11,0,19,2,1,11,37,0,5,31,2,0
"Ant97",5,0,0,7,3,2,0,4,5,0,12,6,15,5,10,7,3,3,0,18,2,14,8,3,9,5,13,0,0,8,8,5,0,5,0,18,14,0,10,2,3,0,5,8,3,1,8,1,10,0,8,1,0,7,8,8,2,0,0,0,0,0,0,10,0,0,18,8,7,5,0,0,1,21,0,0,12,16,16,9,0,5,0,13,0,2,7,9,9,0,4,0,5,1,4,6,8,6,18,13,13,0,0,13,15,0,1,6,0,5
"Ant98",6,16,0,8,3,0,2,9,14,12,9,7,3,20,4,7,12,2,1,12,4,10,20,1,4,3,11,2,0,1,8,11,2,23,2,0,6,0,4,2,6,5,0,12,9,8,1,4,12,0,6,0,4,0,19,4,3,4,0,0,0,1,0,6,1,0,0,0,0,6,0,5,3,11,1,5,8,2,9,6,0,1,2,5,5,6,3,20,15,0,1,0,6,1,4,1,6,16,14,4,19,0,1,9,2,0,0,8,7,1
"Ant100",3,12,0,0,52,0,68,19,8,14,19,8,0,8,43,8,27,6,0,33,3,0,5,0,5,6,12,0,0,1,9,0,0,6,1,16,3,0,2,0,36,8,12,0,0,7,1,6,6,0,17,0,0,3,93,53,3,0,0,0,0,25,0,1,1,47,57,0,0,6,0,0,3,10,0,0,1,23,5,10,44,2,90,3,8,0,0,12,28,0,0,0,0,1,4,0,1,27,7,3,12,0,0,16,24,0,0,13,0,0
"Ant109",0,6,2,5,0,1,0,0,1,0,0,2,3,0,1,6,0,2,3,0,5,1,0,5,0,2,5,1,2,0,0,7,4,0,8,0,0,2,8,6,0,3,9,0,0,3,0,12,0,2,1,0,0,14,2,0,6,6,2,0,2,2,7,3,2,0,0,5,0,0,0,0,0,2,4,1,0,7,0,0,0,0,0,0,0,4,2,7,0,1,1,1,0,1,7,2,14,0,5,1,2,1,0,0,1,0,0,0,3,5
"Ant113",15,49,0,0,11,5,10,5,7,9,20,8,7,17,16,9,21,5,1,6,9,12,42,2,27,4,7,1,0,5,8,5,2,13,0,4,6,0,5,1,19,1,8,7,3,0,2,2,15,0,18,0,0,3,36,9,10,1,0,0,0,3,0,13,1,0,5,2,0,13,0,0,8,11,1,2,11,12,17,10,0,8,6,7,2,3,6,25,8,0,5,0,0,1,3,1,3,21,15,3,13,1,6,25,6,0,6,40,2,3
"Ant115",12,1,1,1,6,0,1,0,0,3,1,3,1,2,1,1,0,1,0,3,9,0,5,1,0,1,3,0,0,0,0,11,1,0,1,5,0,0,7,0,0,8,1,1,0,2,0,2,8,2,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,7,0,2,0,0,1,0,0,4,2,6,2,1,0,10,0,3,0,4,3,1,0,0,6,0,0,0,4,1,0,0,4,2,6,4,0,2,0,0,0,1,1,2
"Ant117",14,5,0,3,4,5,0,5,14,3,3,9,11,3,0,7,0,8,12,3,9,7,9,6,13,12,7,0,5,1,3,1,1,0,1,11,1,2,0,1,2,1,4,6,12,2,2,0,3,1,4,5,1,7,9,1,13,6,1,3,1,6,5,0,11,0,1,5,4,1,0,11,2,0,2,2,0,16,4,0,0,1,0,18,0,0,11,13,3,5,5,2,2,5,18,0,9,4,5,6,1,1,4,4,3,4,1,0,4,5
"Ant124",6,5,1,0,4,0,0,12,7,3,11,14,12,13,2,0,14,13,3,6,2,22,25,1,6,9,20,2,2,1,4,3,2,5,4,25,14,4,1,0,7,10,12,6,0,15,8,3,0,0,5,2,0,8,14,5,7,2,0,0,0,3,0,15,8,0,12,13,1,7,0,2,26,19,0,1,17,11,9,13,0,0,0,14,0,6,13,20,18,0,1,0,1,1,5,1,1,20,15,2,15,2,29,20,13,1,3,13,2,3
"Ant127",0,0,22,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,7,0,0,1,0,4,0,3,1,7,1,4,1,0,14,0,1,17,0,8,0,0,0,0,2,0,2,1,0,0,0,17,2,0,0,0,1,0,8,2,4,0,7,2,0,0,0,9,0,0,5,0,0,0,8,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,3,0,0,3,20,0,0,0,10,0,9,0,0,0,7,4,0,3,1
"Ant131",2,22,0,0,22,0,8,13,2,10,19,4,5,7,4,18,7,2,1,26,4,10,24,0,2,7,3,0,0,0,9,0,0,14,0,9,4,0,0,0,15,8,6,17,1,18,0,4,5,0,0,0,0,0,25,16,3,0,0,0,0,12,0,4,2,3,3,3,0,9,0,0,1,6,0,0,20,4,3,10,4,4,13,2,5,1,9,18,9,0,0,0,0,0,5,0,4,33,9,5,23,1,9,0,0,0,0,4,2,1
"Ant137",9,0,2,2,0,11,0,0,1,0,0,0,0,3,0,0,0,2,3,0,1,0,0,5,0,0,1,1,2,0,1,5,2,0,1,0,0,10,2,3,1,1,0,0,0,0,0,5,2,17,0,0,4,0,0,0,5,20,0,3,3,0,7,5,0,0,0,1,0,0,7,9,1,0,3,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,5,7,1,1,2,2,12,0,0,0,0,3,0,0,0,8,12,0,12,7
"Ant139",4,0,10,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,3,0,5,3,6,0,0,14,0,3,0,0,5,0,12,0,0,4,0,0,0,0,1,0,2,0,4,0,0,0,0,7,7,3,5,2,0,5,0,11,0,0,7,0,0,2,29,0,0,4,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,12,4,3,3,0,6,6,0,1,0,0,2,0,0,0,7,1,0,5,0
"Ant140",3,0,0,0,0,0,2,3,7,2,2,5,16,1,2,2,0,7,1,4,6,7,3,2,0,1,3,0,0,4,0,1,0,0,0,3,0,3,0,0,0,7,0,3,14,3,0,7,8,0,0,0,0,0,3,0,3,3,0,0,0,0,3,14,0,0,3,2,1,0,0,0,34,3,1,0,13,7,0,16,0,0,0,1,0,0,0,5,13,1,0,0,0,0,0,6,7,1,0,7,0,0,0,0,1,0,0,1,0,6
"Ant142",5,52,0,0,25,0,43,27,7,6,33,7,6,25,29,19,11,4,0,16,1,3,53,4,2,1,15,0,0,1,3,0,2,22,5,14,17,0,1,0,52,8,19,93,2,36,1,9,14,0,25,0,0,3,0,32,0,0,0,0,0,12,0,10,9,11,37,0,0,3,0,0,17,50,0,0,4,50,13,15,21,6,52,29,7,3,3,39,13,0,0,0,0,1,0,2,0,48,22,0,14,2,10,18,38,0,0,21,2,0
"Ant149",4,18,0,0,29,1,38,11,9,1,9,9,2,3,41,6,18,0,0,33,8,8,1,0,2,2,3,0,0,0,8,0,0,15,0,27,1,0,7,0,18,8,4,53,0,9,3,1,5,0,16,0,0,0,32,0,0,0,0,0,0,14,0,6,0,41,72,6,0,6,0,0,2,11,0,1,5,4,8,8,23,1,21,5,1,0,2,6,3,1,0,0,0,0,0,0,0,12,0,1,12,1,3,11,25,0,0,11,0,0
"Ant153",3,2,0,9,0,2,1,0,1,4,6,12,1,10,0,3,2,3,8,10,15,4,0,13,0,6,5,6,1,9,1,15,5,3,6,0,5,2,1,5,4,2,3,3,6,10,3,13,7,1,3,5,7,3,0,0,0,0,2,3,1,5,1,5,2,0,0,12,0,1,1,0,2,0,4,0,6,0,0,0,0,2,0,0,0,0,10,14,0,1,22,1,1,1,7,3,2,0,1,5,1,4,0,0,0,2,1,0,8,6
