"","Ant4","Ant260","Ant52","Ant540","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant518","Ant0","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant115","Ant117","Ant127","Ant137","Ant139","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant492","Ant501","Ant507","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant32",0,17,0,1,0,11,12,0,11,8,23,3,5,6,3,0,0,18,1,22,5,0,2,0,5,0,1,13,1,3,0,1,0,32,9,12,0,0,4,0,1,0,0,2,1,5,0,0,3,0,1,0,1,5,4,2,23,13,7,4,21,10,17,0,0,1,1,6,0,2,3,6,1,1,14,4,0
"Ant42",8,8,1,1,17,20,5,0,2,0,2,0,0,0,0,5,38,1,3,1,15,2,9,17,5,1,0,0,10,5,3,15,1,0,6,1,12,8,1,4,4,2,0,8,3,2,10,6,5,1,4,1,0,3,2,0,2,3,0,4,1,16,1,1,10,1,1,11,5,14,10,0,1,38,2,10,9
"Ant43",0,5,0,0,0,0,1,0,6,12,7,5,6,6,24,0,1,13,0,23,1,0,1,3,0,13,0,0,2,0,0,0,13,7,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,2,0,9,0,0,3,1,13,15,6,0,1,0,0,0,0,12,0,4,0,0,2,1,0
"Ant44",3,7,2,0,9,4,1,19,14,5,4,1,1,0,4,1,5,2,6,4,8,1,8,22,4,1,10,2,0,6,6,12,5,5,2,4,6,1,6,1,15,2,7,5,0,9,7,3,10,10,2,0,12,15,2,7,2,0,5,12,2,4,1,0,10,2,6,8,4,12,15,9,1,4,4,22,3
"Ant55",9,3,5,0,2,10,8,0,6,3,12,0,4,0,0,0,7,11,2,3,5,9,6,10,2,3,5,0,6,0,1,21,2,4,6,0,15,6,14,1,2,2,4,1,0,15,10,0,0,4,6,2,0,7,7,1,11,2,0,9,2,4,12,0,14,1,0,20,6,2,3,0,1,8,10,2,12
"Ant63",6,2,13,1,5,11,4,0,3,6,4,0,2,0,0,3,3,5,6,0,3,4,3,2,10,0,3,0,6,1,0,3,1,5,1,0,6,7,4,4,3,28,5,17,0,0,10,8,18,4,11,23,0,8,8,0,1,7,0,2,2,0,3,4,4,0,16,1,0,1,10,0,7,25,1,15,1
"Ant97",5,21,8,0,3,12,12,0,10,11,9,0,4,0,0,4,0,17,3,1,5,3,14,19,7,1,15,0,12,21,3,0,2,17,9,0,9,4,11,0,26,3,0,10,6,0,10,2,14,2,5,0,0,4,19,0,17,0,0,10,15,1,29,1,7,1,8,9,9,1,5,0,5,10,10,4,7
"Ant98",3,28,2,0,2,6,6,0,32,8,7,12,4,22,19,2,0,35,0,33,2,0,7,6,2,0,1,13,5,2,1,2,0,12,3,3,6,1,1,3,1,0,0,0,0,10,2,0,0,1,1,0,3,3,0,33,5,0,17,4,18,19,12,1,6,2,2,1,0,15,5,8,0,3,5,10,0
"Ant100",6,8,1,0,3,3,18,0,7,20,12,12,14,46,18,0,12,66,1,34,11,0,9,4,4,32,0,7,5,4,5,17,12,0,10,4,10,1,3,1,2,0,0,0,1,4,2,3,5,1,3,2,19,5,4,10,13,2,12,14,53,8,34,1,9,2,6,6,0,12,2,13,1,17,30,9,9
"Ant109",8,8,1,3,11,14,12,0,10,4,3,2,1,0,1,0,1,7,0,2,2,4,4,0,2,9,6,0,2,6,1,9,3,10,0,2,12,0,5,0,0,0,0,1,0,1,0,3,5,0,2,0,0,6,5,5,7,0,0,4,8,0,7,5,2,1,10,9,2,1,11,0,1,0,7,2,0
"Ant115",0,57,1,0,0,0,12,0,17,7,24,6,14,6,6,0,0,13,0,23,5,0,0,1,0,12,1,7,4,0,0,0,3,4,2,0,6,0,2,1,0,0,0,0,0,20,1,0,0,0,0,0,1,0,4,7,20,6,9,9,1,6,11,0,0,0,0,1,2,4,1,4,0,2,9,6,0
"Ant117",26,4,8,9,5,32,11,0,3,26,6,3,2,0,0,9,8,3,15,0,10,7,11,11,12,0,12,0,6,15,6,9,6,10,12,6,0,3,7,4,3,5,1,6,7,0,20,2,1,1,4,6,0,6,3,0,8,1,0,3,10,1,4,4,8,1,4,11,5,4,9,0,6,23,2,15,14
"Ant127",1,3,8,0,5,1,13,0,0,4,3,0,0,0,0,0,14,0,7,0,0,1,1,7,2,0,8,0,1,6,7,4,1,1,0,0,3,0,2,4,13,8,1,9,0,1,4,2,10,4,2,2,0,1,2,1,0,0,0,2,2,1,2,0,6,2,7,4,8,2,15,0,2,24,1,3,3
"Ant137",15,4,14,4,3,4,6,0,2,2,11,0,4,0,0,4,8,2,1,0,4,3,0,8,8,4,1,0,6,14,4,11,1,3,5,2,7,2,0,9,10,1,1,3,6,0,2,30,14,5,11,15,0,8,17,0,7,19,0,1,0,2,2,1,11,4,4,4,4,2,3,0,6,39,12,6,12
"Ant139",4,2,7,3,1,0,0,0,1,1,2,0,0,0,0,9,1,0,1,0,1,2,2,3,3,0,4,0,1,1,4,0,3,1,0,1,4,4,9,0,1,4,2,11,3,0,8,2,9,4,2,2,0,2,0,0,1,0,0,1,0,0,2,1,4,1,6,1,11,0,3,0,1,8,1,7,3
"Ant153",0,8,16,0,4,4,1,0,8,1,5,0,1,0,0,4,9,0,1,0,2,0,2,7,13,1,4,0,15,2,3,26,1,2,0,0,3,13,10,1,0,1,2,22,2,0,1,5,9,1,1,11,0,9,5,0,0,0,0,6,0,4,0,0,8,0,3,5,5,9,3,0,3,17,8,13,6
"Ant156",3,2,3,4,4,1,0,0,2,0,5,0,0,0,0,24,3,0,4,1,3,2,0,0,5,0,2,0,2,2,28,3,0,0,0,0,5,8,1,4,1,0,5,14,9,0,2,2,7,4,3,13,0,6,0,0,2,1,0,3,0,0,1,12,6,4,12,3,4,4,4,0,17,15,0,2,5
"Ant159",1,1,13,9,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,2,11,0,0,0,7,4,5,0,0,0,0,0,1,1,1,2,2,5,0,7,6,0,3,3,4,5,3,9,0,6,1,0,0,0,0,1,0,0,3,0,2,1,1,1,3,0,2,0,4,4,0,2,1
"Ant169",12,3,16,12,7,4,0,0,4,1,5,0,1,0,2,4,7,2,9,0,3,2,5,3,6,2,8,0,5,1,17,10,0,0,1,0,6,9,3,11,22,14,7,0,10,1,17,1,8,18,19,6,0,6,8,0,0,1,0,5,0,3,2,6,5,6,17,0,8,2,4,0,34,8,0,2,3
"Ant173",4,4,14,5,0,3,1,0,0,1,1,0,0,0,0,13,4,2,3,1,2,4,0,0,16,1,3,0,0,0,0,6,0,1,0,0,7,0,6,3,2,9,6,10,0,0,2,17,29,4,6,1,0,4,6,0,1,2,0,0,0,0,0,6,1,2,6,0,5,0,5,0,47,18,4,1,1
"Ant176",0,6,0,0,0,8,3,3,16,0,3,30,12,18,12,0,0,5,1,7,4,0,4,1,0,5,2,13,9,15,0,0,10,4,1,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,24,5,0,6,0,6,14,5,2,3,2,0,6,1,10,3,22,0,1,5,1,0
"Ant178",8,2,6,6,6,9,4,0,5,2,3,0,2,0,0,3,4,0,12,0,6,1,1,4,1,0,10,0,7,10,10,10,2,2,0,1,20,4,2,8,1,2,3,17,2,0,0,0,3,2,3,0,0,3,2,0,0,0,0,3,0,0,3,7,2,2,12,5,1,7,2,0,2,12,5,2,1
"Ant190",2,0,7,0,1,4,0,0,0,1,0,0,1,0,0,1,4,0,2,0,0,10,8,2,15,0,6,0,3,0,8,2,0,3,3,0,2,2,30,2,5,2,3,1,17,0,0,0,29,2,9,18,0,1,7,0,1,5,0,1,0,0,1,0,1,2,5,2,3,0,3,0,6,11,0,3,3
"Ant207",10,2,9,1,8,4,0,0,4,1,2,0,0,0,0,10,3,0,10,0,1,4,0,2,18,3,5,0,10,0,18,14,0,5,5,0,1,10,14,9,9,7,4,8,29,0,3,29,0,13,3,12,0,19,11,0,6,2,0,4,0,4,1,5,9,6,12,4,7,1,2,0,10,16,4,4,2
"Ant215",5,2,15,5,2,0,1,0,1,3,1,0,0,0,0,1,0,1,5,0,2,0,5,2,3,0,1,0,10,4,4,2,1,1,0,0,1,4,5,4,1,4,5,18,4,0,2,2,13,0,10,4,0,8,4,0,3,0,0,1,0,1,1,1,2,3,3,5,0,0,10,0,3,8,0,5,12
"Ant218",3,0,6,1,10,0,3,0,1,0,1,0,0,0,0,4,19,1,6,0,1,2,2,8,6,1,4,0,2,6,11,5,1,3,2,0,4,2,11,2,1,3,3,19,6,0,3,9,3,10,0,2,0,2,4,0,2,0,0,2,4,0,3,1,5,1,1,11,1,0,3,0,3,20,3,4,9
"Ant219",1,0,15,23,0,0,0,0,0,0,1,0,0,0,0,4,1,0,2,0,0,12,0,0,1,0,1,0,0,2,23,0,0,2,0,0,6,2,15,2,11,13,9,6,1,0,0,18,12,4,2,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,1,1,10,0,0,0,17,6,0,2,0
"Ant238",0,0,0,0,0,0,0,7,5,0,0,0,19,19,4,0,0,7,0,1,0,0,0,5,0,1,0,4,12,0,0,0,3,19,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,22,0,0,8,3,14,6,0,0,0,0,0,0,0,13,0,16,0,0,0,1,0
"Ant242",6,2,7,1,3,3,7,0,2,3,7,0,0,0,0,1,4,2,6,0,5,5,4,4,16,5,3,2,15,7,8,4,3,5,6,0,6,1,8,2,9,6,6,6,4,0,3,1,19,8,2,3,0,0,9,0,10,4,0,4,1,2,1,2,4,5,8,3,2,0,4,0,1,24,8,4,3
"Ant243",0,5,2,0,3,6,6,0,2,6,13,0,0,0,0,0,3,1,1,2,7,3,2,0,8,4,2,0,2,7,8,19,0,4,5,4,3,2,17,0,5,0,1,8,6,0,2,7,11,4,4,1,0,9,0,0,7,0,0,8,4,2,5,1,4,0,3,11,3,3,3,0,0,6,6,8,5
"Ant255",3,2,0,0,0,1,10,0,20,0,13,23,14,26,44,0,0,34,0,27,1,1,10,11,0,2,0,9,7,1,0,0,33,10,5,7,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,22,0,0,0,6,0,20,23,4,15,4,1,8,2,0,3,0,17,0,19,0,0,5,2,1
"Ant257",5,40,0,0,4,15,15,0,15,9,23,6,19,0,0,2,2,28,4,27,12,0,8,7,5,23,2,0,2,11,1,17,5,13,7,20,8,0,7,1,0,2,0,0,1,5,0,1,6,3,2,0,0,10,7,6,0,6,0,3,20,1,16,2,2,0,5,11,0,4,4,0,4,2,22,8,1
"Ant289",1,3,0,1,1,0,3,0,0,4,0,2,5,0,0,8,0,0,1,0,1,1,0,2,4,13,3,0,0,2,7,0,0,2,0,6,1,0,19,0,0,1,0,1,2,0,0,5,2,0,0,0,0,4,0,0,6,0,0,0,6,0,0,6,0,1,2,2,0,0,5,0,13,1,0,1,0
"Ant294",0,0,0,0,0,0,0,0,9,0,0,21,21,21,22,0,0,8,0,25,0,0,10,5,0,7,0,3,5,0,0,0,17,12,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,20,0,0,0,8,8,14,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0
"Ant298",2,16,2,1,3,1,7,0,5,8,14,0,6,11,1,1,6,35,1,15,3,0,6,13,9,4,4,1,12,9,2,10,4,14,4,9,3,2,1,1,6,3,1,5,0,0,3,1,4,1,2,1,3,4,8,23,3,0,8,0,9,18,9,2,7,0,6,7,1,7,2,3,0,5,4,9,9
"Ant324",2,43,0,0,0,7,1,0,16,15,9,7,7,48,2,0,0,65,0,21,4,0,2,5,5,21,1,13,2,2,2,15,18,53,8,1,10,2,0,0,0,0,0,0,0,6,0,0,0,0,4,0,14,1,4,4,20,6,8,9,0,1,21,1,0,0,2,8,0,23,7,5,0,0,20,9,0
"Ant347",0,18,3,1,2,15,5,4,2,4,5,14,12,2,6,0,2,5,0,6,12,0,1,4,4,10,16,15,4,4,0,1,19,8,0,6,1,1,2,0,4,0,0,3,0,14,0,0,4,1,0,0,6,2,2,15,1,0,14,18,1,0,11,0,1,0,0,5,0,4,0,14,1,1,7,5,1
"Ant356",7,26,2,0,0,2,7,0,30,6,14,7,17,0,4,0,18,37,0,51,7,1,21,11,4,17,1,6,1,12,3,29,12,34,7,11,4,2,2,2,0,1,3,2,0,5,3,1,1,1,3,0,0,1,5,4,16,0,0,9,21,11,0,8,8,1,1,11,0,33,3,0,2,14,27,39,7
"Ant380",2,3,7,1,0,0,0,0,0,2,2,1,1,0,2,2,0,1,4,0,0,1,1,1,1,0,1,0,0,0,4,1,1,1,5,0,4,0,1,1,0,12,0,6,6,2,7,0,5,1,1,1,0,2,1,1,2,6,0,2,1,0,8,0,1,2,1,0,3,0,4,0,1,13,2,1,0
"Ant387",12,14,13,2,5,1,5,0,5,3,1,0,5,0,3,2,5,2,1,1,6,4,20,12,4,0,10,1,10,14,4,7,6,9,2,0,8,6,11,4,8,6,2,5,1,3,2,1,9,2,5,1,0,4,4,8,2,0,0,7,0,1,8,1,0,0,7,11,2,2,3,0,2,16,1,4,5
"Ant390",1,0,18,3,1,1,2,0,1,1,8,0,0,0,0,2,4,0,0,0,1,15,1,1,3,1,1,0,2,1,0,1,2,2,1,0,1,2,4,1,0,4,1,6,2,2,2,2,6,3,1,0,0,5,0,2,0,1,0,0,0,0,1,2,0,0,4,3,0,1,0,0,4,12,0,3,3
"Ant394",6,9,6,1,5,2,4,0,2,4,7,0,0,0,1,1,6,5,0,2,2,2,2,3,0,1,1,0,6,0,16,8,2,6,10,0,4,7,4,6,3,12,1,17,6,0,12,5,12,3,1,1,0,8,3,0,5,2,0,6,2,0,1,1,7,4,0,2,3,0,1,0,6,13,2,2,12
"Ant400",2,12,2,0,8,2,14,0,2,2,16,1,4,0,2,1,16,12,0,7,5,1,10,1,0,6,11,0,8,20,1,9,1,6,9,1,11,4,4,1,5,3,1,0,0,6,5,2,4,5,11,1,0,3,11,3,11,2,0,7,8,5,11,0,11,3,2,0,2,8,2,0,0,9,13,9,1
"Ant482",3,5,10,5,7,2,3,0,2,0,3,1,1,0,3,6,4,0,1,0,2,3,0,1,4,0,5,0,4,6,0,9,0,0,2,2,5,8,4,11,5,4,3,8,5,1,1,3,7,0,1,10,0,2,3,0,0,0,0,1,0,0,0,3,2,0,3,2,0,0,2,0,10,11,1,1,2
"Ant492",1,19,2,2,6,7,11,31,12,6,8,13,17,28,25,0,3,15,1,15,31,0,14,5,5,2,14,12,12,2,1,1,15,12,1,4,4,2,2,0,9,4,0,2,0,10,7,0,1,0,0,0,13,0,3,17,4,0,16,7,23,4,33,0,2,1,0,8,0,0,5,5,1,2,5,3,0
"Ant501",4,3,8,0,5,11,6,0,0,10,7,0,2,0,3,0,1,3,10,1,0,1,9,9,8,3,10,0,15,3,10,5,5,2,11,1,9,15,3,3,3,4,2,4,5,3,2,3,2,10,3,0,0,4,3,0,4,5,0,2,7,0,3,4,3,0,1,2,2,5,0,0,2,18,2,2,2
"Ant507",0,0,0,0,0,0,0,0,7,0,0,7,24,19,26,0,0,3,0,25,1,0,11,2,0,6,0,4,9,0,0,0,8,13,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,16,0,0,19,0,0,15,3,5,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Ant538",7,1,12,3,0,1,1,0,0,0,6,1,0,0,0,5,2,1,3,0,0,2,0,1,11,1,1,0,1,1,7,5,0,1,1,0,6,2,6,1,3,17,4,34,47,0,2,6,10,3,3,17,0,1,0,0,4,13,0,0,0,1,2,1,2,4,6,0,10,1,2,0,0,2,4,5,0
"Ant552",12,14,26,3,24,6,10,0,4,6,17,0,5,0,0,10,78,3,21,1,10,28,6,16,13,1,38,0,4,8,25,10,3,17,0,2,23,24,39,8,17,15,4,8,18,1,12,11,16,8,20,6,0,24,6,0,2,1,0,5,0,1,14,13,16,12,13,9,11,2,18,0,2,0,4,9,25
"Ant560",1,29,4,0,4,5,6,0,7,8,13,19,10,0,0,2,8,63,4,32,17,0,18,7,1,14,2,2,4,10,1,10,5,30,7,9,2,1,12,1,8,0,0,0,4,5,5,0,4,0,3,0,0,8,6,5,22,0,0,4,20,7,27,2,1,0,2,13,1,5,2,0,4,4,0,22,2
"Ant564",14,20,1,1,3,7,6,0,20,5,18,1,10,0,3,0,5,16,6,8,7,2,3,3,4,4,10,1,22,2,15,4,10,9,2,6,15,3,6,7,13,2,2,2,1,1,2,3,4,5,4,2,1,4,8,2,8,1,0,9,9,5,39,1,4,3,2,9,1,3,2,0,5,9,22,0,3
"Ant593",5,0,3,2,14,3,3,0,5,0,9,0,1,0,0,0,17,0,3,0,4,2,9,9,8,0,9,0,3,12,1,7,0,9,0,0,14,3,12,3,6,5,1,3,1,0,1,3,2,12,9,0,0,3,5,1,1,0,0,9,0,1,7,0,5,3,12,1,2,0,2,0,0,25,2,3,0
