"","Ant4","Ant540","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant76","Ant191","Ant202","Ant268","Ant518","Ant0","Ant23","Ant29","Ant32","Ant42","Ant44","Ant55","Ant63","Ant97","Ant109","Ant115","Ant117","Ant127","Ant139","Ant153","Ant156","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant242","Ant243","Ant255","Ant294","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant501","Ant538","Ant560","Ant564","Ant593"
"Ant202",3,2,14,4,0,14,0,12,1,2,0,1,6,1,8,8,7,12,11,3,11,17,7,2,10,22,5,11,1,3,19,3,4,21,3,1,5,4,4,4,0,0,20,0,23,3,8,6,20,7,4,8,22,10
"Ant268",4,1,2,2,0,7,0,0,10,5,1,0,7,6,7,7,1,5,14,0,2,6,3,0,7,1,4,1,9,0,2,3,6,13,6,5,0,4,1,0,0,0,0,1,7,2,3,3,3,2,8,1,6,4
"Ant518",2,1,4,7,0,28,3,10,20,0,6,7,0,0,12,10,7,10,24,3,0,5,6,4,14,3,6,13,2,0,6,2,6,6,10,0,0,1,0,4,3,13,11,1,14,2,1,4,8,3,0,3,9,13
"Ant0",1,20,1,0,0,0,0,0,0,13,1,6,0,0,1,5,0,0,0,0,4,1,0,0,2,0,20,1,18,10,0,1,2,7,5,8,8,1,6,0,0,0,0,2,0,3,0,0,5,2,19,1,2,0
"Ant23",5,0,15,17,0,26,3,26,11,2,8,7,12,1,0,7,10,9,12,6,6,4,12,15,24,4,0,11,0,2,17,7,4,3,7,6,0,2,9,2,8,19,49,0,11,1,5,14,4,4,1,33,22,12
"Ant29",8,3,4,8,0,1,0,2,1,1,8,7,10,5,7,0,2,8,8,0,0,3,1,0,12,4,5,4,2,6,4,8,3,37,8,8,6,10,14,0,0,5,3,8,6,5,4,6,3,1,8,5,6,10
"Ant32",1,0,18,7,0,13,18,5,5,0,7,1,7,0,10,2,0,6,13,22,0,0,10,9,18,0,0,0,2,0,5,2,0,0,1,0,0,0,4,2,17,12,32,1,2,0,0,26,0,4,0,13,21,2
"Ant42",1,1,9,9,0,6,0,21,5,1,12,5,10,0,9,8,6,0,7,0,1,13,12,0,12,3,3,11,3,1,7,6,7,11,8,3,0,3,2,0,0,0,28,2,52,2,6,8,4,18,1,20,21,4
"Ant44",4,0,20,28,2,21,0,13,9,0,11,14,24,0,12,8,13,7,0,15,3,5,9,4,38,1,3,5,0,2,4,5,4,4,0,2,0,4,6,14,1,9,9,1,8,2,6,21,2,0,3,13,4,20
"Ant55",0,0,0,0,0,10,36,0,7,0,3,0,3,0,6,0,22,0,15,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,44,0,0,0,0,0,0,0,0,0,0,4,0
"Ant63",5,3,7,3,0,2,0,9,0,7,11,2,0,4,6,0,0,1,3,0,0,1,0,0,4,1,7,10,1,8,1,5,4,3,4,2,0,8,4,0,0,0,1,0,12,9,4,1,12,30,5,7,7,7
"Ant97",11,3,7,0,0,6,0,34,0,0,17,6,5,1,4,3,0,13,5,0,1,0,3,0,11,10,1,10,1,1,1,12,4,13,2,4,1,1,3,0,0,1,1,0,92,1,10,2,10,11,2,15,8,5
"Ant109",1,0,20,7,0,33,1,11,4,0,7,3,6,0,12,1,10,12,9,0,0,3,0,0,6,0,5,2,2,3,14,3,0,1,3,1,0,3,2,0,0,5,10,0,3,2,3,9,3,3,0,12,20,6
"Ant115",0,0,2,9,0,3,16,11,17,0,2,0,4,0,15,0,9,0,4,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6,18,51,8,2,0,0,0,0,3,0,1,0,0,1,0
"Ant117",9,3,12,17,0,13,8,19,9,2,10,7,14,2,24,12,18,12,38,12,4,11,6,3,0,7,10,2,3,2,11,2,6,11,4,0,0,3,2,0,16,10,9,1,17,1,4,17,5,5,4,13,16,9
"Ant127",4,0,0,1,0,2,0,2,0,2,22,1,3,0,4,4,0,3,1,0,1,10,0,0,7,0,1,4,1,0,1,14,2,6,0,2,1,0,1,0,0,0,3,3,3,0,6,0,3,1,1,7,6,2
"Ant139",1,21,5,1,0,4,0,8,0,21,5,4,6,20,0,5,0,3,3,0,7,1,5,0,10,1,0,2,10,15,0,1,9,15,10,1,9,4,2,0,0,1,0,10,4,5,4,3,9,0,2,3,2,4
"Ant153",5,6,7,2,0,7,0,4,0,3,11,1,13,1,11,4,0,11,5,0,10,10,2,0,2,4,2,0,3,0,2,9,0,21,4,7,1,8,1,0,0,7,3,2,45,4,2,7,3,1,4,3,0,4
"Ant156",2,18,0,0,0,0,1,1,0,25,1,9,2,18,0,2,2,3,0,0,1,1,2,0,3,1,10,3,0,6,0,7,1,3,1,25,4,2,2,0,0,0,1,3,2,4,1,7,2,1,8,0,5,0
"Ant173",1,4,2,0,0,2,0,5,0,8,3,0,0,10,2,6,0,1,2,0,8,1,3,0,2,0,15,0,6,0,1,16,6,6,5,13,6,11,3,0,0,0,2,4,1,9,0,0,20,2,8,2,0,0
"Ant176",6,0,24,22,0,10,0,47,16,1,19,2,6,0,17,4,5,7,4,0,1,1,14,0,11,1,0,2,0,1,0,0,3,1,1,2,0,4,9,0,0,9,51,2,4,0,3,21,2,10,0,26,19,6
"Ant178",4,6,1,1,0,1,0,2,0,7,3,3,2,1,7,8,2,6,5,0,5,12,3,0,2,14,1,9,7,16,0,0,1,9,2,19,2,17,5,0,0,0,0,0,5,4,2,1,5,16,13,3,0,6
"Ant190",0,3,5,14,0,0,0,2,3,2,4,6,6,2,4,3,0,7,4,0,4,4,0,0,6,2,9,0,1,6,3,1,0,8,4,0,3,8,2,0,0,0,1,2,10,5,2,2,4,0,10,1,4,7
"Ant207",7,7,3,13,0,2,0,6,1,4,21,13,6,7,3,37,0,11,4,0,3,13,1,0,11,6,15,21,3,6,1,9,8,0,7,11,3,15,0,0,0,1,3,2,26,3,13,6,14,4,20,3,3,5
"Ant215",4,2,7,3,0,3,0,5,0,1,3,6,10,5,7,8,1,8,0,0,4,2,3,0,4,0,10,4,1,5,1,2,4,7,0,8,0,9,2,0,0,0,16,1,4,2,0,5,2,6,2,11,4,0
"Ant218",4,4,3,1,0,0,0,18,0,8,1,5,0,8,6,8,0,3,2,0,2,4,1,0,0,2,1,7,25,13,2,19,0,11,8,0,3,4,2,0,0,0,0,4,13,6,0,4,9,0,34,0,3,2
"Ant219",1,4,0,0,0,0,0,1,0,22,5,0,0,8,0,6,0,0,0,0,0,1,0,0,0,1,9,1,4,6,0,2,3,3,0,3,0,5,0,0,0,0,0,0,1,3,1,0,4,1,19,1,0,1
"Ant242",3,16,3,2,0,8,0,10,0,4,4,4,1,1,2,10,0,3,4,0,8,1,3,2,3,0,4,8,2,11,4,17,8,15,9,4,5,0,15,0,0,0,0,4,8,11,0,2,16,4,19,0,2,2
"Ant243",0,0,9,2,0,2,1,3,2,0,4,1,0,6,9,14,4,2,6,0,4,3,2,6,2,1,2,1,2,3,9,5,2,0,2,2,0,15,0,0,0,0,0,0,12,3,3,2,3,4,4,2,13,2
"Ant255",0,0,0,0,4,2,18,0,3,0,4,0,4,0,2,0,2,0,14,14,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0
"Ant294",0,0,0,0,0,5,21,0,10,0,0,0,3,0,8,0,17,0,1,28,0,0,0,51,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,2,0
"Ant347",1,0,5,6,0,10,68,0,3,1,0,0,13,0,19,5,12,0,9,44,0,1,5,8,10,0,1,7,0,0,9,0,0,1,0,0,0,0,0,12,24,0,24,0,2,0,0,1,0,1,0,1,6,0
"Ant356",1,0,27,15,0,49,17,20,11,2,20,0,11,0,49,3,32,28,9,0,1,1,10,2,9,3,0,3,1,2,51,0,1,3,16,0,0,0,0,0,0,24,0,0,2,1,4,42,2,13,5,32,62,11
"Ant380",1,0,0,1,0,0,0,3,0,9,0,1,1,2,0,8,1,2,1,0,0,0,0,0,1,3,10,2,3,4,2,0,2,2,1,4,0,4,0,0,0,0,0,0,1,3,1,1,2,2,1,1,3,0
"Ant387",30,0,7,5,0,10,0,7,3,0,23,7,14,0,11,6,2,52,8,0,12,92,3,0,17,3,4,45,2,1,4,5,10,26,4,13,1,8,12,0,0,2,2,1,0,5,36,1,7,18,6,12,10,33
"Ant390",3,24,3,2,0,0,0,0,0,14,3,2,2,3,1,5,0,2,2,0,9,1,2,0,1,0,5,4,4,9,0,4,5,3,2,6,3,11,3,0,0,0,1,3,5,0,0,1,13,10,7,6,1,9
"Ant394",8,0,4,1,0,6,4,6,1,1,8,3,1,0,5,4,0,6,6,0,4,10,3,0,4,6,4,2,1,0,3,2,2,13,0,0,1,0,3,0,0,0,4,1,36,0,0,6,2,5,4,4,4,7
"Ant400",7,0,10,3,0,21,0,33,3,2,6,3,4,0,14,6,26,8,21,0,1,2,9,3,17,0,3,7,7,0,21,1,2,6,5,4,0,2,2,0,0,1,42,1,1,1,6,0,3,1,1,12,15,6
"Ant482",4,16,4,1,0,1,0,1,0,9,20,3,8,5,4,3,0,4,2,0,12,10,3,0,5,3,9,3,2,20,2,5,4,14,2,9,4,16,3,0,0,0,2,2,7,13,2,3,0,6,2,3,1,8
"Ant501",10,3,6,3,0,4,0,3,0,2,7,2,3,2,4,1,4,18,0,0,30,11,3,1,5,1,0,1,1,2,10,16,0,4,6,0,1,4,4,0,0,1,13,2,18,10,5,1,6,0,12,3,4,3
"Ant538",0,9,0,0,0,2,0,10,0,4,4,8,0,19,1,8,0,1,3,0,5,2,0,0,4,1,2,4,8,8,0,13,10,20,2,34,19,19,4,0,0,0,5,1,6,7,4,1,2,12,0,2,2,1
"Ant560",1,1,11,14,0,16,0,13,0,2,8,1,3,1,33,5,13,20,13,0,7,15,12,0,13,7,3,3,0,2,26,3,1,3,11,0,1,0,2,0,0,1,32,1,12,6,4,12,3,3,2,0,25,5
"Ant564",7,0,7,9,0,16,1,12,13,2,22,6,9,2,22,6,21,21,4,4,7,8,20,1,16,6,2,0,5,0,19,0,4,3,4,3,0,2,13,0,2,6,62,3,10,1,4,15,1,4,2,25,0,16
"Ant593",6,0,6,9,0,15,1,16,11,0,10,4,13,0,12,10,2,4,20,0,7,5,6,0,9,2,4,4,0,0,6,6,7,5,0,2,1,2,2,0,0,0,11,0,33,9,7,6,8,3,1,5,16,0
