"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant347","Ant353","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant527","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant30",1,95,0,7,30,0,9,12,2,32,0,28,5,70,16,20,11,10,0,21,11,14,54,1,2,9,10,0,0,0,7,1,3,9,1,16,11,0,5,0,29,18,30,30,0,34,2,4,16,0,25,1,0,7,51,36,0,0,0,2,0,18,0,17,0,3,31,10,0,13,0,0,27,9,0,1,24,18,22,11,24,3,14,26,14,2,7,38,61,0,6,0,0,2,6,1,2,8,24,0,21,0,11,15,45,0,3,46,6,0
"Ant38",4,41,7,2,30,1,1,19,4,16,28,0,1,15,2,5,1,4,0,8,14,4,6,2,8,9,10,1,2,12,8,2,2,17,0,15,16,0,1,3,8,14,19,13,3,29,4,2,11,1,17,2,2,3,13,21,6,1,0,0,1,13,2,10,0,0,16,10,0,12,0,0,11,13,0,0,10,13,10,3,5,0,8,10,6,1,6,9,55,0,4,0,0,1,9,2,5,22,5,0,17,0,30,17,10,0,2,22,3,1
"Ant60",0,11,0,2,2,1,0,0,3,1,5,1,0,10,0,1,0,0,2,1,7,1,3,2,6,9,5,10,0,0,5,4,5,1,4,2,7,0,2,0,0,4,8,6,1,18,0,3,3,5,3,3,0,2,3,1,1,0,0,2,0,1,1,5,0,0,2,0,0,0,0,0,11,5,0,4,5,3,1,10,0,0,0,7,0,12,3,1,2,1,3,0,0,8,5,3,0,8,5,3,2,1,2,4,3,1,17,0,6,1
"Ant64",1,9,1,5,9,0,0,23,5,5,70,15,10,0,0,9,0,6,3,13,43,1,21,2,3,22,10,1,1,3,6,8,5,19,1,6,8,3,8,2,15,7,16,20,2,19,2,5,11,1,2,0,0,18,7,7,0,1,0,0,0,9,4,8,0,0,8,3,3,8,0,0,10,17,0,4,32,9,15,2,0,6,0,3,5,0,15,11,18,3,0,0,0,4,12,0,1,13,4,3,9,1,34,6,11,0,1,17,10,0
"Ant73",0,0,0,0,26,0,44,0,0,0,16,2,0,0,0,0,64,0,0,19,0,0,36,0,0,0,9,0,0,0,7,0,0,5,0,7,0,0,0,0,4,0,1,65,0,0,0,0,0,0,3,0,0,0,27,36,0,0,0,0,0,1,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,40,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0
"Ant76",2,27,0,3,8,0,0,7,6,4,20,5,1,9,0,0,1,17,1,11,8,4,3,0,3,7,12,6,0,0,5,5,8,10,2,9,6,0,2,2,10,16,4,4,2,11,1,1,8,0,3,0,0,1,4,3,1,0,0,0,0,0,0,7,0,0,9,2,0,14,0,0,9,11,0,0,13,6,4,6,0,1,1,15,0,2,0,9,8,0,3,0,0,0,2,0,10,8,8,1,14,0,24,2,6,0,1,7,5,0
"Ant148",0,0,0,0,28,0,61,0,0,0,11,1,0,0,64,1,0,0,0,21,0,0,43,0,1,0,5,0,0,0,10,0,0,3,0,2,0,0,0,0,29,2,1,51,0,7,0,0,0,0,3,0,0,0,29,32,0,0,0,0,0,21,0,0,0,36,2,0,0,10,0,0,0,0,0,0,1,0,0,1,7,0,52,0,4,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,22,0,3,0,1,0,1,0,0,0
"Ant158",0,5,3,1,0,2,0,6,12,5,10,4,0,6,0,17,0,0,3,1,6,4,2,3,4,4,1,4,0,6,4,5,3,2,7,2,11,0,5,8,0,10,1,4,0,5,5,15,6,2,1,8,1,2,1,0,4,2,6,0,3,2,2,6,3,0,4,16,0,0,6,0,3,3,0,8,6,8,1,7,0,2,1,3,5,3,12,1,5,5,0,0,1,4,2,7,10,2,4,2,0,5,3,1,6,0,13,7,7,0
"Ant191",0,1,19,7,0,4,0,0,8,1,0,0,2,3,0,1,0,3,0,0,1,2,0,4,1,2,1,14,2,10,0,3,13,0,1,1,3,6,3,25,0,1,1,0,7,2,0,8,9,2,1,3,11,7,0,0,6,1,4,14,17,0,10,0,6,0,0,2,33,0,11,11,0,0,13,8,0,1,0,0,0,2,0,3,0,2,1,0,0,8,2,4,0,6,3,6,2,1,4,7,0,11,1,0,0,7,8,3,10,16
"Ant196",0,19,0,1,28,0,15,5,0,10,21,8,1,13,19,11,21,1,0,0,5,2,22,1,13,3,12,0,1,0,19,2,0,22,3,11,8,1,0,0,27,1,7,50,0,7,1,2,6,2,15,0,0,2,55,24,2,0,1,0,0,15,0,0,3,18,3,0,0,11,0,0,0,11,0,2,1,13,0,8,12,3,28,4,18,6,9,3,31,0,2,0,0,0,2,0,0,10,7,2,10,0,5,8,9,0,1,7,4,0
"Ant202",0,7,0,7,0,3,0,3,6,0,11,14,7,43,0,8,0,6,1,5,0,17,7,10,26,3,2,3,4,17,10,1,10,4,17,5,17,0,10,4,4,22,5,11,8,4,2,4,3,6,3,3,0,0,0,5,0,1,1,3,0,0,0,27,5,0,11,15,2,2,0,0,26,13,0,8,6,13,10,15,0,10,1,9,10,3,7,7,1,0,1,1,1,5,14,20,8,18,7,2,3,0,11,7,1,0,5,2,13,0
"Ant209",0,10,1,1,3,0,0,10,4,8,14,4,1,1,0,4,0,4,2,2,17,0,0,9,10,8,1,3,0,7,2,7,5,5,4,15,9,0,5,1,14,9,4,13,14,20,15,15,8,4,11,1,0,3,2,0,0,0,5,1,0,4,1,9,4,0,21,5,0,7,0,0,24,15,0,4,3,18,7,7,0,7,0,2,2,4,10,6,14,0,9,0,1,2,5,0,4,6,16,9,3,0,9,10,18,0,7,10,8,1
"Ant252",0,8,0,1,19,0,41,25,0,8,54,6,3,21,36,3,43,2,0,22,7,0,0,3,1,10,16,0,0,0,23,1,1,5,1,18,3,0,0,0,24,0,7,18,0,15,12,0,0,0,4,0,0,10,53,45,0,0,0,1,0,10,0,31,0,52,29,1,0,16,0,0,27,19,0,0,43,10,19,2,31,1,33,11,0,0,5,15,5,0,5,0,0,3,0,0,0,16,0,0,11,0,37,5,10,0,0,4,0,0
"Ant268",0,2,12,0,1,1,0,0,4,7,1,2,2,2,0,0,0,3,4,1,10,9,3,0,1,2,0,3,2,3,2,3,3,2,2,4,2,3,5,0,0,7,2,2,3,3,0,7,1,2,0,8,2,2,0,0,0,0,3,2,1,2,5,5,4,0,1,4,0,1,4,0,0,1,2,18,1,2,3,1,0,3,0,1,0,4,1,2,0,0,4,3,0,0,4,5,3,2,3,0,1,3,1,2,0,0,8,5,2,3
"Ant308",0,14,0,4,0,0,0,19,3,12,2,8,6,3,0,3,1,4,1,13,26,10,1,1,0,10,8,6,0,2,10,6,2,3,3,8,8,0,1,0,2,5,7,3,2,14,5,3,9,1,3,0,0,0,2,3,0,0,1,1,1,4,1,9,0,0,10,3,0,14,0,0,6,5,0,1,4,7,6,9,0,2,4,10,3,1,5,8,7,0,6,2,2,5,4,0,5,6,4,0,8,0,17,8,9,1,3,3,14,0
"Ant311",0,29,3,4,2,5,0,6,13,4,9,9,9,22,0,7,0,4,2,3,3,8,10,2,10,0,4,4,1,5,9,7,1,9,1,9,4,3,7,6,4,14,3,14,14,9,10,5,9,2,8,2,0,6,1,8,13,0,3,5,0,0,7,7,6,0,6,5,0,8,4,0,14,8,1,6,6,4,2,10,0,5,0,4,9,11,7,3,28,0,5,0,7,6,8,4,4,2,15,1,7,5,6,12,9,0,5,15,3,4
"Ant518",0,18,0,1,21,1,6,14,0,8,10,10,5,10,9,12,5,1,1,12,2,1,16,0,8,4,0,0,0,3,15,3,2,1,2,11,12,0,1,0,7,13,10,20,0,1,0,1,8,0,5,0,0,0,21,23,0,0,1,0,0,6,0,5,1,1,7,0,0,11,0,0,6,5,0,1,6,1,5,1,4,0,23,6,7,1,5,16,12,0,1,0,1,1,1,0,2,5,0,0,18,0,18,2,6,0,7,2,6,1
"Ant620",4,2,2,0,0,4,0,0,8,0,0,1,10,1,0,6,0,4,14,0,3,3,0,3,6,4,0,0,7,1,0,5,6,3,2,0,2,7,10,0,0,0,0,1,2,4,0,3,5,9,2,0,1,4,0,1,5,3,3,9,4,0,1,10,0,0,1,10,8,0,1,5,0,5,15,6,3,3,0,0,0,8,0,0,1,8,2,0,2,0,0,1,1,1,2,5,3,0,4,5,1,7,5,0,0,4,7,3,4,1
"Ant0",2,0,11,6,0,0,0,0,2,0,0,2,0,1,0,0,0,0,2,1,4,0,0,2,0,1,0,7,0,4,0,6,7,0,1,0,0,6,0,16,0,0,1,0,0,0,0,4,1,10,0,1,3,0,0,0,5,5,10,1,12,0,3,0,3,0,2,0,0,1,3,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,3,2,1,2,2,0,1,0,0,2,0,0,0,24,1,0,0,11
"Ant13",0,3,2,6,2,8,0,2,1,2,0,12,0,3,0,0,0,6,10,0,17,7,0,3,2,5,3,1,4,0,0,0,1,6,1,2,5,0,7,0,0,8,6,3,9,2,1,1,9,1,2,13,0,5,0,2,0,0,0,4,5,2,4,8,1,0,7,6,0,0,9,0,3,0,10,9,0,0,1,0,0,1,0,0,0,11,7,4,0,1,0,4,3,0,4,1,3,2,12,1,0,2,0,2,2,1,9,7,3,13
"Ant23",0,16,0,0,6,2,6,15,0,5,7,8,5,6,7,5,10,4,0,19,10,2,23,2,10,9,15,0,0,0,0,3,0,8,0,8,10,1,3,1,5,3,4,13,0,18,5,1,1,2,15,1,0,0,25,12,1,0,1,0,0,8,0,3,0,0,28,0,0,10,0,0,1,12,0,0,22,4,2,4,1,0,3,3,8,0,6,6,11,2,0,0,0,1,0,0,0,4,0,0,21,2,7,4,3,0,1,6,0,0
"Ant27",4,1,4,3,0,0,0,6,18,7,1,2,4,8,0,5,0,5,3,2,1,7,1,3,6,7,3,5,6,0,3,0,13,5,1,1,16,2,12,2,0,6,0,14,7,4,27,14,4,0,4,3,2,0,0,0,1,1,0,3,6,1,2,29,3,0,3,6,2,1,2,1,5,4,0,5,0,4,1,0,0,27,2,0,0,2,4,1,10,0,4,0,0,7,17,0,2,1,9,5,2,30,0,0,2,3,9,6,9,3
"Ant29",2,8,5,5,0,4,0,3,13,5,3,2,5,5,0,8,0,3,13,0,10,5,1,3,2,1,2,6,7,1,0,13,0,6,0,0,2,10,10,16,2,6,2,4,7,7,0,2,4,0,6,0,0,5,0,0,1,1,3,0,1,0,4,2,4,0,4,12,4,5,1,2,0,2,0,4,7,2,5,1,0,6,0,0,1,17,4,5,6,3,3,4,3,7,2,3,4,1,1,4,0,4,11,7,6,2,1,5,13,0
"Ant32",2,34,0,0,14,0,11,7,2,1,9,17,1,19,5,10,3,2,0,22,4,5,5,2,3,9,1,3,0,6,8,5,6,0,0,11,7,0,0,0,7,18,12,32,0,10,2,0,4,0,7,0,0,2,15,12,0,3,0,0,0,10,0,5,1,11,11,3,0,14,0,0,19,8,0,0,16,8,6,2,3,1,47,5,2,1,10,12,20,0,13,0,1,4,6,0,1,9,13,0,17,1,29,21,7,0,0,34,2,0
"Ant42",9,2,0,5,0,4,0,1,3,0,1,0,4,1,0,2,0,7,1,3,17,4,1,2,3,1,2,2,1,1,0,1,0,0,0,0,1,2,5,3,0,6,3,0,3,2,11,6,3,7,1,3,1,0,0,0,8,4,0,5,4,0,3,12,11,0,0,1,2,1,2,0,5,1,0,5,0,0,1,2,0,4,0,10,0,2,2,3,0,2,15,0,2,4,0,9,2,2,5,2,3,9,3,2,1,2,10,8,4,1
"Ant43",0,32,0,1,22,0,2,22,0,11,16,15,2,6,7,9,2,2,1,11,5,15,18,4,8,9,11,0,0,2,8,1,0,11,0,0,2,0,0,0,12,16,21,13,0,7,2,3,1,0,13,0,0,1,22,1,2,0,0,0,0,12,0,10,0,1,19,0,0,15,0,0,13,14,0,0,45,2,6,11,7,0,15,5,10,0,2,17,19,0,2,0,0,0,2,0,5,12,6,0,14,0,20,1,19,0,1,29,5,0
"Ant44",14,8,2,5,8,1,0,23,4,12,11,16,7,8,0,6,0,11,3,8,17,9,3,2,8,4,12,2,0,5,10,16,2,7,1,2,0,0,6,3,8,15,20,8,5,10,3,1,2,1,15,4,0,3,11,16,10,4,1,1,0,4,3,4,3,1,7,7,0,9,1,0,20,2,0,2,9,1,1,3,2,1,5,1,1,7,10,6,17,0,1,0,1,2,1,0,5,2,7,5,5,4,1,3,8,2,7,11,13,1
"Ant50",2,0,19,2,0,1,0,0,4,0,0,0,0,3,0,0,0,0,6,1,0,0,0,3,0,3,0,7,6,0,1,2,10,0,2,0,0,0,2,4,0,3,0,0,0,2,1,2,0,4,1,0,2,6,0,1,3,8,4,6,5,0,10,6,0,0,0,12,7,0,1,24,0,0,23,5,0,2,0,3,0,3,0,0,0,0,0,0,1,7,1,13,6,1,0,2,3,0,0,1,0,2,0,0,0,13,4,0,0,1
"Ant55",1,7,8,4,3,3,0,0,0,1,5,1,2,8,0,2,0,5,3,0,10,5,0,5,1,7,1,10,0,7,3,12,10,0,5,0,6,2,0,3,0,11,1,1,3,4,3,6,4,6,3,1,1,2,0,0,3,1,0,4,1,0,6,6,4,0,1,37,2,0,1,1,1,0,2,4,0,2,1,4,0,7,0,0,0,21,2,4,7,0,0,1,1,6,5,5,0,1,8,7,0,4,6,4,1,3,2,12,11,5
"Ant63",5,3,8,0,0,1,0,1,2,0,0,3,0,2,0,2,0,8,25,0,4,1,0,0,0,6,0,0,16,0,1,2,16,0,3,0,3,4,3,0,0,1,0,0,1,2,1,5,6,8,0,3,5,9,0,0,13,8,0,2,6,0,2,4,1,0,0,12,2,0,0,1,0,0,5,1,0,0,0,0,0,3,0,0,0,3,0,2,0,4,3,3,13,3,1,1,7,0,1,7,1,8,0,0,0,12,6,1,6,3
"Ant91",0,14,0,3,22,0,12,7,1,3,29,8,0,15,4,10,29,0,0,27,4,14,24,0,2,4,7,0,0,0,5,0,2,7,0,12,8,0,0,0,0,1,3,39,0,14,1,0,1,0,21,0,0,1,32,19,0,1,0,0,0,24,2,2,0,5,4,0,0,14,0,0,5,1,0,0,14,0,8,2,21,1,51,12,7,0,3,4,71,1,14,0,0,4,4,0,3,7,2,3,26,0,11,2,8,0,0,5,2,0
"Ant97",0,12,0,12,2,1,0,11,6,1,18,14,4,7,0,16,2,10,1,1,22,9,0,7,5,14,13,0,0,8,3,6,6,18,6,16,15,3,11,1,1,0,10,12,11,9,3,0,7,0,3,0,0,10,10,7,0,0,0,0,0,9,1,19,2,0,24,11,0,1,0,0,4,16,0,0,12,4,4,0,0,0,0,4,3,0,7,23,2,2,5,1,0,1,4,0,12,12,3,6,5,0,24,14,18,0,4,9,11,0
"Ant98",0,25,1,4,6,2,3,10,0,8,30,19,8,16,1,4,1,1,1,7,5,4,7,2,7,3,10,0,1,6,4,0,2,12,3,21,20,0,1,0,3,10,0,8,5,19,2,7,6,0,14,2,0,2,21,15,4,0,0,2,0,7,0,6,1,2,4,6,0,10,2,0,11,11,4,3,10,8,17,7,6,1,9,7,2,4,6,13,42,1,18,0,2,1,2,0,0,11,7,0,6,1,14,3,5,0,3,20,5,1
"Ant100",0,16,0,0,54,0,112,14,0,0,30,13,6,20,65,4,51,4,0,50,11,13,18,2,3,14,20,1,0,3,13,14,4,32,0,13,8,0,1,0,39,12,8,0,1,16,10,4,5,0,16,0,0,1,25,43,1,0,0,0,0,13,0,3,0,38,8,3,0,16,0,0,8,16,0,1,0,13,12,10,50,2,113,9,22,0,4,14,19,0,0,0,0,1,0,0,3,18,4,0,11,0,5,5,12,0,0,28,9,0
"Ant109",2,6,1,0,0,0,0,0,8,1,0,3,1,2,0,2,0,0,7,0,8,14,0,3,2,14,0,2,0,9,0,7,7,0,3,0,5,0,3,1,0,11,5,1,0,1,2,9,5,5,3,4,0,0,0,1,0,1,0,1,3,0,1,0,4,0,0,6,2,4,2,0,2,0,3,2,2,5,1,0,0,16,0,3,0,11,1,1,4,0,1,1,0,2,3,6,3,0,11,10,1,6,0,3,0,0,3,3,5,3
"Ant113",0,30,1,2,14,0,0,22,2,5,34,29,18,19,0,11,7,5,2,7,4,20,15,3,14,9,1,4,0,2,18,4,7,10,2,7,10,2,4,2,14,9,19,16,1,0,5,6,16,0,8,0,0,7,32,11,0,0,0,0,0,3,4,9,2,0,9,2,0,22,0,0,14,12,3,1,29,14,11,16,0,8,9,16,12,0,4,14,14,0,0,0,1,6,6,1,2,19,6,1,6,0,15,27,28,1,3,56,3,0
"Ant115",5,9,0,1,0,0,0,0,5,0,2,4,0,2,0,1,0,5,0,1,2,15,12,0,5,10,0,0,0,1,5,27,0,2,11,2,3,1,3,1,1,3,2,10,2,5,0,6,13,2,1,0,0,6,1,1,4,1,0,0,0,0,3,0,2,0,4,0,0,5,0,0,5,0,0,1,0,2,2,0,0,1,0,1,0,0,2,1,1,0,3,0,0,0,4,1,2,2,4,1,0,6,5,0,3,0,1,1,1,0
"Ant117",1,7,1,8,0,6,0,3,4,5,4,2,3,5,0,1,0,15,8,2,4,15,0,7,3,5,1,3,4,1,1,14,2,0,6,3,1,2,6,5,0,0,7,4,9,6,6,0,27,7,2,1,1,2,1,2,6,6,1,2,6,0,7,8,0,0,1,8,0,1,3,2,0,1,1,3,1,3,3,7,0,3,0,5,0,6,3,5,2,1,0,0,3,1,1,0,1,2,6,22,0,11,1,9,0,2,18,4,9,5
"Ant124",15,11,2,0,2,1,0,7,2,6,16,11,3,11,0,8,0,6,9,6,3,8,0,1,9,9,8,5,1,9,1,4,4,4,3,1,2,0,4,6,1,7,6,5,5,16,13,27,0,7,12,4,0,3,1,3,5,0,1,4,0,3,5,10,4,0,15,10,1,5,2,0,13,12,0,2,9,15,3,8,0,5,0,2,4,10,7,7,16,1,5,2,0,3,1,2,0,6,21,4,4,8,14,3,8,2,4,7,7,1
"Ant127",4,3,2,0,0,4,0,0,1,1,0,1,5,1,0,0,0,2,2,2,6,4,0,2,1,2,0,9,10,1,2,0,0,0,7,0,1,4,6,8,0,0,0,0,5,0,2,7,7,0,0,2,8,6,1,0,0,16,3,9,21,0,3,0,0,0,0,1,6,0,2,0,0,0,1,5,0,1,0,2,0,7,0,0,0,4,0,2,0,0,2,2,1,0,5,0,8,0,8,1,0,0,2,0,0,4,26,0,1,2
"Ant131",0,34,0,0,16,0,7,7,5,4,25,17,3,2,3,3,3,1,1,15,3,11,4,0,3,8,5,2,0,2,15,4,6,7,1,13,15,1,3,0,21,3,14,16,3,8,1,2,12,0,0,0,0,0,27,6,0,0,0,0,0,11,0,4,2,1,51,3,0,11,0,0,11,23,0,0,9,2,9,0,8,1,5,4,4,5,5,14,28,0,1,0,0,0,3,0,0,9,8,1,21,0,13,8,7,0,3,15,3,0
"Ant137",6,3,4,3,0,5,0,2,13,0,1,2,3,0,0,0,0,8,3,0,3,1,0,8,0,2,0,0,1,13,1,3,0,0,3,0,4,0,1,3,0,0,2,0,4,0,0,1,4,2,0,0,0,0,0,0,0,1,0,7,3,1,5,0,13,0,0,6,5,0,10,0,3,0,2,6,0,4,2,0,0,4,0,1,1,0,0,0,3,1,0,0,0,2,10,3,0,0,6,8,7,17,1,0,2,2,16,3,7,2
"Ant139",2,0,12,4,0,0,0,0,1,0,0,2,0,0,0,0,0,1,11,0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,1,0,0,2,1,5,0,0,0,0,0,0,0,1,0,8,0,0,0,4,0,0,1,14,7,4,4,0,5,0,7,0,0,1,7,0,2,13,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,6,2,6,6,0,2,2,0,2,7,0,1,0,0,0,6,6,0,1,1
"Ant140",2,3,10,1,5,0,0,1,11,0,7,3,2,18,0,1,0,2,7,2,0,3,10,2,0,6,0,4,0,5,0,0,5,2,0,1,3,6,2,9,1,10,2,1,0,7,6,2,3,6,0,0,4,0,1,0,1,0,3,6,2,0,0,18,0,0,10,16,4,0,0,4,8,2,7,2,0,4,11,17,0,6,0,1,0,4,2,13,5,5,0,2,0,0,0,8,5,1,0,13,0,9,2,0,10,2,2,1,0,2
"Ant142",0,5,0,0,21,4,23,10,0,3,51,13,3,7,27,4,29,1,0,55,0,2,53,0,2,1,21,0,0,0,25,0,0,15,0,22,11,0,0,0,32,10,21,25,0,32,1,1,1,1,27,0,0,1,0,64,0,0,1,0,0,29,1,7,0,40,17,0,0,15,0,0,21,10,0,0,15,8,23,8,46,0,63,16,3,6,4,13,37,0,3,0,0,1,1,1,1,30,0,1,46,0,17,12,29,0,0,25,1,0
"Ant149",0,42,0,3,28,1,27,7,2,3,36,21,1,7,36,3,32,0,0,24,5,0,45,0,3,8,23,1,0,2,12,0,0,12,0,1,16,1,0,0,19,7,15,43,1,11,1,2,3,0,6,0,0,0,64,0,0,0,0,0,0,12,0,1,1,32,10,3,0,25,0,0,1,6,1,1,14,4,5,1,63,0,80,23,6,0,7,10,58,0,0,0,0,0,0,0,3,15,15,0,44,0,15,10,4,0,0,11,0,0
"Ant153",26,1,5,3,1,0,0,1,6,1,0,6,1,0,0,1,0,4,6,2,0,0,0,0,0,13,0,5,5,0,1,1,1,0,8,2,10,3,3,13,0,0,4,1,0,0,4,6,5,0,0,0,1,1,0,0,0,8,4,4,2,0,7,3,7,0,2,1,1,1,4,1,0,0,3,4,5,0,0,4,0,2,0,1,1,4,5,9,1,1,10,2,0,1,4,7,1,0,4,6,1,8,9,0,0,1,2,2,3,8
