"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant347","Ant353","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant527","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant13",10,2,3,12,1,1,0,0,10,0,0,3,4,1,0,0,0,1,20,0,3,3,0,2,1,4,0,11,5,0,0,21,7,5,25,2,2,1,16,0,0,3,0,0,0,9,0,5,4,2,0,15,9,5,0,0,10,5,1,7,3,0,0,2,2,0,2,19,3,1,11,0,0,0,1,7,0,0,3,0,0,14,0,0,0,1,7,2,0,0,5,8,3,4,10,6,7,1,5,18,1,6,1,2,1,1,9,0,16,2
"Ant23",0,20,0,1,8,2,0,6,7,15,14,11,7,21,5,5,4,6,1,14,5,10,4,6,7,11,7,1,0,0,0,4,2,11,4,19,10,0,2,3,18,1,12,16,4,4,1,1,10,1,12,0,0,1,10,8,0,0,0,0,1,5,0,2,0,1,4,6,0,16,0,0,10,6,1,1,1,7,7,6,11,1,6,6,5,2,6,3,3,1,6,0,0,1,0,0,10,12,3,3,13,0,11,15,6,0,1,19,6,2
"Ant27",21,6,6,4,0,3,0,0,7,3,1,1,5,6,2,1,0,1,7,1,4,0,0,5,3,6,2,9,5,21,4,0,23,2,5,0,4,1,25,7,0,6,3,1,13,13,37,17,16,1,4,6,2,3,0,1,5,2,2,6,4,0,12,0,12,0,3,24,2,1,6,0,3,1,2,8,0,9,1,2,0,18,0,0,0,4,6,3,0,1,13,10,15,10,11,5,4,1,1,11,1,5,4,2,0,2,7,5,5,6
"Ant29",3,0,4,4,0,3,0,0,12,3,1,4,26,9,0,3,0,3,9,2,4,1,0,9,0,9,1,4,4,7,2,23,0,1,10,4,0,4,25,15,0,4,0,1,4,5,6,9,1,1,0,14,3,16,4,0,14,14,4,7,1,1,8,1,27,0,3,11,13,1,2,0,0,0,6,6,0,13,1,1,0,10,0,1,0,6,1,3,0,1,4,9,2,5,9,7,2,1,0,1,0,14,2,0,1,4,10,2,9,5
"Ant32",0,95,0,0,18,1,0,7,1,11,20,30,5,38,13,7,3,4,0,4,0,19,0,1,3,9,23,1,0,5,11,2,1,0,1,18,13,0,1,0,12,2,6,43,0,6,1,0,6,0,10,0,0,0,17,20,0,0,0,0,0,8,1,1,0,0,13,0,0,21,0,0,5,16,1,0,0,1,8,4,25,4,17,7,6,7,3,4,20,0,0,0,0,0,0,1,0,7,9,2,6,2,16,24,14,1,0,50,4,0
"Ant42",6,3,3,6,4,9,0,4,10,5,1,4,9,2,1,0,0,1,8,5,4,1,0,3,0,13,2,8,0,25,4,5,10,1,0,2,10,5,8,3,0,2,0,1,7,11,4,7,11,2,4,7,7,18,2,1,4,7,1,7,8,0,3,2,6,0,1,13,2,1,3,1,0,0,2,6,1,7,0,3,0,16,0,0,1,1,7,0,1,7,12,1,2,2,4,4,9,0,4,3,0,1,3,1,2,3,6,4,11,18
"Ant43",0,10,0,3,19,1,12,11,3,8,31,19,3,4,11,1,12,9,0,2,5,14,4,1,7,3,7,0,0,2,19,0,4,18,2,0,12,0,0,0,19,7,9,30,0,3,2,0,7,0,16,0,0,0,13,25,0,0,0,0,0,3,0,4,0,18,19,1,0,11,1,0,17,13,0,0,15,2,2,10,14,0,19,22,5,3,0,9,22,0,2,0,0,0,0,0,2,10,5,1,7,0,26,5,1,0,0,14,3,1
"Ant44",1,25,0,2,5,0,5,6,6,10,7,10,5,10,10,16,3,8,3,12,7,4,7,4,4,5,10,0,1,2,10,4,0,13,10,12,0,2,2,1,19,15,5,19,0,9,0,2,27,8,17,0,1,3,8,2,0,0,0,0,1,6,0,0,1,0,5,16,5,15,0,0,2,5,0,0,5,6,4,3,8,3,7,3,5,8,21,4,6,1,10,0,3,1,0,0,8,13,21,4,11,9,10,4,4,0,2,8,6,4
"Ant50",2,2,7,3,0,8,0,0,0,1,0,1,2,0,0,0,0,0,27,0,1,0,0,4,0,1,1,1,18,1,0,1,4,0,5,0,2,0,0,2,0,1,1,0,3,0,0,1,1,4,0,6,15,15,0,0,1,11,16,16,22,0,7,2,10,0,1,2,3,0,0,3,0,2,12,7,0,2,0,0,0,1,0,0,0,0,0,0,1,5,3,20,5,17,0,12,2,0,3,1,0,1,0,1,0,5,18,0,4,5
"Ant55",3,8,18,0,0,1,0,2,6,4,0,6,20,3,0,0,2,16,5,1,21,0,0,0,5,9,2,4,0,16,2,25,25,1,8,0,2,0,0,3,2,8,5,2,9,13,8,18,8,0,0,1,1,9,1,2,10,1,3,1,3,0,1,7,10,0,3,2,17,0,6,1,4,15,1,11,0,6,7,2,0,9,0,6,0,0,5,0,0,1,5,1,3,5,2,3,7,2,0,7,3,20,4,0,1,3,4,12,8,8
"Ant63",3,0,15,2,0,7,0,0,0,6,0,0,2,0,2,1,0,0,17,1,0,0,0,4,1,4,0,2,14,0,3,7,15,0,3,0,1,2,3,0,0,1,1,0,4,1,1,0,2,6,0,3,19,11,0,0,11,1,4,4,6,0,1,0,10,0,0,6,3,0,7,6,0,0,9,3,0,1,0,1,0,1,0,0,0,2,0,0,0,4,5,9,1,6,5,2,1,0,0,9,0,8,1,0,0,10,8,0,6,5
"Ant91",0,42,0,0,31,0,23,11,0,9,24,23,4,19,7,7,16,0,3,17,5,12,24,2,5,0,21,1,0,0,18,0,0,12,0,19,19,0,2,0,0,6,3,20,1,2,1,0,5,0,31,0,1,0,24,24,0,0,0,0,0,13,0,4,2,10,4,1,1,12,0,0,8,15,1,1,18,6,4,3,33,3,56,5,9,3,8,6,13,0,4,0,1,1,1,0,6,7,17,3,7,3,20,9,9,0,0,30,1,0
"Ant97",11,19,1,4,2,0,0,11,7,10,17,7,14,5,2,3,0,5,6,4,3,18,0,2,4,22,5,5,3,3,1,6,4,2,2,7,15,1,8,1,6,0,18,21,5,14,5,11,19,10,3,1,1,2,2,0,3,3,2,2,1,2,0,5,2,0,7,3,2,1,0,0,2,4,0,5,0,2,4,7,0,7,0,8,0,1,17,1,1,0,11,0,0,5,3,1,2,6,17,12,6,8,13,1,2,2,2,10,4,1
"Ant98",0,17,0,1,9,0,0,10,0,14,10,20,6,20,24,5,6,4,2,1,2,19,1,1,10,14,7,2,0,0,12,3,0,6,0,9,5,1,5,1,3,18,0,24,1,11,1,3,4,1,11,5,0,1,12,2,5,1,0,0,0,4,3,6,0,0,16,2,2,5,0,0,14,5,2,2,6,3,9,15,2,1,1,6,15,11,4,10,3,0,1,1,2,0,0,0,8,16,12,4,8,4,11,2,16,0,2,12,7,1
"Ant100",1,45,2,1,25,1,5,27,16,12,22,34,6,20,20,9,24,6,1,23,7,21,14,2,13,12,19,0,0,0,16,1,1,43,1,30,19,0,2,0,20,21,24,0,2,12,10,4,9,0,28,2,0,0,39,44,8,1,0,0,1,18,3,15,2,3,34,5,2,38,1,0,11,23,0,0,14,6,18,31,10,6,26,15,18,1,12,14,41,2,1,0,3,2,2,0,0,21,23,5,31,0,37,21,31,0,1,54,8,0
"Ant109",0,3,15,0,1,3,0,0,5,4,2,2,5,3,0,2,0,6,2,2,0,0,0,4,1,4,0,4,2,0,4,13,4,0,7,0,0,3,9,4,1,5,1,2,0,1,1,15,11,2,1,4,0,1,0,0,2,2,1,2,2,0,0,0,3,0,2,12,12,0,0,0,3,0,0,1,0,4,1,2,0,1,0,1,0,3,2,5,0,2,14,0,0,0,2,1,4,1,5,1,3,8,1,2,2,0,4,1,8,7
"Ant113",17,9,0,1,2,3,0,8,9,10,3,5,22,3,9,6,3,4,6,2,3,4,0,1,8,17,5,2,0,9,4,13,5,6,11,3,9,0,13,1,2,14,11,12,1,0,6,6,11,0,6,3,2,0,4,2,7,1,1,1,0,3,0,1,0,0,6,21,3,2,2,0,5,0,1,1,0,2,3,8,0,2,5,0,2,3,5,6,5,0,2,3,1,1,3,1,4,7,6,11,1,0,17,4,13,1,3,11,5,0
"Ant115",6,2,0,0,0,8,0,0,1,2,0,1,1,0,3,1,1,0,5,0,1,0,0,1,0,6,0,6,0,0,1,37,6,1,4,2,0,0,8,1,1,5,1,10,1,6,0,5,6,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,8,5,0,4,0,0,0,1,0,0,2,1,0,0,8,0,0,0,0,1,1,1,1,6,0,0,0,3,2,3,0,0,3,1,14,1,0,1,0,4,2,6,1
"Ant117",0,6,10,8,1,3,0,0,6,6,5,2,9,6,4,4,0,4,13,4,2,2,0,3,19,11,0,1,1,5,1,17,9,0,7,0,2,1,18,0,0,11,3,4,15,6,5,0,6,3,0,3,3,0,0,0,0,6,1,7,16,0,4,0,2,0,11,7,13,0,2,0,0,5,0,15,0,5,7,4,0,5,1,2,0,7,8,0,0,1,20,2,4,2,12,8,6,2,7,1,0,21,6,1,1,2,11,3,11,5
"Ant124",10,2,1,4,1,1,1,11,5,9,0,6,6,6,1,1,0,8,13,5,1,13,1,3,0,9,6,5,0,4,10,16,1,6,11,7,27,1,8,2,5,19,4,9,11,11,6,6,0,4,5,2,2,11,5,2,12,1,2,2,3,2,6,2,5,6,4,17,7,3,1,0,0,8,7,8,0,6,1,2,1,7,0,0,0,1,2,4,3,5,9,2,3,7,4,3,12,6,5,5,1,2,0,8,6,13,5,3,8,1
"Ant127",3,0,8,0,0,0,0,0,0,6,0,0,0,0,1,0,1,1,19,0,1,0,0,0,0,0,0,2,0,2,1,1,1,0,2,0,8,4,0,6,0,10,1,0,2,0,0,3,4,0,0,0,3,13,6,0,5,12,1,0,7,0,2,3,12,0,0,3,0,1,0,3,4,0,18,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,2,0,2,2,2,6,5,0,0,10,0,0,0,1,0,4,7,11,2,0
"Ant131",0,12,0,0,12,0,1,11,1,3,28,14,0,8,15,4,9,1,0,21,7,1,11,0,1,9,4,0,0,0,12,4,0,10,4,16,17,0,0,0,31,3,11,28,1,6,0,0,5,0,0,0,0,0,18,16,0,0,0,0,0,5,0,0,0,2,2,0,1,10,0,0,5,9,0,1,5,2,1,4,3,1,17,2,19,16,10,0,3,0,4,0,0,0,0,0,2,16,2,0,9,1,19,3,9,0,0,3,1,0
"Ant137",0,1,7,0,0,3,0,0,3,0,0,2,3,1,0,0,0,2,14,0,1,1,0,0,0,2,1,3,6,15,0,6,14,0,7,0,0,6,1,3,0,1,5,2,4,3,1,3,2,0,0,0,19,4,0,0,3,22,4,6,6,0,10,0,13,0,1,5,10,0,14,14,3,0,8,9,0,2,0,0,0,0,0,0,0,2,0,1,0,1,6,3,15,3,21,18,0,0,0,4,0,0,0,0,0,5,10,4,0,10
"Ant139",0,1,7,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,32,0,2,1,0,4,1,1,0,1,5,9,0,2,3,0,7,0,1,15,1,19,1,1,0,0,0,2,1,3,2,3,0,19,0,8,0,0,2,14,2,10,0,0,5,0,5,0,0,6,9,0,3,19,0,0,7,7,0,3,0,0,0,7,0,0,0,1,0,0,0,0,1,19,5,7,4,18,0,0,0,13,1,5,0,0,0,13,1,0,6,12
"Ant140",0,0,4,2,0,0,0,2,1,1,2,0,6,9,1,6,0,3,11,0,14,0,0,11,1,0,1,6,2,5,1,3,16,0,18,0,3,15,9,11,0,2,1,0,1,0,1,0,11,13,0,4,8,0,0,0,6,4,5,6,7,2,3,14,9,0,5,0,3,0,2,0,11,0,0,10,0,3,22,9,0,2,0,0,0,0,0,2,1,0,2,12,5,3,1,10,30,0,1,1,1,13,0,0,0,3,3,5,7,1
"Ant142",2,18,0,1,34,1,20,6,0,0,16,17,1,3,28,20,11,0,0,35,3,9,20,0,24,0,7,1,0,0,10,0,4,17,2,13,8,0,1,0,24,2,12,39,0,4,0,0,5,6,18,0,0,0,0,40,0,0,0,0,0,6,0,4,0,3,7,1,0,6,0,0,4,14,0,0,22,1,6,4,50,0,32,2,16,6,0,5,7,0,0,0,0,0,0,0,0,17,9,1,9,0,8,9,15,0,2,10,1,0
"Ant149",0,12,0,0,16,0,19,18,0,0,3,5,0,5,12,9,14,2,2,3,0,5,66,0,3,0,10,1,0,0,8,1,0,20,1,25,2,0,2,0,24,0,2,44,0,2,0,0,2,0,16,0,0,0,40,0,0,0,0,0,0,9,0,1,0,44,1,0,0,18,0,0,0,11,0,3,25,0,8,6,39,0,32,9,31,0,2,0,13,1,0,0,1,0,0,0,1,4,6,0,2,0,10,9,4,0,0,4,1,1
"Ant153",10,4,6,0,0,5,0,0,4,1,0,3,14,29,5,0,0,2,6,0,3,1,0,0,0,2,2,5,0,10,0,5,14,0,4,0,0,1,10,11,0,3,5,8,2,7,1,0,12,5,0,3,2,6,0,0,0,3,9,6,2,0,1,0,6,0,8,27,1,0,7,0,0,0,4,11,0,10,1,0,0,3,0,0,0,11,1,0,0,0,13,2,1,0,6,5,0,0,4,0,0,0,3,0,1,2,3,3,25,2
