"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant347","Ant353","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant527","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant30",5,82,0,0,11,0,0,15,3,18,0,37,2,45,11,15,28,6,1,17,3,0,70,0,8,8,4,4,1,2,5,16,1,15,0,27,10,0,1,0,3,8,17,23,3,54,0,6,12,0,26,1,0,0,44,36,2,0,0,0,0,8,0,7,2,1,29,15,0,24,0,0,27,18,0,8,26,10,24,7,6,1,7,19,7,1,12,39,142,1,3,0,1,4,1,0,1,24,21,1,18,4,23,30,28,0,0,46,3,1
"Ant38",8,38,0,2,7,0,4,14,8,6,37,0,8,25,0,10,35,6,0,17,0,7,28,0,5,10,10,5,3,2,11,9,0,13,1,10,13,0,10,1,8,13,30,31,3,12,1,10,5,1,29,3,1,2,15,22,2,1,0,5,0,0,0,2,2,0,10,7,1,14,3,4,18,19,0,0,5,16,2,7,16,3,8,7,7,5,8,25,36,0,4,1,1,2,2,1,1,17,3,7,15,1,13,16,28,0,2,24,5,1
"Ant60",6,2,0,1,1,3,0,13,9,6,2,8,0,2,2,15,7,6,2,7,5,0,20,2,9,6,4,14,0,0,6,7,0,3,2,5,8,1,7,0,0,3,9,6,6,12,0,9,9,0,3,2,2,7,5,10,1,5,1,2,3,5,0,13,0,0,20,1,1,2,0,1,6,20,0,6,21,6,8,4,0,8,0,17,1,0,2,4,1,0,4,1,0,0,3,0,5,9,5,0,8,1,15,5,2,1,5,4,3,3
"Ant64",14,31,2,2,2,1,0,9,17,0,45,25,2,0,0,2,14,11,4,1,14,14,21,2,19,13,1,5,0,11,5,15,4,13,3,3,4,7,3,1,10,9,7,9,11,16,5,3,5,0,12,3,1,0,17,3,5,0,0,2,2,2,7,1,18,0,0,20,8,12,9,1,7,17,2,0,2,7,6,7,5,1,9,14,5,1,2,28,9,2,10,1,0,5,6,0,2,20,34,11,14,0,38,27,13,2,0,23,3,0
"Ant73",0,4,0,0,9,0,5,0,0,1,11,0,2,0,0,0,16,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,6,0,0,0,3,1,0,17,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,1,0,0,0,28,2,0,0,0,0,0,3,0,0,0,1,3,0,2,13,0,37,2,9,0,1,3,7,0,0,0,0,0,0,0,0,7,5,0,5,2,0,4,4,0,0,9,0,0
"Ant76",2,5,0,0,2,2,4,7,0,6,15,10,15,2,0,0,6,7,0,11,12,3,19,0,6,4,8,0,0,0,10,9,5,3,1,3,5,0,1,1,0,4,8,33,3,18,0,2,2,0,13,0,0,8,18,19,2,1,0,0,0,3,0,5,1,0,20,2,0,7,0,0,16,13,0,1,8,13,18,5,0,5,8,8,0,0,13,22,13,0,0,0,0,0,1,0,4,5,12,1,16,4,16,14,14,0,0,15,1,2
"Ant148",3,21,0,0,13,0,21,5,0,4,28,35,7,14,16,6,0,1,0,8,0,7,8,0,11,10,3,0,0,0,3,1,0,2,0,3,3,0,3,0,26,3,4,49,1,6,0,4,10,0,10,0,0,0,17,14,1,0,0,0,0,9,5,0,0,47,0,8,13,18,0,0,7,18,0,0,16,7,9,3,11,2,27,5,9,0,3,13,7,0,0,0,0,0,3,0,2,15,7,0,12,2,18,5,10,0,0,13,2,0
"Ant158",2,3,2,0,2,2,0,6,14,2,6,6,6,11,0,7,1,0,1,0,16,12,11,2,3,11,4,5,1,5,3,8,0,6,5,0,6,3,9,2,0,13,4,12,2,5,4,0,20,7,0,6,2,7,10,4,18,1,5,1,0,2,6,17,7,0,1,15,0,3,2,0,4,4,0,0,16,3,2,1,0,7,0,1,0,1,4,5,0,0,1,5,3,6,9,1,11,10,2,6,4,1,5,5,5,1,1,6,4,3
"Ant191",6,11,6,7,0,0,0,0,4,0,1,0,2,4,0,0,0,1,0,0,0,4,0,6,2,6,3,8,8,7,1,2,15,1,1,0,1,15,4,17,0,4,2,1,1,4,0,15,3,5,1,5,12,1,3,0,2,7,4,5,8,0,10,0,4,0,0,8,10,0,3,6,2,1,14,3,0,1,0,1,0,2,0,0,0,3,2,0,1,2,7,5,10,4,3,7,1,0,3,6,0,4,1,1,0,14,10,4,3,10
"Ant196",0,5,0,5,24,2,10,7,4,4,17,17,7,1,7,11,8,0,0,0,1,3,10,1,2,4,13,0,0,0,17,2,0,13,0,8,22,0,0,0,26,0,11,28,1,14,0,0,5,1,35,0,0,6,26,35,0,0,0,0,1,21,0,4,0,13,18,0,1,7,0,0,1,8,0,0,6,9,3,9,24,1,36,21,3,0,7,7,22,0,0,0,0,0,1,0,1,27,5,0,27,1,4,4,10,0,0,14,0,0
"Ant202",12,8,0,0,2,3,0,5,4,15,3,0,5,14,0,12,0,16,0,1,0,14,8,3,8,9,3,1,0,17,0,19,1,4,6,20,2,2,14,0,2,22,12,9,3,12,20,6,5,2,7,1,0,22,20,8,0,5,0,0,0,4,13,21,1,0,10,18,2,5,4,0,18,7,0,14,2,10,3,7,0,9,0,4,0,28,11,4,5,0,1,0,5,4,6,0,35,4,4,3,10,5,21,2,1,0,6,5,16,6
"Ant209",6,29,7,4,0,4,0,7,1,10,0,7,0,14,0,3,7,12,4,3,14,0,16,1,4,11,0,0,0,5,3,4,0,7,9,1,20,0,3,0,3,30,3,7,4,23,11,4,9,2,4,2,0,2,9,5,2,0,0,1,0,1,2,8,2,0,8,5,2,3,0,0,2,5,0,2,5,8,4,3,1,18,1,5,0,7,11,17,0,0,5,0,1,0,12,1,3,7,2,0,2,2,3,18,4,1,0,16,7,7
"Ant252",0,37,4,0,12,0,0,53,4,6,70,28,20,21,0,19,8,11,0,10,8,16,0,2,19,6,7,5,0,0,16,6,1,24,7,12,16,0,0,0,3,12,13,32,7,17,1,16,27,2,28,0,0,38,57,25,1,0,0,1,0,8,0,18,4,0,21,24,4,26,3,0,33,23,0,1,27,14,18,4,5,4,0,29,13,0,21,46,12,0,7,0,0,5,2,0,2,47,13,1,41,1,42,43,35,2,2,9,5,3
"Ant268",6,5,5,2,0,2,0,2,5,0,0,0,2,2,0,0,0,2,6,1,3,1,2,0,2,2,0,3,6,5,0,3,7,0,3,0,0,5,9,6,0,5,4,0,0,2,5,5,5,8,0,3,8,4,3,0,0,3,0,1,0,0,1,1,2,0,2,5,0,0,0,2,0,3,1,1,1,0,1,2,0,0,0,3,0,1,1,3,0,0,3,0,2,2,1,0,3,1,1,8,6,0,2,1,0,3,7,2,0,4
"Ant308",4,22,0,6,0,1,0,8,0,5,8,5,9,19,0,6,11,3,2,2,8,4,19,2,0,2,5,0,0,5,2,5,4,2,1,3,4,1,6,0,0,21,10,16,3,14,0,8,41,0,1,3,0,8,16,1,2,0,2,0,0,2,0,18,6,0,5,5,8,1,0,0,14,8,0,0,1,11,16,10,1,10,0,14,0,7,7,18,1,0,1,0,0,4,7,0,15,1,7,2,2,1,18,5,4,0,0,8,3,0
"Ant311",8,19,6,4,7,5,14,9,7,7,8,10,6,13,0,4,10,11,6,4,9,11,6,2,2,0,1,4,2,10,7,17,1,7,12,7,10,2,6,2,17,17,4,19,11,16,8,10,5,4,8,0,0,1,14,8,9,7,1,2,0,5,5,3,3,0,3,17,1,8,3,0,4,9,1,8,2,24,3,13,1,9,11,6,1,6,14,9,43,2,4,1,5,7,5,3,5,9,7,4,7,6,17,14,7,0,4,28,5,3
"Ant518",1,4,0,0,6,0,0,4,1,2,4,10,4,1,0,8,3,4,3,13,3,0,7,0,5,1,0,3,0,5,8,5,1,0,3,2,11,0,0,0,2,2,9,4,0,8,1,14,3,0,7,0,0,1,13,11,0,0,1,0,0,17,0,4,0,3,9,9,0,2,0,0,12,12,2,1,2,7,7,7,2,3,1,2,2,0,7,10,0,0,2,0,0,2,2,0,7,5,20,7,14,0,15,12,5,0,0,11,3,0
"Ant620",7,6,2,4,0,1,0,1,4,5,4,5,14,5,0,0,0,5,8,0,1,0,5,3,0,4,3,0,7,2,3,3,1,0,5,0,4,5,2,1,0,7,4,0,20,1,2,7,18,1,0,0,2,7,2,1,8,9,0,5,1,0,3,1,15,0,0,9,0,0,9,6,2,0,1,5,0,5,0,5,0,1,0,0,0,1,3,4,2,1,5,2,0,8,2,3,0,0,0,12,0,0,0,0,2,5,4,0,9,1
"Ant0",3,0,0,10,0,0,0,0,1,0,1,3,0,0,0,0,0,1,8,0,0,0,0,6,0,2,0,7,0,0,0,1,2,0,1,0,0,8,0,4,0,0,0,0,2,0,0,1,0,3,0,4,13,0,0,0,3,3,2,3,2,0,20,0,1,0,0,5,0,0,6,3,0,0,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,5,0,3,4,7,1,0,0,1,0,2,0,0,0,4,11,1,3,2
"Ant13",6,6,3,1,0,9,0,3,5,0,2,2,0,11,0,0,0,5,7,0,17,5,0,5,5,10,5,2,0,0,2,8,0,3,8,0,4,9,6,1,0,8,2,3,5,0,5,6,4,3,0,4,2,0,0,0,12,15,15,3,1,0,3,0,7,0,0,8,0,0,7,0,2,3,1,0,0,0,0,0,0,11,0,1,0,8,5,1,1,0,10,5,3,1,6,6,0,0,8,3,2,2,0,0,1,4,8,6,8,6
"Ant23",6,3,0,2,12,5,8,12,0,7,5,11,6,5,4,10,3,3,1,17,0,3,16,0,2,7,8,3,0,2,0,6,1,6,0,5,7,0,0,0,11,2,5,6,2,23,0,2,3,2,2,0,0,1,14,23,0,0,0,0,0,9,2,8,0,1,19,3,0,2,0,1,8,13,0,0,4,13,7,8,4,1,12,5,1,1,1,24,9,0,1,0,2,0,5,0,1,11,10,0,12,8,8,4,14,0,2,15,1,0
"Ant27",11,13,2,5,1,7,0,1,4,9,16,9,7,15,0,9,1,8,2,2,19,4,6,3,5,17,5,3,1,8,6,0,5,1,31,14,14,2,14,3,8,28,6,21,2,19,4,2,6,4,2,4,2,1,15,0,14,5,0,1,0,4,6,2,4,0,8,9,0,8,3,6,2,2,1,21,1,6,0,12,0,12,1,1,0,8,6,14,17,0,22,2,1,6,4,6,2,1,7,4,5,2,26,8,1,1,0,8,13,3
"Ant29",10,0,4,4,0,0,0,2,1,1,1,0,0,4,0,5,0,0,15,0,1,0,1,7,4,1,1,1,2,0,1,5,0,0,8,0,0,5,0,1,1,0,1,1,2,5,1,0,0,4,0,0,11,0,1,0,0,2,3,4,0,0,2,0,2,0,0,4,0,1,2,5,0,0,2,9,0,2,0,3,0,2,0,0,0,0,1,0,1,1,4,1,0,6,9,5,0,0,5,8,1,1,2,2,2,4,8,1,1,5
"Ant32",5,30,0,0,6,3,3,1,0,3,15,13,3,13,3,3,2,6,1,13,4,7,24,0,2,7,0,0,0,3,6,1,0,0,0,5,5,0,0,0,5,7,15,17,2,13,0,0,0,0,6,2,0,1,24,15,4,0,0,0,0,4,0,1,12,2,5,3,1,10,2,0,15,12,0,1,9,11,9,16,0,1,12,3,0,0,10,20,38,0,0,0,0,2,3,1,3,7,4,0,11,0,10,21,10,0,0,12,1,0
"Ant42",3,2,8,7,0,7,0,0,8,6,0,1,2,3,0,1,0,5,1,0,6,9,7,3,1,12,3,5,1,8,0,31,8,0,0,0,0,2,26,9,0,1,0,7,1,1,22,2,3,1,0,2,3,0,2,0,18,3,2,2,0,0,14,2,6,0,0,12,0,1,8,2,1,0,5,14,0,0,0,1,0,10,0,0,0,7,1,6,1,0,6,2,1,3,14,3,0,0,4,3,1,2,0,0,1,6,4,0,15,3
"Ant43",1,16,0,1,13,0,8,0,4,8,27,10,5,3,1,3,3,0,0,8,20,1,12,0,3,7,2,0,0,0,5,14,0,5,0,0,21,0,6,0,11,0,19,12,0,6,0,1,1,0,36,0,0,1,48,13,0,0,0,0,0,23,0,5,0,1,51,7,1,6,0,0,1,4,0,0,7,15,1,3,8,0,8,6,1,0,1,18,6,0,1,0,0,0,0,1,3,14,5,0,12,2,8,4,7,0,0,17,0,4
"Ant44",15,31,3,0,9,2,7,2,1,5,10,13,8,4,6,5,3,6,1,22,2,20,16,0,4,10,11,4,0,4,7,14,0,5,0,21,0,3,5,0,12,6,21,5,1,15,3,2,35,0,13,2,0,0,20,24,3,6,1,0,0,11,5,3,1,2,27,0,0,12,1,0,2,8,0,2,4,6,2,1,11,7,9,3,4,6,9,5,3,1,4,0,2,2,12,1,4,6,5,4,11,2,2,3,10,0,3,14,3,4
"Ant50",0,0,6,2,0,7,0,0,1,1,0,0,1,7,0,0,0,3,15,0,2,0,0,5,1,2,0,5,8,9,0,2,5,0,2,0,3,0,5,13,0,2,0,0,3,1,2,4,2,1,1,2,8,0,0,0,2,7,3,26,9,0,9,0,6,0,0,0,4,0,6,15,0,0,14,4,0,0,0,1,0,0,0,0,0,6,0,0,0,11,3,5,4,2,0,16,1,0,1,1,0,1,0,0,0,22,4,0,4,1
"Ant55",5,4,0,4,0,1,0,1,8,2,1,10,7,3,0,1,3,9,4,0,14,3,0,9,6,6,0,2,0,6,0,14,0,0,26,6,5,5,0,1,2,2,6,1,2,4,10,9,5,0,8,4,5,0,2,0,2,1,0,0,3,1,4,1,1,0,0,10,0,1,3,0,7,0,0,8,0,3,4,0,0,2,0,0,0,5,8,5,0,0,5,0,5,2,14,8,6,2,2,8,3,6,0,2,3,1,5,2,6,2
"Ant63",4,0,11,3,0,3,0,0,3,2,0,1,0,1,0,1,0,2,17,0,0,0,0,6,0,2,0,1,4,1,0,3,1,0,9,0,0,13,1,0,0,0,0,0,5,0,1,5,2,9,0,4,5,1,0,0,1,5,1,3,3,0,5,0,5,0,0,4,5,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9,1,3,6,1,0,6,1,4,4,1,4,0,0,0,12,4,0,5,9
"Ant91",1,32,0,0,37,0,32,2,2,1,3,8,0,10,3,0,26,0,0,26,2,3,3,0,0,17,2,0,0,0,11,8,1,5,0,11,12,0,2,0,0,8,8,37,0,9,1,0,0,0,13,0,0,0,17,29,1,0,0,0,0,19,0,0,1,17,27,0,0,10,0,0,0,2,0,0,11,2,3,3,33,6,44,5,2,0,0,7,23,0,0,0,0,0,0,0,0,14,4,2,6,0,7,6,15,0,0,16,0,0
"Ant97",14,16,0,6,0,2,0,3,4,7,8,13,3,9,1,4,3,13,4,0,22,30,12,5,21,17,2,7,0,8,2,28,0,7,1,0,6,2,2,0,8,0,5,8,3,12,6,19,19,0,3,0,0,13,23,1,1,3,0,0,2,0,2,7,1,0,3,9,0,4,3,0,19,3,1,0,4,4,14,11,0,9,0,2,0,14,12,13,1,1,2,0,1,3,14,0,36,5,6,10,1,15,19,6,3,0,5,4,3,6
"Ant98",4,26,0,0,5,0,1,5,1,5,17,30,9,7,0,8,4,4,2,11,12,3,13,4,10,4,9,4,0,2,5,6,1,15,0,19,21,0,6,0,8,5,0,15,3,20,0,0,5,0,26,0,0,3,35,24,0,1,0,0,0,3,0,3,0,2,26,5,0,23,1,0,6,12,1,0,12,14,4,7,5,2,3,6,4,0,5,36,16,1,2,0,0,1,5,1,2,7,9,0,3,2,9,11,10,0,0,20,3,0
"Ant100",3,38,1,0,12,3,36,12,5,3,23,31,6,9,17,33,49,12,1,28,9,7,32,0,16,19,4,0,0,3,6,21,1,17,7,12,5,0,1,0,37,8,15,0,3,26,1,6,15,1,7,2,0,3,50,16,9,0,0,0,0,2,2,7,3,24,4,6,4,17,2,0,10,9,0,1,13,16,7,38,12,6,78,23,6,6,21,13,37,3,1,0,1,0,5,0,16,20,23,2,15,2,32,9,13,0,0,40,4,5
"Ant109",7,5,2,16,0,0,0,0,2,1,3,3,6,11,0,3,1,2,1,1,3,4,7,0,3,11,0,20,2,5,2,2,2,2,1,0,1,3,2,5,0,3,3,3,0,1,1,5,3,1,0,1,0,10,3,0,3,2,1,0,1,0,0,10,6,0,0,2,0,1,2,0,8,3,1,4,1,1,2,0,0,3,0,15,0,2,9,2,3,1,3,1,0,1,3,0,17,3,4,5,2,4,1,2,0,1,4,0,15,2
"Ant113",5,35,1,0,9,0,0,10,5,4,54,12,12,16,0,18,6,5,4,14,12,23,17,2,14,16,8,1,0,0,23,19,5,13,1,6,15,1,4,0,9,12,20,26,1,0,1,10,11,0,16,0,0,1,35,23,4,1,0,0,0,11,0,8,0,0,5,6,3,22,2,0,15,25,0,4,19,17,24,27,1,10,11,9,0,3,11,25,51,2,3,0,1,6,1,1,3,6,6,5,13,4,26,34,11,0,0,46,2,3
"Ant115",4,0,3,4,0,0,0,1,5,0,0,1,0,5,0,0,0,4,0,0,20,11,1,5,0,8,1,2,0,5,0,4,1,0,22,0,3,2,10,1,1,6,0,1,1,1,0,4,12,2,0,0,3,0,1,0,14,1,0,0,1,0,0,0,0,0,0,14,0,0,1,0,0,0,0,7,0,2,0,0,0,2,0,1,0,3,0,4,0,0,12,0,0,1,1,0,0,0,2,2,4,2,0,1,1,0,1,0,9,1
"Ant117",16,4,10,2,1,0,0,0,4,4,6,10,9,3,0,2,4,0,15,0,6,4,16,5,8,10,14,7,1,6,2,2,0,0,2,1,2,4,9,5,0,19,0,6,5,10,4,0,19,3,0,1,6,2,8,3,4,2,3,1,2,0,9,4,5,0,0,1,3,3,3,7,5,2,6,1,0,3,0,3,0,2,0,5,0,4,3,9,0,9,17,2,3,0,4,2,4,6,5,6,5,7,12,0,4,2,3,5,5,9
"Ant124",15,8,1,0,9,0,2,8,9,3,12,5,9,5,0,2,10,20,3,5,5,9,27,5,41,5,3,18,0,4,3,6,0,0,3,1,35,2,5,2,0,19,5,15,3,11,12,19,0,1,3,1,3,3,16,2,9,7,0,1,0,5,7,10,8,0,7,15,3,14,12,0,8,11,0,2,4,10,13,12,2,6,0,19,0,0,5,14,1,0,8,0,3,9,5,0,4,16,12,9,2,14,14,3,11,0,2,3,9,0
"Ant127",1,0,5,7,0,0,0,0,0,1,0,1,0,0,0,0,0,7,5,1,2,2,2,8,0,4,0,1,3,3,2,4,4,0,1,0,0,1,0,9,0,0,0,1,1,0,2,3,1,0,0,10,1,0,0,0,4,39,0,12,0,0,4,0,1,0,0,4,0,0,11,7,0,4,1,1,0,5,0,0,0,0,0,0,0,0,3,1,2,2,2,3,3,0,2,2,0,0,1,0,0,2,0,0,0,7,7,0,6,11
"Ant131",11,19,0,0,15,1,3,1,4,0,26,29,3,12,0,13,10,0,1,35,7,4,28,0,1,8,7,0,0,0,2,2,0,6,0,36,13,1,8,0,13,3,26,7,0,16,0,0,3,0,0,0,0,0,27,22,0,0,0,0,0,11,0,1,0,2,37,2,0,21,4,0,2,4,0,0,29,5,2,2,13,2,8,2,4,1,6,12,30,0,0,0,0,0,0,0,0,5,1,0,21,0,3,20,18,0,0,16,0,0
"Ant137",3,2,1,8,0,1,0,0,6,0,1,3,2,3,0,0,0,6,5,0,1,2,0,3,3,0,0,0,4,4,0,4,0,2,2,0,2,2,4,4,0,0,0,2,1,0,0,1,1,10,0,0,12,0,0,0,5,6,1,2,3,0,1,1,11,0,0,2,6,0,4,6,0,0,6,10,0,0,1,0,0,5,0,0,0,2,0,3,0,2,8,5,4,2,9,12,3,0,0,1,0,1,0,0,0,2,23,1,0,0
"Ant139",6,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,12,0,0,0,0,8,0,0,0,2,13,2,0,2,11,0,3,0,0,8,5,5,0,0,0,0,0,0,3,6,3,1,0,12,0,0,2,0,3,11,1,0,1,0,7,0,0,0,0,0,2,0,2,12,0,0,5,3,0,1,0,0,0,0,0,1,0,3,0,0,0,5,4,9,6,2,0,1,1,0,3,1,1,2,0,0,0,7,5,0,6,8
"Ant140",2,2,0,0,2,5,0,3,8,24,0,2,7,0,0,8,0,7,1,6,22,2,38,4,8,1,1,7,0,0,1,1,0,1,0,1,0,0,0,1,0,13,3,3,10,1,0,2,3,0,0,0,0,0,3,0,4,0,0,0,0,2,3,17,13,0,0,3,3,0,0,0,6,3,1,0,7,6,20,11,0,5,2,3,0,0,3,9,0,1,2,0,0,4,2,1,32,4,0,0,0,5,6,6,7,0,3,3,0,8
"Ant142",3,39,0,0,31,3,14,15,3,6,44,15,5,17,4,18,17,10,3,26,20,9,57,3,16,14,13,2,0,0,14,15,1,24,2,48,20,0,2,0,17,23,35,50,3,35,1,8,16,0,27,0,2,3,0,70,0,0,0,0,0,19,2,6,1,6,28,11,0,34,0,0,16,30,1,0,31,13,20,23,18,1,11,3,2,3,13,41,60,0,1,0,0,1,5,2,4,24,22,0,54,6,65,26,20,0,0,22,6,2
"Ant149",1,36,0,0,34,2,9,2,4,3,36,22,10,3,14,19,14,4,0,35,8,5,25,0,1,8,11,1,0,0,23,0,0,15,0,13,24,0,0,0,29,1,24,16,0,23,0,3,2,0,22,0,0,0,70,0,1,0,0,0,0,34,0,3,0,35,42,10,0,19,0,0,0,15,0,2,12,9,9,9,32,4,27,23,11,0,8,8,46,0,0,0,0,1,0,0,3,26,13,0,24,1,7,17,30,0,0,12,3,0
"Ant153",5,6,1,4,2,0,0,6,11,0,2,2,1,5,0,2,1,18,2,0,0,2,1,0,2,9,0,8,3,12,0,14,0,4,18,0,3,2,2,1,1,1,0,9,3,4,14,4,9,4,0,5,3,4,0,1,0,2,2,2,5,0,1,3,3,0,0,20,0,4,0,2,15,3,2,7,5,3,6,0,0,6,0,9,0,0,3,3,0,0,13,2,4,3,7,1,1,1,0,1,24,0,0,0,0,2,0,0,12,2
