"","Ant4","Ant540","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant76","Ant191","Ant202","Ant268","Ant518","Ant0","Ant23","Ant29","Ant32","Ant42","Ant44","Ant55","Ant63","Ant97","Ant109","Ant115","Ant117","Ant127","Ant139","Ant153","Ant156","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant242","Ant243","Ant255","Ant294","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant501","Ant538","Ant560","Ant564","Ant593"
"Ant202",9,1,18,24,0,10,43,14,17,1,0,0,13,0,5,4,18,20,3,12,16,8,12,6,18,2,7,10,2,0,24,8,12,7,0,3,1,2,7,0,1,17,4,2,12,2,6,18,5,17,2,2,21,26
"Ant268",3,0,3,0,0,0,3,5,0,1,0,0,1,3,0,3,0,0,1,0,1,4,2,0,4,1,3,3,7,4,0,6,4,6,1,4,1,6,5,0,0,0,1,4,6,3,4,1,6,9,8,1,10,2
"Ant518",1,0,9,7,0,5,6,17,9,0,13,1,0,0,14,1,9,28,5,12,13,23,19,2,2,0,0,0,0,0,11,0,4,3,0,2,0,0,8,0,2,13,10,0,10,0,7,11,2,10,0,13,11,3
"Ant0",0,1,0,3,0,0,0,2,0,8,0,3,0,0,1,3,0,0,0,0,2,0,0,0,1,1,5,2,12,6,1,19,0,11,0,0,4,1,0,0,0,0,1,9,1,2,1,0,0,0,8,2,0,1
"Ant23",10,1,17,7,0,35,15,23,14,1,5,0,14,1,0,0,31,37,11,15,5,12,14,18,15,1,0,6,1,0,18,6,2,8,0,2,0,2,5,2,2,17,25,1,7,0,0,19,5,6,2,27,17,10
"Ant29",4,9,5,4,0,7,1,12,4,4,4,3,1,3,0,0,2,4,8,2,6,8,8,2,4,7,8,6,3,5,7,8,1,3,6,3,0,1,4,0,0,4,2,1,4,8,6,5,1,5,4,3,7,13
"Ant32",0,0,11,19,0,24,16,16,26,3,18,0,9,0,31,2,0,12,10,20,8,18,1,14,0,1,0,1,0,1,10,0,0,0,0,2,0,0,2,9,11,9,65,1,1,0,0,10,0,3,0,34,10,2
"Ant42",19,2,22,14,0,20,12,29,22,1,20,0,28,0,37,4,12,0,6,23,4,18,11,12,26,6,0,1,1,1,10,8,3,2,2,5,0,3,3,0,5,20,23,1,17,3,6,23,13,10,1,44,39,10
"Ant44",2,1,13,6,0,3,7,1,2,4,3,1,5,0,11,8,10,6,0,16,2,6,8,3,19,0,7,1,1,3,0,0,4,0,1,0,1,4,0,1,0,4,1,1,8,0,16,5,0,11,0,3,7,19
"Ant55",3,0,12,33,0,25,38,5,14,2,12,0,12,0,15,2,20,23,16,0,13,4,13,12,3,2,0,0,1,0,19,1,3,5,0,9,0,1,5,0,0,32,20,2,0,0,4,14,0,8,1,17,14,3
"Ant63",1,1,14,28,0,9,42,3,9,1,16,1,13,2,5,6,8,4,2,13,0,7,8,0,0,1,3,0,0,2,13,2,23,8,4,1,0,0,37,0,7,10,13,4,0,4,2,6,4,7,4,6,6,4
"Ant97",26,0,11,5,0,7,2,16,9,2,8,4,23,0,12,8,18,18,6,4,7,0,24,3,29,10,0,21,3,1,5,5,4,7,1,2,1,6,5,0,1,3,52,0,32,1,14,8,11,8,4,41,18,11
"Ant109",2,1,10,5,0,10,12,4,4,0,12,2,19,0,14,8,1,11,8,13,8,24,0,3,9,3,0,4,1,0,7,0,1,4,0,1,0,0,9,0,0,19,3,0,4,3,4,5,5,0,2,18,6,7
"Ant115",0,0,8,9,0,12,7,9,19,0,6,0,2,0,18,2,14,12,3,12,0,3,3,0,7,3,0,5,0,0,20,1,0,0,0,0,0,1,1,31,20,12,12,0,2,0,0,4,0,0,0,3,11,1
"Ant117",20,0,9,1,0,2,5,3,3,7,18,4,2,1,15,4,0,26,19,3,0,29,9,7,0,22,2,12,12,1,8,0,7,13,0,0,2,5,0,0,0,2,6,0,27,0,18,13,9,20,1,3,1,29
"Ant127",0,0,5,1,0,0,0,3,0,3,2,1,0,1,1,7,1,6,0,2,1,10,3,3,22,0,0,3,4,3,2,16,0,3,0,1,0,5,0,0,0,1,2,0,14,4,1,1,5,17,7,5,4,4
"Ant139",2,10,1,0,0,0,3,6,1,5,7,3,0,5,0,8,0,0,7,0,3,0,0,0,2,0,0,5,9,7,1,16,5,11,10,0,19,11,4,0,0,0,0,2,5,0,0,1,0,6,7,0,1,2
"Ant153",6,12,7,0,0,2,0,7,1,18,10,3,0,2,6,6,1,1,1,0,0,21,4,5,12,3,5,0,5,5,6,3,8,11,6,2,3,6,0,0,0,0,3,0,12,0,6,7,4,2,4,2,3,11
"Ant156",2,2,1,0,0,0,4,2,1,11,2,7,0,12,1,3,0,1,1,1,0,3,1,0,12,4,9,5,0,4,2,1,5,16,2,12,5,14,0,0,0,0,0,4,1,11,1,2,1,12,22,0,2,1
"Ant173",7,12,3,1,0,0,0,6,0,7,0,4,0,6,0,5,1,1,3,0,2,1,0,0,1,3,7,5,4,0,0,9,11,8,8,4,10,3,0,0,0,0,3,1,4,8,2,0,2,6,65,1,2,0
"Ant176",3,0,31,23,0,43,37,17,7,1,24,0,11,1,18,7,10,10,0,19,13,5,7,20,8,2,1,6,2,0,0,3,2,0,1,11,0,0,7,0,4,10,57,1,2,0,4,15,2,3,0,10,18,11
"Ant178",6,3,0,0,0,3,1,2,5,13,8,6,0,19,6,8,0,8,0,1,2,5,0,1,0,16,16,3,1,9,3,0,0,4,6,0,17,11,4,0,1,0,0,1,5,5,1,6,3,10,15,1,1,3
"Ant190",11,10,0,0,0,0,5,0,0,18,12,4,4,0,2,1,0,3,4,3,23,4,1,0,7,0,5,8,5,11,2,0,0,6,4,8,1,6,5,0,1,1,0,3,2,0,4,5,9,2,3,5,2,7
"Ant207",8,5,3,0,0,0,4,2,0,9,7,6,3,11,8,3,0,2,0,5,8,7,4,0,13,3,11,11,16,8,0,4,6,0,8,1,27,3,4,0,0,0,1,2,5,9,8,7,5,3,6,1,4,1
"Ant215",0,9,1,3,0,0,1,1,0,10,0,1,0,0,0,6,0,2,1,0,4,1,0,0,0,0,10,6,2,8,1,6,4,8,0,8,2,5,3,0,0,0,1,0,0,0,3,1,0,5,3,1,0,1
"Ant218",6,0,1,0,0,5,14,7,1,8,3,4,2,0,2,3,2,5,0,9,1,2,1,0,0,1,0,2,12,4,11,0,8,1,8,0,0,6,15,0,0,4,2,2,2,10,3,5,4,2,10,3,6,3
"Ant219",0,18,0,0,0,1,0,0,0,28,1,1,0,4,0,0,0,0,1,0,0,1,0,0,2,0,19,3,5,10,0,17,1,27,2,0,0,18,0,0,0,0,0,0,5,0,4,0,0,0,1,0,0,0
"Ant242",7,17,2,5,0,0,1,5,2,15,2,6,0,1,2,1,0,3,4,1,0,6,0,1,5,5,11,6,14,3,0,11,6,3,5,6,18,0,0,0,1,1,1,1,11,7,0,1,8,8,10,1,4,0
"Ant243",0,3,14,0,0,8,28,3,10,2,7,5,8,0,5,4,2,3,0,5,37,5,9,1,0,0,4,0,0,0,7,4,5,4,3,15,0,0,0,0,0,2,2,5,0,0,2,4,7,5,1,0,3,5
"Ant255",0,0,0,0,0,9,0,0,71,0,0,0,0,0,2,0,9,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant294",0,0,4,0,0,11,1,2,23,0,1,0,2,0,2,0,11,5,0,0,7,1,0,20,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,93,0,9,4,0,0,0,0,1,0,4,0,3,0,0
"Ant347",0,0,19,29,0,32,18,2,19,0,17,0,13,0,17,4,9,20,4,32,10,3,19,12,2,1,0,0,0,0,10,0,1,0,0,4,0,1,2,0,9,0,39,1,0,1,0,18,0,4,0,12,20,9
"Ant356",1,2,15,9,0,82,27,20,24,4,4,1,10,1,25,2,65,23,1,20,13,52,3,12,6,2,0,3,0,3,57,0,0,1,1,2,0,1,2,0,4,39,0,4,2,0,6,50,1,5,2,36,41,2
"Ant380",0,0,4,6,0,2,4,2,0,1,2,4,0,9,1,1,1,1,1,2,4,0,0,0,0,0,2,0,4,1,1,1,3,2,0,2,0,1,5,0,0,1,4,0,0,0,0,0,1,1,1,2,2,2
"Ant387",14,0,4,1,0,4,0,2,3,2,12,6,10,1,7,4,1,17,8,0,0,32,4,2,27,14,5,12,1,4,2,5,2,5,0,2,5,11,0,0,0,0,2,0,0,1,14,5,10,4,6,7,7,13
"Ant390",3,8,2,0,0,4,0,0,1,8,2,3,0,2,0,8,0,3,0,0,4,1,3,0,0,4,0,0,11,8,0,5,0,9,0,10,0,7,0,0,0,1,0,0,1,0,1,0,3,15,2,0,0,2
"Ant394",14,0,2,3,0,4,8,8,0,0,6,4,7,1,0,6,0,6,16,4,2,14,4,0,18,1,0,6,1,2,4,1,4,8,3,3,4,0,2,0,0,0,6,0,14,1,0,10,2,13,4,1,4,6
"Ant400",6,0,9,19,0,34,18,23,13,0,18,1,11,0,19,5,10,23,5,14,6,8,5,4,13,1,1,7,2,0,15,6,5,7,1,5,0,1,4,0,1,18,50,0,5,0,10,0,3,15,1,37,34,17
"Ant482",2,2,4,0,0,2,11,6,1,9,5,6,2,0,5,1,0,13,0,0,4,11,5,0,9,5,0,4,1,2,2,3,9,5,0,4,0,8,7,0,0,0,1,1,10,3,2,3,0,5,3,1,6,3
"Ant501",2,2,12,6,0,8,20,17,8,3,17,9,10,0,6,5,3,10,11,8,7,8,0,0,20,17,6,2,12,6,3,10,2,3,5,2,0,8,5,0,4,4,5,1,4,15,13,15,5,0,2,6,4,17
"Ant538",9,12,7,1,0,2,2,15,1,41,2,8,0,8,2,4,0,1,0,1,4,4,2,0,1,7,7,4,22,65,0,15,3,6,3,10,1,10,1,0,0,0,2,1,6,2,4,1,3,2,0,0,1,4
"Ant560",2,0,8,5,0,28,9,5,10,0,2,1,13,2,27,3,34,44,3,17,6,41,18,3,3,5,0,2,0,1,10,1,5,1,1,3,0,1,0,0,3,12,36,2,7,0,1,37,1,6,0,0,19,3
"Ant564",2,0,13,14,0,24,16,18,7,1,21,10,11,0,17,7,10,39,7,14,6,18,6,11,1,4,1,3,2,2,18,1,2,4,0,6,0,4,3,0,0,20,41,2,7,0,4,34,6,4,1,19,0,3
"Ant593",2,1,5,4,0,8,21,11,4,1,26,2,3,1,10,13,2,10,19,3,4,11,7,1,29,4,2,11,1,0,11,3,7,1,1,3,0,0,5,0,0,9,2,2,13,2,6,17,3,17,4,3,3,0
