"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant347","Ant353","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant527","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant252",3,16,0,0,12,1,16,18,11,14,37,10,9,4,50,6,50,5,1,19,8,8,0,0,3,3,5,0,0,0,14,1,0,24,1,33,40,0,0,0,15,5,36,20,4,5,1,2,2,0,24,0,0,3,19,15,0,0,1,2,2,31,0,0,0,1,7,0,2,31,0,0,11,12,0,4,40,23,20,8,12,0,5,20,14,6,4,7,19,4,14,1,1,0,0,0,0,35,17,0,17,8,20,15,12,0,0,11,2,0
"Ant268",3,2,5,0,0,1,0,0,4,0,0,0,0,1,1,0,0,3,8,8,2,8,0,0,0,7,0,4,5,4,0,16,1,0,6,2,7,0,0,7,0,4,2,2,1,1,1,7,4,2,0,1,3,5,0,0,0,0,1,0,6,0,8,7,2,0,4,2,0,0,3,5,3,0,10,4,0,0,0,1,0,0,0,0,0,0,0,3,0,2,5,2,1,8,4,6,7,0,0,0,0,14,0,0,0,1,8,1,2,3
"Ant308",9,9,0,4,1,0,1,0,12,4,5,5,9,9,6,9,1,8,8,30,7,32,3,0,0,7,5,3,0,1,7,8,4,4,4,0,13,0,13,2,0,6,3,7,2,14,1,5,12,8,1,0,0,6,5,6,3,1,2,3,4,2,4,1,2,1,9,1,4,3,7,0,4,3,2,5,12,5,11,6,2,7,2,8,1,1,1,1,10,3,8,1,6,2,6,5,3,5,4,3,4,11,7,8,16,0,10,3,4,3
"Ant311",7,17,6,11,3,6,4,0,12,8,3,6,14,3,5,2,1,16,5,6,12,10,3,7,7,0,5,10,6,2,2,7,3,3,13,3,4,4,5,4,1,35,7,15,6,9,8,17,28,3,4,5,5,2,3,3,17,2,1,2,4,5,6,6,3,1,13,7,6,3,8,9,13,5,4,14,7,7,4,9,2,7,0,4,0,6,7,11,3,7,12,4,9,5,7,5,20,3,6,7,6,6,18,5,4,1,7,12,9,4
"Ant518",1,5,0,1,2,2,4,1,5,4,5,2,4,7,7,15,0,7,0,11,9,8,5,0,5,5,0,0,0,0,10,9,1,12,3,1,15,0,0,0,4,5,10,9,1,19,2,5,3,1,4,1,1,2,11,3,0,0,0,0,3,1,0,0,0,0,1,0,4,12,2,0,10,3,0,1,5,4,8,15,0,0,1,4,2,4,5,3,8,0,6,0,0,0,0,1,3,4,13,5,2,1,15,5,7,0,0,8,4,2
"Ant620",4,1,4,10,0,1,0,0,1,1,1,1,2,6,0,1,0,0,8,3,2,3,0,4,3,10,0,0,7,3,2,6,2,0,1,0,3,7,0,1,0,2,0,0,3,3,0,0,1,5,1,1,7,4,1,0,2,1,1,2,7,1,4,2,2,0,1,2,4,1,2,7,1,0,13,3,0,0,4,5,0,4,0,0,0,0,0,3,0,4,4,7,3,6,9,12,11,1,1,2,1,4,0,0,1,3,1,1,1,6
"Ant0",0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5,0,6,0,7,2,1,0,0,18,0,4,0,0,5,1,12,0,1,0,0,2,0,0,8,3,5,0,6,8,12,0,0,1,10,6,7,9,0,12,8,7,0,1,5,1,0,1,22,0,0,14,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,5,3,7,0,6,0,0,3,0,0,0,1,0,21,2,0,4,0
"Ant13",3,4,14,7,0,8,0,0,4,0,0,0,1,8,0,0,0,7,19,5,0,5,0,4,1,2,0,3,1,0,0,11,7,0,8,0,3,10,3,10,1,14,0,0,3,1,6,6,3,3,0,3,5,2,0,0,15,7,1,18,4,0,24,20,9,0,1,11,2,0,22,8,1,0,23,8,0,0,0,0,0,7,0,0,0,1,1,4,0,0,1,3,0,3,3,11,5,0,0,6,0,0,0,0,0,2,11,6,6,0
"Ant23",8,11,3,3,5,0,4,9,0,4,8,13,0,6,10,12,12,4,1,13,3,6,14,0,7,2,10,2,0,0,0,6,0,8,1,8,13,0,0,0,7,4,1,8,1,0,0,4,5,0,4,1,1,0,11,6,1,1,0,0,2,2,0,1,0,1,13,1,0,11,0,0,0,10,0,2,5,2,0,3,7,0,3,3,2,14,1,1,23,0,1,0,0,0,0,1,0,3,6,4,7,3,18,11,5,0,1,4,4,3
"Ant27",7,3,2,3,0,0,0,1,1,2,1,7,2,1,2,1,1,5,1,3,0,3,1,16,8,7,9,6,0,11,6,0,11,2,8,0,2,5,9,1,0,8,2,0,2,8,12,12,13,4,0,9,9,6,0,1,5,4,1,2,1,1,12,6,4,0,2,14,5,2,7,2,5,2,0,5,0,1,2,4,0,4,0,3,0,0,1,4,0,2,3,2,5,4,6,5,1,1,4,0,8,3,3,2,0,3,9,4,26,5
"Ant29",2,5,14,8,2,10,1,0,0,0,0,2,3,2,0,0,0,5,13,7,2,7,0,1,4,3,1,2,18,7,0,11,0,0,12,0,1,6,2,13,0,5,1,1,14,18,5,9,7,8,0,11,9,1,0,0,3,13,8,8,9,0,12,4,3,0,8,14,13,0,0,4,7,0,14,12,0,2,0,4,0,9,0,1,0,1,2,12,0,3,1,10,5,17,14,10,14,0,0,6,0,6,0,0,0,3,10,4,6,2
"Ant32",11,40,0,0,2,0,9,17,9,11,10,13,9,30,8,15,18,0,1,10,4,19,24,0,4,3,12,0,0,0,8,2,0,0,0,7,24,1,1,0,37,1,8,25,0,0,0,1,5,0,25,0,0,0,20,10,0,1,0,0,3,8,0,0,0,5,2,0,0,12,0,0,14,13,0,0,18,19,14,5,10,0,12,9,3,22,4,2,76,0,11,0,0,0,0,0,0,14,11,1,18,1,23,15,32,1,0,75,0,1
"Ant42",8,1,10,7,3,9,0,2,9,2,0,0,7,1,1,0,0,12,20,13,1,23,1,6,4,13,3,1,4,8,1,8,12,0,0,0,2,12,10,2,0,9,1,2,4,7,1,8,16,8,0,6,5,5,0,0,4,1,4,16,11,0,15,21,12,1,6,14,25,0,8,4,1,0,2,12,0,0,0,2,0,9,0,1,0,2,1,1,1,2,16,8,4,1,1,10,33,1,2,17,6,6,0,0,0,4,1,2,10,1
"Ant43",3,6,0,0,5,0,9,12,0,16,35,10,6,13,2,4,22,1,0,18,5,5,33,2,0,3,1,0,0,0,8,0,0,7,0,0,3,0,0,0,11,0,9,18,0,2,0,2,4,0,6,0,1,1,14,23,0,0,0,0,0,11,0,0,0,4,1,0,8,21,0,0,4,20,0,0,29,10,6,5,23,0,10,14,1,0,0,2,8,1,1,0,0,0,1,0,0,20,8,1,11,5,11,2,26,0,0,6,0,1
"Ant44",14,41,4,3,5,0,13,14,15,8,12,25,4,36,16,8,9,4,1,7,14,31,40,7,13,4,15,3,0,3,13,2,1,24,2,3,0,0,4,1,9,12,4,8,2,4,1,10,35,0,21,0,1,2,1,0,5,0,2,1,2,7,1,11,1,3,7,5,2,4,1,2,8,15,1,5,20,19,2,2,0,1,0,4,0,4,10,5,48,1,12,1,0,1,2,0,2,4,10,0,13,8,11,6,17,5,6,29,5,5
"Ant50",3,2,15,4,0,2,0,2,0,2,0,3,3,4,0,1,0,1,17,2,4,6,0,0,0,4,0,7,5,10,0,5,6,1,12,0,0,0,0,13,0,1,0,0,3,2,4,6,11,6,0,17,6,6,0,1,7,17,12,14,14,0,18,11,23,0,1,14,6,1,16,20,1,0,15,3,0,0,1,1,0,8,0,2,0,0,1,2,0,2,9,20,1,5,15,17,16,0,0,8,0,4,0,0,0,10,23,3,5,5
"Ant55",4,4,8,6,2,2,0,1,2,1,2,1,1,5,0,1,0,3,3,3,4,14,0,0,13,5,0,0,1,3,0,9,2,1,10,0,4,0,0,3,0,15,1,5,11,17,7,12,3,1,0,5,2,21,0,0,11,4,5,0,3,1,8,9,0,0,3,11,0,0,12,2,3,6,14,17,4,1,0,1,0,7,0,0,0,0,6,4,0,0,5,2,1,7,4,1,0,0,6,1,7,0,6,1,1,0,11,3,13,8
"Ant63",0,0,7,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,11,2,0,2,0,7,2,4,0,1,12,10,0,1,13,0,2,0,1,13,3,0,0,3,0,0,7,0,1,9,0,4,0,7,3,4,0,0,5,8,6,10,12,0,7,10,1,0,2,0,4,0,2,18,3,0,26,1,0,0,0,1,0,6,0,0,0,0,2,0,0,7,1,3,3,0,4,5,3,0,1,5,1,0,0,0,0,9,7,2,6,0
"Ant91",0,22,0,0,10,0,14,10,5,6,13,15,2,6,5,16,38,0,2,17,3,7,15,0,0,1,4,0,0,1,7,0,0,37,0,11,9,0,0,0,0,2,3,13,2,1,0,1,5,0,12,0,0,0,55,25,0,0,0,0,1,9,0,0,0,3,0,0,1,14,0,0,1,27,0,0,13,12,2,0,22,0,50,26,14,7,2,2,47,0,12,0,0,0,0,0,0,11,11,0,28,1,7,15,12,0,0,8,0,0
"Ant97",4,7,6,13,0,5,5,1,7,1,2,1,13,11,4,3,0,12,8,22,2,17,5,4,6,35,5,2,1,14,4,8,5,1,9,0,12,1,15,3,2,0,11,10,6,24,8,16,16,11,1,2,1,2,8,0,10,3,2,5,3,2,10,4,0,6,12,16,6,0,3,1,4,1,1,6,11,3,6,4,0,3,0,0,0,1,3,22,3,3,11,1,4,7,4,8,5,0,2,0,1,0,7,5,1,3,3,3,5,5
"Ant98",2,11,0,2,5,1,11,5,4,9,14,14,1,12,7,3,11,0,1,18,2,1,36,2,3,7,10,0,0,0,1,2,1,8,1,9,4,0,1,0,3,11,0,11,0,2,0,3,5,0,3,0,0,1,7,14,5,0,0,0,1,5,1,1,0,3,1,2,3,8,1,0,21,7,3,2,9,20,2,9,5,0,4,17,19,2,0,6,11,0,15,0,0,0,0,0,0,9,8,4,7,11,15,0,6,0,1,3,0,1
"Ant100",13,24,0,4,12,1,6,6,9,18,9,10,12,13,2,17,21,3,0,10,18,41,20,2,7,15,9,0,0,0,8,0,1,25,2,18,8,0,5,0,13,10,11,0,2,9,6,3,9,0,25,0,0,1,32,24,0,0,1,0,0,42,0,0,0,1,7,0,4,9,0,0,9,8,1,2,10,13,16,6,40,0,133,8,43,14,5,7,21,0,15,1,1,0,3,3,0,22,23,1,22,0,39,9,18,0,0,21,3,1
"Ant109",3,0,7,10,0,3,0,1,2,1,0,1,0,2,0,0,0,2,18,2,2,5,4,1,2,6,1,3,2,3,1,2,14,0,4,0,2,3,11,7,2,6,0,2,0,9,1,2,4,2,1,1,0,6,0,0,1,1,1,5,0,2,10,7,2,3,1,6,4,0,5,1,8,2,7,12,2,0,0,11,0,1,1,0,0,0,0,1,0,2,4,0,4,7,5,2,15,0,1,0,1,4,3,0,1,4,6,2,3,3
"Ant113",5,11,5,11,1,1,8,1,12,2,2,7,6,4,6,8,2,6,5,8,21,12,5,1,14,9,19,3,0,1,0,8,18,0,7,2,4,2,17,0,1,24,2,9,9,0,14,5,4,4,5,3,0,2,1,1,4,2,1,4,5,2,4,3,2,5,8,9,6,3,2,2,10,0,0,2,7,7,8,4,1,7,0,1,1,1,6,9,4,0,4,2,2,5,2,13,3,2,2,3,6,1,10,3,7,1,4,5,5,6
"Ant115",2,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,4,1,1,1,1,8,2,0,0,6,0,12,5,0,1,0,1,4,7,1,0,8,0,6,1,14,0,4,3,0,0,0,0,1,0,0,1,1,1,1,0,2,9,4,1,3,0,10,13,0,22,0,4,0,2,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,6,10,10,1,1,1,1,1,0,1,0,0,10,3,14,1
"Ant117",13,11,3,4,0,2,1,4,0,1,0,1,8,4,3,1,0,5,13,9,3,7,2,7,5,17,5,0,8,6,4,12,9,1,8,2,10,6,12,9,1,16,3,3,2,5,4,0,26,0,4,3,3,3,0,0,0,7,9,3,5,1,6,3,5,0,8,3,2,0,3,11,4,1,5,12,1,0,4,3,0,2,0,6,0,0,2,4,2,3,2,4,4,3,7,1,13,0,7,4,0,0,9,5,1,3,6,4,11,6
"Ant124",7,8,4,1,3,2,2,7,1,0,14,3,14,6,5,1,3,2,8,12,6,5,2,4,12,28,3,1,3,3,5,13,7,5,16,4,35,11,3,0,5,16,5,9,4,4,3,26,0,11,1,8,5,7,4,0,1,2,2,5,5,14,0,5,2,1,18,4,10,7,2,2,15,3,1,4,3,3,4,5,10,15,6,2,0,3,8,5,3,6,19,9,1,5,4,8,7,3,3,7,14,0,12,10,1,2,2,9,13,1
"Ant127",1,6,7,4,1,3,1,0,2,0,0,1,1,1,1,0,0,2,9,8,1,4,0,2,8,3,1,5,5,3,0,4,8,0,8,0,0,6,1,4,0,11,0,0,2,4,0,0,11,0,0,1,4,4,3,0,0,4,8,4,5,1,8,10,1,0,0,5,0,0,2,5,1,0,7,4,0,0,1,2,0,6,0,0,0,0,1,3,3,1,4,2,6,4,5,5,3,0,1,8,1,2,0,0,0,2,6,1,7,3
"Ant131",14,31,0,2,3,0,5,10,1,5,4,19,4,42,6,9,13,2,0,20,4,4,24,0,1,4,4,1,0,0,4,0,0,25,0,6,21,0,0,0,12,1,3,25,1,5,0,4,1,0,0,0,0,0,12,8,1,0,0,0,3,15,0,0,0,0,1,1,0,15,0,1,0,10,0,2,22,4,2,4,8,2,9,8,1,9,5,2,46,0,3,0,0,0,0,0,0,11,9,3,4,1,3,9,15,0,0,25,3,0
"Ant137",2,1,6,8,0,7,0,0,0,1,0,0,3,1,3,1,0,0,11,1,1,1,0,1,0,5,1,1,6,3,1,9,11,0,6,0,0,17,5,7,0,2,0,0,1,3,0,3,8,1,0,0,2,4,0,0,6,26,9,5,9,1,9,24,9,0,0,1,3,0,10,26,2,0,16,6,0,0,0,2,0,1,0,0,0,0,2,1,0,3,3,4,1,0,5,10,5,0,0,3,0,5,1,0,0,3,15,1,9,0
"Ant139",0,0,4,0,0,5,0,0,2,2,0,2,1,1,1,1,0,0,12,1,2,1,0,3,0,5,1,7,8,5,1,9,9,0,5,1,1,6,2,3,0,1,0,0,0,0,0,3,5,4,0,2,0,0,0,0,7,21,4,11,14,0,5,0,4,0,2,3,0,1,0,9,1,0,6,3,0,0,0,1,0,5,0,0,0,0,0,0,0,3,2,4,4,3,4,1,3,0,0,2,0,6,1,0,0,13,5,0,4,0
"Ant140",10,6,0,2,0,4,1,1,2,1,0,0,3,1,0,1,0,7,1,1,8,4,3,5,6,2,2,4,12,2,0,6,1,0,5,1,2,6,21,4,0,2,1,1,6,2,1,3,7,4,0,4,0,0,0,0,3,2,7,11,2,6,5,44,1,0,1,2,11,0,4,7,5,0,9,6,12,9,5,3,0,1,0,0,0,2,1,5,2,1,4,2,3,1,2,5,10,0,3,2,0,8,8,0,0,9,1,1,8,10
"Ant142",7,12,0,0,13,0,6,23,1,10,21,9,4,2,7,10,29,3,3,23,11,0,19,0,5,3,11,1,0,0,11,0,0,20,0,14,1,0,0,0,55,8,7,32,0,1,0,0,4,3,12,0,0,0,0,18,0,0,0,3,1,15,0,0,0,1,1,1,6,41,0,0,4,15,0,0,41,27,10,1,15,0,75,22,24,7,12,6,10,0,13,0,4,0,2,0,0,24,8,1,5,6,20,16,3,0,3,5,0,4
"Ant149",3,18,0,0,10,0,17,3,6,6,26,24,1,10,20,15,48,0,0,42,2,0,15,0,6,3,3,0,0,0,6,1,0,10,0,23,0,1,0,0,25,0,14,24,0,1,0,0,0,0,8,0,0,0,18,0,0,2,0,0,1,30,0,0,0,0,0,0,1,15,0,0,2,8,1,0,3,3,1,3,36,0,40,10,27,0,0,0,14,0,0,0,0,0,0,0,0,5,9,0,7,1,17,3,1,0,1,2,0,1
"Ant153",18,3,0,7,1,8,0,0,1,0,0,1,0,0,7,1,0,2,4,7,0,2,0,0,3,17,0,2,1,15,1,5,3,0,4,0,5,7,11,5,0,10,5,0,1,4,1,0,1,0,1,6,7,3,0,0,0,3,1,1,4,0,6,2,1,1,10,17,0,0,5,3,2,0,7,6,0,0,0,3,0,4,0,0,0,0,4,2,0,1,3,0,2,2,5,10,7,2,0,0,0,2,1,0,0,1,4,14,11,1
