"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant347","Ant353","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant527","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant30",1,11,0,1,6,1,13,13,4,12,0,17,8,6,8,16,14,2,2,8,4,1,7,3,3,1,7,1,0,0,18,1,0,8,1,6,12,0,1,1,30,1,4,14,0,7,0,0,8,2,3,0,0,0,32,29,0,1,3,5,0,10,0,1,0,7,5,9,1,12,0,0,16,18,0,0,20,2,6,17,5,1,22,5,8,4,0,8,11,1,3,0,2,0,0,0,2,19,9,3,28,2,13,5,3,0,1,5,7,0
"Ant38",2,51,1,3,36,2,21,10,17,22,17,0,2,15,11,21,10,4,4,45,4,26,43,6,1,5,8,6,0,2,28,2,3,20,0,26,18,0,6,1,19,3,25,27,0,25,5,9,9,1,13,0,0,0,33,101,3,0,0,3,0,8,4,10,2,0,11,1,0,31,0,2,10,41,5,1,24,4,4,4,15,1,30,21,15,2,9,6,27,0,3,0,0,0,2,2,2,7,13,2,29,1,17,28,12,2,3,18,6,5
"Ant60",9,0,3,3,1,0,0,2,5,8,8,2,0,3,0,6,0,1,7,9,9,9,3,3,7,17,4,5,0,4,19,1,2,2,11,25,7,1,2,2,0,7,8,1,6,6,11,6,3,1,7,0,0,0,0,0,3,0,0,2,0,1,2,14,0,0,8,4,12,2,2,1,13,1,0,5,2,8,1,10,0,3,0,6,0,3,8,8,0,1,12,0,3,1,1,3,17,0,17,2,11,2,20,2,3,0,3,3,8,0
"Ant64",20,20,4,1,0,1,0,3,3,3,6,15,3,0,4,6,4,2,9,11,5,4,11,5,2,8,5,2,1,10,14,5,1,20,1,5,2,3,8,2,11,11,4,2,4,13,2,10,4,0,13,3,3,0,0,0,11,1,2,2,1,2,6,0,4,1,5,6,1,2,1,0,7,0,1,1,4,3,4,7,1,5,0,2,0,5,16,4,0,1,15,1,1,2,11,3,2,5,3,0,8,2,7,15,4,2,16,18,11,9
"Ant73",3,9,0,4,9,2,0,7,14,15,8,11,0,4,0,1,4,13,1,9,13,10,0,0,0,5,3,0,0,0,2,1,0,16,4,5,7,0,0,5,14,5,12,12,0,7,0,5,0,0,6,0,0,2,10,10,0,0,0,0,0,2,0,12,0,1,9,12,17,6,0,0,15,1,0,1,11,16,8,2,0,0,0,23,1,9,1,13,0,0,1,0,1,1,1,0,8,14,10,1,3,13,41,5,7,0,0,8,2,5
"Ant76",4,26,0,0,4,0,16,7,3,5,16,21,6,6,1,0,6,3,1,11,3,0,7,6,1,5,3,0,0,0,5,6,0,13,7,6,9,0,6,0,12,4,8,18,0,14,2,4,3,0,13,0,0,1,17,12,4,0,1,1,0,12,4,6,0,1,8,10,2,5,1,0,10,7,1,0,13,5,1,5,3,2,7,7,6,3,7,2,23,3,6,0,0,0,1,0,2,4,8,2,22,0,9,11,3,0,1,11,1,0
"Ant148",5,8,0,0,10,0,52,22,5,4,14,10,0,4,4,6,0,1,4,14,0,3,61,3,3,0,1,0,0,0,5,5,0,2,1,1,0,0,1,0,19,1,6,58,0,1,1,0,0,0,7,0,0,0,14,26,0,0,0,0,0,9,1,0,0,14,1,2,0,20,0,0,0,20,0,1,1,0,0,1,15,0,47,2,13,0,0,0,7,0,3,0,1,0,0,0,2,11,1,1,2,1,9,1,1,0,1,1,1,0
"Ant158",4,6,1,3,10,11,0,2,1,1,2,4,1,2,13,3,1,0,1,7,11,6,0,2,4,14,7,3,0,1,5,2,2,2,5,3,4,2,2,0,2,4,2,4,0,2,0,13,11,1,1,3,0,3,1,0,3,0,1,5,5,1,2,7,1,0,2,8,0,4,4,0,5,3,1,5,8,1,17,1,1,5,0,2,0,2,6,9,1,2,7,0,3,0,1,1,11,3,11,3,4,1,2,1,2,0,7,6,3,6
"Ant191",6,1,11,2,0,3,0,0,3,0,2,4,7,9,1,1,4,1,0,4,3,4,0,9,12,18,3,11,9,6,3,23,26,0,14,2,0,30,15,33,0,18,0,0,16,7,14,8,6,16,6,18,13,20,1,0,6,14,28,20,9,2,14,1,18,0,9,9,7,0,26,19,0,3,13,14,2,2,2,4,0,12,0,1,0,4,3,2,0,5,25,14,14,19,7,16,6,1,0,6,7,5,0,1,2,18,20,3,8,11
"Ant196",19,24,2,8,32,0,27,5,16,20,8,45,9,11,9,11,14,7,4,0,6,21,8,2,8,16,10,9,2,6,14,8,2,10,4,12,25,1,7,3,6,8,3,21,2,14,3,4,13,2,11,0,0,1,27,4,2,0,0,2,5,14,1,8,0,8,10,7,13,26,0,1,9,5,1,4,7,9,1,6,5,4,16,8,11,2,6,11,15,3,10,2,1,5,1,2,12,6,12,2,14,10,10,11,6,0,3,15,5,4
"Ant202",3,3,1,7,1,1,0,1,22,9,4,4,9,5,13,3,0,11,3,6,0,14,3,1,1,5,11,2,1,2,1,8,0,7,0,20,7,3,4,1,12,9,9,2,0,7,7,13,4,5,7,0,0,0,3,1,0,0,0,1,2,1,0,8,0,0,9,6,4,6,0,1,17,4,0,0,12,11,11,17,0,2,0,20,1,18,4,5,0,1,4,1,1,3,1,1,9,4,20,7,11,31,36,8,15,1,1,4,13,1
"Ant209",14,8,0,1,1,7,0,1,4,8,1,26,9,4,10,0,3,6,4,21,14,0,0,6,8,10,10,0,1,8,15,8,3,3,4,7,4,0,4,0,2,20,9,0,0,20,4,12,10,1,7,0,1,0,0,0,0,0,0,6,4,7,3,37,0,0,17,13,19,3,0,0,12,2,0,1,10,10,14,13,2,1,0,3,2,7,8,5,4,4,4,0,5,0,0,0,10,1,20,3,11,3,21,9,5,1,3,6,5,6
"Ant252",1,2,3,0,30,0,138,16,3,0,7,43,3,11,0,7,61,0,0,8,3,0,0,0,1,0,1,0,0,0,4,0,0,1,4,2,3,0,0,0,22,1,5,98,0,4,1,11,2,0,1,0,0,0,10,47,3,0,0,0,0,12,0,0,1,119,0,0,12,46,0,0,12,47,0,1,0,3,0,3,49,1,99,4,67,12,0,1,11,0,1,0,0,0,0,0,0,5,11,0,5,0,1,1,0,0,0,2,0,0
"Ant268",3,2,12,8,0,2,0,0,0,1,3,6,3,5,0,6,3,2,9,2,1,6,0,0,11,9,2,4,2,6,2,4,18,0,16,0,5,4,11,10,6,14,1,1,7,9,1,7,7,4,3,15,2,3,2,0,3,1,5,6,11,0,16,3,11,0,6,15,5,0,14,14,4,0,9,6,0,1,2,1,2,6,0,1,0,0,4,0,6,2,5,3,5,0,3,15,5,1,4,6,11,1,0,1,0,1,7,2,1,1
"Ant308",0,5,2,1,5,2,0,0,6,7,3,1,7,2,0,1,3,4,12,8,1,8,1,11,0,9,4,2,5,7,2,15,10,2,2,3,2,2,9,1,0,7,2,0,3,7,9,5,22,3,2,5,3,0,2,1,1,3,4,7,5,11,4,5,2,0,1,6,3,2,2,3,6,1,4,8,6,1,0,1,0,8,0,2,1,0,11,1,1,5,17,0,8,1,1,3,12,3,1,5,3,10,3,1,1,8,2,5,15,2
"Ant311",10,11,14,5,4,4,0,8,10,3,1,5,17,8,5,5,0,14,18,16,5,10,0,9,9,0,10,5,3,9,9,21,6,6,24,11,10,13,19,5,2,17,5,9,4,14,27,18,13,5,17,12,1,5,1,2,17,0,7,2,7,9,9,9,1,1,2,11,1,3,4,5,9,1,9,12,2,4,5,6,1,15,3,0,0,6,3,10,18,4,18,3,5,5,5,2,7,4,4,10,14,4,4,16,1,0,10,8,17,3
"Ant518",5,25,1,3,0,2,0,7,6,10,7,8,4,5,3,3,1,7,3,10,11,10,1,2,4,10,0,0,0,2,23,9,2,16,6,16,15,2,2,4,11,19,8,4,0,16,1,5,7,3,21,0,4,10,0,1,2,0,2,0,0,5,0,3,1,0,2,10,0,3,1,0,3,13,0,2,9,8,2,8,4,11,0,6,0,1,5,3,15,1,8,1,0,0,0,2,3,4,4,1,0,2,18,14,5,0,1,10,12,3
"Ant620",2,2,7,10,2,5,0,0,5,1,1,6,5,2,0,0,0,3,11,9,2,0,0,4,2,5,0,0,6,6,4,3,29,0,13,0,10,11,3,11,1,4,0,4,7,8,10,13,4,9,0,13,7,23,0,0,9,4,16,6,17,1,15,0,4,0,9,12,2,0,18,9,3,1,16,26,0,1,0,2,0,13,0,0,0,0,2,1,0,10,22,8,8,2,10,6,13,0,1,7,9,13,0,2,0,14,7,1,3,6
"Ant0",3,0,44,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,9,2,1,1,0,2,5,3,0,6,0,6,0,7,5,0,4,0,1,7,4,5,0,7,1,0,1,2,1,1,5,4,0,6,11,5,0,0,1,9,15,14,8,0,8,0,3,0,2,8,0,0,8,4,0,0,19,4,0,0,0,0,0,1,0,1,0,0,2,0,0,14,5,11,4,3,11,8,0,0,2,6,0,6,0,0,0,14,18,0,2,17
"Ant13",12,1,0,10,2,8,0,0,6,0,0,2,4,10,0,0,0,1,6,6,2,8,0,6,7,9,2,6,6,0,4,12,14,0,4,0,2,5,14,1,0,12,1,0,4,4,7,6,5,26,6,21,3,8,4,0,5,5,4,4,12,0,5,3,1,0,6,4,1,3,5,2,5,0,4,4,8,0,0,7,2,13,0,0,0,5,4,3,4,1,2,4,8,11,1,7,8,0,0,5,5,4,3,0,0,3,4,6,1,28
"Ant23",10,27,0,5,11,3,2,9,5,9,18,28,19,14,2,5,5,5,3,14,1,15,4,2,2,9,23,4,0,4,0,0,4,5,4,1,14,2,3,4,16,12,1,16,2,12,5,3,7,1,8,0,0,2,4,14,3,0,1,1,8,6,8,5,3,2,14,9,13,12,1,3,4,5,5,4,11,11,2,3,2,5,4,4,5,13,12,3,19,0,24,0,1,2,3,2,9,5,19,2,29,3,9,6,16,3,2,9,18,1
"Ant27",7,2,13,4,0,6,0,0,6,0,1,2,1,5,1,6,5,2,23,8,8,8,0,4,15,21,9,3,7,12,0,0,13,0,15,0,9,4,22,7,0,28,2,5,3,14,6,7,15,4,7,7,3,3,0,0,8,1,1,2,8,8,10,15,1,0,4,17,8,0,9,6,3,0,4,30,1,6,4,4,0,13,0,0,0,4,3,2,3,0,15,5,5,1,5,17,4,2,4,5,8,5,1,3,0,1,3,4,20,5
"Ant29",4,0,16,9,1,8,0,1,0,1,0,3,2,1,0,0,0,2,26,2,0,3,0,18,10,6,2,29,5,14,4,13,0,0,9,2,5,38,10,8,0,5,2,0,6,23,3,1,11,7,1,14,10,17,0,0,8,10,12,34,15,3,31,1,25,0,6,5,7,2,8,5,0,0,15,8,0,3,2,1,1,7,0,0,0,0,3,1,0,12,8,5,10,2,19,9,5,0,1,4,3,15,0,1,0,11,23,4,5,9
"Ant32",9,64,0,0,14,0,0,10,16,13,8,20,2,20,16,13,2,2,0,10,7,3,1,0,2,6,16,0,0,0,5,0,0,0,1,15,20,0,2,0,49,3,18,17,0,12,3,6,0,0,23,0,0,0,15,28,0,0,0,0,0,5,0,1,0,0,4,1,4,20,0,0,19,3,0,2,23,21,4,10,5,0,2,20,0,5,0,5,28,0,2,0,1,2,1,0,14,2,17,0,13,7,17,21,32,0,0,34,2,0
"Ant42",7,2,7,9,1,2,0,1,8,2,1,0,11,1,4,7,1,5,14,4,0,4,4,16,2,24,6,13,4,4,4,15,9,1,0,7,3,8,16,5,0,9,4,3,18,5,7,6,11,5,6,3,1,9,0,0,9,3,1,3,2,5,10,5,9,0,15,14,4,1,10,0,3,2,3,15,5,15,0,1,0,5,0,1,0,3,4,4,3,6,10,0,3,6,4,1,1,0,7,3,4,6,6,2,1,6,3,6,11,4
"Ant43",3,14,0,2,3,3,0,6,1,20,6,26,25,5,5,6,1,3,2,12,20,7,2,0,3,11,16,0,0,0,1,0,2,15,7,0,13,1,1,0,3,1,15,13,0,11,1,3,3,3,13,0,0,0,13,7,0,0,0,1,2,7,0,6,0,0,13,5,2,4,0,0,20,8,0,0,21,0,0,17,0,1,2,10,1,5,1,14,21,0,5,0,0,0,0,0,3,9,14,2,4,8,11,3,13,0,0,12,9,5
"Ant44",15,43,3,6,11,0,0,8,10,19,12,18,7,2,7,9,0,4,0,25,7,4,3,5,2,10,15,10,1,2,14,9,5,20,3,13,0,4,18,1,10,9,15,9,1,10,1,6,8,2,34,0,0,1,2,0,1,0,1,1,0,6,0,5,0,0,14,24,9,2,0,0,3,7,0,2,15,19,5,8,0,5,1,4,0,14,14,4,25,0,6,1,0,2,1,3,5,7,16,5,31,6,12,21,10,4,4,17,2,0
"Ant50",2,1,31,8,0,14,0,0,0,1,0,0,1,3,0,0,0,2,30,1,3,0,0,4,2,13,2,11,7,5,2,4,38,0,8,1,4,0,4,12,0,10,0,0,3,3,1,9,7,11,2,46,3,16,0,0,4,13,19,9,9,0,26,4,27,0,1,3,0,0,3,20,2,0,19,13,1,5,0,3,0,7,0,1,1,1,1,2,2,4,3,6,9,24,17,5,5,1,5,7,3,2,1,0,1,17,11,0,13,16
"Ant55",3,8,4,6,0,1,0,0,8,2,1,6,2,8,0,6,1,2,15,7,4,4,0,11,9,19,2,3,4,14,3,22,10,2,16,1,18,4,0,2,1,8,2,1,9,10,7,9,29,0,4,6,6,0,0,0,6,0,1,1,2,4,6,0,5,0,7,7,11,1,8,0,5,0,0,31,2,4,1,3,0,12,0,5,0,2,7,6,2,3,28,0,2,2,10,7,2,0,8,14,1,7,3,4,5,2,7,1,15,12
"Ant63",3,0,14,3,0,4,0,0,3,0,1,1,2,2,5,0,0,0,33,3,1,0,0,10,1,5,4,11,5,1,4,7,8,0,5,0,1,12,2,0,0,3,1,0,7,1,1,9,12,12,0,1,9,6,0,2,2,19,2,1,16,0,8,1,13,0,4,2,1,0,9,5,4,0,7,8,7,0,0,2,0,10,0,0,0,1,3,1,2,2,6,6,1,10,15,11,15,0,2,7,1,11,1,0,1,5,3,4,4,6
"Ant91",1,58,1,0,15,1,10,11,1,4,30,19,0,11,14,12,19,2,0,6,12,2,22,6,0,2,11,1,0,0,16,0,0,49,0,3,10,0,1,0,0,0,20,42,0,31,0,4,9,0,11,0,1,0,23,29,0,0,0,0,0,7,0,4,0,8,5,9,2,35,0,0,3,14,0,0,24,8,3,8,27,3,24,10,15,8,1,11,18,0,4,0,0,0,0,0,2,12,10,2,24,1,30,21,16,0,0,40,4,1
"Ant97",7,6,11,10,0,7,0,2,3,16,1,3,7,11,5,4,1,4,18,8,9,20,1,14,7,17,19,4,7,12,12,28,5,3,9,1,9,10,8,3,0,0,12,3,9,11,7,7,8,1,0,6,4,4,0,0,5,2,8,2,4,2,9,5,6,0,26,16,4,2,12,0,21,2,3,11,2,21,5,0,0,15,0,0,0,13,11,8,4,0,24,2,10,4,6,5,3,3,26,13,24,12,28,5,1,0,5,6,9,7
"Ant98",2,17,1,0,17,0,4,6,4,11,4,25,8,4,12,8,6,2,0,3,9,9,5,1,2,5,8,0,1,1,1,2,2,18,4,15,15,0,2,1,20,12,0,19,0,6,5,4,1,1,15,0,2,1,33,18,3,0,3,1,1,5,1,16,2,9,9,6,5,18,0,0,22,15,1,1,31,4,0,12,7,0,13,23,5,25,4,3,17,0,8,0,0,1,0,0,2,4,10,0,16,9,15,14,17,0,4,23,6,1
"Ant100",3,34,3,4,28,1,91,9,6,11,14,27,1,2,12,18,58,4,0,21,2,0,98,1,0,9,4,4,0,0,16,5,0,17,3,13,9,0,1,0,42,3,19,0,0,10,1,3,4,1,13,1,3,1,13,37,0,0,0,0,0,11,0,6,0,8,5,10,6,25,0,0,10,9,0,1,14,9,1,8,33,0,98,8,38,3,13,10,29,0,5,0,0,0,0,2,0,9,6,3,5,1,7,15,13,2,0,35,8,0
"Ant109",2,0,10,2,0,4,0,0,2,0,0,0,6,4,0,0,0,0,16,2,0,0,0,7,3,4,0,7,1,4,2,3,6,0,18,0,1,3,9,7,0,9,0,0,0,0,7,1,4,1,1,17,1,0,0,0,3,7,3,6,2,1,9,0,2,0,5,14,0,0,7,1,0,0,2,13,0,1,0,1,0,7,0,0,0,1,11,0,0,2,12,3,4,4,8,14,0,0,1,5,1,0,1,1,0,2,11,2,1,1
"Ant113",3,19,1,11,2,4,0,3,5,8,7,25,6,13,7,14,1,2,7,14,7,20,4,9,7,14,16,8,2,4,12,14,23,12,5,11,10,3,10,1,31,11,6,10,0,0,9,8,11,1,14,7,4,4,6,3,8,1,7,8,0,1,5,16,4,0,7,10,4,7,2,1,11,6,2,7,17,12,5,9,0,9,0,4,0,5,8,3,13,2,18,2,2,2,7,3,6,5,17,10,16,6,29,17,5,5,8,11,32,5
"Ant115",4,3,8,7,0,5,0,0,7,0,0,5,11,2,0,2,1,0,14,3,7,4,1,1,9,27,1,10,1,7,5,6,3,3,7,1,1,1,7,1,0,7,5,1,7,9,0,3,5,0,3,9,2,5,0,0,3,0,0,4,1,0,8,0,0,0,6,6,5,0,2,0,2,0,1,27,0,1,0,0,0,11,0,5,0,1,4,0,1,0,32,0,3,1,0,4,10,0,1,0,1,10,2,0,0,1,1,0,7,0
"Ant117",12,1,5,6,2,3,0,1,3,5,0,9,6,10,5,4,0,13,8,4,13,12,11,7,5,18,5,13,1,6,3,7,1,6,6,3,6,9,9,9,4,7,4,3,1,8,3,0,9,6,3,0,19,1,3,0,4,1,2,0,1,3,2,7,4,0,10,2,3,1,6,16,12,0,2,14,3,18,1,19,0,4,0,2,0,0,9,1,0,8,9,3,4,3,5,10,16,0,1,12,2,8,10,0,2,11,3,1,14,6
"Ant124",10,2,5,1,5,5,0,9,0,1,8,9,3,4,0,3,0,11,6,13,4,10,2,7,22,13,7,4,5,5,7,15,11,0,11,3,8,7,29,12,9,8,1,4,4,11,5,9,0,0,6,2,9,5,10,7,2,4,3,11,2,1,7,4,4,2,4,8,7,6,5,10,3,6,4,17,14,6,4,7,4,3,4,4,7,4,8,4,5,2,26,6,7,19,6,3,15,11,4,8,8,7,8,3,1,6,2,1,7,7
"Ant127",2,0,6,1,1,3,0,0,1,0,2,1,1,0,0,0,0,1,16,2,5,1,0,4,3,5,3,9,4,26,1,4,7,0,5,3,2,11,0,12,0,1,1,1,1,1,0,6,0,0,0,5,6,9,0,0,3,5,5,16,31,0,25,7,18,0,3,0,0,0,5,8,1,0,2,7,1,0,1,2,1,13,0,0,0,0,0,0,0,4,5,1,4,17,6,5,7,1,0,0,0,4,4,0,2,4,5,2,0,1
"Ant131",6,42,0,2,10,2,6,7,5,15,3,13,7,13,6,13,7,1,6,11,7,7,1,3,2,17,21,0,0,6,8,7,1,23,6,13,34,2,4,0,11,0,15,13,1,14,3,3,6,0,0,0,0,1,11,17,1,0,0,1,0,3,0,4,1,2,4,7,2,5,2,0,1,1,0,1,8,1,0,3,3,3,4,11,1,7,5,5,56,0,14,0,1,1,2,0,4,3,10,2,10,3,23,11,25,0,1,13,1,0
"Ant137",4,0,11,9,0,8,0,0,0,2,0,0,0,3,0,0,0,3,18,0,0,0,0,15,5,12,0,13,6,21,0,7,14,0,3,0,0,46,6,1,0,6,0,1,17,7,9,0,2,5,0,0,7,7,0,0,13,11,7,5,10,1,28,0,6,0,2,11,0,0,14,18,1,0,12,6,0,4,0,2,0,17,0,0,0,0,2,0,1,2,4,2,5,12,5,5,0,0,1,9,2,0,3,1,0,16,19,0,3,4
"Ant139",4,1,14,5,0,10,0,0,2,0,0,0,0,3,0,0,0,0,13,0,0,1,0,2,3,1,4,7,11,3,0,3,10,0,1,0,0,3,6,9,1,4,2,3,1,4,2,19,9,6,0,7,0,10,0,0,1,2,8,1,7,0,3,0,5,0,3,5,2,0,8,8,2,0,16,2,0,1,0,0,0,5,0,0,0,2,3,0,0,6,6,5,2,6,3,7,8,0,1,6,2,3,1,0,0,17,16,2,4,6
"Ant140",4,1,4,11,0,8,0,0,0,0,0,0,0,0,2,1,0,3,20,1,0,0,0,3,0,5,10,23,5,8,2,3,17,0,9,0,1,16,0,6,0,4,1,1,0,4,5,1,5,9,1,7,10,0,0,0,2,5,21,9,8,0,17,2,17,0,0,10,0,0,6,5,1,0,24,0,0,1,0,1,0,1,0,0,0,0,1,0,6,7,10,2,1,1,5,12,0,0,0,5,0,2,3,0,0,6,12,1,2,6
"Ant142",0,21,0,0,29,0,42,9,2,5,32,33,0,0,10,17,14,1,1,27,3,0,10,2,2,1,0,0,0,4,4,0,0,15,0,13,2,0,0,0,23,0,33,13,0,6,0,3,10,0,11,0,0,0,0,53,0,0,0,4,0,9,0,1,0,9,2,1,2,15,0,0,15,35,0,0,16,4,11,3,11,0,22,21,29,5,0,10,22,2,1,0,0,0,0,1,0,15,8,1,10,2,11,7,6,0,0,2,6,2
"Ant149",0,22,0,0,32,0,26,24,6,6,29,101,0,0,10,12,26,0,0,4,1,0,47,0,1,2,1,0,0,0,14,0,0,28,0,7,0,0,0,2,29,0,18,37,0,3,0,0,7,0,17,0,0,0,53,0,0,0,0,4,0,25,0,0,0,23,0,0,2,22,0,0,2,45,0,0,5,3,11,0,31,0,57,14,28,0,0,4,10,0,0,0,1,0,1,0,0,26,3,0,5,0,15,23,12,0,2,5,0,0
"Ant153",7,13,9,9,0,7,0,0,0,1,0,3,3,11,0,4,0,3,6,2,0,0,3,3,1,17,2,9,1,5,3,8,8,0,9,0,1,4,6,2,0,5,3,0,3,8,3,4,2,3,1,13,1,2,0,0,0,2,5,5,3,0,4,1,5,0,0,0,1,0,9,5,1,0,1,8,0,0,1,0,0,8,0,0,0,0,6,1,0,0,3,3,1,2,5,5,1,1,0,0,2,3,7,2,0,1,10,18,4,3
