"","Ant4","Ant260","Ant52","Ant540","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant518","Ant0","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant115","Ant117","Ant127","Ant137","Ant139","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant492","Ant501","Ant507","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant64",3,12,0,0,5,9,7,0,19,6,0,5,0,2,18,0,19,24,0,0,14,4,67,7,5,4,1,0,1,7,5,20,10,18,3,9,4,4,3,1,1,0,0,7,1,6,1,1,1,4,1,2,0,2,1,17,1,0,0,9,2,3,7,0,1,0,2,7,3,8,0,0,2,4,7,13,6
"Ant73",0,25,0,0,0,0,9,0,15,3,5,0,13,6,2,0,0,27,0,26,3,0,6,0,1,4,0,3,1,0,0,0,3,8,1,3,2,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,10,0,0,5,0,0,2,1,14,2,1,0,3,0,0,5,0,3,4,11,0,0,9,0,0
"Ant76",0,7,0,0,0,0,5,0,18,6,0,13,0,18,5,0,0,22,0,21,15,0,3,6,2,11,6,4,0,15,1,3,7,4,5,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,6,7,6,4,2,8,6,12,0,12,0,0,5,1,14,5,28,1,0,8,2,0
"Ant148",0,0,0,0,0,0,0,0,17,1,2,6,18,0,8,0,1,20,0,29,1,0,0,11,0,14,0,33,0,0,0,0,19,3,0,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,41,0,0,29,0,0,24,0,14,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0
"Ant158",6,14,0,0,1,7,12,0,12,6,18,2,5,8,0,5,9,37,0,15,3,1,5,3,0,8,1,15,15,4,2,11,6,13,3,20,3,1,2,0,1,0,0,3,1,9,2,3,0,0,0,0,1,1,2,34,9,0,13,2,12,5,17,2,8,0,1,9,1,5,5,6,0,7,12,14,7
"Ant191",0,5,3,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,3,10,0,2,6,0,2,2,7,1,6,8,0,1,0,0,0,5,0,0,0,0,0,8,5,0,3,0,3,0,1,0,12,0,0,3,1
"Ant202",2,13,0,0,14,11,12,0,3,1,19,0,0,1,9,0,0,0,1,0,0,0,4,9,3,0,24,0,5,4,7,16,3,1,9,0,23,16,21,0,5,0,2,0,0,0,21,1,3,2,0,0,0,5,10,1,0,0,0,5,0,8,11,1,5,1,1,7,3,0,1,0,0,29,6,13,17
"Ant209",0,112,0,0,0,0,8,0,47,10,24,27,22,20,37,0,0,0,0,17,6,0,8,1,10,16,2,39,0,3,0,9,20,21,2,24,2,1,1,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,0,40,3,0,33,7,19,22,39,0,0,0,0,14,0,13,0,30,0,0,45,3,0
"Ant268",1,1,2,3,1,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,2,0,3,6,0,0,0,3,1,4,6,0,0,0,0,3,0,0,1,0,4,1,3,2,0,0,0,0,5,0,1,0,4,0,0,1,7,0,0,0,0,0,2,2,1,1,0,7,0,0,0,4,2,0,1,0
"Ant308",0,21,0,0,0,0,1,0,30,6,0,26,21,29,15,0,0,17,0,0,20,0,8,1,0,18,0,13,0,0,0,0,11,30,2,10,9,0,0,1,0,1,0,0,0,24,0,0,0,0,0,0,10,0,0,27,0,1,30,3,17,2,0,0,0,0,0,0,0,12,3,2,0,1,0,3,0
"Ant518",2,7,1,0,2,6,2,0,17,8,14,3,15,1,3,0,0,6,0,20,0,0,18,9,0,11,3,1,11,13,0,5,11,6,7,2,10,0,1,0,2,1,0,0,0,6,0,1,1,0,0,0,0,1,7,4,5,0,0,3,11,7,3,0,9,1,4,2,1,2,2,0,0,2,1,8,5
"Ant0",0,1,3,1,1,0,0,0,0,1,4,0,0,0,1,8,0,0,2,0,0,0,0,0,3,1,0,0,0,2,1,4,0,0,3,0,0,0,2,5,5,16,2,5,2,0,4,0,4,0,1,7,0,4,1,0,0,0,0,1,0,0,3,6,1,1,1,0,2,0,0,1,3,0,0,2,3
"Ant23",12,65,0,4,2,8,24,0,24,19,67,6,3,0,5,0,4,8,0,8,18,0,0,12,4,4,8,0,12,0,0,9,7,1,14,7,15,1,7,0,22,0,1,0,1,8,4,3,5,0,0,0,0,7,12,6,10,0,0,18,10,7,58,0,13,1,0,8,0,2,3,0,2,0,38,17,2
"Ant27",4,7,0,2,2,5,2,0,3,10,7,0,6,11,3,1,9,1,3,1,9,0,12,0,0,7,1,0,16,7,2,2,3,2,3,6,13,1,0,1,3,0,0,2,0,5,1,4,2,1,3,0,0,1,2,3,6,0,0,10,1,2,5,1,5,4,4,2,1,1,5,0,0,7,2,21,3
"Ant29",0,5,7,1,11,0,0,0,3,3,5,1,2,0,0,0,3,10,6,0,0,3,4,0,0,7,1,0,1,6,2,7,0,0,1,0,0,36,16,1,0,13,4,16,0,0,13,1,6,0,2,0,0,5,3,0,2,0,0,1,0,1,2,1,0,4,14,4,9,0,0,0,1,3,2,8,0
"Ant32",0,18,0,0,1,1,13,1,20,6,4,4,11,14,8,0,0,16,0,18,11,1,4,7,7,0,0,16,12,3,1,0,5,14,1,13,20,0,0,0,1,0,4,1,0,12,1,0,0,0,0,0,5,1,0,19,2,7,17,2,4,4,2,0,0,0,0,4,0,37,0,7,0,0,2,3,0
"Ant42",2,8,0,3,5,1,6,0,1,3,1,0,6,0,1,0,24,2,0,0,3,0,8,1,1,0,0,0,4,6,2,9,2,9,6,0,7,7,14,0,9,1,2,3,1,2,1,4,3,0,3,0,0,7,18,1,1,0,0,3,2,14,7,0,13,2,2,3,1,24,10,2,0,12,9,4,13
"Ant43",0,0,0,0,0,0,0,0,14,1,0,3,4,33,15,0,0,39,0,13,1,0,0,0,0,16,0,0,0,0,0,0,4,26,0,7,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,28,0,0,32,0,0,39,0,18,3,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0
"Ant44",3,3,5,0,5,29,3,48,32,14,1,1,0,0,15,0,5,0,3,0,11,0,12,16,1,12,4,0,0,0,0,0,3,8,0,4,9,1,0,0,0,0,0,7,1,3,0,0,0,2,2,1,7,0,0,4,2,9,2,2,5,1,4,2,2,0,1,2,0,3,2,3,2,0,0,2,11
"Ant55",7,9,0,0,8,6,10,0,11,10,7,0,15,0,4,0,4,3,1,0,13,2,0,7,6,3,6,0,0,0,13,11,7,15,5,3,1,5,1,0,2,0,1,1,1,3,1,0,2,0,0,0,0,0,2,1,9,5,0,5,0,10,5,1,16,0,4,8,0,1,6,9,0,1,4,12,5
"Ant63",3,3,0,10,5,5,4,0,3,1,5,0,1,0,2,0,7,0,4,0,0,1,0,2,2,1,2,0,0,13,0,5,1,2,3,0,4,3,7,0,6,0,2,15,0,2,0,2,0,0,3,2,0,15,7,0,0,10,0,0,0,1,2,2,5,5,2,0,1,2,0,0,3,5,2,6,6
"Ant97",0,8,3,1,3,4,3,0,1,2,20,0,3,0,11,0,16,9,6,0,5,4,9,2,7,0,9,0,0,11,5,0,5,0,7,0,4,1,5,0,8,2,0,2,5,0,8,9,21,0,2,1,0,3,17,0,3,1,0,3,0,13,15,1,16,0,2,6,4,17,0,0,0,6,35,5,4
"Ant98",0,5,0,1,4,6,9,0,8,3,10,3,7,19,6,0,3,20,0,11,11,0,7,3,0,5,2,4,3,7,1,5,0,5,6,4,5,1,0,0,8,0,0,4,0,2,0,0,0,0,0,0,2,1,4,4,15,0,2,4,4,16,17,0,4,0,1,5,0,12,10,7,2,2,22,10,4
"Ant100",3,3,0,0,2,6,10,2,9,6,18,8,4,3,13,2,1,21,0,30,6,0,1,2,0,14,9,26,8,15,2,0,5,0,4,5,9,2,1,1,8,1,0,0,1,5,5,0,0,3,0,0,16,1,7,3,6,11,19,4,8,15,1,0,3,0,5,6,0,15,11,17,0,4,0,12,4
"Ant109",5,1,0,1,1,5,11,0,1,11,3,1,5,0,3,0,9,2,0,2,7,3,14,3,1,1,6,0,0,5,3,7,6,4,0,3,8,2,6,0,0,0,0,1,0,1,1,0,3,1,0,0,0,1,1,0,8,0,0,3,1,4,3,1,5,0,3,5,0,9,5,2,5,0,3,3,4
"Ant115",0,8,0,0,0,0,0,11,24,8,9,3,8,3,20,0,0,24,0,10,2,0,7,6,0,13,0,7,4,3,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,23,0,0,10,4,5,0,2,0,1,0,0,4,0,12,4,12,0,0,2,0,0
"Ant117",5,19,4,3,8,22,12,1,11,15,4,2,0,4,3,0,23,2,3,9,10,0,15,13,0,20,7,5,9,1,4,4,5,9,8,0,0,1,8,2,3,0,4,12,1,4,13,4,6,3,1,0,1,3,7,2,5,1,1,7,3,6,10,4,8,1,2,5,2,5,3,3,6,14,2,12,8
"Ant127",0,0,1,2,4,9,0,0,1,0,4,0,0,0,1,1,16,1,0,0,0,0,1,1,36,0,7,0,1,5,3,1,1,2,2,0,1,0,16,1,3,16,1,2,0,0,5,3,2,0,30,0,0,14,4,1,0,0,0,1,0,4,1,0,9,0,5,1,2,2,0,0,0,8,2,4,3
"Ant137",6,6,2,2,1,2,2,0,2,7,3,0,0,0,2,1,21,1,0,0,1,2,7,0,16,0,14,0,0,1,7,5,0,1,6,0,8,16,0,1,4,2,4,1,8,2,2,7,3,11,23,0,0,13,3,0,3,0,0,3,0,4,1,1,16,4,6,1,6,4,6,0,4,61,1,5,2
"Ant139",2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,3,0,0,1,1,0,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,2,0,1,0,0,0,3,1,0,2,0,0,0,1,3,2,0,0,0,0,0,4,0,1,0,0,0,0,4,0,4,3,0,0,0
"Ant153",16,43,3,8,7,6,2,0,1,0,1,0,0,0,1,3,5,0,0,0,2,5,22,3,0,1,9,0,0,2,6,8,8,8,0,0,3,3,4,0,0,2,3,4,3,0,9,3,6,4,14,9,0,4,8,0,12,0,0,0,0,1,0,0,11,4,14,1,7,0,0,0,5,10,3,9,6
"Ant156",1,2,20,8,1,0,0,0,0,0,0,1,0,0,0,10,0,0,4,1,1,16,0,0,13,0,1,0,0,0,0,2,0,1,0,0,0,16,2,1,2,0,7,1,1,1,1,3,9,4,15,3,0,3,0,0,0,1,0,0,0,2,0,1,1,12,5,0,11,1,0,0,1,2,4,6,0
"Ant159",0,0,1,0,3,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,0,2,1,0,4,4,2,0,0,1,2,0,0,0,0,0,4,1,4,2,3,7,0,0,3,0,1,0,3,3,13,2,0,4,0,0,0,1,0,0,0,0,0,3,1,9,0,0,2,0,4,0,0,0,0,0,0
"Ant169",10,1,0,4,0,7,2,0,2,9,7,0,0,0,3,2,0,0,3,0,0,5,0,2,16,1,3,0,7,1,15,2,4,0,1,0,12,2,1,0,4,1,0,0,3,0,18,1,0,4,5,8,0,13,14,0,8,0,0,1,0,0,2,1,2,4,6,1,5,3,10,0,2,0,0,6,2
"Ant173",1,0,5,3,2,0,0,0,0,0,1,0,0,0,1,6,0,0,2,0,0,2,1,0,0,0,1,0,1,1,0,5,0,1,0,0,1,0,8,1,3,1,3,3,0,0,9,2,2,8,1,3,0,0,0,0,1,6,0,1,0,0,0,6,0,9,2,0,7,1,2,0,14,1,0,2,1
"Ant176",0,7,1,0,0,3,5,0,15,6,6,8,13,5,9,0,0,36,0,24,6,0,8,5,0,12,2,19,3,3,2,0,2,5,1,7,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,15,2,0,15,1,16,0,4,0,0,0,0,0,0,11,1,8,0,0,4,1,0
"Ant178",0,0,0,5,2,5,0,0,0,7,1,0,0,0,2,2,21,0,0,0,0,4,4,1,13,1,1,0,0,1,0,8,0,5,1,0,13,5,2,0,9,1,1,18,9,0,0,14,0,0,0,0,0,3,1,1,3,15,0,1,0,3,7,0,4,7,12,1,9,0,15,0,6,4,0,4,12
"Ant190",0,0,0,4,0,1,3,0,0,2,1,0,0,0,3,2,1,0,0,0,1,0,3,4,1,0,4,0,0,0,2,9,0,0,0,0,4,3,7,0,3,3,0,1,2,0,14,0,24,0,6,4,0,2,1,0,0,0,0,0,0,2,0,2,7,0,9,0,7,0,6,0,4,4,0,1,7
"Ant207",2,4,2,4,11,1,1,0,0,0,1,0,0,0,0,7,3,0,0,0,1,4,5,2,6,0,3,0,0,2,0,21,0,0,3,0,6,2,3,3,6,9,3,0,2,0,0,24,0,2,4,17,0,11,4,0,8,0,0,4,0,11,1,0,7,2,12,10,10,1,2,0,3,15,2,3,3
"Ant215",0,13,0,2,0,0,1,0,1,2,4,0,0,0,0,1,2,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0,3,0,11,1,4,4,3,4,8,0,0,0,2,0,1,3,0,0,0,0,1,0,0,0,0,0,0,2,1,0,5,0,0,0,2,0,1,0,0,1,4
"Ant218",6,4,11,8,7,3,3,0,3,0,1,0,0,0,0,6,0,0,0,0,0,1,0,3,2,0,3,0,2,0,3,2,0,0,0,0,1,30,23,0,14,15,13,5,1,0,0,6,4,1,0,0,0,3,1,0,0,0,0,0,0,3,2,0,11,2,4,0,8,1,0,0,6,5,3,4,4
"Ant219",0,0,1,3,1,0,0,0,0,0,2,0,0,0,0,8,0,0,1,0,0,7,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2,9,3,2,8,3,0,0,4,17,3,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,6,1,0,7,0,0,0,5,0,0,2,1
"Ant238",0,0,0,0,0,0,0,2,4,0,0,10,5,41,1,0,0,1,0,10,0,0,0,0,0,5,0,28,7,0,0,0,2,16,0,8,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,0,0,8,0,14,1,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0
"Ant242",6,0,0,5,5,0,0,0,1,2,2,0,0,0,1,1,5,0,4,0,1,4,7,1,5,1,7,0,0,0,15,3,1,1,1,0,3,14,13,0,4,3,4,13,0,0,3,2,11,0,3,7,0,0,11,1,3,4,0,1,0,7,6,1,8,5,1,1,6,1,9,0,2,12,1,4,13
"Ant243",6,14,0,2,6,3,0,0,0,0,1,0,0,0,2,0,10,0,0,0,7,1,12,2,3,0,18,0,0,2,7,17,4,7,1,0,7,4,3,0,8,0,0,14,0,0,1,1,4,0,1,0,0,11,0,0,6,0,0,4,0,17,2,1,11,1,9,4,3,1,3,0,2,3,2,2,8
"Ant255",6,35,0,0,0,0,13,0,26,1,17,5,6,29,34,0,1,40,0,27,4,0,6,3,0,19,1,32,4,1,0,0,4,3,0,23,2,1,0,1,0,0,0,0,0,15,1,0,0,0,0,0,24,1,0,0,0,0,24,4,13,4,10,0,3,0,0,0,0,13,0,4,0,0,5,0,0
"Ant257",18,1,1,0,3,10,2,0,11,16,1,0,7,0,9,0,0,3,1,0,5,0,10,6,2,2,1,0,2,9,0,3,15,6,8,0,5,0,3,3,12,0,0,8,1,2,3,0,8,1,0,0,0,3,6,0,0,4,0,7,1,4,16,0,3,2,1,4,0,12,2,1,2,2,0,9,3
"Ant289",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,7,1,0,0,0,0,0,7,0,0,9,5,10,1,0,11,0,0,1,0,0,2,0,1,1,0,6,0,15,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,1,0,1,0,0,0,25,0,6,4,0,0,0
"Ant294",0,0,0,0,0,0,0,1,18,0,0,2,4,24,13,0,0,33,0,30,0,0,0,0,0,17,0,39,2,0,0,0,2,19,0,10,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,24,0,0,0,0,17,10,0,0,0,0,0,0,0,17,0,10,0,0,0,0,0
"Ant298",1,23,2,1,4,9,3,0,6,3,9,1,2,0,2,0,5,7,0,3,3,1,18,10,1,2,3,0,2,5,0,3,4,4,3,4,7,1,3,0,0,0,0,1,1,1,1,0,4,0,0,0,0,1,4,4,7,0,0,0,5,22,15,0,2,0,0,4,0,10,0,0,2,4,9,7,1
"Ant324",0,7,0,0,0,2,1,0,29,2,2,14,8,14,12,0,0,19,0,17,11,0,10,1,0,4,2,18,5,0,0,0,4,8,1,5,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,14,0,0,13,1,0,17,5,0,6,1,0,0,0,0,0,0,18,0,4,0,0,4,0,0
"Ant347",1,1,0,0,6,3,0,0,17,9,3,2,6,0,5,0,8,22,0,2,7,0,7,2,1,4,14,3,1,10,1,13,16,15,4,0,6,4,4,0,1,2,0,0,0,0,3,2,11,0,3,0,1,7,17,4,4,0,10,22,6,0,24,0,3,0,4,6,0,6,4,1,0,4,6,13,2
"Ant356",7,21,0,3,1,8,4,0,15,18,7,1,12,0,17,0,11,39,0,0,3,3,58,5,2,2,7,0,4,5,2,15,17,1,3,2,10,1,1,0,0,0,0,2,0,4,7,0,1,0,2,0,0,6,2,10,16,0,0,15,1,24,0,0,0,0,3,15,0,6,1,15,2,1,12,7,1
"Ant380",3,2,2,0,3,0,2,0,0,3,0,0,0,0,2,8,1,0,2,0,0,6,0,1,1,0,0,0,2,1,2,1,0,0,1,0,4,0,1,4,0,1,3,1,6,0,0,2,0,2,0,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,5,1,1,0
"Ant387",2,12,4,0,25,3,6,0,1,4,1,3,12,0,8,5,5,0,2,0,9,1,13,5,0,0,13,0,2,16,5,16,4,3,5,1,8,9,16,0,11,1,1,2,0,0,4,7,7,1,11,1,0,8,11,3,3,1,0,2,0,3,0,0,0,4,3,10,3,4,5,1,4,15,4,1,5
"Ant390",0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,4,4,0,2,0,0,0,5,0,0,0,0,0,1,0,4,1,4,12,9,4,9,0,7,0,2,0,2,6,0,5,1,0,2,0,0,0,0,0,0,0,4,0,0,1,3,3,0,0,17,1,0,5,1
"Ant394",0,1,7,0,1,1,2,0,1,1,2,0,0,0,1,3,1,0,1,0,4,1,0,4,14,0,2,0,1,4,2,2,1,5,3,0,2,5,6,0,14,5,0,6,2,0,12,9,12,5,4,1,0,1,9,0,1,1,0,0,0,4,3,0,3,0,0,1,2,0,0,0,0,6,2,2,6
"Ant400",7,15,0,2,1,8,10,0,9,13,7,5,5,0,9,0,7,14,0,0,2,0,8,2,4,4,3,0,2,8,0,6,5,6,5,4,5,1,1,0,1,0,0,1,0,0,1,0,10,0,0,0,0,1,4,0,4,0,0,4,0,6,15,0,10,1,1,0,0,1,4,1,2,5,3,12,4
"Ant482",4,0,3,2,4,0,0,0,0,0,3,0,1,0,1,3,3,0,7,0,1,2,0,1,9,0,1,0,0,0,1,4,0,0,0,0,2,2,6,0,7,11,2,5,7,0,9,7,10,0,8,7,0,6,3,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,4,20,0,3,3
"Ant492",6,3,0,0,1,1,1,1,21,2,8,3,14,12,5,0,0,13,0,12,2,0,2,1,0,37,24,15,3,1,2,17,12,15,9,12,5,2,4,0,0,1,0,3,1,11,0,0,1,0,1,0,20,1,1,13,12,0,17,10,18,6,6,0,4,3,0,1,0,0,2,8,0,0,1,5,11
"Ant501",2,0,0,0,2,3,2,0,0,11,0,4,5,0,5,1,1,0,0,3,2,0,3,5,0,0,10,0,2,6,0,0,10,11,5,4,3,0,6,4,0,0,4,10,2,1,15,6,2,2,0,0,0,9,3,0,2,25,0,0,0,4,1,6,5,0,0,4,0,2,0,0,3,1,2,1,1
"Ant507",0,0,0,0,0,0,10,1,21,3,0,11,28,6,6,0,0,30,0,2,0,1,0,0,0,7,2,2,3,9,0,0,7,17,2,12,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,4,1,0,10,0,4,1,15,0,1,0,0,1,0,8,0,0,0,0,29,0,0
"Ant538",1,1,9,3,2,0,1,0,0,0,2,0,1,0,0,12,0,0,4,0,0,3,2,0,1,0,0,0,2,0,3,0,2,0,5,0,6,0,4,4,5,1,0,2,14,0,6,4,3,1,6,5,0,2,2,0,2,6,0,2,0,0,2,2,4,17,0,2,4,0,3,0,0,3,1,3,1
"Ant552",1,9,2,5,15,1,3,0,3,0,4,0,0,0,7,0,29,0,2,1,2,0,0,7,3,0,12,0,0,1,5,6,2,4,0,0,14,8,61,3,10,2,0,0,1,0,4,4,15,0,5,0,0,12,3,0,2,4,0,4,0,4,1,5,15,1,6,5,20,0,1,0,3,0,5,2,3
"Ant560",2,26,3,3,0,3,13,0,21,4,7,9,8,0,12,0,6,45,0,0,1,0,38,2,2,2,9,0,0,4,2,35,22,0,3,2,2,2,1,0,3,4,0,0,0,4,0,0,2,0,3,0,0,1,2,5,0,0,0,9,4,6,12,1,4,0,2,3,0,1,2,29,1,5,0,7,3
"Ant564",7,0,0,3,0,13,9,0,3,7,13,0,2,0,14,3,13,3,1,3,8,2,17,21,8,3,4,0,2,12,6,5,10,12,3,0,12,4,5,0,9,6,0,6,2,1,4,1,3,1,4,2,0,4,2,0,9,0,0,7,0,13,7,1,1,5,2,12,3,5,1,0,3,2,7,0,11
"Ant593",5,13,1,5,2,7,3,0,4,1,6,0,0,0,7,1,17,0,0,0,5,3,2,3,0,0,13,0,11,5,6,4,4,4,4,0,8,3,2,0,6,0,0,2,1,0,12,7,3,4,4,1,0,13,8,0,3,0,0,1,0,2,1,0,5,1,6,4,3,11,1,0,1,3,3,11,0
