"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant149","Ant153","Ant156","Ant159","Ant169","Ant176","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant219","Ant232","Ant242","Ant255","Ant257","Ant263","Ant289","Ant318","Ant324","Ant332","Ant342","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant552","Ant560","Ant564","Ant593"
"Ant38",1,1,11,22,4,0,8,1,0,4,0,5,2,0,6,15,0,0,0,4,6,6,0,1,5,1,1,17,5,2,3,3,9,0,0,1,5,0,2,0,2,0,0,0,8,7,0,4,7,0,22,1,1,3,7,2,6,0,0,0,5,3,2,0,0,1,1,11,0,0,4,2,5,0,10,1,5,2,0,0,2,6,0,0
"Ant60",12,1,2,21,3,0,2,0,0,5,5,0,0,1,26,16,0,2,1,10,11,2,0,0,14,0,1,36,19,13,0,3,0,0,0,0,8,24,1,5,1,0,0,2,11,1,0,11,26,0,42,0,12,4,5,0,2,0,0,3,8,1,0,2,0,4,4,9,0,0,2,0,16,0,3,0,7,3,0,0,11,6,0,2
"Ant64",0,3,5,0,0,0,3,3,25,0,2,0,0,6,0,3,5,4,0,0,1,7,6,10,0,17,2,0,0,3,0,31,0,9,3,13,2,0,1,3,19,25,16,5,0,0,14,8,0,6,0,11,1,0,2,5,9,18,17,0,0,11,32,13,0,1,0,0,8,0,13,1,0,16,0,3,0,0,13,13,2,1,1,2
"Ant158",0,5,6,2,0,2,15,4,29,5,0,1,6,0,5,2,5,29,1,0,7,10,2,12,2,23,8,2,0,1,3,10,14,31,14,6,2,8,1,9,2,2,3,24,0,8,14,8,1,19,3,18,1,1,9,37,1,15,18,1,0,6,1,18,0,5,0,1,10,0,11,1,0,6,1,7,1,0,8,16,4,0,6,3
"Ant196",40,2,7,48,2,1,7,0,0,54,6,26,0,5,0,9,2,10,15,15,1,0,0,2,58,1,23,45,67,13,3,5,19,0,0,0,12,38,2,5,1,0,8,0,23,4,2,11,58,1,46,2,16,58,14,3,9,0,0,29,27,2,3,1,1,19,11,23,0,1,0,1,28,0,11,31,17,3,1,0,3,16,1,0
"Ant202",4,4,5,11,4,0,6,3,0,8,15,16,3,2,9,0,5,6,0,3,6,2,1,0,21,1,9,10,22,14,6,2,9,2,4,0,2,6,9,2,3,1,5,0,30,4,1,4,14,2,37,3,9,8,43,1,14,6,0,1,12,1,2,1,0,24,11,9,0,0,12,2,12,0,3,1,5,5,0,0,21,15,0,1
"Ant209",0,3,3,2,0,5,3,2,11,0,0,0,5,5,2,5,0,2,2,1,12,2,4,6,0,5,5,2,0,0,3,13,14,23,5,13,1,0,1,0,21,1,17,23,0,0,8,3,0,11,3,2,1,0,1,9,1,12,13,1,3,4,4,17,0,0,0,1,14,0,1,14,1,13,0,12,0,0,1,19,0,3,2,12
"Ant252",0,23,4,1,0,16,5,15,23,0,0,2,4,29,10,6,2,0,0,7,5,4,7,5,2,3,16,1,0,3,5,13,31,16,18,8,5,1,13,17,15,15,17,15,8,6,13,25,3,27,1,10,2,2,24,7,20,26,27,0,1,2,2,3,12,4,0,2,8,0,10,27,0,3,1,1,2,0,7,20,6,2,20,2
"Ant268",5,1,14,0,2,0,2,1,5,1,0,1,0,1,15,0,2,0,0,8,0,10,0,4,2,1,30,8,2,3,0,8,3,0,4,8,5,3,4,12,15,10,16,1,11,14,0,17,9,0,0,3,4,3,1,0,4,0,0,5,1,10,2,0,1,0,0,1,0,0,6,1,0,1,4,0,4,0,0,1,7,5,0,0
"Ant308",16,2,24,4,10,0,7,12,4,3,4,10,0,0,15,3,1,7,8,0,2,9,0,2,9,7,12,19,8,15,2,8,1,1,25,11,37,14,10,6,6,11,10,0,3,6,8,0,3,0,26,0,14,0,4,0,12,5,0,2,3,3,5,9,11,10,3,19,1,0,4,0,6,3,1,9,5,0,0,1,13,5,0,7
"Ant311",2,16,21,13,0,0,10,5,15,0,6,11,1,7,1,6,12,5,0,2,0,8,5,3,4,11,9,3,2,2,3,4,8,13,9,1,20,9,26,22,3,2,14,19,1,7,37,11,3,7,4,2,26,2,10,16,8,3,3,1,1,3,10,8,16,6,1,19,1,0,10,20,2,9,4,13,4,2,0,5,6,9,2,9
"Ant620",1,15,9,4,0,5,4,5,9,0,6,2,7,10,0,2,2,4,10,9,8,0,2,6,3,29,9,3,1,1,5,13,13,15,21,14,3,3,11,13,16,0,13,3,0,29,2,21,0,5,5,18,14,0,15,16,18,8,1,0,0,2,7,5,13,4,0,18,2,0,26,15,2,11,1,16,1,0,5,3,14,0,20,13
"Ant0",0,3,1,0,0,5,1,3,7,0,0,0,6,2,0,1,4,7,0,0,5,2,0,8,1,15,4,0,0,0,0,4,0,4,2,13,0,1,1,1,5,1,22,7,0,0,10,11,0,0,0,1,0,0,0,16,3,6,6,0,0,0,2,15,1,3,0,2,10,0,1,2,0,9,0,0,0,0,0,2,0,0,0,1
"Ant13",2,2,0,0,0,0,9,6,6,0,1,0,10,12,2,0,6,5,4,2,3,6,8,0,3,16,4,1,1,1,0,2,1,15,6,4,1,3,1,8,16,4,3,12,0,2,14,16,3,8,0,5,1,4,6,14,16,2,0,2,0,7,3,16,0,3,0,2,28,0,4,17,0,30,1,4,1,0,3,3,3,6,12,31
"Ant23",27,6,7,7,6,0,1,10,1,24,5,14,0,2,58,21,0,2,2,9,4,3,1,3,0,3,11,4,17,34,0,0,13,0,2,0,19,14,0,1,3,5,2,0,37,3,1,8,29,1,26,2,13,12,11,2,3,0,0,3,29,0,2,0,1,14,14,20,0,0,0,1,17,5,8,12,15,19,2,0,8,17,1,1
"Ant27",0,14,0,0,0,7,9,6,2,0,1,0,17,23,1,1,5,3,1,7,11,29,15,16,3,0,19,0,0,0,0,20,7,22,2,5,4,1,4,4,18,17,29,8,0,1,20,2,1,3,1,15,3,0,8,36,1,4,36,0,0,8,10,39,3,0,0,6,5,0,5,5,0,22,3,0,6,0,2,33,1,4,11,3
"Ant29",4,6,38,1,3,1,13,0,13,15,1,1,2,8,23,9,5,16,30,12,9,9,4,4,11,19,0,2,5,9,13,6,19,2,8,8,14,8,5,15,3,22,15,1,8,21,1,41,6,0,5,1,2,15,14,7,32,3,0,21,5,6,18,5,2,4,4,18,2,0,21,6,4,6,1,4,17,2,4,2,13,18,0,0
"Ant42",14,1,6,27,4,0,0,0,2,21,17,36,0,2,45,10,2,1,8,19,3,3,0,1,4,0,2,0,29,4,5,3,2,0,0,1,15,1,3,6,2,0,1,0,5,8,1,4,27,0,61,0,7,0,9,0,2,0,0,1,4,1,3,0,1,3,10,1,0,1,1,0,17,0,17,0,15,10,0,4,17,22,0,3
"Ant43",31,1,15,7,13,0,1,1,0,13,5,19,0,0,67,22,0,0,2,8,2,1,0,1,17,0,5,29,0,15,2,3,5,1,2,0,12,4,5,6,1,4,0,0,16,2,0,7,51,1,49,1,2,19,13,0,3,0,0,10,10,2,6,5,0,51,8,14,0,1,1,7,18,0,26,16,21,2,0,0,6,12,1,11
"Ant55",36,3,4,2,23,0,3,1,0,13,2,13,3,1,13,14,0,3,3,15,2,1,0,1,34,0,9,4,15,0,0,4,4,0,8,3,22,8,5,6,4,2,2,0,23,6,0,3,18,3,21,4,0,20,13,1,1,0,0,10,25,1,1,1,0,8,20,1,0,0,0,4,16,0,20,1,10,2,0,0,12,10,0,0
"Ant63",5,5,4,5,0,4,0,5,0,1,3,0,0,3,3,6,3,5,0,2,3,5,0,0,0,0,13,5,2,0,0,3,30,2,0,1,6,0,9,0,2,0,4,2,0,11,5,12,0,0,5,0,8,2,1,0,10,0,0,0,0,6,6,0,1,1,0,0,1,0,6,2,1,3,1,0,3,0,1,0,12,3,1,6
"Ant91",1,20,3,6,2,10,10,10,24,0,3,3,31,10,5,2,13,13,8,8,4,13,4,2,0,20,6,3,3,4,3,0,3,24,15,31,8,1,5,8,10,10,23,3,4,2,14,23,2,7,3,26,4,0,11,8,15,10,4,6,1,23,9,22,10,4,4,8,7,0,11,4,3,15,1,20,8,0,1,28,4,21,23,7
"Ant97",2,23,5,3,1,4,10,21,0,9,9,0,0,14,19,9,14,31,3,1,8,13,0,1,13,7,19,2,5,4,30,3,0,6,13,15,9,0,21,25,12,25,23,6,3,16,4,17,0,9,9,13,25,28,13,23,26,1,4,6,7,7,19,7,2,11,5,13,2,0,13,32,4,4,19,14,9,1,12,14,24,10,0,7
"Ant98",0,2,1,0,0,8,10,9,15,0,0,0,9,31,0,2,23,16,0,1,13,15,4,15,0,22,2,0,1,0,2,24,6,0,9,3,0,5,0,6,4,35,1,34,0,8,9,5,1,23,0,7,0,0,1,39,12,16,1,1,0,4,2,22,1,5,0,1,21,0,16,12,0,4,0,6,4,0,19,38,0,0,8,6
"Ant100",4,4,2,0,0,3,17,4,7,3,0,0,3,14,0,4,5,18,4,25,9,21,2,6,2,2,8,0,2,8,0,15,13,9,0,7,20,3,1,25,23,8,3,1,0,16,9,17,0,8,0,19,1,1,18,15,30,9,5,1,7,15,14,27,21,0,0,11,2,0,23,32,0,0,4,1,0,0,0,5,5,6,6,20
"Ant109",0,6,0,0,0,2,7,5,26,0,1,0,13,6,0,0,13,8,8,11,1,14,13,4,0,5,8,1,0,3,1,31,15,3,7,0,2,1,14,0,16,23,18,1,3,6,2,6,0,16,0,12,4,0,13,9,18,11,24,0,0,31,4,14,1,2,1,0,3,0,18,31,0,8,1,2,1,0,2,5,3,1,0,6
"Ant113",17,1,19,12,1,1,4,1,4,5,5,8,2,2,12,2,1,5,5,37,20,3,0,1,19,4,14,15,12,22,6,8,9,0,20,2,0,32,15,21,11,1,13,0,5,8,5,13,10,7,20,4,9,10,15,4,1,1,0,10,9,3,3,7,0,19,3,16,0,1,5,3,8,3,2,8,7,0,3,2,12,15,12,11
"Ant115",9,0,22,1,5,0,4,3,3,6,0,24,0,8,38,6,0,1,3,14,9,3,1,3,14,1,8,1,4,8,0,1,0,5,3,1,32,0,5,23,0,0,3,0,17,3,1,17,6,0,18,1,2,7,10,1,0,13,0,11,19,7,8,1,11,2,0,23,1,0,0,1,14,7,1,29,16,1,0,0,7,13,10,3
"Ant124",4,20,4,8,9,0,5,8,5,2,2,1,1,1,2,9,1,13,4,10,26,11,1,1,0,4,5,3,5,5,9,5,21,0,1,14,15,5,0,3,15,12,39,4,5,5,5,1,6,0,7,0,15,0,28,12,10,0,1,3,3,4,22,0,6,14,0,2,1,0,12,9,2,4,1,1,6,2,1,2,15,9,0,13
"Ant127",2,25,14,0,0,11,3,9,10,3,0,5,3,9,5,2,0,17,12,6,22,13,1,8,1,4,15,6,6,6,0,8,25,6,25,0,21,23,3,0,7,4,5,3,8,16,12,7,3,0,8,2,26,10,6,16,14,8,4,20,0,13,16,11,1,18,2,12,6,0,9,6,9,14,3,13,3,3,12,1,6,5,20,12
"Ant131",2,2,1,2,1,21,8,6,11,0,2,1,19,2,1,3,21,15,15,6,3,16,5,16,3,18,3,2,1,4,2,10,12,4,23,16,11,0,15,7,0,13,19,7,1,3,8,11,1,2,2,1,13,1,4,11,1,10,14,2,0,6,20,1,0,6,0,3,4,0,9,13,0,6,1,5,0,0,3,18,8,1,0,23
"Ant137",11,5,15,0,0,4,7,1,10,0,0,0,25,2,0,1,1,15,10,11,2,0,1,4,5,17,22,0,4,2,0,10,25,35,8,23,1,0,12,4,13,0,29,3,0,0,4,7,7,2,4,0,4,8,10,9,17,21,19,12,0,1,2,2,1,15,0,3,22,0,1,14,2,17,2,3,2,0,0,7,0,3,3,8
"Ant139",5,23,15,5,1,4,10,19,24,0,0,0,16,3,8,5,17,17,16,10,14,13,22,3,2,29,15,1,0,2,4,23,23,1,3,18,13,3,39,5,19,29,0,1,2,14,8,9,2,11,4,4,35,0,8,8,17,3,12,3,0,10,19,15,6,8,0,2,7,0,27,17,3,10,3,0,7,4,3,2,9,1,2,8
"Ant140",0,6,0,1,0,17,0,1,6,0,0,2,5,24,0,0,23,15,1,0,19,3,7,12,0,8,1,0,0,0,2,3,6,34,1,1,0,0,4,3,7,3,1,0,0,2,11,4,0,9,0,8,3,0,3,8,2,4,3,0,0,3,1,10,0,0,0,6,21,0,9,9,0,1,0,1,2,0,1,19,1,1,13,18
"Ant149",51,4,5,6,9,0,2,0,0,22,8,11,0,0,23,30,0,8,11,3,1,0,0,0,37,0,8,5,16,23,0,4,3,0,0,3,5,17,5,8,1,0,2,0,0,2,1,2,20,0,23,1,9,16,7,1,4,0,0,8,9,0,13,2,1,8,12,14,0,0,1,0,13,1,5,13,10,16,0,0,8,5,0,0
"Ant153",1,6,10,0,0,7,3,25,10,3,7,1,0,8,4,4,0,6,14,6,7,29,0,2,3,1,21,8,2,6,11,2,16,8,16,6,8,3,5,16,3,0,14,2,2,0,4,14,2,0,5,11,10,2,23,6,15,4,0,11,0,14,42,16,1,2,1,18,2,0,9,7,1,0,1,24,4,0,5,4,13,5,16,3
"Ant156",2,14,6,0,0,4,4,7,32,0,0,0,14,14,2,1,8,13,0,8,37,2,10,14,1,20,1,1,0,0,5,14,4,9,9,2,5,1,5,12,8,4,8,11,1,4,0,2,4,11,2,10,5,0,12,31,2,13,5,2,0,9,0,38,6,0,0,2,3,0,3,7,0,10,0,30,0,0,6,37,0,4,17,7
"Ant159",3,1,15,1,0,4,3,0,12,6,4,11,8,8,11,4,3,25,17,0,11,21,11,16,8,2,41,4,7,3,12,23,17,5,17,6,13,17,1,7,11,7,9,4,2,14,2,0,4,14,12,20,3,19,30,13,22,2,0,12,8,22,2,25,12,8,0,23,4,0,24,8,4,2,7,3,9,7,7,7,18,9,8,8
"Ant169",29,0,8,2,15,0,1,4,0,26,7,26,0,1,58,14,0,3,9,3,3,0,0,3,29,1,6,27,51,18,0,2,0,1,0,0,10,6,6,3,1,7,2,0,20,2,4,4,0,2,43,2,1,17,9,1,4,0,0,11,24,1,0,1,0,16,11,6,0,0,0,0,23,2,34,7,25,6,0,0,7,15,0,5
"Ant176",0,2,1,0,0,2,1,6,2,0,0,0,6,19,1,2,11,27,0,0,7,5,0,8,1,3,0,0,1,3,0,7,9,23,8,16,7,0,0,0,2,2,11,9,0,0,11,14,2,0,0,15,0,0,1,20,2,2,3,0,0,1,0,10,1,2,0,3,29,0,1,9,1,11,0,3,0,0,10,10,1,0,10,3
"Ant186",19,3,11,39,12,0,2,1,4,28,22,42,0,3,46,37,3,1,0,26,4,5,0,0,26,1,5,61,49,21,5,3,9,0,0,0,20,18,7,8,2,4,4,0,23,5,2,12,43,0,0,7,12,19,8,2,4,0,0,12,33,1,6,2,0,48,14,26,1,0,6,0,25,1,30,29,18,9,0,0,28,27,5,2
"Ant190",1,24,4,0,0,4,6,14,10,0,1,0,11,18,2,3,2,10,3,0,2,18,1,5,2,15,1,0,1,4,0,26,13,7,19,12,4,1,0,2,1,0,4,8,1,11,10,20,2,15,7,0,0,6,10,14,0,1,0,1,0,24,1,23,1,8,0,1,5,0,6,8,5,9,3,10,4,0,14,6,3,2,32,0
"Ant195",4,40,4,4,1,0,7,2,2,2,1,12,1,1,16,9,1,2,4,14,26,14,0,1,13,3,2,7,2,0,8,4,25,0,1,4,9,2,15,26,13,4,35,3,9,10,5,3,1,0,12,0,0,7,14,1,11,1,0,0,1,8,3,3,3,5,0,0,0,0,5,1,5,3,2,0,8,6,0,3,13,15,0,2
"Ant198",4,6,10,1,3,0,0,2,0,25,3,4,0,1,58,8,0,2,3,0,2,0,0,4,12,0,15,0,19,20,2,0,28,0,1,0,10,7,0,10,1,8,0,0,16,2,0,19,17,0,19,6,7,0,6,0,1,3,0,22,11,2,2,1,0,37,2,18,0,0,6,0,11,0,14,30,5,7,0,0,6,21,2,0
"Ant207",1,6,13,5,5,2,8,0,3,3,7,5,2,9,14,43,1,24,1,4,10,15,0,6,11,8,14,9,13,13,1,11,13,1,18,13,15,10,28,6,4,10,8,3,7,23,12,30,9,1,8,10,14,6,0,3,10,4,0,10,5,6,4,8,4,24,0,13,0,0,7,3,6,10,9,4,7,1,0,2,23,6,2,9
"Ant215",0,17,0,0,0,3,16,10,22,0,2,0,5,37,3,1,9,7,0,0,16,16,16,14,2,36,7,0,0,1,0,8,23,39,15,9,4,1,12,16,11,9,8,8,1,6,31,13,1,20,2,14,1,0,3,0,4,4,1,0,0,6,3,42,8,0,0,2,11,0,1,20,0,18,1,4,0,0,7,13,2,1,22,5
"Ant219",3,10,14,0,0,16,2,1,4,3,6,2,9,1,9,14,1,20,4,12,8,18,3,16,3,1,32,2,3,1,10,15,26,12,30,18,1,0,10,14,1,17,17,2,4,15,2,22,4,2,4,0,11,1,10,4,0,7,5,2,2,8,20,6,10,21,0,8,2,0,49,15,5,10,7,1,2,0,1,5,3,4,5,6
"Ant232",0,6,2,0,0,0,1,7,22,0,0,0,18,15,0,6,12,26,0,5,3,8,6,2,0,4,3,0,0,0,0,10,1,16,9,11,1,13,0,8,10,21,3,4,0,4,13,2,0,2,0,1,1,3,4,4,7,0,10,0,0,0,0,7,0,6,0,5,0,0,10,2,0,27,10,10,0,0,7,7,1,2,8,7
"Ant242",0,1,0,0,0,1,1,0,0,0,0,0,17,18,0,0,13,27,0,0,3,1,6,0,0,36,0,0,0,0,0,4,4,1,5,24,0,0,1,4,14,19,12,3,0,0,5,0,0,3,0,0,0,0,0,1,5,10,0,3,0,1,0,0,0,0,0,0,15,0,13,12,0,17,0,0,1,0,0,4,0,0,0,8
"Ant255",7,0,4,0,3,0,0,0,0,9,0,3,0,1,29,1,1,0,5,2,1,0,0,2,3,0,21,1,10,10,0,6,6,1,1,0,10,11,3,20,2,12,3,0,8,11,2,12,11,0,12,1,0,22,10,0,2,0,3,0,2,4,12,0,0,7,2,46,2,0,7,0,2,1,2,9,0,1,0,0,3,2,0,0
"Ant257",14,0,7,3,12,0,0,0,0,14,5,8,0,0,27,12,3,1,1,3,1,0,0,0,29,0,5,4,10,25,0,1,7,0,7,0,9,19,3,0,0,0,0,0,9,0,0,8,24,0,33,0,1,11,5,0,2,0,0,2,0,0,5,2,0,6,8,12,0,0,2,0,17,0,2,10,32,2,0,0,1,4,0,0
"Ant263",2,0,2,2,0,0,13,0,2,1,3,1,11,6,2,1,4,2,10,3,3,2,0,7,0,8,6,1,2,1,6,23,7,4,15,31,3,7,4,13,6,1,10,3,0,14,9,22,1,1,1,24,8,2,6,6,8,0,1,4,0,0,17,10,3,3,1,8,0,0,7,18,1,2,4,1,2,0,0,5,0,2,1,1
"Ant289",4,8,8,2,0,5,12,0,0,0,2,0,32,1,3,2,4,2,2,5,10,7,2,3,2,10,18,3,6,1,6,9,19,2,14,4,3,8,22,16,20,2,19,1,13,42,0,2,0,0,6,1,3,2,4,3,20,0,0,12,5,17,0,10,0,7,0,0,4,0,6,11,0,8,5,5,15,0,1,1,15,2,0,6
"Ant318",6,13,7,0,0,3,5,3,10,4,0,2,13,18,1,1,17,3,0,9,8,5,15,16,0,39,5,0,5,1,0,22,7,22,27,14,7,1,0,11,1,2,15,10,2,16,38,25,1,10,2,23,3,1,8,42,6,7,0,0,2,10,10,0,13,0,3,7,4,0,10,20,0,5,0,19,0,0,7,4,1,1,19,6
"Ant324",0,9,6,0,1,0,1,0,6,0,0,0,0,0,1,0,0,12,1,11,16,13,1,0,1,3,2,1,0,0,1,10,2,1,21,1,0,11,6,1,0,1,6,0,1,1,6,12,0,1,0,1,3,0,4,8,10,0,0,0,0,3,0,13,0,0,0,15,0,0,0,2,0,4,7,3,0,0,0,1,0,0,6,1
"Ant332",11,8,6,2,3,0,3,0,2,9,1,4,1,5,19,24,0,4,0,10,6,4,3,3,14,0,4,3,51,8,1,4,11,5,0,2,19,2,14,18,6,15,8,0,8,2,0,8,16,2,48,8,5,37,24,0,21,6,0,7,6,3,7,0,0,0,1,1,0,0,3,0,30,1,6,13,15,0,0,3,5,10,0,2
"Ant342",13,1,1,1,20,0,1,0,0,9,1,4,0,0,11,11,0,0,0,3,1,0,0,0,14,0,4,10,8,20,0,4,5,0,0,1,3,0,0,2,0,0,0,0,12,1,0,0,11,0,14,0,0,2,0,0,0,0,0,2,8,1,0,3,0,1,0,10,0,0,1,0,17,0,1,1,8,1,0,0,5,7,0,0
"Ant353",6,5,9,3,3,0,6,0,4,13,11,9,0,1,23,9,1,2,1,19,19,18,2,2,20,6,18,1,14,1,0,8,13,1,11,0,16,23,2,12,3,3,2,6,14,18,2,23,6,3,26,1,0,18,13,2,8,5,0,46,12,8,0,7,15,1,10,0,1,0,6,7,8,4,0,32,8,0,1,0,23,11,0,0
"Ant356",0,0,1,0,0,37,13,1,13,2,0,0,8,10,0,0,14,8,0,1,1,2,10,28,0,5,2,0,0,0,1,7,2,21,2,3,0,1,1,6,4,22,7,21,0,2,3,4,0,29,1,5,0,0,0,11,2,0,15,2,0,0,4,4,0,0,0,1,0,0,5,7,0,5,0,2,0,0,3,56,3,1,9,3
"Ant380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Ant387",0,1,11,6,1,1,14,2,4,1,4,2,13,11,0,12,1,10,6,4,10,26,1,4,0,5,21,1,1,0,6,11,13,16,23,18,5,0,12,9,9,1,27,9,1,9,3,24,0,1,6,6,5,6,7,1,49,10,13,7,2,7,6,10,0,3,1,6,5,0,0,3,0,3,3,0,3,1,0,21,9,2,0,16
"Ant395",0,9,0,0,0,9,0,2,1,0,2,0,1,1,1,2,14,27,1,0,20,15,2,17,1,5,6,0,7,4,2,4,32,12,32,31,3,1,9,6,13,14,17,9,0,7,7,8,0,9,0,8,1,0,3,20,15,2,12,0,0,18,11,20,2,0,0,7,7,0,3,0,1,6,3,7,0,0,19,10,1,3,2,16
"Ant437",28,4,9,7,3,0,2,1,0,11,5,16,0,0,28,12,1,0,0,6,2,2,0,0,17,0,4,17,18,16,1,3,4,0,0,0,8,14,2,9,0,2,3,0,13,1,0,4,23,1,25,5,5,11,6,0,5,0,0,2,17,1,0,0,0,30,17,8,0,0,0,1,0,0,1,6,21,13,3,0,2,14,0,0
"Ant458",0,1,1,4,0,1,5,4,17,0,0,0,16,6,0,0,13,3,1,3,9,11,9,30,5,22,6,0,0,0,3,15,4,4,0,8,3,7,4,14,6,17,10,1,1,0,10,2,2,11,1,9,3,0,10,18,10,27,17,1,0,2,8,5,4,1,0,4,5,0,3,6,0,0,0,20,2,2,2,4,1,1,18,31
"Ant462",12,0,3,5,1,3,4,0,0,8,10,3,0,1,11,3,0,1,4,1,4,1,0,1,8,3,1,17,26,20,1,1,19,0,4,1,2,1,1,3,1,2,3,0,5,1,0,7,34,0,30,3,2,14,9,1,7,10,0,2,2,4,5,0,7,6,1,0,0,0,3,3,1,0,0,0,6,15,0,0,4,8,2,12
