"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant149","Ant153","Ant156","Ant159","Ant169","Ant176","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant219","Ant232","Ant242","Ant255","Ant257","Ant263","Ant289","Ant318","Ant324","Ant332","Ant342","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant552","Ant560","Ant564","Ant593"
"Ant38",2,0,1,13,1,1,9,0,3,2,0,7,0,0,34,33,0,2,0,4,4,1,0,0,14,2,7,26,22,5,10,2,4,0,7,1,5,7,2,1,7,0,1,0,3,2,0,0,3,0,11,0,5,6,25,0,7,1,0,1,4,0,3,5,1,10,3,10,2,0,0,0,8,0,4,7,5,3,0,4,11,15,0,2
"Ant60",6,0,5,15,45,0,1,0,0,44,7,0,0,0,12,19,0,4,0,4,0,0,0,0,16,1,1,7,8,3,0,1,4,0,1,0,3,3,2,1,0,2,2,0,6,6,0,5,21,0,47,0,6,4,0,1,0,3,0,2,12,0,0,0,0,23,38,6,0,0,0,0,15,0,0,0,6,11,0,2,7,0,0,4
"Ant64",0,4,6,0,0,41,2,12,28,0,0,0,0,21,0,0,8,7,0,0,0,5,10,16,0,4,0,0,0,0,0,7,4,40,9,1,5,5,4,5,15,3,2,34,0,4,23,9,0,23,0,5,0,0,0,23,2,6,35,1,0,7,3,7,0,0,0,0,20,0,4,3,0,2,0,2,0,0,12,15,0,0,12,1
"Ant158",0,3,2,0,0,59,0,3,13,0,0,0,21,0,0,0,23,9,9,0,0,18,3,16,0,3,0,0,0,0,0,2,8,14,0,9,0,0,0,0,13,5,16,14,0,1,27,4,0,4,0,5,0,0,0,4,1,6,43,0,0,6,0,16,0,0,0,0,40,0,2,26,0,3,0,2,0,0,11,34,2,0,1,2
"Ant196",28,2,52,35,5,0,6,1,6,24,34,12,0,0,0,24,0,8,12,16,13,6,0,0,26,1,17,25,62,26,6,5,45,0,35,7,31,49,6,20,1,25,8,2,23,29,0,31,25,2,27,3,26,14,20,0,3,8,0,4,25,5,9,5,2,44,3,29,1,0,5,2,18,7,21,40,38,0,0,0,30,24,1,3
"Ant202",21,1,6,14,6,0,2,0,4,10,33,19,0,0,24,0,0,5,1,8,2,1,0,0,20,0,13,28,17,11,2,4,12,0,9,3,13,10,6,13,0,2,4,0,17,6,0,7,25,0,36,0,6,4,25,3,5,0,0,2,4,0,0,1,3,23,0,9,1,0,0,0,33,4,8,19,24,1,0,0,32,22,1,1
"Ant209",0,1,2,0,0,12,1,11,10,0,0,0,8,23,0,0,0,13,1,1,15,13,0,8,0,5,3,3,0,0,0,24,0,14,6,17,0,0,1,1,15,8,13,16,0,4,15,6,0,3,0,7,0,0,0,3,3,6,16,0,0,3,1,16,0,1,0,1,23,0,1,5,0,6,0,1,0,0,4,10,2,0,18,3
"Ant252",2,2,3,0,0,24,7,6,38,0,2,4,7,9,8,5,13,0,16,1,11,21,12,7,0,17,18,0,0,1,0,22,21,12,2,37,2,1,12,7,21,35,43,9,0,5,16,24,1,0,0,16,8,0,3,17,27,54,1,3,0,5,24,37,0,7,0,1,22,0,1,15,7,12,0,10,0,0,7,47,0,0,3,6
"Ant268",1,8,1,5,0,0,4,3,13,0,0,0,0,9,12,1,1,16,0,1,18,8,0,5,1,0,4,7,1,2,5,25,15,14,2,3,5,2,0,2,3,16,25,15,7,3,7,4,0,0,3,8,0,0,4,7,7,21,1,0,0,30,0,13,0,0,0,7,5,0,2,1,4,2,0,6,0,0,1,10,2,5,3,1
"Ant308",0,7,24,7,0,2,4,0,10,3,4,4,0,0,16,8,1,1,1,0,13,6,0,8,9,4,4,12,27,1,3,7,6,0,5,3,8,3,6,10,8,2,8,0,0,20,0,34,5,2,12,0,10,2,5,7,13,0,0,4,6,3,6,11,1,2,0,8,1,0,9,2,8,2,16,5,9,0,0,0,21,13,0,9
"Ant311",3,14,5,15,0,6,7,18,1,1,4,0,0,0,13,2,15,11,18,13,0,5,13,5,0,8,15,18,4,5,2,20,12,5,8,11,8,9,6,9,2,17,18,4,23,8,3,32,0,1,8,5,7,1,10,3,11,15,2,10,1,3,20,12,2,31,0,13,5,0,15,4,3,20,1,13,1,0,0,7,4,5,4,8
"Ant620",4,16,11,0,0,20,20,26,35,1,1,0,5,18,6,1,13,21,8,6,5,0,10,10,3,26,7,5,1,0,7,14,18,49,3,20,0,11,3,4,7,12,34,33,0,5,36,11,0,20,1,28,2,0,4,6,3,23,23,4,4,10,10,20,0,10,0,4,73,0,9,36,2,39,1,14,5,0,24,17,3,0,23,4
"Ant0",0,6,8,0,0,6,0,2,9,1,0,0,10,3,0,0,0,12,0,0,13,10,0,8,0,4,0,0,0,0,0,8,11,2,6,0,0,3,0,3,17,2,4,7,0,3,13,0,0,0,1,2,0,4,0,27,0,2,3,4,0,2,12,2,0,2,0,3,1,0,2,4,0,23,0,18,0,0,1,12,0,0,0,0
"Ant13",0,27,7,0,0,53,0,11,5,0,0,0,16,16,0,0,8,7,5,8,5,10,8,0,0,5,10,0,0,0,0,10,6,34,10,5,1,0,6,6,11,9,13,21,0,7,12,6,0,31,0,4,1,1,1,5,1,1,7,0,0,6,4,11,0,2,0,0,11,0,12,41,1,7,1,6,0,0,6,8,1,0,1,20
"Ant23",27,1,9,9,23,0,2,0,2,5,14,16,0,0,26,20,0,0,1,9,0,3,0,0,0,0,8,15,16,20,1,3,8,0,16,0,9,24,5,10,1,1,1,0,20,6,0,4,10,1,18,0,1,8,11,6,0,0,0,0,24,3,0,2,1,9,6,17,0,0,1,0,17,0,5,36,18,1,0,0,8,3,0,1
"Ant27",0,18,5,1,0,3,12,17,32,0,2,1,4,3,1,0,5,17,0,4,8,26,4,5,0,0,6,4,0,0,10,17,15,16,0,15,6,0,16,12,8,5,24,11,0,1,18,15,0,11,0,1,3,0,7,1,10,20,13,0,0,5,15,24,0,5,0,0,22,0,1,14,1,6,0,1,2,0,22,36,5,1,10,10
"Ant29",10,2,17,2,5,2,6,0,6,10,7,1,0,0,17,13,3,18,4,4,15,7,0,10,8,6,0,10,13,22,0,7,6,1,35,12,30,12,11,31,3,6,16,2,11,17,0,29,3,1,25,0,17,1,11,4,20,3,1,13,20,8,9,23,1,32,0,27,6,0,14,8,11,8,0,13,17,0,5,4,2,6,1,7
"Ant42",48,2,8,36,4,1,7,0,9,8,26,7,0,0,25,28,3,0,7,12,18,5,0,0,15,4,10,0,77,16,14,0,27,1,14,0,13,19,12,6,4,0,12,0,8,7,0,9,21,0,34,2,17,4,16,0,4,3,0,14,31,0,5,1,0,10,0,10,0,3,2,0,15,2,8,0,11,0,0,0,14,39,2,2
"Ant43",16,0,54,30,6,2,6,1,1,16,22,8,0,0,62,17,0,0,1,27,4,1,0,0,16,0,13,77,0,37,4,0,51,1,7,0,20,12,2,0,1,4,2,0,17,3,0,12,14,0,29,0,9,9,19,0,4,1,0,9,22,3,2,3,2,65,8,12,0,0,4,0,7,3,32,23,16,3,0,0,18,13,2,0
"Ant55",26,1,11,3,5,1,0,0,0,14,5,3,0,0,26,11,0,1,2,1,5,0,0,0,20,0,22,16,37,0,0,0,8,0,9,1,15,4,4,0,0,2,3,0,10,4,0,1,19,0,35,0,1,3,4,0,1,0,0,0,11,2,1,0,1,15,0,12,1,0,0,0,12,9,1,1,12,0,0,1,4,3,1,0
"Ant63",3,1,3,12,0,2,6,1,5,0,10,0,0,0,6,2,0,0,5,3,2,7,0,0,1,10,0,14,4,0,0,14,4,0,6,5,3,5,69,3,0,3,5,0,1,3,0,2,4,0,5,2,6,1,10,0,5,2,0,3,3,0,2,4,1,14,0,3,7,0,0,0,0,1,1,13,5,0,0,0,20,4,0,1
"Ant91",1,12,4,3,0,15,15,3,22,0,2,1,7,2,5,4,24,22,25,7,20,14,8,10,3,17,7,0,0,0,14,0,31,4,1,11,2,3,7,36,10,10,17,8,5,3,3,6,2,9,2,1,4,0,5,8,31,14,5,3,3,7,12,32,1,7,0,0,15,0,5,1,4,1,0,0,2,0,1,25,5,3,12,10
"Ant97",22,5,6,5,0,9,7,0,18,12,4,4,4,8,45,12,0,21,15,6,12,18,11,6,8,15,6,27,51,8,4,31,0,6,21,2,10,3,12,20,16,20,25,4,7,7,4,14,2,8,34,9,6,14,12,13,16,14,30,32,5,3,11,21,1,17,0,12,2,0,1,0,2,24,5,14,15,0,1,10,12,2,3,4
"Ant98",0,4,11,1,0,6,2,16,7,0,0,0,40,14,0,0,14,12,14,0,5,49,2,34,0,16,1,1,1,0,0,4,6,0,1,1,2,0,5,14,5,17,13,6,6,0,18,30,0,17,0,12,0,0,0,27,0,12,34,1,0,13,7,13,0,2,0,1,16,0,12,2,0,22,0,15,2,0,2,10,0,1,16,3
"Ant100",18,21,50,4,19,3,11,3,1,4,7,1,9,0,35,9,6,2,2,5,8,3,6,10,16,0,35,14,7,9,6,1,21,1,0,2,9,37,13,16,7,15,4,7,4,20,0,42,8,2,20,10,7,15,11,6,1,2,0,19,12,3,0,15,7,14,0,23,1,0,51,4,24,7,8,84,19,0,1,8,11,2,2,5
"Ant109",4,3,8,0,0,8,13,0,14,0,1,0,1,9,7,3,17,37,3,3,11,20,0,5,0,15,12,0,0,1,5,11,2,1,2,0,2,2,6,2,21,17,34,15,1,1,0,5,0,7,2,7,5,0,1,9,7,3,7,1,0,19,10,17,0,1,0,2,13,0,3,5,3,5,0,0,0,0,0,11,2,0,23,2
"Ant113",16,6,9,16,7,1,10,0,3,6,5,3,5,0,31,13,0,2,5,8,8,0,0,1,9,6,30,13,20,15,3,2,10,2,9,2,0,4,12,10,5,3,12,0,6,9,0,19,5,0,19,2,14,4,5,1,14,5,0,3,10,0,2,0,6,29,0,9,3,1,8,0,11,2,3,5,0,0,0,0,9,13,0,7
"Ant115",3,2,33,18,11,8,23,9,1,5,7,3,5,0,49,10,0,1,2,3,9,11,3,0,24,0,12,19,12,4,5,3,3,0,37,2,4,0,6,4,5,19,3,5,8,11,0,20,6,0,17,10,2,20,14,13,10,1,1,4,13,0,3,2,1,15,0,6,1,0,17,3,10,1,11,21,16,0,0,0,8,5,5,1
"Ant124",2,7,14,4,0,0,2,1,6,1,2,2,4,0,6,6,1,12,0,6,6,3,0,6,5,16,11,12,2,4,69,7,12,5,13,6,12,6,0,4,0,4,9,3,0,9,3,8,3,7,8,3,6,4,10,8,18,5,0,0,6,10,7,5,0,4,0,8,2,0,6,5,6,1,0,8,2,0,0,3,27,5,0,5
"Ant127",2,2,17,1,0,15,1,11,4,6,1,1,5,0,20,13,1,7,2,10,9,4,3,6,10,12,31,6,0,0,3,36,20,14,16,2,10,4,4,0,10,23,8,2,6,6,1,44,0,0,9,8,0,11,8,11,9,12,0,6,10,18,29,32,11,15,0,25,1,0,31,5,15,7,7,18,5,0,0,2,2,3,1,10
"Ant131",0,16,19,4,0,10,2,23,20,0,7,0,15,13,1,0,15,21,3,8,2,7,17,11,1,8,3,4,1,0,0,10,16,5,7,21,5,5,0,10,0,3,13,21,0,20,8,6,0,6,2,4,4,0,3,4,7,7,9,3,0,12,5,22,3,4,0,0,15,0,11,18,2,12,0,1,2,0,15,34,0,1,9,5
"Ant137",5,2,14,1,0,14,6,5,13,1,0,2,3,5,25,2,8,35,16,2,17,12,2,9,1,5,6,0,4,2,3,10,20,17,15,17,3,19,4,23,3,0,19,16,19,2,0,24,1,8,8,20,1,16,4,6,3,30,14,4,1,24,12,14,0,8,0,15,13,0,9,0,0,10,1,7,0,0,6,23,3,1,5,7
"Ant139",5,12,21,8,1,11,19,4,21,0,1,2,2,16,8,4,13,43,25,8,18,34,4,13,1,24,16,12,2,3,5,17,25,13,4,34,12,3,9,8,13,19,0,10,1,17,25,18,6,4,5,19,10,3,7,22,23,8,2,3,2,36,33,74,6,11,0,3,22,0,12,6,7,1,2,5,2,0,10,25,11,5,33,6
"Ant140",2,5,5,1,0,11,0,10,13,0,0,0,34,14,2,0,16,9,15,0,4,33,7,21,0,11,2,0,0,0,0,8,4,6,7,15,0,5,3,2,21,16,10,0,0,5,3,4,0,15,4,13,0,0,2,18,11,0,12,0,0,6,6,8,0,0,0,5,17,0,1,13,0,3,0,0,2,0,14,29,0,0,9,2
"Ant149",47,0,17,19,2,2,2,0,1,19,3,6,0,0,23,17,0,0,7,0,23,0,0,0,20,0,11,8,17,10,1,5,7,6,4,1,6,8,0,6,0,19,1,0,0,4,0,2,24,0,15,0,6,4,5,1,3,0,0,1,11,4,4,3,4,14,10,4,2,0,0,0,11,0,6,1,39,12,0,0,7,15,0,1
"Ant153",3,12,5,0,0,0,1,0,4,0,2,6,4,1,29,6,4,5,3,20,8,5,3,7,6,1,17,7,3,4,3,3,7,0,20,1,9,11,9,6,20,2,17,5,4,0,0,16,3,2,11,2,2,14,6,19,2,2,0,2,1,13,20,10,4,8,0,5,1,0,9,0,10,1,1,1,5,0,0,20,12,3,0,4
"Ant156",0,1,2,0,0,2,3,1,37,0,0,0,23,27,0,0,15,16,7,0,3,36,13,12,0,18,0,0,0,0,0,3,4,18,0,0,0,0,3,1,8,0,25,3,0,0,0,9,0,5,0,1,0,0,0,9,3,7,5,0,0,4,11,8,0,0,0,0,41,0,5,1,0,8,0,2,0,0,11,28,0,0,6,3
"Ant159",20,2,37,2,0,8,3,1,4,10,0,5,9,4,31,7,6,24,4,34,32,11,0,6,4,15,29,9,12,1,2,6,14,30,42,5,19,20,8,44,6,24,18,4,2,16,9,0,3,5,10,12,0,7,9,25,8,16,6,46,12,4,3,32,10,4,0,24,4,1,42,0,6,5,7,61,4,0,0,11,11,2,2,6
"Ant169",6,0,2,21,12,2,0,0,0,6,3,21,0,0,25,25,0,1,0,5,0,0,0,0,10,0,3,21,14,19,4,2,2,0,8,0,5,6,3,0,0,1,6,0,24,3,0,3,0,0,30,0,3,15,6,0,0,0,0,0,12,0,0,0,0,10,7,1,1,0,0,0,41,0,10,2,7,7,0,0,5,19,0,1
"Ant176",0,14,8,0,0,29,2,3,38,0,0,0,23,4,2,0,3,0,0,2,1,20,0,31,1,11,1,0,0,0,0,9,8,17,2,7,0,0,7,0,6,8,4,15,0,2,5,5,0,0,0,7,0,1,0,20,0,16,20,0,0,33,0,10,0,0,0,0,5,0,2,1,0,8,0,19,0,0,1,5,5,0,3,2
"Ant186",14,7,12,21,21,5,3,0,0,42,11,47,0,0,27,36,0,0,3,12,8,1,1,0,18,0,25,34,29,35,5,2,34,0,20,2,19,17,8,9,2,8,5,4,15,11,0,10,30,0,0,3,6,14,7,1,5,0,0,5,35,5,5,1,3,25,38,15,0,0,2,0,11,4,19,18,7,17,3,0,21,16,0,2
"Ant190",0,11,3,3,0,13,6,40,10,0,0,0,5,5,3,0,7,16,8,0,5,28,2,4,0,1,0,2,0,0,2,1,9,12,10,7,2,10,3,8,4,20,19,13,0,2,1,12,0,7,3,0,1,3,3,3,0,5,4,6,0,7,11,12,0,4,0,2,2,0,9,8,0,6,0,5,0,0,2,20,1,0,4,8
"Ant195",10,1,4,14,0,1,12,0,0,0,5,6,0,0,26,6,0,8,0,10,7,2,0,1,1,3,17,17,9,1,6,4,6,0,7,5,14,2,6,0,4,1,10,0,6,2,0,0,3,0,6,1,0,0,9,0,13,9,0,15,6,5,4,6,1,15,0,10,4,0,0,0,4,8,0,0,4,0,0,5,27,9,1,5
"Ant198",16,0,42,0,32,12,0,0,0,25,6,4,0,0,14,4,0,0,0,2,1,0,4,1,8,0,1,4,9,3,1,0,14,0,15,0,4,20,4,11,0,16,3,0,4,14,0,7,15,1,14,3,0,0,5,5,0,0,0,0,15,0,7,0,0,15,5,4,0,0,2,0,29,3,3,22,23,3,0,0,4,1,0,0
"Ant207",9,0,8,11,2,4,5,0,1,3,25,0,0,0,20,25,0,3,4,5,10,4,0,1,11,7,11,16,19,4,10,5,12,0,11,1,5,14,10,8,3,4,7,2,5,6,0,9,6,0,7,3,9,5,0,1,6,4,0,6,18,3,5,4,3,19,2,5,1,0,6,0,15,0,9,14,10,3,0,3,14,6,0,2
"Ant215",5,7,2,0,0,6,2,5,15,0,0,1,23,4,0,3,3,17,7,7,3,6,27,5,6,1,4,0,0,0,0,8,13,27,6,9,1,13,8,11,4,6,22,18,1,19,9,25,0,20,1,3,0,5,1,0,1,15,6,4,0,17,13,21,1,0,0,11,6,0,16,12,2,5,0,21,0,0,17,12,0,1,2,26
"Ant219",2,21,4,3,4,3,3,0,10,4,7,0,2,1,3,5,3,27,7,13,11,3,0,1,0,10,20,4,4,1,5,31,16,0,1,7,14,10,18,9,7,3,23,11,3,2,3,8,0,0,5,0,13,0,6,1,0,16,0,10,3,1,3,18,1,6,0,8,2,0,3,4,0,12,1,2,2,0,0,1,8,6,8,3
"Ant232",3,13,2,1,0,5,18,4,6,0,1,3,6,6,8,0,6,54,21,0,15,23,2,1,0,20,3,3,1,0,2,14,14,12,2,3,5,1,5,12,7,30,8,0,0,2,7,16,0,16,0,5,9,0,4,15,16,0,3,13,1,23,11,42,0,9,0,5,4,0,3,1,0,10,0,12,1,0,0,5,1,2,11,4
"Ant242",0,2,2,0,0,14,5,10,12,0,0,0,35,43,0,0,16,1,1,0,2,23,3,7,0,13,1,0,0,0,0,5,30,34,0,7,0,1,0,0,9,14,2,12,0,0,5,6,0,20,0,4,0,0,0,6,0,3,0,0,0,23,0,18,0,0,0,0,17,0,1,11,0,3,0,19,0,0,8,11,0,0,6,0
"Ant255",1,0,16,6,0,4,3,1,2,16,1,2,1,0,4,2,0,3,0,4,10,4,4,0,0,0,13,14,9,0,3,3,32,1,19,1,3,4,0,6,3,4,3,0,1,2,0,46,0,0,5,6,15,0,6,4,10,13,0,0,0,1,1,5,1,10,0,10,0,0,7,0,2,1,2,2,2,0,0,1,10,2,0,4
"Ant257",16,0,34,6,11,6,4,0,0,2,4,12,0,0,25,4,0,0,0,6,1,4,0,0,24,0,20,31,22,11,3,3,5,0,12,0,10,13,6,10,0,1,2,0,11,1,0,12,12,0,35,0,6,15,18,0,3,1,0,0,0,0,0,0,0,17,2,5,0,0,0,0,17,2,11,12,16,0,0,0,6,4,0,0
"Ant263",0,11,1,4,0,4,5,6,39,0,0,0,7,6,5,0,3,5,30,3,3,10,2,6,3,5,8,0,3,2,0,7,3,13,3,19,0,0,10,18,12,24,36,6,4,13,4,4,0,33,5,7,5,0,3,17,1,23,23,1,0,0,9,6,0,2,0,3,11,0,6,1,3,4,0,14,1,0,0,2,2,3,5,8
"Ant289",7,1,3,1,0,5,4,3,23,3,3,0,3,0,9,0,1,24,0,6,20,10,12,4,0,15,9,5,2,1,2,12,11,7,0,10,2,3,7,29,5,12,33,6,4,20,11,3,0,0,5,11,4,7,5,13,3,11,0,1,0,9,0,11,4,8,0,11,3,0,2,0,3,3,0,1,3,0,0,11,4,0,4,7
"Ant318",2,13,22,0,0,19,26,10,36,1,5,0,7,16,5,1,16,37,13,11,12,20,2,11,2,24,23,1,3,0,4,32,21,13,15,17,0,2,5,32,22,14,74,8,3,10,8,32,0,10,1,12,6,0,4,21,18,42,18,5,0,6,11,0,0,5,0,3,22,0,20,16,2,36,0,23,0,0,7,38,6,0,6,15
"Ant324",1,0,9,2,0,0,4,0,1,0,1,0,0,0,2,3,0,0,0,1,2,0,0,0,1,0,1,0,2,1,1,1,1,0,7,0,6,1,0,11,3,0,6,0,4,4,0,10,0,0,3,0,1,0,3,1,1,0,0,1,0,0,4,0,0,6,0,4,0,0,6,0,2,0,0,2,0,0,0,1,1,0,0,4
"Ant332",18,1,18,15,2,8,11,3,7,8,10,23,0,0,44,23,1,7,0,2,31,10,2,2,9,5,32,10,65,15,14,7,17,2,14,1,29,15,4,15,4,8,11,0,14,8,0,4,10,0,25,4,15,15,19,0,6,9,0,10,17,2,8,5,6,0,1,22,2,0,8,0,13,7,2,18,10,0,0,3,13,22,2,6
"Ant342",24,0,0,0,11,0,0,0,0,45,3,38,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,38,0,0,5,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,9,12,0,0,0,0,0,0
"Ant353",19,0,13,8,3,2,8,0,7,5,10,6,0,0,29,9,1,1,7,8,13,4,3,0,17,0,27,10,12,12,3,0,12,1,23,2,9,6,8,25,0,15,3,5,4,5,0,24,1,0,15,2,10,4,5,11,8,5,0,10,5,3,11,3,4,22,0,0,0,0,6,0,3,2,2,13,8,0,0,3,1,6,0,2
"Ant356",0,20,1,0,0,17,13,0,14,0,2,0,20,40,1,1,23,22,5,1,5,73,1,11,0,22,6,0,0,1,7,15,2,16,1,13,3,1,2,1,15,13,22,17,2,1,41,4,1,5,0,2,4,0,1,6,2,4,17,0,0,11,3,22,0,2,0,0,0,0,7,17,0,20,0,0,0,0,29,23,12,0,21,6
"Ant380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant387",4,10,16,6,1,2,3,5,4,3,0,0,4,2,5,0,1,1,2,9,15,9,2,12,1,1,14,2,4,0,0,5,1,12,51,3,8,17,6,31,11,9,12,1,0,9,5,42,0,2,2,9,0,2,6,16,3,3,1,7,0,6,2,20,6,8,0,6,7,0,0,0,2,4,2,46,5,0,0,8,1,1,3,9
"Ant395",0,16,0,0,0,22,2,16,7,0,0,0,3,26,2,0,5,15,1,2,4,36,4,41,0,14,8,0,0,0,0,1,0,2,4,5,0,3,5,5,18,0,6,13,0,0,1,0,0,1,0,8,0,0,0,12,4,1,11,0,0,1,0,16,0,0,0,0,17,0,0,0,0,22,0,5,0,0,15,17,3,0,5,0
"Ant437",9,4,5,22,9,2,1,0,0,8,8,15,0,0,18,33,0,7,4,8,3,2,0,1,17,1,11,15,7,12,0,4,2,0,24,3,11,10,6,15,2,0,7,0,11,10,0,6,41,0,11,0,4,29,15,2,0,0,0,2,17,3,3,2,2,13,7,3,0,0,2,0,0,0,4,3,14,2,0,1,4,6,0,0
"Ant458",0,1,10,0,0,8,8,12,44,5,0,0,2,3,7,4,6,12,2,2,20,39,23,7,0,6,8,2,3,9,1,1,24,22,7,5,2,1,1,7,12,10,1,3,0,1,8,5,0,8,4,6,8,3,0,5,12,10,3,1,2,4,3,36,0,7,0,2,20,0,4,22,0,0,0,1,1,0,2,36,1,1,5,9
"Ant462",25,0,5,4,3,0,2,0,0,8,4,0,0,0,21,8,0,0,0,16,1,1,0,1,5,0,0,8,32,1,1,0,5,0,8,0,3,11,0,7,0,1,2,0,6,1,0,7,10,0,19,0,0,3,9,0,1,0,0,2,11,0,0,0,0,2,0,2,0,0,2,0,4,0,0,1,5,0,0,0,3,3,0,0
