"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant127","Ant131","Ant137","Ant140","Ant149","Ant156","Ant159","Ant169","Ant176","Ant190","Ant195","Ant207","Ant215","Ant232","Ant242","Ant257","Ant263","Ant289","Ant324","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant560","Ant593"
"Ant332",5,0,23,2,0,4,2,0,0,11,5,0,25,11,7,4,1,2,17,7,0,0,0,18,0,1,7,9,0,25,16,5,2,0,8,6,5,6,0,2,8,4,2,0,2,5,8,8,1,4,0,2,0,26,0,0,3,2,0,4,2,5,2,5,5,9,1,2,3,0,10
"Ant353",14,2,11,1,3,17,2,3,0,19,3,0,1,7,8,3,4,7,14,16,1,0,1,2,0,20,10,17,5,1,5,15,0,5,21,38,13,3,20,2,44,7,7,1,1,1,2,17,0,12,0,18,1,13,1,3,0,1,0,8,1,1,1,23,19,9,7,1,1,0,3
"Ant356",0,4,1,0,6,0,7,2,0,0,0,1,15,2,0,5,4,1,2,1,23,12,1,0,53,6,0,0,0,1,2,4,56,7,0,0,0,7,2,25,0,20,3,0,44,3,0,0,20,8,11,0,8,1,0,2,1,0,0,0,9,0,12,0,4,0,0,19,3,0,3
"Ant380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ant387",5,9,4,0,1,15,6,6,0,4,1,2,1,10,14,1,19,7,15,8,0,0,8,17,9,4,4,0,4,4,30,19,8,11,13,15,25,10,3,12,14,10,37,8,3,0,3,4,4,5,2,2,0,15,1,4,8,0,0,0,0,0,0,5,1,3,1,0,7,0,16
"Ant395",0,1,0,0,19,5,2,3,0,0,0,2,23,4,0,0,26,9,0,0,23,9,13,0,2,4,0,0,0,7,15,16,5,6,1,8,1,4,1,1,1,26,2,0,5,34,0,0,15,7,10,0,8,1,0,2,1,9,0,0,0,0,6,2,1,0,0,7,7,3,14
"Ant437",22,0,7,16,0,2,0,0,4,6,17,0,2,17,3,3,0,0,1,5,0,0,0,10,1,0,22,17,22,4,0,2,2,0,10,3,8,0,2,0,24,3,4,6,0,1,9,1,0,0,0,23,0,3,13,5,1,0,0,0,0,0,1,0,0,12,8,0,0,18,0
"Ant458",0,0,2,0,9,0,10,13,0,0,0,7,24,0,1,1,5,5,0,2,23,1,14,0,21,8,2,0,0,2,2,3,11,11,1,4,1,1,7,13,1,2,1,0,6,6,0,2,13,8,10,0,4,3,0,2,1,12,0,0,6,1,0,0,0,1,0,8,9,0,12
"Ant462",8,1,21,2,0,11,4,0,0,2,0,2,3,24,2,4,0,6,6,11,2,3,0,4,1,29,1,0,4,1,11,5,0,16,17,14,17,5,7,0,59,16,5,0,0,2,2,21,1,5,0,14,1,8,7,5,23,0,0,5,2,0,0,0,2,1,0,0,5,10,16
"Ant482",1,11,12,1,10,13,5,6,0,2,4,40,1,8,2,9,2,19,2,11,3,3,10,5,1,25,5,1,1,2,11,10,5,0,23,27,22,22,10,2,9,12,7,1,1,7,4,8,3,23,7,1,0,20,1,5,19,4,0,1,1,0,0,2,0,3,0,2,5,0,3
"Ant492",14,0,14,13,0,0,0,0,1,12,5,1,0,14,11,0,1,0,2,4,0,0,1,10,0,2,9,26,27,2,1,0,0,0,3,8,4,1,2,0,22,1,4,5,0,0,4,1,1,4,0,9,2,2,14,9,9,0,0,3,0,12,1,1,3,0,10,0,1,7,1
"Ant501",16,0,0,10,0,0,0,0,3,3,10,0,0,10,8,0,0,0,0,0,0,0,0,12,0,0,15,9,8,0,0,1,0,0,2,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,4,0,0,3,1,7,0,1,1,0,8,0,0,0,10,0,0,0,5,0
"Ant507",0,2,0,0,6,3,15,15,0,0,0,4,16,7,1,0,14,10,0,6,6,0,2,0,14,4,0,0,0,1,8,2,3,11,0,1,2,3,8,0,3,10,10,0,9,6,0,0,13,0,17,1,1,7,0,2,1,19,0,0,7,0,8,0,2,0,0,0,18,0,0
"Ant530",1,7,5,0,14,3,5,5,0,2,0,9,4,1,2,0,3,1,1,13,19,11,4,0,4,10,0,2,0,4,5,24,5,31,0,3,0,2,14,5,1,9,17,0,22,5,2,4,20,5,39,1,3,7,0,3,1,3,0,7,7,0,9,5,5,1,0,18,0,0,16
"Ant560",17,0,0,9,0,0,0,0,1,4,15,1,0,15,23,0,0,0,0,0,0,0,0,4,0,0,4,13,72,0,0,0,0,0,0,1,0,0,0,0,17,0,0,19,0,0,1,0,0,0,0,0,2,0,10,0,0,0,0,0,3,18,0,10,0,7,5,0,0,0,0
"Ant593",2,1,1,1,5,3,8,19,0,5,2,23,5,2,1,10,19,9,2,7,1,0,1,2,12,6,3,0,0,17,16,12,10,10,6,4,7,6,2,12,9,2,37,0,7,1,1,5,8,3,2,0,0,20,0,10,3,3,0,16,14,0,12,16,3,1,0,0,16,0,0
