"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant149","Ant153","Ant156","Ant159","Ant169","Ant176","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant219","Ant232","Ant242","Ant255","Ant257","Ant263","Ant289","Ant318","Ant324","Ant332","Ant342","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant552","Ant560","Ant564","Ant593"
"Ant38",18,0,0,18,10,0,7,0,3,0,0,5,0,0,14,12,0,2,0,0,5,2,0,0,2,0,7,20,1,4,2,0,6,0,15,0,4,4,2,0,0,0,6,0,8,12,0,0,3,0,14,0,18,0,3,0,2,3,1,3,3,0,0,0,0,23,0,0,0,0,2,0,6,0,0,4,5,1,0,4,7,14,0,0
"Ant60",34,0,0,17,1,0,1,0,0,24,5,0,0,0,8,31,0,1,0,3,2,0,0,0,20,0,5,3,20,2,0,0,2,1,9,0,9,8,4,0,0,0,6,0,38,0,0,7,50,0,23,0,4,16,11,0,0,2,0,0,5,0,0,0,0,2,27,4,0,0,0,0,26,0,0,4,8,9,0,0,12,3,0,0
"Ant64",0,0,0,0,0,17,0,11,0,0,0,0,0,21,0,0,2,0,0,0,0,8,1,2,0,16,0,0,0,0,0,14,9,17,0,6,0,0,3,7,5,1,6,9,0,2,22,5,0,23,0,0,0,0,0,7,0,6,10,0,0,0,0,25,0,0,0,1,18,0,5,0,0,0,0,5,0,0,22,21,0,0,1,0
"Ant158",0,14,0,0,0,34,0,0,4,0,0,0,21,0,0,0,11,0,0,0,0,22,5,13,0,17,0,0,0,0,0,7,0,2,0,13,0,0,0,0,13,7,4,17,0,0,20,0,0,11,0,0,0,0,0,4,3,2,25,0,0,0,0,1,0,0,0,0,22,0,1,6,0,3,0,1,0,0,16,1,0,0,1,0
"Ant196",20,1,26,17,27,0,13,2,4,8,14,8,0,0,0,21,0,15,5,9,14,5,0,1,33,1,35,39,22,12,4,0,13,5,45,0,34,38,8,3,0,29,3,0,31,10,0,16,11,0,60,0,9,7,23,7,4,16,2,5,26,4,9,5,7,32,3,29,0,0,0,1,36,2,16,11,32,1,0,2,18,35,2,3
"Ant202",15,1,6,30,3,0,9,4,0,3,12,31,0,0,21,0,0,7,0,2,0,4,0,2,5,0,4,31,16,21,14,1,5,0,10,0,15,7,1,4,1,0,3,0,3,5,0,7,18,0,18,0,26,1,16,0,5,0,0,12,3,0,0,4,0,15,0,1,0,0,0,0,18,0,2,14,10,2,0,0,10,14,2,6
"Ant209",0,6,2,0,0,0,0,6,18,0,0,0,2,11,0,0,0,6,8,3,0,12,1,6,0,6,2,0,0,4,11,11,0,25,4,9,2,9,21,6,7,5,1,17,1,0,4,17,0,7,0,0,2,0,0,3,0,2,14,0,0,0,3,16,0,2,0,5,0,0,3,0,0,1,0,4,0,0,0,3,0,1,0,2
"Ant252",2,10,1,3,3,0,5,12,5,0,2,1,0,0,15,7,6,0,33,2,8,6,0,8,2,18,24,4,2,14,3,14,4,11,3,1,2,14,9,13,33,5,29,24,2,13,0,1,0,3,7,10,10,1,14,8,4,9,19,4,3,11,14,18,0,21,0,6,0,0,0,1,0,7,14,6,4,0,0,3,6,10,5,15
"Ant268",1,3,13,3,0,0,0,4,2,1,0,0,0,0,5,0,8,33,0,0,6,1,0,16,3,6,0,0,0,2,1,7,24,3,11,2,6,3,2,6,3,0,0,8,0,7,3,12,0,3,3,0,0,3,6,2,0,1,9,0,0,0,0,14,7,0,0,10,10,0,4,3,3,5,0,4,0,0,0,3,3,1,0,1
"Ant308",8,3,11,5,2,0,11,0,0,0,0,3,0,0,9,2,3,2,0,0,0,3,0,2,9,0,3,8,7,0,4,3,1,0,12,3,21,20,2,3,0,0,28,0,9,0,0,21,4,0,7,1,1,10,7,4,4,5,6,3,2,0,0,2,13,0,1,13,0,0,10,5,3,2,3,20,3,0,0,0,2,5,0,8
"Ant311",5,1,3,3,0,2,18,12,4,1,5,2,0,0,14,0,0,8,6,0,0,4,0,0,0,5,7,7,3,10,4,11,11,4,8,0,2,8,8,1,4,17,13,0,2,9,1,4,0,0,3,8,24,9,2,3,17,1,1,7,0,2,22,7,0,14,0,2,0,0,7,2,6,9,0,14,2,0,0,10,6,1,2,1
"Ant620",3,11,3,2,0,11,5,2,8,0,2,0,8,22,5,4,12,6,1,3,4,0,8,10,1,17,1,6,0,0,2,36,1,15,7,23,0,2,3,20,1,18,12,22,0,5,96,1,0,4,4,12,4,0,15,14,14,2,31,0,0,3,26,8,0,5,0,0,42,0,3,45,0,3,3,0,0,0,8,10,3,3,12,5
"Ant0",0,6,0,0,0,10,0,4,0,0,0,0,1,5,0,0,1,0,0,0,0,8,0,3,0,22,0,0,0,0,0,1,0,8,0,5,0,0,0,0,0,1,1,2,0,0,9,6,0,0,0,14,0,0,0,13,0,0,15,0,0,0,0,6,0,0,0,9,9,0,0,2,0,2,0,0,0,0,4,9,0,0,0,0
"Ant13",0,12,0,0,0,1,0,2,5,0,0,0,2,13,1,2,6,8,16,2,0,10,3,0,0,4,3,2,0,1,3,24,8,35,2,5,3,0,5,16,16,5,12,9,0,16,7,11,0,22,0,7,0,7,1,1,2,2,13,0,0,1,7,6,0,2,0,0,13,0,3,13,0,2,1,6,0,0,16,9,0,0,2,0
"Ant23",15,0,1,7,2,0,7,0,0,7,2,20,0,0,33,5,0,2,3,9,0,1,0,0,0,0,18,5,8,3,0,0,0,1,18,0,14,23,6,0,2,1,0,0,20,0,0,4,5,0,17,0,1,4,2,1,0,3,0,0,4,0,0,1,0,7,1,21,0,0,2,0,17,0,3,5,7,1,0,0,7,20,0,0
"Ant27",1,0,3,1,0,38,5,5,14,0,0,0,16,17,1,0,6,18,6,0,5,17,22,4,0,0,6,0,0,0,3,20,7,5,0,16,0,0,5,18,26,15,19,12,0,5,0,5,0,1,0,9,0,0,1,10,3,5,7,0,0,9,8,12,0,1,0,0,33,0,1,30,0,14,0,0,0,0,5,23,2,0,2,9
"Ant29",22,7,8,19,0,0,21,7,0,1,7,5,0,0,35,4,2,24,0,3,7,1,0,3,18,6,0,12,10,4,7,7,6,3,8,0,20,10,24,2,2,7,7,0,6,13,0,10,8,7,8,5,11,1,20,0,14,2,2,16,3,2,2,9,2,20,0,10,0,0,0,1,3,1,4,3,15,0,0,1,15,14,2,0
"Ant42",20,0,0,46,2,0,6,1,0,2,20,3,0,0,39,31,0,4,0,8,7,6,0,2,5,0,12,0,17,12,16,0,0,2,11,0,24,18,3,0,1,0,24,0,7,0,0,0,4,0,81,0,17,0,6,0,1,0,0,17,14,1,0,5,3,25,0,1,0,0,1,0,3,0,31,0,4,0,0,6,13,24,2,0
"Ant43",27,0,41,11,17,0,3,0,0,18,1,20,0,0,22,16,0,2,0,7,3,0,0,0,8,0,10,17,0,29,0,0,11,0,9,0,25,18,0,0,0,0,1,0,31,0,0,5,12,0,43,0,3,20,17,0,1,0,0,2,18,0,1,0,0,13,3,15,0,0,0,0,14,0,0,6,17,4,0,0,13,9,0,0
"Ant55",13,0,0,15,18,0,1,0,0,13,4,2,0,0,12,21,4,14,2,0,10,0,0,1,3,0,4,12,29,0,1,0,8,2,7,0,14,21,2,0,2,2,2,1,0,0,0,0,4,0,22,2,5,0,8,0,2,0,1,1,2,0,0,3,0,4,2,2,0,0,1,0,5,0,8,1,7,0,0,4,7,6,0,2
"Ant63",1,2,0,7,0,0,2,6,5,0,2,0,0,0,4,14,11,3,1,4,4,2,0,3,0,3,7,16,0,1,0,3,0,9,5,0,4,3,29,0,1,8,4,2,0,8,1,11,2,0,19,0,0,1,4,0,6,6,0,0,0,1,3,5,1,11,0,0,1,0,0,2,0,0,0,2,3,0,0,0,11,11,0,8
"Ant91",0,27,5,0,0,18,0,35,5,0,0,0,14,7,0,1,11,14,7,3,11,36,1,24,0,20,7,0,0,0,3,0,7,21,0,11,3,3,4,23,14,4,10,5,0,34,14,0,0,22,6,45,1,0,0,9,8,1,20,0,0,12,7,24,0,0,0,8,37,0,18,6,0,8,0,0,0,0,0,9,0,0,2,2
"Ant97",0,10,21,4,2,9,0,12,7,21,6,2,9,0,13,5,0,4,24,1,11,1,0,8,0,7,6,0,11,8,0,7,0,7,25,4,10,14,20,13,12,38,27,5,0,10,8,13,3,8,18,20,7,19,13,4,16,27,9,0,1,3,13,24,7,0,0,4,11,0,22,7,12,3,1,1,4,0,0,4,1,4,1,9
"Ant98",0,9,14,4,0,14,0,13,10,0,0,1,17,2,5,0,25,11,3,0,4,15,8,35,1,5,3,2,0,2,9,21,7,0,0,0,2,0,1,8,13,7,3,13,2,17,16,5,0,17,0,9,1,2,0,15,3,10,18,1,2,1,6,11,0,7,0,0,21,0,6,5,0,10,0,0,1,0,1,32,3,0,1,1
"Ant100",6,1,26,4,8,0,9,5,6,13,15,9,0,0,45,10,4,3,11,12,8,7,0,2,18,0,8,11,9,7,5,0,25,0,0,0,8,16,7,21,0,1,5,0,4,1,1,10,0,0,16,6,8,5,13,4,3,0,0,4,13,0,0,7,8,6,0,32,0,0,9,3,5,0,6,9,11,0,0,2,3,4,0,0
"Ant109",0,22,5,0,0,12,0,5,17,0,0,0,6,13,0,0,9,1,2,3,0,23,5,5,0,16,0,0,0,0,0,11,4,0,0,0,0,0,4,29,9,20,8,12,0,1,18,0,0,2,0,5,0,0,0,23,3,2,39,1,0,0,12,13,0,0,0,0,34,0,4,68,0,4,0,0,0,0,0,13,0,0,5,0
"Ant113",5,0,19,18,2,0,0,2,0,5,4,9,0,0,34,15,2,2,6,21,2,0,0,3,14,0,20,24,25,14,4,3,10,2,8,0,0,25,6,0,0,1,4,0,11,7,0,11,0,0,9,1,5,5,4,0,2,4,3,6,5,4,4,7,3,4,1,25,0,0,11,0,19,3,2,5,13,0,0,0,12,9,4,1
"Ant115",1,1,23,11,5,0,0,5,0,24,4,8,0,0,38,7,9,14,3,20,8,2,0,0,23,0,10,18,18,21,3,3,14,0,16,0,25,0,9,2,0,0,1,0,4,2,0,16,5,0,24,2,8,9,10,8,17,5,0,17,11,0,5,2,11,30,0,17,2,0,7,0,15,2,2,13,10,0,0,0,5,19,0,0
"Ant124",1,4,4,6,3,0,1,0,4,1,2,4,3,0,8,1,21,9,2,2,8,3,0,5,6,5,24,3,0,2,29,4,20,1,7,4,6,9,0,2,2,6,26,2,0,6,2,4,0,3,2,3,9,1,3,11,9,2,7,4,0,1,19,6,0,29,0,7,4,0,0,11,0,0,5,3,4,0,0,6,5,9,0,12
"Ant127",0,16,9,2,0,0,0,6,34,0,0,0,7,0,3,4,6,13,6,3,1,20,0,16,0,18,2,0,0,0,0,23,13,8,21,29,0,2,2,0,26,2,9,38,4,0,19,19,0,3,3,13,0,0,0,2,2,8,20,0,0,2,3,29,0,0,0,16,1,0,14,3,0,18,0,24,1,0,26,4,0,1,0,11
"Ant131",0,2,7,1,0,2,0,21,1,0,0,0,5,13,0,1,7,33,3,0,4,1,0,16,2,26,2,1,0,2,1,14,12,13,0,9,0,0,2,26,0,1,15,28,0,14,12,6,0,18,0,11,0,3,0,6,13,15,49,0,0,6,2,18,0,5,0,10,9,0,17,0,0,10,1,2,2,0,6,28,0,1,0,1
"Ant137",9,0,14,3,3,4,11,5,5,1,0,0,1,7,29,0,5,5,0,0,17,18,1,5,1,15,7,0,0,2,8,4,38,7,1,20,1,0,6,2,1,0,13,2,1,12,3,2,0,7,8,5,2,3,2,7,5,5,10,0,0,0,14,9,0,5,0,0,8,0,15,15,0,9,14,0,0,0,1,1,22,0,11,7
"Ant139",0,3,7,12,8,2,12,26,17,11,6,6,6,4,3,3,1,29,0,28,13,12,1,12,0,19,7,24,1,2,4,10,27,3,5,8,4,1,26,9,15,13,0,3,0,4,3,12,2,8,2,17,6,3,18,13,18,4,18,0,0,13,23,12,1,15,0,12,10,0,2,10,4,12,3,6,0,0,0,6,3,3,2,21
"Ant140",3,29,7,0,0,0,0,10,15,0,0,0,9,17,0,0,17,24,8,0,0,22,2,9,0,12,0,0,0,1,2,5,5,13,0,12,0,0,2,38,28,2,3,0,0,30,18,0,0,3,0,2,0,0,0,15,0,7,16,0,0,6,0,24,0,0,0,0,12,0,2,0,0,20,0,2,0,0,5,18,0,0,3,5
"Ant149",36,5,17,16,38,0,9,6,5,5,8,38,0,0,31,3,1,2,0,9,2,0,0,0,20,0,6,7,31,0,0,0,0,2,4,0,11,4,0,4,0,1,0,0,0,1,0,10,9,0,33,2,0,4,11,0,2,0,2,0,38,3,1,6,5,2,9,30,0,0,5,0,41,0,2,22,27,1,0,0,10,26,0,3
"Ant153",3,17,6,0,1,0,9,5,24,0,12,0,2,0,10,5,0,13,7,0,9,5,0,16,0,5,13,0,0,0,8,34,10,17,1,1,7,2,6,0,14,12,4,30,1,0,2,6,0,0,9,1,38,0,2,21,0,11,7,2,0,1,22,4,1,1,0,4,0,0,14,6,8,4,0,4,4,0,0,4,1,1,14,1
"Ant156",0,6,0,0,0,6,0,8,1,0,0,0,22,20,0,0,4,0,3,0,1,96,9,7,0,0,0,0,0,0,1,14,8,16,1,18,0,0,2,19,12,3,3,18,0,2,0,0,0,6,0,8,0,0,0,5,1,4,24,1,0,2,1,11,0,0,0,0,49,0,8,0,0,8,0,3,0,0,13,9,0,0,0,1
"Ant159",13,3,29,8,0,0,7,5,0,15,0,7,5,0,16,7,17,1,12,21,4,1,6,11,4,5,10,0,5,0,11,0,13,5,10,0,11,16,4,19,6,2,12,0,10,6,0,0,4,1,11,7,3,10,8,0,7,0,7,0,3,0,6,11,8,3,0,9,0,0,26,0,2,0,5,16,6,1,0,4,12,4,3,0
"Ant169",10,0,5,14,5,0,0,0,0,60,3,50,0,0,11,18,0,0,0,4,0,0,0,0,5,0,8,4,12,4,2,0,3,0,0,0,0,5,0,0,0,0,2,0,9,0,0,4,0,0,19,0,2,12,8,0,0,0,0,0,7,0,0,0,0,0,10,7,0,0,0,0,8,0,0,1,0,2,0,0,0,8,0,6
"Ant176",0,0,1,0,0,22,0,8,7,0,0,0,23,11,0,0,7,3,3,0,0,4,0,22,0,1,7,0,0,0,0,22,8,17,0,2,0,0,3,3,18,7,8,3,0,0,6,1,0,0,0,8,0,1,1,3,3,0,17,0,0,0,0,20,0,0,0,0,5,0,5,22,0,2,0,6,0,0,3,15,0,0,6,0
"Ant186",27,0,12,82,61,0,11,2,0,17,14,23,0,0,60,18,0,7,3,7,3,4,0,0,17,0,8,81,43,22,19,6,18,0,16,0,9,24,2,3,0,8,2,0,33,9,0,11,19,0,0,0,9,7,20,0,13,3,4,8,21,0,2,2,0,33,58,13,0,0,2,3,35,2,13,8,6,53,0,1,12,47,0,0
"Ant190",2,8,8,0,1,5,0,6,9,0,0,0,0,0,0,0,0,10,0,1,8,12,14,7,0,9,5,0,0,2,0,45,20,9,6,5,1,2,3,13,11,5,17,2,2,1,8,7,0,8,0,0,1,0,2,20,0,0,7,8,0,1,3,6,0,2,0,4,6,0,16,0,2,2,0,0,0,0,0,9,0,0,1,0
"Ant195",7,0,0,16,0,0,3,0,0,2,18,4,0,0,9,26,2,10,0,1,24,4,0,0,1,0,11,17,3,5,0,1,7,1,8,0,5,8,9,0,0,2,6,0,0,38,0,3,2,0,9,1,0,0,8,0,14,0,5,2,7,0,0,0,0,15,0,1,0,0,0,2,1,0,0,1,4,0,0,0,10,11,0,1
"Ant198",6,0,58,3,8,0,0,0,0,7,0,16,0,0,7,1,0,1,3,10,9,0,0,7,4,0,1,0,20,0,1,0,19,2,5,0,5,9,1,0,3,3,3,0,4,0,0,10,12,1,7,0,0,0,1,0,2,2,0,2,11,0,0,2,20,4,0,6,0,0,5,0,6,0,2,17,9,4,0,0,13,3,0,0
"Ant207",14,1,5,4,14,0,7,3,4,2,3,11,0,0,23,16,0,14,6,7,2,15,0,1,2,1,20,6,17,8,4,0,13,0,13,0,4,10,3,0,0,2,18,0,11,2,0,8,8,1,20,2,8,1,0,1,4,8,1,4,2,0,12,0,0,15,1,7,3,0,3,0,13,2,1,8,5,0,0,0,28,10,1,0
"Ant215",0,14,3,4,0,1,1,19,28,0,0,0,7,4,7,0,3,8,2,4,3,14,13,1,1,10,0,0,0,0,0,9,4,15,4,23,0,8,11,2,6,7,13,15,0,21,5,0,0,3,0,20,0,0,1,0,9,18,16,0,0,2,11,9,0,0,0,0,26,0,0,24,0,24,0,0,0,0,4,19,0,1,10,17
"Ant219",10,1,3,6,0,0,9,4,8,0,2,0,0,3,4,5,0,4,0,4,17,14,0,2,0,3,14,1,1,2,6,8,16,3,3,3,2,17,9,2,13,5,18,0,2,0,1,7,0,3,13,0,14,2,4,9,0,5,3,1,2,5,11,22,0,18,0,0,2,0,0,18,0,7,2,9,0,0,4,9,10,0,6,3
"Ant232",6,22,11,0,5,1,7,9,12,0,3,2,6,2,16,0,2,9,1,5,1,2,0,2,3,5,2,0,0,0,6,1,27,10,0,2,4,5,2,8,15,5,4,7,0,11,4,0,0,0,3,0,0,2,8,18,5,0,9,0,0,0,6,27,1,1,0,7,1,0,1,1,0,28,0,8,0,0,0,7,6,2,5,7
"Ant242",0,12,7,2,0,17,0,0,9,0,1,0,10,25,2,0,14,19,9,6,1,31,15,13,0,7,2,0,0,1,0,20,9,18,0,39,3,0,7,20,49,10,18,16,2,7,24,7,0,17,4,7,5,0,1,16,3,9,0,4,1,0,24,26,1,1,0,1,17,0,10,36,0,12,0,11,0,0,1,34,5,0,4,3
"Ant255",3,0,15,4,2,0,0,1,0,0,3,0,0,0,5,12,0,4,0,3,7,0,0,0,0,0,16,17,2,1,0,0,0,1,4,1,6,17,4,0,0,0,0,0,0,2,1,0,0,0,8,8,2,2,4,0,1,0,4,0,0,0,0,0,2,8,0,3,0,0,2,0,15,0,1,8,0,0,0,0,4,3,0,7
"Ant257",27,0,3,7,2,0,0,0,0,5,3,5,0,0,26,3,0,3,0,2,0,0,0,0,4,0,3,14,18,2,0,0,1,2,13,0,5,11,0,0,0,0,0,0,38,0,0,3,7,0,21,0,7,11,2,0,2,0,1,0,0,0,0,4,0,15,13,2,0,0,0,0,16,1,0,6,4,1,0,0,5,7,0,0
"Ant263",3,10,1,3,0,0,0,5,6,0,0,0,0,0,4,0,0,11,0,0,2,3,0,1,0,9,2,1,0,0,1,12,3,1,0,0,4,0,1,2,6,0,13,6,3,1,2,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,6,23,0,0,0,1,1,0,0,10,0,16,1,2,0,0,0,2,0,0,2,1
"Ant289",0,7,0,4,0,8,1,9,11,0,0,0,0,0,9,0,3,14,0,0,22,26,0,7,0,8,2,0,1,0,3,7,13,6,0,12,4,5,19,3,2,14,23,0,1,22,1,6,0,0,2,3,0,0,12,11,11,6,24,0,0,6,0,10,0,3,0,3,12,0,3,55,0,28,0,19,0,0,0,6,1,1,1,13
"Ant318",0,24,3,0,0,9,2,19,37,0,0,0,25,1,5,4,16,18,14,2,7,8,6,6,1,12,9,5,0,3,5,24,24,11,7,13,7,2,6,29,18,9,12,24,6,4,11,11,0,20,2,6,0,2,0,9,22,27,26,0,4,23,10,0,11,8,0,13,3,0,23,20,1,32,0,24,1,0,0,29,8,0,8,2
"Ant324",3,0,10,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,7,13,0,0,0,0,0,0,2,3,0,0,1,0,7,0,8,0,3,11,0,0,0,0,1,0,5,1,0,8,0,0,0,0,0,20,0,0,0,1,1,2,0,0,0,11,0,1,0,10,0,0,0,0,1,0,0,11,1,0,0,0,0,1,0,0
"Ant332",17,0,3,14,23,0,1,10,0,0,23,2,0,0,32,15,2,21,0,0,14,5,0,2,7,1,20,25,13,4,11,0,0,7,6,0,4,30,29,0,5,5,15,0,2,1,0,3,0,0,33,2,15,4,15,0,18,1,1,8,15,0,3,8,1,0,1,1,2,0,0,0,8,0,2,0,14,0,0,3,19,5,2,8
"Ant342",18,0,0,0,18,0,0,0,0,3,0,27,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,10,0,58,0,0,0,1,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,22,0,0,0,0,0,0
"Ant353",9,2,12,16,4,0,1,8,1,1,0,4,1,0,29,1,5,6,10,13,2,0,9,0,21,0,10,1,15,2,0,8,4,0,32,0,25,17,7,16,10,0,12,0,30,4,0,9,7,0,13,4,1,6,7,0,0,7,1,3,2,1,3,13,10,1,0,0,3,0,28,0,7,0,16,25,19,0,0,4,30,5,0,0
"Ant356",1,14,1,0,0,8,0,2,6,0,0,0,18,22,0,0,0,0,10,0,0,42,9,13,0,33,0,0,0,0,1,37,11,21,0,34,0,2,4,1,9,8,10,12,0,0,49,0,0,5,0,6,0,0,3,26,2,1,17,0,0,1,12,3,0,2,0,3,0,0,1,33,0,8,0,2,0,0,1,15,2,2,1,0
"Ant380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant387",0,4,15,5,0,7,1,10,17,2,2,0,5,1,0,0,3,0,4,10,7,3,0,3,2,1,0,1,0,1,0,18,22,6,9,4,11,7,0,14,17,15,2,2,5,14,8,26,0,5,2,16,0,5,3,0,0,1,10,2,0,0,3,23,0,0,0,28,1,0,0,0,3,5,1,39,1,0,0,5,6,3,2,0
"Ant395",0,2,5,1,0,18,0,4,10,0,0,0,0,6,1,0,0,1,3,5,2,45,2,13,0,30,1,0,0,0,2,6,7,5,3,68,0,0,11,3,0,15,10,0,0,6,0,0,0,22,3,0,2,0,0,24,18,1,36,0,0,10,55,20,0,0,0,0,33,0,0,0,0,5,1,1,0,0,0,3,3,0,10,0
"Ant437",42,0,12,7,2,0,0,0,0,10,6,26,0,0,36,18,0,0,3,3,6,0,0,0,17,0,3,3,14,5,0,0,12,0,5,0,19,15,0,0,0,0,4,0,41,8,0,2,8,0,35,2,1,6,13,0,0,0,0,15,16,0,0,1,1,8,7,7,0,0,3,0,0,0,0,26,3,3,0,0,2,20,0,0
"Ant458",0,0,15,0,0,10,5,5,18,0,0,0,0,3,2,0,1,7,5,2,9,3,2,2,0,14,1,0,0,0,0,8,3,10,0,4,3,2,0,18,10,9,12,20,0,4,8,0,0,2,2,2,0,0,2,24,7,28,12,0,1,16,28,32,0,0,0,0,8,0,5,5,0,0,0,12,0,0,0,9,0,0,11,9
"Ant462",12,0,9,4,0,0,1,1,0,0,0,0,0,0,16,2,0,14,0,3,0,3,0,1,3,0,4,31,0,8,0,0,1,0,6,0,2,2,5,0,1,14,3,0,2,0,0,5,0,0,13,0,0,2,1,0,2,0,0,1,0,1,0,0,0,2,0,16,0,0,1,1,0,0,0,3,16,0,0,3,8,7,0,0
