"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant127","Ant131","Ant137","Ant140","Ant149","Ant156","Ant159","Ant169","Ant176","Ant190","Ant195","Ant207","Ant215","Ant232","Ant242","Ant257","Ant263","Ant289","Ant324","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant560","Ant593"
"Ant196",20,1,34,0,7,5,6,2,0,21,35,1,0,0,17,3,5,11,23,6,2,4,0,15,3,48,28,19,9,5,1,15,0,0,33,8,9,6,56,0,9,0,5,3,7,8,24,9,2,5,0,17,2,11,0,24,22,1,0,4,3,17,1,12,9,9,8,0,8,30,4
"Ant202",10,2,5,12,3,3,5,1,2,18,5,0,0,17,0,3,4,0,3,1,0,0,0,11,0,1,12,17,7,4,0,8,0,0,7,1,4,0,10,0,21,0,21,4,0,1,1,13,0,1,0,17,1,2,0,14,6,0,0,2,1,5,4,3,3,6,15,0,0,7,3
"Ant209",1,1,1,0,6,3,3,5,0,1,4,0,1,3,3,0,11,2,4,1,0,0,4,0,13,0,1,1,0,15,5,7,0,6,5,6,0,0,9,1,0,16,22,0,1,0,0,2,2,10,0,0,0,9,0,0,3,1,0,0,2,0,0,1,0,2,0,1,0,2,15
"Ant252",1,26,0,0,0,16,19,10,0,3,0,3,7,5,4,11,0,5,11,18,15,2,3,0,34,15,1,0,0,6,30,12,14,9,1,6,5,29,21,7,0,8,13,0,26,5,0,2,4,35,5,0,7,31,0,8,0,3,0,14,6,0,17,0,9,0,0,8,2,5,22
"Ant268",0,2,0,0,0,1,2,3,0,2,0,5,10,11,0,2,5,0,2,6,12,3,4,0,14,12,1,0,0,0,9,10,3,3,6,0,11,8,7,1,0,3,4,0,7,12,0,11,3,6,9,2,1,0,0,1,4,5,0,4,5,0,0,3,15,1,0,2,9,8,6
"Ant308",7,0,2,1,0,0,0,0,0,4,2,0,0,23,3,4,11,2,0,0,0,2,0,2,0,1,25,5,0,8,0,3,3,3,14,6,0,0,3,4,2,0,7,1,0,0,14,16,0,1,0,7,0,3,0,6,2,0,0,0,0,4,5,5,0,2,0,0,3,3,11
"Ant311",2,0,2,0,0,1,15,15,0,3,6,1,0,6,1,1,18,6,0,0,13,0,11,10,14,4,0,0,0,2,7,15,5,3,1,6,8,9,7,0,0,19,11,0,9,20,1,1,8,7,4,1,12,21,2,6,4,5,0,11,16,0,9,1,0,2,0,1,9,0,8
"Ant620",0,17,0,0,21,14,13,8,0,0,0,12,8,2,0,0,15,12,0,13,0,5,4,8,2,5,0,0,0,0,17,16,13,21,1,1,14,3,9,1,0,17,12,0,6,5,0,10,27,11,8,0,11,3,5,0,4,5,0,14,2,0,6,1,3,0,0,0,15,5,3
"Ant0",0,4,0,0,5,1,0,0,0,0,0,14,0,4,0,0,2,3,2,0,5,2,0,0,14,0,0,0,0,0,0,15,3,0,1,0,0,5,0,6,0,3,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,1,0,0
"Ant13",0,14,2,0,22,1,2,7,0,2,0,2,14,0,0,4,3,4,0,11,4,0,0,2,2,0,4,0,0,1,14,9,14,7,1,1,2,5,5,24,0,2,24,0,1,2,1,0,25,11,59,0,4,12,0,0,2,7,0,13,2,0,10,0,0,0,0,2,1,0,6
"Ant23",6,2,0,7,0,0,3,0,0,1,4,0,1,15,11,0,0,0,2,10,8,0,2,0,4,2,9,13,10,1,2,32,0,0,10,0,9,2,0,0,12,0,27,4,0,2,0,8,2,11,2,11,3,0,3,6,7,0,1,4,1,9,0,13,13,8,4,0,5,4,0
"Ant27",0,23,1,1,6,40,18,15,0,0,0,3,7,3,0,13,34,14,0,14,2,14,2,4,0,15,0,0,0,3,27,8,11,23,4,1,16,17,12,7,0,24,11,0,17,1,0,3,19,28,3,0,10,43,0,2,0,5,0,7,36,0,3,2,0,3,0,24,0,1,7
"Ant29",16,15,6,0,1,8,18,2,0,2,1,5,3,48,1,0,15,12,1,4,5,0,0,2,15,0,3,0,0,0,0,48,0,0,12,7,7,16,17,0,2,4,10,0,16,5,4,9,7,16,3,1,12,28,1,23,11,4,0,0,14,1,0,7,19,2,0,0,6,2,12
"Ant42",26,1,16,1,0,6,0,1,0,24,11,0,0,28,12,1,1,1,25,0,0,0,4,9,0,3,0,23,0,7,2,0,0,0,51,9,0,4,0,2,10,1,4,15,0,0,15,14,0,4,0,9,0,3,4,20,5,0,1,0,0,3,0,10,0,7,0,4,0,19,2
"Ant43",11,3,12,13,0,2,1,0,8,4,10,0,0,19,17,1,0,0,5,0,0,0,0,13,0,0,23,0,10,1,0,17,0,0,7,1,0,1,1,0,23,0,7,15,0,0,4,8,0,0,0,7,0,0,0,4,10,0,0,0,0,12,0,8,3,8,4,0,2,9,0
"Ant55",11,0,0,8,0,0,0,0,2,0,6,0,0,9,7,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,7,8,0,0,0,0
"Ant63",0,0,0,3,0,1,0,2,0,2,13,0,0,5,4,15,6,0,8,2,0,0,1,1,3,0,7,1,0,0,0,10,0,2,7,13,0,0,5,1,3,2,7,2,0,2,5,4,0,2,0,1,0,7,0,11,0,0,0,3,1,3,0,2,0,3,0,0,0,2,3
"Ant91",0,3,0,0,34,6,10,14,0,0,0,9,29,1,0,5,30,9,0,7,17,0,14,2,27,0,2,0,0,0,0,8,24,10,3,0,0,17,4,2,0,23,2,0,19,17,0,0,22,11,3,0,7,9,0,0,2,43,0,8,3,0,7,1,0,0,0,8,4,1,8
"Ant97",10,1,2,1,7,21,21,2,0,1,1,8,5,15,8,7,12,10,3,15,16,15,9,32,8,48,0,17,0,10,8,0,1,4,6,4,46,10,29,1,5,3,10,0,2,14,0,11,7,10,5,0,20,1,2,2,23,1,0,3,13,5,5,8,44,2,0,0,28,5,10
"Ant98",0,5,0,0,13,1,8,7,0,0,0,2,31,0,0,0,14,3,3,5,13,3,14,0,11,0,0,0,0,0,24,1,0,3,0,3,14,17,2,15,0,11,18,0,16,29,0,0,12,8,16,0,0,4,0,0,0,20,0,11,10,0,19,0,0,0,0,10,10,4,1
"Ant109",0,4,0,0,3,0,4,4,0,1,0,0,13,0,0,6,9,3,3,3,21,0,7,0,23,0,0,0,0,2,10,4,3,0,0,1,0,7,2,2,0,7,4,0,14,11,0,5,9,5,0,0,8,12,0,5,0,18,0,12,14,0,2,0,0,0,0,8,0,0,11
"Ant113",26,0,26,3,0,5,1,4,0,21,12,0,1,33,7,5,1,6,14,1,1,1,1,10,4,12,51,7,0,7,3,6,0,0,0,14,3,6,3,1,12,0,3,9,0,2,5,11,1,7,0,13,3,4,8,10,10,0,2,1,0,6,0,10,0,11,0,0,0,24,5
"Ant124",3,1,9,0,0,2,3,3,0,1,3,1,0,8,1,6,6,0,6,6,1,0,1,0,1,7,9,1,0,13,0,4,3,1,14,0,0,4,3,5,0,0,5,1,1,0,9,4,5,2,0,6,4,6,0,9,3,0,0,0,2,5,1,1,3,1,0,0,11,13,14
"Ant127",0,13,0,0,0,11,13,1,0,0,1,12,1,9,4,0,5,11,0,8,14,0,2,9,16,7,0,0,0,0,0,46,14,0,3,0,0,15,23,3,0,3,35,0,15,13,0,18,16,11,1,1,18,1,0,0,18,0,0,12,25,3,12,0,54,4,0,3,12,5,18
"Ant131",1,4,0,0,14,8,8,9,0,2,0,33,15,6,0,0,29,8,0,9,3,5,5,2,17,16,4,1,0,0,17,10,17,7,6,4,15,0,5,7,0,5,13,0,8,20,0,0,0,20,52,2,2,4,2,7,4,7,0,3,37,0,13,0,0,0,0,6,5,1,1
"Ant137",0,20,6,0,5,7,17,20,0,0,0,0,6,56,10,9,21,7,3,7,9,0,5,0,12,17,0,1,0,5,4,29,2,2,3,3,23,5,0,6,1,2,6,0,4,7,0,14,5,16,3,4,8,2,6,5,9,0,0,4,6,1,0,4,10,1,0,2,3,6,9
"Ant140",0,3,0,0,18,9,2,8,0,1,1,2,25,0,0,1,7,1,4,0,1,6,24,0,7,0,2,0,0,1,2,1,15,2,1,5,3,7,6,0,0,20,1,0,1,3,1,0,0,0,19,0,6,1,0,1,0,0,0,3,0,0,22,0,4,0,0,4,1,1,1
"Ant149",28,0,5,9,0,0,1,0,3,11,17,0,0,9,21,0,0,0,2,0,0,0,0,12,0,2,10,23,32,3,0,5,0,0,12,0,0,0,1,0,0,0,12,15,0,3,4,1,0,1,0,5,7,2,0,4,2,0,0,0,0,6,0,0,0,10,8,0,1,2,1
"Ant156",0,1,2,0,20,4,3,10,0,0,0,29,7,0,0,16,8,3,0,19,17,3,2,0,24,4,1,0,0,2,23,3,11,7,0,0,3,5,2,20,0,0,1,0,14,4,0,4,8,8,4,2,3,1,0,0,2,28,0,8,31,0,17,0,1,0,0,18,25,0,1
"Ant159",0,2,2,0,4,18,7,9,0,0,3,4,1,5,21,22,13,4,7,11,12,0,24,27,11,10,4,7,1,7,2,10,18,4,3,5,35,13,6,1,12,1,0,1,3,19,3,7,8,20,3,0,27,2,0,0,5,2,0,13,4,2,6,5,1,4,1,0,3,3,3
"Ant169",17,0,9,14,0,0,0,0,30,3,4,0,0,3,4,0,0,0,1,0,0,0,0,4,0,0,15,15,1,2,0,0,0,0,9,1,0,0,0,0,15,0,1,0,0,0,3,0,0,0,0,7,0,0,0,0,2,0,0,0,0,9,0,0,0,2,2,0,0,1,0
"Ant176",0,16,0,0,16,3,23,22,0,0,0,15,22,7,0,1,26,7,0,9,6,0,1,0,17,16,0,0,0,0,19,2,16,14,0,1,15,8,4,1,0,14,3,0,0,2,0,2,6,2,5,0,1,9,0,0,0,5,0,1,24,0,4,0,0,0,0,11,0,0,9
"Ant190",0,8,0,0,9,1,13,28,0,0,0,4,1,8,1,0,5,12,0,20,5,1,2,2,1,5,0,0,0,2,17,14,29,11,2,0,13,20,7,3,3,4,19,0,2,0,0,1,5,20,2,0,3,0,7,0,1,1,0,3,47,0,4,0,10,2,0,2,5,2,3
"Ant195",7,0,11,8,0,0,0,0,0,6,6,0,0,24,1,0,0,0,14,1,0,0,1,0,0,4,15,4,0,5,0,0,0,0,5,9,0,0,0,1,4,0,3,3,0,0,0,8,2,1,0,1,0,4,0,10,5,0,0,0,0,15,0,1,0,7,0,1,0,12,0
"Ant207",9,0,5,1,2,8,4,3,0,7,9,2,0,9,13,2,2,11,16,1,10,0,0,8,3,9,14,8,1,4,0,11,0,5,11,4,18,0,14,0,1,4,7,0,2,1,8,0,8,6,1,14,2,3,4,10,15,0,0,2,0,4,1,5,18,7,0,0,0,14,5
"Ant215",0,13,3,0,28,14,0,22,0,1,0,11,10,2,0,2,4,3,0,8,27,6,25,2,19,7,0,0,0,0,22,7,12,9,1,5,16,0,5,0,0,8,8,0,6,5,2,8,0,2,3,0,8,0,1,1,4,11,0,5,6,0,3,0,2,0,0,9,3,0,2
"Ant232",4,2,2,0,6,2,32,22,0,3,0,11,4,5,1,10,35,6,1,7,11,0,11,11,28,16,4,0,0,2,11,10,8,5,7,2,11,20,16,0,1,8,20,0,2,20,1,6,2,0,4,0,16,29,1,0,3,4,0,17,19,0,18,0,5,0,0,11,14,2,16
"Ant242",0,4,0,0,4,0,5,3,0,0,0,16,32,0,0,0,5,9,0,4,8,0,59,2,3,3,0,0,0,0,3,5,16,0,0,0,1,52,3,19,0,4,3,0,5,2,0,1,3,4,0,0,0,0,0,1,0,9,0,3,1,0,13,0,0,0,0,0,11,0,1
"Ant257",15,1,4,8,0,4,0,0,1,7,7,0,0,17,17,0,0,2,7,1,0,0,0,11,0,1,9,7,4,1,0,0,0,0,13,6,1,2,4,0,5,2,0,7,0,0,1,14,0,0,0,0,0,3,7,10,3,0,0,0,0,7,0,7,11,5,1,0,3,8,1
"Ant263",1,4,0,0,3,2,9,20,0,1,0,0,2,2,1,0,7,1,0,12,11,0,4,3,10,12,0,0,0,0,7,20,0,8,3,4,18,2,8,6,7,3,27,0,1,3,0,2,8,16,0,0,0,4,0,1,15,19,0,4,3,3,20,0,1,0,0,8,3,1,11
"Ant289",2,0,8,3,3,22,3,6,0,0,3,0,1,11,2,9,31,0,3,21,3,0,12,0,43,28,3,0,0,7,9,1,4,12,4,6,1,4,2,1,2,1,2,0,9,0,4,3,0,29,0,3,4,0,6,6,0,0,0,4,8,1,8,3,0,0,0,4,1,5,18
"Ant324",0,0,1,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,2,5,0,0,3,0,1,4,0,0,0,0,2,0,0,8,0,0,2,6,0,0,0,0,0,0,7,0,4,1,1,0,7,0,6,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,7,0
"Ant332",13,0,9,0,2,13,9,3,0,7,7,0,2,24,14,0,8,1,6,6,0,0,0,6,2,23,20,4,0,11,0,2,0,5,10,9,0,7,5,1,4,0,0,0,0,0,10,10,1,0,1,10,1,6,1,0,6,0,0,2,1,5,0,0,1,10,0,0,2,22,1
"Ant353",23,3,6,0,0,6,2,3,0,3,8,0,0,22,6,3,0,4,2,4,4,1,2,7,0,11,5,10,0,0,2,23,0,0,10,3,18,4,9,0,2,2,5,2,0,1,5,15,4,3,0,3,15,0,1,6,0,0,0,1,2,9,0,9,13,5,0,1,0,14,1
"Ant356",0,0,2,0,26,2,1,4,0,0,0,3,38,1,0,1,3,5,0,5,5,0,7,0,5,4,0,0,0,0,43,1,20,18,0,0,0,7,0,0,0,28,2,0,5,1,0,0,11,4,9,0,19,0,0,0,0,0,0,5,2,0,29,0,0,0,0,42,9,0,3
"Ant380",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant387",0,21,0,0,1,1,11,2,0,0,0,1,0,4,2,0,14,4,0,11,14,2,13,4,7,0,0,0,0,3,8,3,11,12,1,0,12,3,4,3,0,8,13,0,1,3,0,2,5,17,3,0,4,4,3,2,1,5,0,0,5,0,11,1,11,1,0,7,3,3,19
"Ant395",7,1,0,0,22,2,19,15,0,0,0,4,1,3,1,2,6,5,0,16,2,0,2,1,36,14,0,0,0,1,3,13,10,14,0,2,25,37,6,0,0,31,4,0,24,47,0,0,6,19,1,0,3,8,0,1,2,2,0,5,0,0,4,0,0,0,0,7,15,0,1
"Ant437",14,0,10,15,0,0,0,0,9,12,15,0,1,17,5,0,0,0,4,0,0,0,0,9,0,1,3,12,13,3,0,5,0,0,6,5,3,0,1,0,6,0,2,9,0,0,15,4,0,0,0,7,3,1,0,5,9,0,0,0,0,0,0,4,24,16,3,0,2,13,0
"Ant458",0,1,0,0,0,1,5,6,0,0,0,4,8,1,4,0,17,0,5,9,6,0,10,0,3,0,0,0,0,0,7,5,19,2,0,1,12,13,0,22,0,17,6,0,4,4,0,1,3,18,13,0,20,8,0,0,0,29,0,11,4,0,0,0,2,0,0,13,0,1,3
"Ant462",6,3,13,6,0,0,0,0,0,2,3,0,0,12,3,1,0,3,5,1,1,0,0,13,2,7,10,8,0,2,1,8,0,0,10,1,0,0,4,0,0,0,5,0,0,0,1,5,0,0,0,7,0,3,1,0,9,0,0,1,0,4,0,0,4,17,0,0,6,10,2
"Ant482",6,2,0,0,2,0,5,2,0,0,1,2,1,9,3,0,9,15,0,0,3,6,0,13,0,19,0,3,0,0,0,44,0,0,0,3,54,0,10,4,0,1,1,0,0,10,0,18,2,5,0,11,1,0,0,1,13,0,0,11,0,24,2,4,0,2,0,0,10,19,0
"Ant492",12,1,0,3,0,0,1,0,1,11,4,0,0,9,6,2,0,1,2,2,0,0,0,8,3,2,7,8,7,3,0,2,0,0,11,1,4,0,1,0,10,0,4,2,0,2,7,7,0,0,0,5,0,0,0,10,5,0,0,1,0,16,0,17,2,0,2,0,1,10,0
"Ant501",11,0,0,23,0,0,0,0,1,0,7,0,0,8,15,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
"Ant507",0,1,0,0,9,2,12,9,0,0,3,3,1,0,0,1,8,2,0,1,0,0,2,0,24,0,4,0,0,0,8,0,10,8,0,0,3,6,2,4,0,18,0,0,11,2,1,0,9,11,0,0,8,4,0,0,1,42,0,7,7,0,13,0,0,0,0,0,0,0,0
"Ant530",0,11,1,0,25,0,0,11,0,0,0,20,9,8,0,0,2,9,3,9,15,1,1,5,0,6,0,2,0,0,4,28,10,0,0,11,12,5,3,1,1,25,3,0,0,5,0,0,3,14,11,3,3,1,0,2,0,9,0,3,15,2,0,6,10,1,0,0,0,0,0
"Ant560",7,0,35,0,1,4,5,0,0,7,1,0,0,30,7,2,5,8,3,0,5,0,0,4,1,2,19,9,0,2,1,5,4,0,24,13,5,1,6,1,2,0,3,1,0,2,12,14,0,2,0,8,1,5,7,22,14,0,0,3,0,13,1,10,19,10,0,0,0,0,5
"Ant593",0,6,4,0,32,6,9,10,0,3,2,5,3,4,3,15,22,6,11,8,3,0,6,0,7,12,2,0,0,3,8,10,1,11,5,14,18,1,9,1,1,1,3,0,9,3,0,5,2,16,1,1,11,18,0,1,1,3,0,19,1,0,3,2,0,0,0,0,0,5,0
