"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant149","Ant153","Ant156","Ant159","Ant169","Ant176","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant219","Ant232","Ant242","Ant255","Ant257","Ant263","Ant289","Ant318","Ant324","Ant332","Ant342","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant552","Ant560","Ant564","Ant593"
"Ant458",1,9,8,1,0,17,6,17,10,0,1,2,19,7,13,3,24,16,3,9,3,9,5,10,3,11,5,0,0,5,2,13,3,7,2,21,8,5,10,14,29,15,29,20,1,23,9,16,0,28,4,3,4,4,2,14,9,16,7,5,0,4,21,8,2,7,0,5,10,0,2,4,4,0,1,23,2,0,9,15,5,6,12,4
"Ant462",3,0,0,19,2,0,4,1,0,4,1,3,14,0,23,6,0,6,0,1,0,0,0,1,12,3,2,14,35,2,0,2,61,0,1,1,4,5,0,10,1,3,5,0,2,0,0,6,0,0,11,1,4,1,4,2,4,5,2,0,1,0,0,0,1,0,0,5,2,0,2,0,2,1,0,3,7,0,1,0,3,4,1,9
"Ant482",3,36,25,0,4,5,13,9,1,4,0,3,16,0,13,0,2,0,8,10,1,4,3,0,13,9,0,0,9,0,0,5,9,5,3,3,8,11,19,0,2,24,15,4,10,62,7,7,13,0,3,14,1,6,8,3,1,15,0,2,0,2,14,0,1,4,0,11,5,0,3,20,1,23,3,0,40,0,2,0,2,1,0,0
"Ant492",23,1,11,4,12,0,6,9,1,9,12,9,0,0,8,23,0,3,0,21,4,1,1,0,18,2,6,4,9,8,2,0,14,0,4,1,4,4,1,0,2,4,4,0,8,10,18,6,32,1,11,0,1,20,11,0,4,6,0,5,1,0,1,0,0,8,11,6,0,0,2,0,22,2,7,40,0,4,1,1,2,18,0,1
"Ant501",3,0,0,0,4,0,0,0,0,2,0,0,0,0,7,2,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0
"Ant507",0,7,10,0,0,1,2,11,0,0,0,1,0,10,5,0,6,0,1,0,2,2,0,6,3,16,1,0,0,1,0,11,0,9,0,9,1,0,4,0,2,1,14,13,0,1,0,0,0,1,1,5,8,8,1,4,0,3,2,0,0,3,0,0,64,2,0,6,10,0,14,2,5,9,1,2,1,0,0,1,1,1,12,6
"Ant530",0,6,17,0,0,13,0,5,11,0,0,1,8,17,0,1,27,28,13,1,4,21,8,6,0,6,2,0,0,1,1,25,11,27,10,26,0,0,4,11,7,1,20,52,4,3,79,3,0,19,0,9,0,0,1,49,3,5,32,0,0,5,21,25,1,9,0,0,16,0,3,15,0,15,0,0,1,0,1,0,0,1,13,12
"Ant552",7,1,8,7,1,2,4,4,0,3,9,3,2,1,12,20,1,3,2,11,2,3,3,2,3,10,10,8,1,6,19,1,6,4,7,7,16,9,9,3,8,1,8,0,7,8,5,8,1,0,16,0,12,15,19,1,7,10,5,7,12,1,4,2,1,6,0,10,7,2,10,1,2,5,3,2,2,0,1,0,0,10,0,0
"Ant560",17,0,3,5,3,0,3,1,0,2,6,5,0,6,13,24,6,4,0,5,1,0,0,0,10,0,1,13,14,2,4,2,7,1,4,0,7,9,8,0,0,8,1,0,12,0,0,11,5,0,8,0,1,7,7,2,6,3,0,3,3,0,3,5,0,3,12,8,0,0,0,0,14,6,4,1,18,0,1,1,10,0,1,0
"Ant564",0,8,2,2,0,13,2,5,16,0,1,0,9,14,0,0,21,19,0,0,0,10,1,11,1,6,3,0,0,0,0,30,16,37,7,1,0,5,1,11,12,7,15,2,2,12,5,1,0,4,0,6,1,0,5,36,0,5,66,3,0,1,6,24,11,2,0,0,3,0,4,7,1,12,1,0,0,0,12,13,0,1,0,6
"Ant593",0,7,23,2,0,0,0,8,4,0,4,0,4,0,0,5,2,7,9,8,12,22,10,4,0,49,4,0,0,0,2,10,25,1,29,1,13,6,1,4,6,0,6,18,0,3,17,16,0,0,1,0,7,1,6,13,21,6,7,0,0,8,18,16,0,3,0,0,6,0,27,27,2,4,9,0,1,0,6,12,0,0,6,0
