"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant149","Ant153","Ant156","Ant159","Ant169","Ant176","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant219","Ant232","Ant242","Ant255","Ant257","Ant263","Ant289","Ant318","Ant324","Ant332","Ant342","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant552","Ant560","Ant564","Ant593"
"Ant196",38,13,4,15,11,0,6,2,3,11,3,19,1,6,0,15,1,0,1,1,0,1,0,0,30,1,14,22,43,20,11,1,15,1,22,0,4,16,9,4,5,4,1,0,24,2,5,0,58,1,53,1,10,35,25,2,12,5,0,13,28,0,1,0,0,15,41,12,0,0,6,0,19,0,18,26,15,3,0,1,12,13,0,12
"Ant202",8,1,2,5,19,0,8,8,1,8,7,5,1,1,15,0,1,1,0,5,1,2,0,0,17,0,5,5,2,11,21,0,4,0,16,0,17,23,14,6,2,8,3,0,12,2,0,7,29,0,21,6,5,3,10,1,5,2,0,2,5,0,1,0,1,6,2,3,0,0,3,0,27,0,1,5,9,2,3,1,20,14,0,3
"Ant209",0,1,14,2,0,4,5,3,13,0,2,1,1,1,1,1,0,21,5,1,5,8,17,5,1,17,11,1,0,0,0,19,7,9,5,14,1,4,1,11,9,4,19,27,0,20,24,5,2,1,0,2,0,1,3,5,10,5,11,3,0,10,3,3,1,0,0,0,29,0,7,24,0,1,0,2,1,0,8,9,6,2,9,0
"Ant252",0,1,4,1,0,13,9,6,5,0,2,0,12,8,0,1,21,0,19,7,24,5,7,5,3,7,29,0,5,3,2,8,0,0,15,36,10,11,17,14,9,0,28,6,3,16,16,16,0,0,1,10,1,0,7,7,12,26,11,2,8,20,13,19,6,1,0,11,19,0,4,30,2,6,8,4,1,0,2,16,3,0,4,20
"Ant268",0,6,11,1,0,9,0,12,11,0,0,2,3,3,1,0,5,19,0,7,17,5,4,5,0,14,1,0,0,1,0,11,0,7,7,20,0,6,4,0,5,0,7,10,0,9,6,0,0,0,2,0,10,0,1,6,9,10,32,0,5,4,4,13,0,12,0,0,3,0,0,7,0,18,0,1,0,0,6,12,18,6,4,10
"Ant308",2,5,3,7,1,0,2,1,3,2,5,3,2,3,1,5,1,7,7,0,11,9,1,0,6,2,19,15,2,4,6,2,0,2,26,0,5,9,7,3,13,8,28,4,1,0,1,2,0,2,9,2,20,7,15,0,9,6,2,4,4,6,0,2,0,5,0,14,0,0,7,0,11,0,0,3,0,0,0,4,6,4,0,3
"Ant311",1,7,0,11,0,3,1,42,1,0,3,0,5,3,0,1,5,24,17,11,0,17,0,2,1,3,11,8,1,2,11,25,0,2,10,31,3,8,5,3,4,0,14,1,1,1,11,4,0,0,1,3,8,2,18,11,14,19,21,0,3,11,0,15,1,13,0,22,0,0,6,0,0,7,0,7,0,0,4,0,1,8,7,13
"Ant620",3,48,19,0,0,6,14,28,32,0,1,0,25,21,1,2,8,5,5,9,17,0,1,13,0,14,5,0,1,6,12,21,16,7,3,2,4,0,6,17,27,33,11,0,0,17,4,35,1,1,2,5,13,2,1,15,16,10,5,4,0,2,15,17,6,3,0,0,1,0,13,1,4,22,3,20,2,1,4,7,4,3,5,5
"Ant0",0,0,0,0,0,2,0,0,17,0,0,0,2,3,0,0,17,7,4,1,0,1,0,6,1,20,7,0,0,0,0,12,0,5,0,8,4,0,3,0,3,2,3,5,0,6,6,2,0,0,0,2,0,0,2,0,0,1,14,0,0,1,1,1,0,0,0,4,0,0,1,7,0,4,1,3,0,0,5,24,1,0,1,1
"Ant13",2,7,12,1,2,15,6,5,4,0,0,0,8,19,0,0,5,5,5,0,2,13,6,0,2,34,4,0,0,1,2,74,17,14,0,0,1,3,1,5,4,5,10,21,4,0,0,6,4,13,2,29,3,3,2,19,4,8,1,0,0,9,20,0,1,0,0,5,3,0,3,6,1,4,0,2,3,0,1,14,2,0,16,11
"Ant23",21,7,3,0,6,5,3,2,0,3,0,5,2,5,30,17,1,3,0,6,1,0,1,2,0,1,16,0,16,3,3,0,9,0,1,1,0,7,9,8,0,14,1,0,24,4,1,7,43,0,12,0,1,7,2,3,3,0,1,5,7,7,8,3,0,1,7,40,0,0,15,3,18,1,2,9,37,2,6,1,6,2,0,0
"Ant27",1,10,8,0,0,57,3,0,20,0,0,0,12,7,1,0,17,7,14,2,3,14,20,34,1,0,4,0,0,0,0,28,10,39,4,16,3,0,0,4,14,5,7,35,0,11,9,20,1,24,3,14,0,1,5,7,5,2,10,1,0,7,0,5,0,2,0,1,24,0,4,25,0,6,1,4,2,0,14,13,2,1,20,5
"Ant29",11,7,9,5,3,1,8,10,0,8,6,15,5,3,14,5,11,29,1,19,11,5,7,4,16,4,0,2,7,1,6,5,14,0,2,7,23,2,7,38,7,13,24,10,9,39,18,52,2,5,12,12,6,13,19,16,2,2,1,21,1,5,12,1,0,9,0,12,3,0,12,8,4,4,1,23,6,0,6,6,4,3,1,3
"Ant42",22,0,26,36,10,0,2,0,3,0,20,15,1,0,22,5,1,0,0,15,8,0,0,0,0,0,2,0,12,6,4,1,0,0,6,1,12,5,2,0,0,6,2,0,4,0,0,0,4,0,78,0,6,17,7,0,8,0,0,0,3,0,0,0,0,19,0,1,0,0,0,0,10,0,3,1,2,0,0,4,8,14,0,1
"Ant43",15,3,1,14,12,0,0,1,0,14,6,23,1,0,43,2,0,5,0,2,1,1,0,0,16,0,7,12,0,10,2,7,1,0,2,0,8,0,2,0,1,2,1,0,28,2,0,4,28,0,42,0,4,15,12,0,3,0,0,10,7,14,1,0,1,17,4,3,0,2,4,1,21,1,11,31,16,3,0,1,9,11,1,0
"Ant55",15,1,1,2,7,0,0,1,0,0,5,18,3,0,20,11,0,3,1,4,2,6,0,1,3,0,1,6,10,0,4,10,0,0,6,0,3,4,8,1,9,22,4,0,8,0,0,7,15,0,11,3,3,0,5,3,0,2,4,0,3,0,1,1,2,5,0,7,0,0,0,0,4,2,0,2,9,2,0,3,0,5,0,1
"Ant63",8,3,6,3,0,0,8,2,2,1,1,13,0,2,11,21,0,2,0,6,11,12,0,2,3,0,6,4,2,4,0,1,10,1,14,1,15,3,3,0,1,2,8,2,10,0,15,8,5,1,17,3,11,3,14,2,5,0,1,18,0,1,5,2,3,17,0,12,1,0,5,4,7,15,0,0,5,0,1,1,13,6,0,5
"Ant91",4,9,26,3,0,17,0,20,15,1,1,1,34,5,1,0,19,8,11,2,25,21,12,74,0,28,5,1,7,10,1,0,7,19,6,29,3,7,1,9,8,9,11,23,0,19,1,7,1,6,1,5,13,5,1,14,4,3,18,9,0,2,9,21,0,5,0,6,36,0,2,15,0,20,1,3,5,0,4,31,10,2,10,13
"Ant97",5,17,16,1,3,13,10,13,3,14,6,5,0,16,15,4,7,0,0,0,0,16,0,17,9,10,14,0,1,0,10,7,0,5,0,0,8,0,11,15,10,35,16,17,0,11,26,24,29,5,8,17,13,1,7,13,21,4,0,31,0,14,6,0,29,3,0,2,2,0,5,6,6,17,2,31,10,0,11,5,15,25,20,5
"Ant98",0,5,1,0,0,15,2,4,4,0,0,0,0,15,1,0,9,0,7,2,2,7,5,14,0,39,0,0,0,0,1,19,5,0,8,2,1,2,3,17,1,2,0,9,0,4,15,1,0,11,0,6,4,0,0,5,0,0,4,0,0,2,9,3,1,1,0,1,38,0,6,13,0,0,3,7,0,0,7,13,4,0,4,0
"Ant100",8,11,8,17,3,0,5,5,12,4,2,17,1,9,22,16,5,15,7,26,10,3,0,0,1,4,2,6,2,6,14,6,0,8,0,0,16,12,22,9,18,6,31,0,9,3,0,2,1,9,15,0,14,7,14,4,30,2,22,5,3,1,5,11,0,39,0,24,0,0,2,3,1,8,1,11,1,0,1,3,16,10,3,7
"Ant109",0,0,23,1,0,28,0,9,31,0,1,0,16,5,0,0,14,36,20,0,31,2,8,0,1,16,7,1,0,0,1,29,0,2,0,0,0,1,8,7,17,0,13,1,0,2,11,7,0,6,0,12,12,0,4,8,3,27,21,0,0,2,5,13,0,0,0,1,16,0,2,20,0,0,1,0,0,0,1,16,7,0,24,7
"Ant113",1,0,10,12,0,0,10,2,2,0,13,28,4,6,4,17,1,10,0,5,3,4,4,1,0,3,23,12,8,3,15,3,8,1,16,0,0,15,18,0,3,15,21,0,4,2,5,9,2,4,25,2,23,8,5,17,14,5,3,4,6,3,2,5,0,5,0,11,0,0,2,0,0,2,2,4,5,1,2,1,13,19,1,10
"Ant115",7,0,14,10,2,1,5,5,4,0,1,2,1,1,16,23,4,11,6,9,8,0,0,3,7,0,2,5,0,4,3,7,0,2,12,1,15,0,20,8,6,2,5,0,6,0,3,8,0,0,16,2,14,1,18,7,11,4,2,0,2,2,0,5,3,5,0,18,3,0,9,1,4,3,3,0,1,0,0,2,12,2,0,6
"Ant124",7,9,7,4,0,2,6,5,6,1,3,9,8,16,9,14,1,17,4,7,5,6,3,1,9,0,7,2,2,8,3,1,11,3,22,8,18,20,0,5,2,2,23,0,1,9,22,1,1,5,9,4,12,2,5,16,22,3,0,3,2,10,8,11,3,7,0,12,5,0,5,22,6,6,2,1,4,2,5,6,15,1,6,11
"Ant127",0,9,7,0,0,1,9,38,7,3,0,2,16,12,4,6,11,14,0,3,3,17,0,5,8,4,38,0,0,1,0,9,15,17,9,7,0,8,5,0,10,26,18,0,1,47,6,21,1,10,2,4,14,3,5,10,3,5,3,14,0,0,6,30,10,1,0,2,6,0,4,7,1,24,3,6,0,1,9,2,5,8,8,7
"Ant131",3,8,28,1,0,11,13,11,1,0,1,1,17,15,5,2,9,9,5,13,4,27,3,4,0,14,7,0,1,9,1,8,10,1,18,17,3,6,2,10,0,12,14,14,10,13,4,8,1,3,6,12,19,1,1,10,5,24,11,2,0,7,5,17,1,6,0,2,16,0,14,24,1,2,3,3,6,0,4,5,8,5,0,2
"Ant137",12,16,8,0,2,3,12,12,1,1,0,9,14,3,4,8,4,0,0,8,0,33,2,5,14,5,13,6,2,22,2,9,35,2,6,0,15,2,2,26,12,0,3,4,0,18,14,14,7,0,2,2,0,7,5,5,5,0,2,17,1,9,6,0,3,12,0,0,1,0,0,9,0,1,8,7,11,0,6,9,0,11,3,10
"Ant139",1,7,20,6,2,6,12,11,6,0,8,6,4,6,1,3,19,28,7,28,14,11,3,10,1,7,24,2,1,4,8,11,16,0,31,13,21,5,23,18,14,3,0,8,4,6,15,5,0,3,1,7,13,10,10,22,25,27,21,0,4,15,23,28,0,9,0,8,3,0,22,16,0,6,4,6,1,4,3,13,3,5,3,14
"Ant140",0,0,0,0,0,39,9,1,14,0,0,1,2,23,0,0,27,6,10,4,1,0,5,21,0,35,10,0,0,0,2,23,17,9,0,1,0,0,0,0,14,4,8,0,0,1,27,2,0,4,0,13,0,0,0,0,2,1,30,0,0,0,12,8,0,0,0,0,9,0,0,98,0,7,3,4,0,0,20,47,1,0,3,0
"Ant149",26,1,6,4,9,0,0,0,0,9,18,27,2,0,24,12,0,3,0,1,1,0,0,4,24,0,9,4,28,8,10,0,0,0,9,0,4,6,1,1,10,0,4,0,0,0,6,0,34,1,28,0,4,7,10,2,6,2,0,0,13,0,0,0,0,7,6,10,0,0,3,0,27,0,2,22,9,4,0,3,2,19,0,5
"Ant153",0,13,6,3,0,6,19,22,13,7,0,0,6,4,2,2,20,16,9,0,1,17,6,0,4,11,39,0,2,0,0,19,11,4,3,2,2,0,9,47,13,18,6,1,0,0,3,26,2,5,4,15,1,5,15,11,9,0,14,12,0,3,3,9,7,0,0,8,1,0,17,4,3,8,5,23,2,0,7,5,3,13,7,13
"Ant156",2,0,0,0,0,7,10,13,20,0,0,0,22,15,5,0,24,16,6,1,11,4,6,0,1,9,18,0,0,0,15,1,26,15,0,11,5,3,22,6,4,14,15,27,6,3,0,11,0,0,2,24,0,0,3,6,12,3,6,6,0,11,6,31,3,0,0,3,9,0,1,41,0,11,12,5,5,0,4,25,28,1,14,25
"Ant159",9,6,31,0,0,0,1,5,14,12,0,1,11,6,0,7,5,16,0,2,4,35,2,6,7,20,52,0,4,7,8,7,24,1,2,7,9,8,1,21,8,14,5,2,0,26,11,0,2,0,12,4,1,3,9,2,15,0,1,39,1,8,1,21,21,5,0,1,6,0,1,2,5,16,11,25,11,0,1,6,1,13,11,0
"Ant169",25,0,2,0,15,0,1,0,0,13,4,9,2,1,58,29,2,0,0,0,0,1,0,4,43,1,2,4,28,15,5,1,29,0,1,0,2,0,1,1,1,7,0,0,34,2,0,2,0,0,20,0,4,25,8,0,0,0,0,0,17,7,0,0,2,2,17,3,0,0,1,0,18,0,4,16,45,5,0,2,12,9,0,4
"Ant176",2,0,3,0,0,15,3,2,7,0,0,7,8,3,1,0,1,0,0,2,0,1,0,13,0,24,5,0,0,0,1,6,5,11,9,6,4,0,5,10,3,0,3,4,1,5,0,0,0,0,2,9,0,1,1,5,15,0,13,0,0,0,11,3,0,3,0,4,8,0,6,10,0,1,0,0,1,0,3,4,2,3,2,10
"Ant186",26,1,9,21,13,0,7,0,4,10,20,46,1,0,53,21,0,1,2,9,1,2,0,2,12,3,12,78,42,11,17,1,8,0,15,0,25,16,9,2,6,2,1,0,28,4,2,12,20,2,0,0,9,32,17,0,7,0,0,2,9,1,2,0,1,37,0,22,0,1,4,0,8,1,24,22,24,1,0,6,17,32,1,0
"Ant190",0,5,3,2,0,13,9,2,16,0,0,0,6,13,1,6,2,10,0,2,3,5,2,29,0,14,12,0,0,3,3,5,17,6,0,12,2,2,4,4,12,2,7,13,0,15,24,4,0,9,0,0,2,0,2,19,16,14,18,4,0,1,2,3,0,1,0,3,5,0,0,1,0,4,7,7,1,0,6,13,2,2,6,2
"Ant195",5,4,4,11,2,0,1,31,1,2,14,5,14,11,10,5,0,1,10,20,8,13,0,3,1,0,6,6,4,3,11,13,13,4,14,12,23,14,12,14,19,0,13,0,4,1,0,1,4,0,9,2,0,6,15,0,9,8,7,5,3,4,0,12,1,3,0,4,2,0,3,0,6,7,0,11,7,0,3,6,13,18,16,11
"Ant198",25,2,8,2,1,0,0,0,0,5,4,11,0,0,35,3,1,0,0,7,2,2,0,3,7,1,13,17,15,0,3,5,1,0,7,0,8,1,2,3,1,7,10,0,7,5,0,3,25,1,32,0,6,0,5,0,0,6,0,13,7,0,8,0,0,2,3,3,0,0,4,0,9,2,5,6,16,1,0,0,8,3,1,0
"Ant207",6,3,6,12,9,1,6,10,3,8,6,20,3,0,25,10,3,7,1,15,18,1,2,2,2,5,19,7,12,5,14,1,7,0,14,4,5,18,5,5,1,5,10,0,10,15,3,9,8,1,17,2,15,5,0,4,13,2,6,3,11,1,2,3,2,14,1,10,0,0,1,0,5,5,5,6,6,5,2,1,6,10,0,3
"Ant215",2,3,5,3,1,24,3,5,16,0,3,10,11,14,2,1,5,7,6,0,11,15,0,19,3,7,16,0,0,3,2,14,13,5,4,8,17,7,16,10,10,5,22,0,2,11,6,2,0,5,0,19,0,0,4,0,1,12,4,0,1,0,6,2,13,0,0,1,4,0,0,20,2,22,2,4,5,0,25,33,7,0,1,5
"Ant219",4,13,27,7,2,1,8,4,2,0,2,7,9,3,12,5,10,12,9,9,14,16,0,4,3,5,2,8,3,0,5,4,21,0,30,3,14,11,22,3,5,5,25,2,6,9,12,15,0,15,7,16,9,0,13,1,0,6,8,2,7,13,1,9,6,19,0,3,2,0,10,5,3,11,4,8,2,0,0,2,10,6,0,12
"Ant232",0,1,4,5,0,4,5,7,18,0,2,2,0,2,5,2,5,26,10,6,19,10,1,8,0,2,2,0,0,2,0,3,4,0,2,27,5,4,3,5,24,0,27,1,2,0,3,0,0,0,0,14,8,6,2,12,6,0,13,0,0,3,1,1,0,0,0,10,1,0,4,10,0,9,2,6,1,0,2,5,0,0,6,4
"Ant242",1,1,2,1,0,13,1,3,14,0,0,0,3,12,0,0,11,11,32,2,21,5,14,1,1,10,1,0,0,4,1,18,0,4,22,21,3,2,0,3,11,2,21,30,0,14,6,1,0,13,0,18,7,0,6,4,8,13,0,0,0,1,19,25,0,3,0,2,16,0,0,19,0,4,0,0,0,0,7,2,0,0,13,16
"Ant255",27,7,2,0,1,0,6,3,0,1,3,6,2,1,13,2,3,2,0,4,0,4,0,0,5,1,21,0,10,0,18,9,31,0,5,0,4,0,3,14,2,17,0,0,0,12,6,39,0,0,2,4,5,13,3,0,2,0,0,0,0,1,5,0,8,6,1,0,3,0,7,2,2,3,4,29,13,0,0,1,6,6,2,6
"Ant257",8,2,12,4,11,0,0,0,2,3,15,6,0,2,28,5,0,8,5,4,3,0,0,0,7,0,1,3,7,3,0,0,0,0,3,0,6,2,2,0,0,1,4,0,13,0,0,1,17,0,9,0,3,7,11,1,7,0,0,0,0,0,0,2,0,11,2,2,0,0,3,0,24,4,2,1,8,4,0,2,4,11,1,8
"Ant263",12,0,7,0,0,0,0,1,14,0,0,1,29,10,0,0,10,20,4,6,11,2,1,9,7,7,5,0,14,0,1,2,14,2,1,2,3,2,10,0,7,9,15,0,0,3,11,8,7,0,1,1,4,0,1,0,13,3,1,1,0,0,20,0,0,0,0,10,7,0,5,2,2,3,1,7,4,0,3,4,10,0,3,16
"Ant289",15,10,18,1,0,3,2,9,6,0,0,2,7,13,1,1,3,13,4,0,0,15,1,20,8,0,12,0,1,1,5,9,6,9,5,5,2,0,8,6,5,6,23,12,0,3,6,1,0,11,2,2,0,8,2,6,1,1,19,5,0,20,0,5,0,0,0,10,8,0,20,10,0,1,4,9,5,0,3,4,1,0,0,7
"Ant318",1,11,8,2,0,9,2,27,8,0,1,1,15,4,0,0,3,19,13,2,15,17,1,0,3,5,1,0,0,1,2,21,0,3,11,13,5,5,11,30,17,0,28,8,0,9,31,21,0,3,0,3,12,0,3,2,9,1,25,0,2,0,5,0,7,6,0,4,20,0,10,7,2,4,1,0,1,0,1,18,3,5,4,13
"Ant324",5,1,19,0,1,0,1,1,0,0,19,0,0,4,0,1,1,6,0,0,1,6,0,1,0,0,0,0,1,2,3,0,29,1,0,0,0,3,3,10,1,3,0,0,0,7,3,21,2,0,1,0,1,0,2,13,6,0,0,8,0,0,0,7,0,0,0,0,0,0,5,0,1,0,0,2,1,0,0,0,2,0,0,0
"Ant332",11,2,18,10,4,0,6,11,3,8,4,16,1,5,15,6,0,1,12,5,13,3,0,0,1,2,9,19,17,5,17,5,3,1,39,0,5,5,7,1,6,12,9,0,7,0,0,5,2,3,37,1,3,2,14,0,19,0,3,6,11,0,0,6,0,0,0,5,1,3,0,1,3,3,1,5,7,0,2,7,19,20,1,2
"Ant342",0,0,0,0,12,0,0,0,0,17,0,2,0,0,41,2,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,7,0,1,2,1,8,0,0,1,0,0,0
"Ant353",9,6,10,10,5,1,1,2,6,1,9,18,3,2,12,3,0,11,0,14,22,0,4,5,40,1,12,1,3,7,12,6,2,1,24,1,11,18,12,2,2,0,8,0,10,8,3,1,3,4,22,3,4,3,10,1,3,10,2,0,2,10,10,4,0,5,0,0,0,0,1,6,11,2,4,0,21,8,1,2,9,1,1,20
"Ant356",0,0,7,0,0,18,1,1,6,0,1,0,1,23,0,0,29,19,3,0,0,1,0,3,0,24,3,0,0,0,1,36,2,38,0,16,0,3,5,6,16,1,3,9,0,1,9,6,0,8,0,5,2,0,0,4,2,1,16,3,0,7,8,20,0,1,0,0,0,0,5,20,0,11,0,0,0,0,4,15,0,1,16,9
"Ant380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant387",5,23,3,3,6,0,0,1,1,1,3,3,3,9,6,3,7,4,0,7,6,13,1,3,15,4,12,0,4,0,5,2,5,6,2,2,2,9,5,4,14,0,22,0,3,17,1,1,1,6,4,0,3,4,1,0,10,4,0,7,3,5,20,10,5,0,4,1,5,0,0,0,21,5,3,7,3,0,0,6,9,0,3,8
"Ant395",0,25,0,0,0,49,1,0,24,0,1,0,8,23,0,0,24,30,7,0,0,1,7,6,3,25,8,0,1,0,4,15,6,13,3,20,0,1,22,7,24,9,16,98,0,4,41,2,0,10,0,1,0,0,0,20,5,10,19,2,0,2,10,7,0,1,0,6,20,0,0,0,0,3,0,1,0,0,35,7,6,0,5,6
"Ant437",19,5,3,5,7,0,0,0,1,20,1,5,4,1,19,27,0,2,0,11,0,4,0,1,18,0,4,10,21,4,7,0,6,0,1,0,0,4,6,1,1,0,0,0,27,3,0,5,18,0,8,0,6,9,5,2,3,0,0,2,24,2,0,2,1,3,7,11,0,0,21,0,0,0,13,4,12,9,0,3,4,5,0,8
"Ant458",2,17,12,0,0,5,3,6,23,0,0,1,7,4,0,0,1,6,18,0,7,22,4,4,1,6,4,0,1,2,15,20,17,0,8,0,2,3,6,24,2,1,6,7,0,8,11,16,0,1,1,4,7,2,5,22,11,9,4,3,4,3,1,4,0,3,0,2,11,0,5,3,0,0,0,13,1,0,6,8,9,2,14,17
"Ant462",28,2,0,2,4,0,4,0,0,3,2,3,3,3,18,1,0,8,0,0,0,3,1,0,2,1,1,3,11,0,0,1,2,3,1,1,2,3,2,3,3,8,4,3,2,5,12,11,4,0,24,7,0,5,5,2,4,2,0,4,2,1,4,1,0,1,1,4,0,0,3,0,13,0,0,0,25,0,10,3,1,18,0,4
