"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant149","Ant153","Ant156","Ant159","Ant169","Ant176","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant219","Ant232","Ant242","Ant255","Ant257","Ant263","Ant289","Ant318","Ant324","Ant332","Ant342","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant552","Ant560","Ant564","Ant593"
"Ant38",5,9,4,7,0,1,0,8,1,4,0,21,0,0,21,6,3,6,0,2,7,2,1,3,10,4,13,16,6,2,3,6,4,1,3,2,10,1,8,3,7,0,9,9,1,0,1,6,2,1,15,1,20,13,4,10,8,6,2,0,7,3,4,3,1,13,0,7,3,0,11,0,5,1,7,0,1,0,0,1,8,8,0,9
"Ant60",18,2,14,6,2,0,0,1,0,4,21,0,0,0,18,18,0,3,0,5,1,3,0,1,3,0,3,17,30,5,3,2,12,0,1,0,15,0,0,1,7,1,7,0,2,0,0,3,4,0,29,0,10,6,9,0,6,9,0,1,5,0,7,2,0,20,2,5,0,0,3,1,14,0,4,0,5,1,0,0,19,2,0,5
"Ant64",1,4,2,0,0,33,2,3,22,0,0,0,0,19,4,4,5,40,11,0,6,7,2,2,0,15,4,2,0,0,1,21,5,37,1,7,2,1,12,0,8,3,8,17,0,7,15,3,0,8,5,4,1,0,1,0,17,1,40,2,0,6,3,9,0,1,0,1,29,0,3,12,0,3,6,12,2,0,3,9,6,1,11,3
"Ant158",0,0,0,0,0,34,9,4,12,0,0,0,19,0,2,0,3,8,6,2,0,43,0,6,2,7,0,0,0,0,3,5,5,10,1,10,2,1,4,0,2,3,8,15,0,16,22,2,0,7,3,6,0,0,5,7,14,4,9,1,0,5,0,18,0,1,0,2,3,0,5,17,2,8,3,0,0,0,2,16,3,0,8,11
"Ant196",30,7,28,25,3,0,2,24,0,5,21,18,4,2,0,26,3,21,2,28,14,15,0,3,20,4,33,33,20,9,16,12,40,0,26,4,21,21,13,6,15,12,21,0,12,32,0,20,3,3,21,4,24,10,14,1,7,32,2,18,10,4,6,14,8,36,0,25,0,0,6,6,12,5,14,10,3,0,0,2,8,12,2,27
"Ant202",16,1,5,11,11,4,1,0,1,11,6,18,4,0,26,0,0,0,0,4,4,0,0,6,11,4,6,6,7,11,7,0,4,1,2,0,10,3,3,2,4,0,0,0,18,5,1,4,19,0,19,1,10,5,7,3,7,1,0,1,8,0,2,5,1,22,25,0,5,0,1,2,14,1,1,0,11,7,1,4,7,5,0,15
"Ant209",0,6,0,2,0,5,5,2,5,3,3,0,5,3,3,0,0,20,3,3,3,17,1,18,1,2,19,1,0,0,3,11,2,26,0,1,1,0,6,0,7,14,15,5,0,7,16,8,0,0,1,1,4,0,2,8,10,14,12,1,0,4,2,4,0,1,0,5,7,0,4,5,1,12,0,0,1,0,3,6,1,3,3,5
"Ant252",0,22,4,0,0,8,25,0,14,0,6,3,40,8,21,0,20,0,1,13,25,17,0,21,1,5,12,1,0,0,20,19,0,7,9,8,17,0,45,2,13,15,46,6,0,20,18,31,0,3,1,0,3,0,12,1,22,18,31,10,0,8,10,46,0,0,0,8,2,0,18,10,0,11,2,0,0,0,0,6,16,1,2,19
"Ant268",0,4,12,0,0,7,1,11,2,0,0,0,11,6,2,0,3,1,0,0,0,4,6,3,2,25,15,0,1,0,7,3,2,9,7,3,1,2,3,2,7,3,0,16,3,1,7,3,5,10,6,10,2,0,1,16,23,4,3,0,1,5,9,15,0,0,0,3,8,0,6,7,1,4,5,14,1,0,0,38,4,0,14,10
"Ant308",2,10,25,8,0,0,1,2,0,0,2,5,0,2,28,4,3,13,0,0,11,5,1,14,10,5,32,20,12,1,6,6,4,1,2,6,6,0,13,3,2,17,17,0,0,13,1,11,2,0,21,1,8,2,27,0,4,12,1,14,2,1,7,7,1,32,0,14,2,0,3,0,15,0,6,1,17,0,0,0,30,7,0,5
"Ant311",0,0,4,27,0,6,1,3,5,0,7,1,6,0,14,4,3,25,0,11,0,12,0,5,1,0,5,2,0,0,6,14,6,11,3,0,7,0,16,3,4,15,46,0,0,0,2,7,2,16,5,0,17,7,3,4,5,2,5,2,1,2,9,14,0,4,0,8,2,0,7,3,5,12,13,2,0,0,0,1,12,0,0,10
"Ant620",1,13,8,2,0,4,12,4,9,1,2,3,7,43,15,0,17,17,4,5,12,0,6,0,0,24,28,1,1,5,6,11,5,1,17,24,18,1,6,7,10,17,21,11,1,7,3,12,0,26,4,6,12,0,7,15,6,32,14,4,0,26,3,11,10,4,0,6,18,0,17,15,0,8,14,5,1,0,7,10,10,0,3,2
"Ant0",0,0,7,0,0,4,2,5,0,0,1,0,2,0,0,0,1,0,6,1,0,6,0,1,0,6,2,0,0,0,0,13,5,19,1,12,0,0,0,0,3,3,0,15,0,0,7,3,0,0,0,1,0,0,2,10,1,2,4,0,0,1,2,5,0,0,0,2,6,0,1,2,0,0,0,3,0,0,3,17,0,0,0,0
"Ant13",0,27,1,2,0,1,11,20,1,1,3,1,2,6,3,6,18,21,3,14,5,0,1,0,1,2,9,3,2,2,1,11,4,10,2,8,1,1,14,5,13,17,25,6,6,2,0,19,2,3,5,10,7,0,2,4,8,11,5,0,2,5,12,6,0,3,0,7,7,0,7,1,1,20,2,7,0,0,0,11,4,5,1,8
"Ant23",21,2,7,10,5,1,0,1,4,8,10,3,0,2,20,11,1,1,2,10,1,0,0,1,0,3,8,18,17,20,5,1,23,0,5,0,8,2,2,1,0,2,8,4,3,3,6,2,14,0,17,0,7,8,5,3,5,3,0,6,2,2,4,2,2,16,5,30,0,0,3,3,18,1,5,3,14,9,3,0,4,12,2,2
"Ant27",3,4,8,1,0,19,22,19,4,0,4,0,15,7,4,4,2,5,25,5,0,24,6,2,3,0,6,2,0,1,0,9,4,8,22,10,15,1,2,29,9,23,5,2,6,28,7,22,1,9,8,10,6,3,3,12,11,2,5,7,0,10,11,11,1,9,0,11,10,0,8,23,0,4,1,19,1,0,10,19,6,5,17,2
"Ant29",4,8,14,4,7,3,17,6,0,0,13,3,4,0,33,6,19,12,15,32,5,28,2,9,8,6,0,5,15,6,22,10,15,0,2,9,25,2,9,17,7,25,8,0,19,17,4,11,0,5,22,4,26,15,37,0,16,11,5,10,4,3,22,11,2,8,1,12,4,0,13,2,10,14,17,2,11,0,3,0,20,2,1,5
"Ant42",30,5,9,22,5,0,2,3,0,1,16,17,2,0,33,6,1,1,0,20,2,1,0,3,18,2,5,0,27,13,10,3,1,1,7,2,4,2,2,11,7,0,6,0,8,0,0,8,17,0,49,0,10,20,13,4,1,5,0,2,5,1,8,0,2,44,0,6,0,0,4,0,31,1,7,8,12,0,0,0,11,13,0,3
"Ant43",15,4,7,14,10,0,0,0,0,4,6,30,0,0,20,7,0,0,1,12,0,1,0,2,17,0,15,27,0,6,0,3,13,1,0,0,8,2,2,1,0,3,0,0,5,1,0,1,10,1,45,0,13,21,10,0,2,1,0,5,16,0,5,1,0,12,1,11,0,1,7,0,11,0,22,2,11,2,0,0,10,5,0,1
"Ant55",21,1,7,0,5,0,0,0,0,6,2,5,0,0,9,11,0,0,0,1,0,5,0,2,20,1,6,13,6,0,2,3,4,0,0,2,9,0,4,4,0,1,0,2,3,0,0,4,11,0,18,0,8,11,11,0,8,2,0,1,12,0,4,0,0,11,0,4,0,1,6,0,28,7,5,4,2,1,0,0,2,3,0,0
"Ant63",6,2,9,10,0,0,1,3,0,3,3,3,1,3,16,7,3,20,7,6,6,6,0,1,5,0,22,10,0,2,0,5,0,0,1,0,4,0,14,6,10,8,28,4,0,6,1,17,7,0,10,0,16,10,17,3,7,3,3,4,1,2,8,5,2,14,0,2,15,1,12,1,0,10,3,2,1,0,13,3,25,7,4,16
"Ant91",0,7,4,2,0,20,3,4,30,0,6,2,21,5,12,0,11,19,3,6,14,11,13,11,1,9,10,3,3,3,5,0,3,12,14,12,9,0,13,4,1,2,16,41,4,0,24,4,0,10,4,5,14,0,3,11,33,30,5,3,6,5,23,23,0,8,0,4,38,0,20,8,2,28,0,0,2,0,3,49,9,0,7,6
"Ant97",42,9,15,1,3,0,12,39,4,1,4,12,5,5,40,4,2,0,2,4,6,5,5,4,23,4,15,1,13,4,0,3,0,10,27,16,1,42,4,29,12,4,0,1,16,11,0,1,8,2,68,44,2,46,8,18,2,8,3,4,1,3,7,2,11,5,0,5,1,0,11,9,0,4,18,17,0,0,10,7,8,46,15,6
"Ant98",0,4,4,0,0,43,2,8,14,0,1,0,37,10,0,1,26,7,9,1,11,1,19,10,0,8,0,1,1,0,0,12,10,0,2,11,1,2,9,2,2,4,1,35,3,1,11,1,0,15,2,28,1,0,3,10,13,4,33,2,1,6,0,6,0,0,0,4,18,0,5,15,1,19,1,11,2,0,12,39,9,0,9,6
"Ant100",9,16,0,0,5,0,3,10,10,0,3,1,1,1,26,2,0,9,7,2,3,17,1,2,5,22,2,7,0,0,1,14,27,2,0,2,2,2,0,10,6,0,17,0,1,18,2,11,0,10,1,18,9,0,5,16,12,8,4,10,0,9,2,13,1,0,0,10,3,0,0,6,2,4,2,14,0,0,1,0,5,12,0,31
"Ant109",1,2,3,0,0,8,12,7,20,0,2,0,7,10,4,0,1,8,3,6,0,24,12,8,0,10,9,2,0,2,0,12,16,11,2,0,4,1,0,7,19,4,26,17,0,7,4,7,0,15,6,12,0,0,2,2,11,33,21,0,0,25,5,13,0,0,0,0,5,0,4,8,0,7,1,2,0,0,3,29,3,3,11,7
"Ant113",5,8,11,9,2,0,1,5,0,1,10,15,2,2,21,10,1,17,1,6,7,18,0,1,8,15,25,4,8,9,4,9,1,1,2,4,0,0,10,6,3,0,21,2,10,6,1,7,1,0,11,2,28,7,6,2,6,1,2,3,8,1,10,7,0,25,0,9,2,0,11,1,13,4,3,1,6,0,0,0,11,11,6,2
"Ant115",9,0,21,0,10,0,2,9,1,14,1,0,1,1,21,3,0,0,2,0,0,1,0,1,2,1,2,2,2,0,0,0,42,2,2,1,0,0,1,15,1,2,0,1,6,19,0,1,17,2,23,10,7,11,3,3,4,17,1,3,13,1,10,1,19,1,0,7,0,0,8,1,2,0,11,6,15,1,1,0,1,19,1,0
"Ant124",2,6,11,4,0,12,1,6,0,0,8,0,12,4,13,3,6,45,3,13,16,6,0,14,2,2,9,2,2,4,14,13,4,9,0,0,10,1,0,10,18,9,31,4,1,2,1,21,4,9,7,1,18,3,4,2,6,5,3,2,6,1,11,3,1,25,0,6,2,0,5,0,2,9,8,2,4,0,1,0,25,23,1,9
"Ant127",5,8,12,3,5,0,8,43,4,0,3,1,0,0,6,2,0,2,2,3,3,7,0,5,1,29,17,11,1,4,6,4,29,2,10,7,6,15,10,0,28,12,5,0,7,17,0,2,4,9,4,29,6,12,3,21,16,1,0,0,1,3,19,13,11,7,0,8,0,0,28,0,4,9,3,56,3,0,4,6,0,15,0,0
"Ant131",17,7,6,12,1,2,0,5,1,0,7,7,8,2,15,4,7,13,7,2,4,10,3,13,0,9,7,7,0,0,10,1,12,2,6,19,3,1,18,28,0,5,4,8,3,5,2,4,0,23,9,6,6,0,2,4,0,10,11,2,7,1,10,7,2,13,0,4,7,0,4,3,7,5,0,34,2,0,9,7,16,8,11,0
"Ant137",8,5,5,14,0,11,14,8,4,0,0,1,3,3,12,0,14,15,3,17,15,17,3,17,2,23,25,0,3,1,8,2,4,4,0,4,0,2,9,12,5,0,15,9,0,12,7,13,4,2,4,3,6,1,2,8,9,23,7,0,1,1,21,11,0,0,0,1,9,0,17,3,2,2,5,4,2,0,0,4,6,19,0,8
"Ant139",4,38,19,6,0,0,22,8,1,9,9,7,8,8,21,0,15,46,0,17,46,21,0,25,8,5,8,6,0,0,28,16,0,1,17,26,21,0,31,5,4,15,0,2,1,14,16,14,0,2,11,2,33,6,22,0,28,10,22,2,1,7,28,14,2,16,0,12,18,0,2,12,3,21,3,0,2,0,0,2,8,2,2,17
"Ant140",0,1,1,0,0,36,9,0,10,0,9,0,17,15,0,0,5,6,16,0,0,11,15,6,4,2,0,0,0,2,4,41,1,35,0,17,2,1,4,0,8,9,2,0,0,1,11,6,0,14,0,6,0,0,0,11,17,4,16,0,0,5,0,13,0,0,0,4,51,0,4,35,0,8,0,1,1,0,5,36,7,0,17,6
"Ant149",13,0,6,0,16,0,1,3,0,8,1,2,0,0,12,18,0,0,3,0,0,1,0,6,3,6,19,8,5,3,0,4,16,3,1,0,10,6,1,7,3,0,1,0,0,0,0,0,18,0,22,0,12,14,4,0,7,0,0,0,10,1,6,1,0,0,36,1,0,0,4,0,5,0,0,7,4,34,0,0,1,2,0,6
"Ant153",0,1,2,4,0,0,25,16,1,0,0,0,7,16,32,5,7,20,1,13,0,7,0,2,3,28,17,0,1,0,6,0,11,1,18,7,6,19,2,17,5,12,14,1,0,0,0,5,0,1,8,27,7,1,0,4,4,22,2,2,8,3,6,10,8,6,0,11,0,0,0,11,6,6,0,28,0,0,7,0,2,0,16,15
"Ant156",0,2,1,0,0,24,7,0,13,6,1,0,15,22,0,1,16,18,7,1,2,3,7,0,6,7,4,0,0,0,1,24,0,11,2,4,1,0,1,0,2,7,16,11,0,0,0,0,0,16,0,2,1,0,2,10,10,2,13,0,0,31,5,3,0,1,0,0,11,0,5,8,0,14,0,0,0,0,1,21,6,0,14,18
"Ant159",1,27,7,9,0,4,3,2,16,1,6,3,3,2,20,4,8,31,3,11,7,12,3,19,2,22,11,8,1,4,17,4,1,1,11,7,7,1,21,2,4,13,14,6,0,5,0,0,4,0,5,0,12,0,8,6,5,18,10,7,12,8,13,29,0,21,0,13,9,0,15,4,9,5,3,0,2,0,3,5,27,2,1,15
"Ant169",36,1,8,1,15,0,0,0,0,21,2,4,0,0,3,19,0,0,5,2,2,0,0,2,14,1,0,17,10,11,7,0,8,0,0,0,1,17,4,4,0,4,0,0,18,0,0,4,0,0,26,0,0,10,10,1,0,0,0,2,1,2,0,0,0,3,7,11,0,0,1,0,27,0,0,3,49,5,0,0,4,12,0,0
"Ant176",3,1,0,0,2,36,5,2,24,0,1,0,8,7,3,0,0,3,10,0,16,26,0,3,0,9,5,0,1,0,0,10,2,15,10,15,0,2,9,9,23,2,2,14,0,1,16,0,0,0,0,0,1,0,0,9,9,6,16,0,1,10,0,10,0,0,0,0,5,0,1,8,1,0,0,0,0,0,3,24,2,2,8,1
"Ant186",11,1,26,32,17,0,3,2,1,9,15,29,5,3,21,19,1,1,6,21,5,4,0,5,17,8,22,49,45,18,10,4,68,2,1,6,11,23,7,4,9,4,11,0,22,8,0,5,26,0,0,3,31,23,17,0,5,3,3,10,26,0,3,1,0,20,10,8,0,0,4,2,28,0,17,6,12,15,0,0,12,19,0,4
"Ant190",2,8,5,0,0,18,2,9,1,0,1,0,4,6,4,1,1,0,10,1,0,6,1,10,0,10,4,0,0,0,0,5,44,28,18,12,2,10,1,29,6,3,2,6,0,27,2,0,0,0,3,0,0,6,0,4,23,3,8,3,0,4,7,18,11,0,0,10,0,0,7,3,0,2,0,17,1,0,69,10,6,1,6,3
"Ant195",6,3,16,8,6,1,3,0,0,3,20,10,1,0,24,10,4,3,2,8,17,12,0,7,7,6,26,10,13,8,16,14,2,1,9,0,28,7,18,6,6,6,33,0,12,7,1,12,0,1,31,0,0,4,13,0,7,4,7,9,12,2,7,13,0,31,0,25,2,0,7,0,7,3,7,2,2,0,0,3,16,1,0,9
"Ant198",22,0,16,14,4,0,0,5,0,6,13,6,0,0,10,5,0,0,0,2,7,0,0,0,8,3,15,20,21,11,10,0,46,0,0,0,7,11,3,12,0,1,6,0,14,1,0,0,10,0,23,6,4,0,5,3,4,2,0,1,14,0,1,1,6,22,0,5,0,0,2,0,18,5,4,16,5,2,0,0,11,24,4,1
"Ant207",1,12,7,3,5,2,5,2,0,3,4,9,1,5,14,7,2,12,1,27,3,7,2,2,5,3,37,13,10,11,17,3,8,3,5,2,6,3,4,3,2,2,22,0,4,0,2,8,10,0,17,0,13,5,0,0,4,2,2,2,9,4,2,1,3,5,1,1,2,0,4,4,18,11,4,3,2,0,0,2,23,8,0,8
"Ant215",2,1,1,0,0,24,5,17,1,0,10,0,0,7,1,3,8,1,16,0,4,15,10,4,3,12,0,4,0,0,3,11,18,10,16,2,2,3,2,21,4,8,0,11,0,4,10,6,1,9,0,4,0,3,0,0,6,7,10,1,0,10,1,18,1,0,0,0,4,0,4,34,0,6,1,8,0,0,2,17,1,4,11,0
"Ant219",2,10,3,7,0,14,22,17,13,3,8,6,17,14,7,7,10,22,23,4,5,6,1,8,5,11,16,1,2,8,7,33,2,13,12,11,6,4,6,16,0,9,28,17,7,4,10,5,0,9,5,23,7,4,4,6,0,23,23,5,3,18,19,17,2,1,0,5,6,0,6,9,2,7,6,1,3,0,3,8,10,0,20,22
"Ant232",9,13,1,1,1,4,17,5,5,0,6,9,1,4,32,1,14,18,4,12,2,32,2,11,3,2,11,5,1,2,3,30,8,4,8,33,1,17,5,1,10,23,10,4,0,22,2,18,0,6,3,3,4,2,2,7,23,0,10,2,0,3,10,5,7,5,0,11,0,0,3,4,0,24,2,6,1,0,3,13,7,22,12,14
"Ant242",1,5,0,0,0,37,21,0,15,0,2,0,40,9,2,0,12,31,3,1,5,14,4,5,0,5,5,0,0,0,3,5,3,33,4,21,2,1,3,0,11,7,22,16,0,2,13,10,0,16,3,8,7,0,2,10,23,10,0,1,0,20,6,21,1,1,0,4,39,0,4,13,0,8,6,1,0,0,3,16,8,1,35,13
"Ant255",0,2,14,2,0,0,0,3,0,0,0,1,2,1,18,1,1,10,0,14,2,4,0,0,6,7,10,2,5,1,4,3,4,2,10,0,3,3,2,0,2,0,2,0,0,2,0,7,2,0,10,3,9,1,2,1,5,2,1,0,7,0,1,3,2,1,0,6,0,0,0,2,2,3,1,1,3,0,0,0,17,2,1,4
"Ant257",9,0,9,1,15,0,0,1,0,4,7,5,0,0,10,8,0,0,1,2,1,0,0,2,2,0,4,5,16,12,1,6,1,1,0,0,8,13,6,1,7,1,1,0,10,8,0,12,1,1,26,0,12,14,9,0,3,0,0,7,0,0,3,0,0,8,5,3,0,0,0,0,23,1,1,0,6,5,0,0,1,0,0,3
"Ant263",2,1,1,0,0,21,3,4,29,0,3,0,6,5,4,0,4,8,5,1,2,26,1,5,2,10,3,1,0,0,2,5,3,6,9,25,1,1,1,3,1,1,7,5,1,3,31,8,2,10,0,4,2,0,4,10,18,3,20,0,0,0,2,15,0,4,0,4,19,0,3,10,1,6,3,1,1,0,4,6,13,0,7,8
"Ant289",4,11,3,6,0,0,12,1,4,1,4,7,3,0,6,2,2,10,9,7,9,3,2,12,4,11,22,8,5,4,8,23,7,0,2,5,10,10,11,19,10,21,28,0,6,6,5,13,0,0,3,7,7,1,2,1,19,10,6,1,3,2,0,16,2,3,0,5,1,0,17,1,0,4,7,21,0,0,0,7,13,0,6,13
"Ant318",3,17,3,2,2,23,5,7,21,0,3,2,9,18,14,5,4,46,15,7,14,11,5,6,2,11,11,0,1,0,5,23,2,6,13,13,7,1,3,13,7,11,14,13,1,10,3,29,0,10,1,18,13,1,1,18,17,5,21,3,0,15,16,0,4,0,0,18,1,0,36,15,0,17,3,9,2,0,0,3,9,0,17,24
"Ant324",3,0,7,1,0,0,2,11,0,0,1,0,0,0,8,1,0,0,0,1,0,10,0,0,2,1,2,2,0,0,2,0,11,0,1,0,0,19,1,11,2,0,2,0,0,8,0,0,0,0,0,11,0,6,3,1,2,7,1,2,0,0,2,4,0,3,0,2,0,0,0,0,2,0,0,7,0,0,0,1,1,7,0,2
"Ant332",16,4,4,17,2,1,0,0,0,2,13,20,1,1,36,22,1,0,0,32,4,4,0,3,16,9,8,44,12,11,14,8,5,0,0,0,25,1,25,7,13,0,16,0,0,6,1,21,3,0,20,0,31,22,5,0,1,5,1,1,8,4,3,0,3,0,0,8,6,0,5,0,7,2,1,0,17,0,0,0,14,16,0,12
"Ant342",15,0,0,0,24,0,0,0,0,6,0,2,0,0,0,25,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,7,0,10,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,3,2,0,0,0,0,0,0
"Ant353",9,5,20,0,1,0,1,3,6,0,7,5,1,2,25,0,5,8,3,14,8,6,2,7,30,11,12,6,11,4,2,4,5,4,10,0,9,7,6,8,4,1,12,4,1,11,0,13,11,0,8,10,25,5,1,0,5,11,4,6,3,4,5,18,2,8,0,0,2,0,6,3,16,1,0,4,7,0,0,1,12,1,4,6
"Ant356",0,5,0,0,0,31,3,2,14,0,3,0,29,3,0,5,7,2,8,2,2,18,6,7,0,10,4,0,0,0,15,38,1,18,3,5,2,0,2,0,7,9,18,51,0,0,11,9,0,5,0,0,2,0,2,4,6,0,39,0,0,19,1,1,0,6,0,2,0,0,0,14,0,7,0,1,0,0,15,25,7,0,13,1
"Ant380",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ant387",4,9,14,1,0,5,3,0,3,4,11,3,3,5,6,1,4,18,6,3,7,17,1,7,3,8,13,4,7,6,12,20,11,5,0,4,11,8,5,28,4,17,2,4,4,0,5,15,1,1,4,7,7,2,4,4,6,3,4,0,0,3,17,36,0,5,0,6,0,0,0,1,1,8,0,24,0,0,1,4,9,8,2,16
"Ant395",0,5,6,4,0,15,7,0,22,0,0,1,12,17,6,2,5,10,7,0,3,15,2,1,3,23,2,0,0,0,1,8,9,15,6,8,1,1,0,0,3,3,12,35,0,11,8,4,0,8,2,3,0,0,4,34,9,4,13,2,0,10,1,15,0,0,0,3,14,0,1,0,0,4,1,4,0,0,17,14,3,3,26,20
"Ant437",16,2,6,7,10,0,1,0,0,7,5,14,0,2,12,14,1,0,1,15,5,0,0,1,18,0,10,31,11,28,0,2,0,1,2,0,13,2,2,4,7,2,3,0,5,6,0,9,27,1,28,0,7,18,18,0,2,0,0,2,23,1,0,0,2,7,6,16,0,0,1,0,0,0,0,1,11,14,0,0,3,12,0,2
"Ant458",0,19,7,3,0,7,11,12,7,2,1,0,3,8,5,1,12,11,4,0,12,8,0,20,1,4,14,1,0,7,10,28,4,19,4,7,4,0,9,9,5,2,21,8,0,6,14,5,0,0,0,2,3,5,11,6,7,24,8,3,1,6,4,17,0,2,0,1,7,0,8,4,0,0,1,2,1,0,5,2,2,4,9,13
"Ant462",5,0,7,9,2,1,0,14,2,1,7,4,6,3,14,1,0,2,5,6,13,14,0,2,5,1,17,7,22,5,3,0,18,1,2,1,3,11,8,3,0,5,3,0,0,0,0,3,0,0,17,0,7,4,4,1,6,2,6,1,1,3,7,3,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,4
