,"colony,date,ant_id,x,y,file_name,ant_type"
454,"N4,8/13/12,8,1342.84043,647.095745,7396,1"
455,"N4,8/13/12,8,1337.73404,634.329787,7386,1"
456,"N4,8/13/12,8,1324.96809,663.691489,7382,1"
457,"N4,8/13/12,8,1327.52128,677.734043,7379,1"
458,"N4,8/13/12,8,1336.45745,684.117021,7378,1"
459,"N4,8/13/12,8,1275.18085,745.393617,7362,1"
460,"N4,8/13/12,8,1261.1383,754.329787,7360,1"
461,"N4,8/13/12,8,1268.79787,768.37234,7358,1"
462,"N4,8/13/12,9,1346.67021,733.904255,7931,1"
463,"N4,8/13/12,9,1337.73404,765.819149,7913,1"
464,"N4,8/13/12,9,1323.69149,777.308511,7905,1"
465,"N4,8/13/12,10,1353.05319,737.734043,9298,1"
466,"N4,8/13/12,10,1359.43617,728.797872,9296,1"
467,"N4,8/13/12,10,1383.69149,745.393617,9304,1"
468,"N4,8/13/12,10,1373.47872,758.159574,9287,1"
469,"N4,8/13/12,10,1369.64894,724.968085,9273,1"
470,"N4,8/13/12,10,1340.28723,710.925532,9258,1"
471,"N4,8/13/12,10,1354.32979,698.159574,9252,1"
472,"N4,8/13/12,10,1328.79787,714.755319,9244,1"
473,"N4,8/13/12,10,1344.11702,732.62766,9240,1"
474,"N4,8/13/12,10,1319.8617,745.393617,9239,1"
475,"N4,8/13/12,10,1281.56383,776.031915,9228,1"
476,"N4,8/13/12,130,1325.40674,774.474175,8943,2"
477,"N4,8/13/12,130,1401.33214,734.187231,8966,2"
478,"N4,8/13/12,130,1409.07963,738.835725,8987,2"
479,"N4,8/13/12,130,1398.23314,726.439742,8988,2"
480,"N4,8/13/12,130,1404.43113,738.835725,8998,2"
481,"N4,8/13/12,130,1385.83716,704.746772,9056,2"
482,"N4,8/13/12,130,1340.90172,683.053802,9075,2"
483,"N4,8/13/12,130,1319.20875,577.687948,9113,2"
484,"N4,8/13/12,130,1323.85725,552.895983,9170,2"
485,"N4,8/13/12,130,1317.65925,557.544476,9157,2"
486,"N4,8/13/12,130,1339.35222,579.237446,9137,2"
487,"N4,8/13/12,131,1260.5,710.626582,4179,2"
488,"N4,8/13/12,131,1274.17089,649.867089,4193,2"
489,"N4,8/13/12,131,1260.5,631.639241,4195,2"
490,"N4,8/13/12,131,1289.36076,613.411392,4213,2"
491,"N4,8/13/12,131,1287.84177,602.778481,4234,2"
492,"N4,8/13/12,131,1287.84177,610.373418,4262,2"
493,"N4,8/13/12,131,1266.57595,583.031646,4279,2"
494,"N4,8/13/12,131,1251.38608,589.107595,4318,2"
495,"N4,8/13/12,131,1246.82911,555.689873,4361,2"
496,"N4,8/13/12,131,1237.71519,578.474684,4372,2"
497,"N4,8/13/12,132,1318.22152,569.360759,5620,2"
498,"N4,8/13/12,132,1295.43671,595.183544,5625,2"
499,"N4,8/13/12,132,1258.98101,587.588608,5634,2"
500,"N4,8/13/12,132,1237.71519,567.841772,5650,2"
501,"N4,8/13/12,132,1260.5,672.651899,5680,2"
502,"N4,8/13/12,132,1272.6519,668.094937,5684,2"
503,"N4,8/13/12,132,1245.31013,709.107595,5696,2"
504,"N4,8/13/12,132,1255.94304,757.71519,5707,2"
505,"N4,8/13/12,133,1342.52532,573.917722,784,2"
506,"N4,8/13/12,133,1348.60127,575.436709,773,2"
507,"N4,8/13/12,133,1339.48734,631.639241,751,2"
508,"N4,8/13/12,133,1351.63924,596.702532,759,2"
509,"N4,8/13/12,133,1344.0443,651.386076,742,2"
510,"N4,8/13/12,133,1345.56329,692.398734,717,2"
511,"N4,8/13/12,133,1313.66456,689.360759,692,2"
512,"N4,8/13/12,133,1277.20886,690.879747,680,2"
513,"N4,8/13/12,133,1272.6519,719.740506,659,2"
514,"N4,8/13/12,133,1266.57595,753.158228,655,2"
515,"N4,8/13/12,133,1307.58861,681.765823,689,2"
516,"N4,8/13/12,133,1322.77848,645.310127,736,2"
517,"N4,8/14/12,1,964.688482,197.044503,1197,1"
518,"N4,8/14/12,1,963.013089,240.604712,1183,1"
519,"N4,8/14/12,1,946.259162,264.060209,1175,1"
520,"N4,8/14/12,1,916.102094,257.358639,1169,1"
521,"N4,8/14/12,1,921.128272,284.164921,1165,1"
522,"N4,8/14/12,1,875.89267,240.604712,1149,1"
523,"N4,8/14/12,1,894.32199,243.955497,1120,1"
524,"N4,8/14/12,1,899.348168,300.918848,1096,1"
525,"N4,8/14/12,1,880.918848,327.725131,1085,1"
526,"N4,8/14/12,1,897.672775,359.557592,1076,1"
527,"N4,8/14/12,1,884.269634,362.908377,1074,1"
528,"N4,8/14/12,1,902.698953,393.065445,1065,1"
529,"N4,8/14/12,1,859.138743,396.41623,1048,1"
530,"N4,8/14/12,1,892.646597,446.67801,1020,1"
531,"N4,8/14/12,1,909.400524,460.081152,1016,1"
532,"N4,8/14/12,2,1041.75655,188.667539,1327,1"
533,"N4,8/14/12,2,916.102094,245.63089,1263,1"
534,"N4,8/14/12,2,929.505236,264.060209,1250,1"
535,"N4,8/14/12,2,884.269634,274.112565,1225,1"
536,"N4,8/14/12,2,916.102094,324.374346,1160,1"
537,"N4,8/14/12,2,919.45288,307.620419,1158,1"
538,"N4,8/14/12,2,904.374346,372.960733,1125,1"
539,"N4,8/14/12,2,889.295812,403.117801,1111,1"
540,"N4,8/14/12,2,917.777487,409.819372,1099,1"
541,"N4,8/14/12,3,756.939791,212.123037,1832,1"
542,"N4,8/14/12,3,736.835079,212.123037,1831,1"
543,"N4,8/14/12,3,765.316754,243.955497,1822,1"
544,"N4,8/14/12,3,834.007853,269.086387,1807,1"
545,"N4,8/14/12,3,852.437173,284.164921,1799,1"
546,"N4,8/14/12,3,834.007853,383.013089,1778,1"
547,"N4,8/14/12,3,890.971204,426.573298,1764,1"
548,"N4,8/14/12,3,869.191099,453.379581,1753,1"
549,"N4,8/14/12,3,884.269634,488.562827,1741,1"
550,"N4,8/14/12,4,798.76087,208.326087,1617,1"
551,"N4,8/14/12,4,788.326087,201.369565,1615,1"
552,"N4,8/14/12,4,816.152174,203.108696,1612,1"
553,"N4,8/14/12,4,823.108696,222.23913,1603,1"
554,"N4,8/14/12,4,823.108696,255.282609,1590,1"
555,"N4,8/14/12,4,861.369565,239.630435,1580,1"
556,"N4,8/14/12,4,843.978261,270.934783,1559,1"
557,"N4,8/14/12,4,803.978261,383.978261,1530,1"
558,"N4,8/14/12,4,833.543478,377.021739,1524,1"
559,"N4,8/14/12,4,828.326087,429.195652,1511,1"
560,"N4,8/14/12,4,847.456522,444.847826,1505,1"
561,"N4,8/14/12,4,897.891304,450.065217,1495,1"
562,"N4,8/14/12,4,913.543478,457.021739,1493,1"
563,"N4,8/14/12,5,677.021739,253.543478,2354,1"
564,"N4,8/14/12,5,668.326087,246.586957,2343,1"
565,"N4,8/14/12,5,701.369565,272.673913,2324,1"
566,"N4,8/14/12,5,609.195652,342.23913,2256,1"
567,"N4,8/14/12,5,673.543478,343.978261,2228,1"
568,"N4,8/14/12,5,673.543478,378.76087,2218,1"
569,"N4,8/14/12,5,692.673913,413.543478,2166,1"
570,"N4,8/14/12,5,668.326087,443.108696,2148,1"
571,"N4,8/14/12,5,727.456522,483.108696,2073,1"
572,"N4,8/14/12,5,743.108696,490.065217,2047,1"
573,"N4,8/14/12,5,751.804348,444.847826,2018,1"
574,"N4,8/14/12,5,824.847826,450.065217,1956,1"
575,"N4,8/14/12,5,835.282609,462.23913,1948,1"
576,"N4,8/14/12,5,833.543478,448.326087,1937,1"
577,"N4,8/14/12,5,861.369565,458.76087,1918,1"
578,"N4,8/14/12,5,845.717391,467.456522,1900,1"
579,"N4,8/14/12,5,896.152174,457.021739,1835,1"
580,"N4,8/14/12,6,690.934783,260.5,2953,1"
581,"N4,8/14/12,6,737.891304,251.804348,2934,1"
582,"N4,8/14/12,6,850.934783,368.326087,2903,1"
583,"N4,8/14/12,6,833.543478,389.195652,2881,1"
584,"N4,8/14/12,6,842.23913,420.5,2872,1"
585,"N4,8/14/12,6,901.369565,439.630435,2828,1"
586,"N4,8/14/12,7,964.1,185,4464,1"
587,"N4,8/14/12,7,958.7,240.8,4415,1"
588,"N4,8/14/12,7,926.3,217.4,4398,1"
589,"N4,8/14/12,7,892.1,253.4,4377,1"
590,"N4,8/14/12,7,915.5,273.2,4356,1"
591,"N4,8/14/12,7,879.5,302,4293,1"
592,"N4,8/14/12,7,890.3,303.8,4222,1"
593,"N4,8/14/12,7,854.3,323.6,4135,1"
594,"N4,8/14/12,7,874.1,323.6,3994,1"
595,"N4,8/14/12,7,879.5,296.6,3972,1"
596,"N4,8/14/12,7,866.9,311,3945,1"
597,"N4,8/14/12,7,881.3,311,3867,1"
598,"N4,8/14/12,7,886.7,271.4,3755,1"
599,"N4,8/14/12,7,884.9,293,3693,1"
600,"N4,8/14/12,7,884.9,357.8,3590,1"
601,"N4,8/14/12,7,888.5,424.4,3562,1"
602,"N4,8/14/12,7,908.3,428,3557,1"
603,"N4,8/14/12,8,726.5,213.8,2601,1"
604,"N4,8/14/12,8,766.1,316.4,2567,1"
605,"N4,8/14/12,8,791.3,312.8,2565,1"
606,"N4,8/14/12,8,764.3,359.6,2554,1"
607,"N4,8/14/12,8,776.9,357.8,2545,1"
608,"N4,8/14/12,8,776.9,410,2523,1"
609,"N4,8/14/12,8,814.7,428,2483,1"
610,"N4,8/14/12,8,751.7,379.4,2437,1"
611,"N4,8/14/12,8,726.5,393.8,2429,1"
612,"N4,8/14/12,8,757.1,361.4,2418,1"
613,"N4,8/14/12,8,832.7,300.2,2360,1"
614,"N4,8/14/12,8,852.5,377.6,2302,1"
615,"N4,8/14/12,8,848.9,417.2,2271,1"
616,"N4,8/14/12,8,877.7,426.2,2224,1"
617,"N4,8/14/12,8,886.7,442.4,2204,1"
618,"N4,8/14/12,8,847.1,442.4,2195,1"
619,"N4,8/14/12,8,857.9,451.4,2182,1"
620,"N4,8/14/12,8,892.1,478.4,2169,1"
621,"N4,8/14/12,9,782.448718,236.910256,2761,1"
622,"N4,8/14/12,9,823.474359,274.653846,2750,1"
623,"N4,8/14/12,9,803.782051,300.910256,2744,1"
624,"N4,8/14/12,9,877.628205,420.705128,2699,1"
625,"N4,8/14/12,9,890.75641,423.987179,2683,1"
626,"N4,8/14/12,9,917.012821,433.833333,2644,1"
627,"N4,8/14/12,10,644.602564,277.935897,2392,1"
628,"N4,8/14/12,10,649.525641,323.884615,2369,1"
629,"N4,8/14/12,10,728.294872,330.448718,2338,1"
630,"N4,8/14/12,10,728.294872,359.987179,2322,1"
631,"N4,8/14/12,10,739.782051,386.24359,2313,1"
632,"N4,8/14/12,10,784.089744,387.884615,2291,1"
633,"N4,8/14/12,10,830.038462,387.884615,2278,1"
634,"N4,8/14/12,10,790.653846,338.653846,2174,1"
635,"N4,8/14/12,10,761.115385,351.782051,2166,1"
636,"N4,8/14/12,10,759.474359,384.602564,2157,1"
637,"N4,8/14/12,10,759.474359,397.730769,2150,1"
638,"N4,8/14/12,10,700.397436,392.807692,2113,1"
639,"N4,8/14/12,200,697.172158,415.953048,1912,2"
640,"N4,8/14/12,200,714.96458,460.434102,1930,2"
641,"N4,8/14/12,200,714.96458,471.109555,1949,2"
642,"N4,8/14/12,200,786.134267,508.473641,2046,2"
643,"N4,8/14/12,200,819.939868,478.226524,2075,2"
644,"N4,8/14/12,200,876.875618,485.343493,2115,2"
645,"N4,8/14/12,201,906.340708,421.827434,2639,2"
646,"N4,8/14/12,201,863.331858,389.969027,2658,2"
647,"N4,8/14/12,201,739.084071,362.889381,2716,2"
648,"N4,8/14/12,201,755.013274,386.783186,2731,2"
649,"N4,8/14/12,201,694.482301,401.119469,2824,2"
650,"N4,8/14/12,202,825.10177,485.544248,4267,2"
651,"N4,8/14/12,202,818.730088,491.915929,4211,2"
652,"N4,8/14/12,202,793.243363,487.137168,4180,2"
653,"N4,8/14/12,202,820.323009,474.393805,4043,2"
654,"N4,8/14/12,202,831.473451,436.163717,3976,2"
655,"N4,8/14/12,202,791.650442,375.632743,3938,2"
656,"N4,8/14/12,202,774.128319,421.827434,3912,2"
657,"N4,8/14/12,202,810.765487,439.349558,3878,2"
658,"N4,8/14/12,202,892.004425,474.393805,3793,2"
659,"N4,8/14/12,203,1181.19565,536.586957,9263,2"
660,"N4,8/14/12,203,1196.84783,362.847826,9102,2"
661,"N4,8/14/12,203,1178.06522,293.978261,9053,2"
662,"N4,8/14/12,203,1246.93478,237.630435,8655,2"
663,"N4,8/14/12,203,1409.71739,315.891304,8555,2"
664,"N4,8/14/12,203,1383.1087,387.891304,8516,2"
665,"N4,8/14/12,203,1311.1087,447.369565,8453,2"
666,"N4,8/14/12,203,1237.54348,428.586957,8379,2"
667,"N4,8/14/12,204,1223.45652,602.326087,8862,2"
668,"N4,8/14/12,204,1178.06522,702.5,8817,2"
669,"N4,8/14/12,204,1027.80435,788.586957,8659,2"
670,"N4,8/14/12,204,836.847826,765.108696,8586,2"
671,"N4,8/14/12,204,429.891304,921.630435,8434,2"
672,"N4,8/14/12,204,434.586957,844.934783,8355,2"
673,"N4,8/14/12,204,401.717391,721.282609,8185,2"
674,"N4,8/14/12,204,512.847826,715.021739,8077,2"
675,"N4,8/14/12,204,586.413043,686.847826,7906,2"
676,"N4,8/14/12,204,1198.41304,527.195652,7576,2"
677,"N4,8/15/12,1,1258.91642,602.435484,1166,1"
678,"N4,8/15/12,1,1275.80792,576.159824,1169,1"
679,"N4,8/15/12,1,1292.69941,587.420821,1171,1"
680,"N4,8/15/12,1,1300.20675,538.623167,1183,1"
681,"N4,8/15/12,1,1272.05425,523.608504,1195,1"
682,"N4,8/15/12,1,1296.45308,501.08651,1198,1"
683,"N4,8/15/12,1,1118.15396,426.013196,1236,1"
684,"N4,8/15/12,1,1056.21848,403.491202,1288,1"
685,"N4,8/15/12,1,1061.84897,392.230205,1295,1"
686,"N4,8/15/12,1,1067.47947,347.186217,1310,1"
687,"N4,8/15/12,1,894.81085,302.142229,1394,1"
688,"N4,8/15/12,1,106.541056,407.244868,1886,1"
689,"N4,8/15/12,2,1303.96041,619.326979,1197,1"
690,"N4,8/15/12,2,1332.1129,585.543988,1209,1"
691,"N4,8/15/12,2,1392.17155,593.05132,1220,1"
692,"N4,8/15/12,2,1425.95455,591.174487,1232,1"
693,"N4,8/15/12,2,1442.84604,568.652493,1248,1"
694,"N4,8/15/12,2,1517.91936,581.790323,1281,1"
695,"N4,8/15/12,3,1471.04546,425.627273,1518,1"
696,"N4,8/15/12,3,1465.15455,459.009091,1496,1"
697,"N4,8/15/12,3,1445.51818,445.263636,1490,1"
698,"N4,8/15/12,3,1410.17273,447.227273,1479,1"
699,"N4,8/15/12,3,1410.17273,466.863636,1458,1"
700,"N4,8/15/12,3,1398.39091,480.609091,1454,1"
701,"N4,8/15/12,3,1394.46364,453.118182,1449,1"
702,"N4,8/15/12,3,1370.9,476.681818,1390,1"
703,"N4,8/15/12,3,1372.86364,512.027273,1376,1"
704,"N4,8/15/12,3,1437.66364,545.409091,1341,1"
705,"N4,8/15/12,3,1461.22727,570.936364,1334,1"
706,"N4,8/15/12,3,1359.11818,533.627273,1299,1"
707,"N4,8/15/12,3,1337.51818,549.336364,1273,1"
708,"N4,8/15/12,3,1308.06364,576.827273,1255,1"
709,"N4,8/15/12,3,1282.53636,594.5,1248,1"
710,"N4,8/15/12,3,1304.13636,623.954545,1238,1"
711,"N4,8/15/12,4,1453.13158,439.131579,1795,1"
712,"N4,8/15/12,4,1437.97368,433.447368,1792,1"
713,"N4,8/15/12,4,1455.02632,490.289474,1773,1"
714,"N4,8/15/12,4,1341.34211,569.868421,1743,1"
715,"N4,8/15/12,4,1309.13158,600.184211,1727,1"
716,"N4,8/15/12,4,1295.86842,585.026316,1721,1"
717,"N4,8/15/12,4,1271.23684,611.552632,1712,1"
718,"N4,8/15/12,5,1388.19528,316.469142,2262,1"
719,"N4,8/15/12,5,1367.82883,303.508679,2255,1"
720,"N4,8/15/12,5,1364.12584,340.538573,2234,1"
721,"N4,8/15/12,5,1325.24446,351.647541,2220,1"
722,"N4,8/15/12,5,1312.28399,296.1027,2203,1"
723,"N4,8/15/12,5,1304.87801,309.063163,2117,1"
724,"N4,8/15/12,5,1315.98698,342.390068,2105,1"
725,"N4,8/15/12,5,1308.581,377.568467,2096,1"
726,"N4,8/15/12,5,1114.17406,453.479749,1999,1"
727,"N4,8/15/12,5,1247.48168,525.688042,1964,1"
728,"N4,8/15/12,5,1262.29364,560.866442,1948,1"
729,"N4,8/15/12,5,1297.47204,549.757473,1942,1"
730,"N4,8/15/12,5,1299.32353,573.826905,1937,1"
731,"N4,8/15/12,5,1264.14513,609.005304,1923,1"
732,"N4,8/15/12,6,1384.49229,331.281099,2374,1"
733,"N4,8/15/12,6,1380.7893,331.281099,2372,1"
734,"N4,8/15/12,6,1362.27435,320.172131,2364,1"
735,"N4,8/15/12,6,1354.86837,316.469142,2358,1"
736,"N4,8/15/12,6,1306.72951,294.251205,2328,1"
737,"N4,8/15/12,6,1336.35342,320.172131,2302,1"
738,"N4,8/15/12,6,1375.23481,260.924301,2233,1"
739,"N4,8/15/12,6,1330.79894,307.211668,2221,1"
740,"N4,8/15/12,6,1293.76905,255.369817,2168,1"
741,"N4,8/15/12,6,1303.02652,355.35053,2156,1"
742,"N4,8/15/12,6,1295.62054,377.568467,2149,1"
743,"N4,8/15/12,6,1290.06606,373.865477,2143,1"
744,"N4,8/15/12,6,1254.88766,401.637898,2139,1"
745,"N4,8/15/12,6,1214.15477,383.122951,2130,1"
746,"N4,8/15/12,6,1188.23385,379.419961,2122,1"
747,"N4,8/15/12,6,1206.7488,410.895371,2104,1"
748,"N4,8/15/12,6,1190.08534,444.222276,2087,1"
749,"N4,8/15/12,6,1140.09499,457.182739,2078,1"
750,"N4,8/15/12,6,1277.10559,486.806654,2014,1"
751,"N4,8/15/12,6,1278.95709,564.569431,1986,1"
752,"N4,8/15/12,6,1243.77869,570.123915,1981,1"
753,"N4,8/15/12,7,1269.82317,618.28837,2234,1"
754,"N4,8/15/12,7,1291.78694,616.458055,2236,1"
755,"N4,8/15/12,7,1288.12631,574.36082,2243,1"
756,"N4,8/15/12,7,1304.59914,512.130124,2258,1"
757,"N4,8/15/12,7,1354.01764,557.887989,2281,1"
758,"N4,8/15/12,7,1355.84795,530.43327,2290,1"
759,"N4,8/15/12,7,1344.86606,502.978551,2301,1"
760,"N4,8/15/12,7,1412.5877,468.202574,2320,1"
761,"N4,8/15/12,8,1421.73928,453.560057,2883,1"
762,"N4,8/15/12,8,1394.28456,499.317922,2866,1"
763,"N4,8/15/12,8,1326.56292,567.039561,2837,1"
764,"N4,8/15/12,8,1322.90229,599.985224,2827,1"
765,"N4,8/15/12,8,1339.37512,599.985224,2819,1"
766,"N4,8/15/12,8,1275.31411,567.039561,2795,1"
767,"N4,8/15/12,8,1299.1082,610.967112,2778,1"
768,"N4,8/15/12,8,1300.93851,623.779314,2776,1"
769,"N4,8/15/12,9,124.046235,512.130124,4038,1"
770,"N4,8/15/12,9,367.478074,596.324595,3733,1"
771,"N4,8/15/12,9,493.769781,460.881316,3672,1"
772,"N4,8/15/12,9,918.402765,321.777407,3555,1"
773,"N4,8/15/12,9,978.803146,343.741182,3541,1"
774,"N4,8/15/12,9,991.615348,378.517159,3527,1"
775,"N4,8/15/12,9,1053.84604,332.759295,3505,1"
776,"N4,8/15/12,9,1121.56768,314.456149,3478,1"
777,"N4,8/15/12,9,1176.47712,347.401811,3447,1"
778,"N4,8/15/12,9,1191.11964,365.704957,3442,1"
779,"N4,8/15/12,9,1225.89562,347.401811,3430,1"
780,"N4,8/15/12,9,1288.12631,371.195901,3407,1"
781,"N4,8/15/12,9,1297.27788,363.874643,3399,1"
782,"N4,8/15/12,9,1238.70782,416.953765,3341,1"
783,"N4,8/15/12,9,1229.55624,426.105338,3323,1"
784,"N4,8/15/12,9,1264.33222,484.675405,3284,1"
785,"N4,8/15/12,9,1238.70782,513.960439,3278,1"
786,"N4,8/15/12,9,1269.82317,537.754528,3269,1"
787,"N4,8/15/12,9,1255.18065,552.397045,3254,1"
788,"N4,8/15/12,9,1249.6897,598.154909,3247,1"
789,"N4,8/15/12,10,1449.19399,512.130124,5495,1"
790,"N4,8/15/12,10,1407.09676,535.924214,5455,1"
791,"N4,8/15/12,10,1337.54481,559.718303,5423,1"
792,"N4,8/15/12,10,1310.09009,598.154909,5412,1"
793,"N4,8/15/12,10,1304.59914,625.609628,5404,1"
794,"N4,8/15/12,103,1281.76582,599.740506,1344,2"
795,"N4,8/15/12,103,1278.72785,581.512658,1348,2"
796,"N4,8/15/12,103,1298.47468,586.06962,1359,2"
797,"N4,8/15/12,103,1269.61392,570.879747,1362,2"
798,"N4,8/15/12,103,1310.62658,513.158228,1385,2"
799,"N4,8/15/12,103,1286.32279,526.829114,1386,2"
800,"N4,8/15/12,103,1310.62658,449.360759,1407,2"
801,"N4,8/15/12,103,1233.15823,485.816456,1438,2"
802,"N4,8/15/12,103,1193.66456,701.512658,1553,2"
803,"N4,8/15/12,103,1210.37342,751.639241,1593,2"
804,"N4,8/15/12,103,1201.25949,804.803797,1630,2"
805,"N4,8/15/12,103,1207.33544,792.651899,1636,2"
806,"N4,8/15/12,103,1236.1962,809.360759,1651,2"
807,"N4,8/15/12,103,1213.41139,804.803797,1683,2"
808,"N4,8/15/12,103,1249.86709,829.107595,1699,2"
809,"N4,8/15/12,103,1318.22152,725.816456,1807,2"
810,"N4,8/15/12,103,1333.41139,631.639241,1865,2"
811,"N4,8/15/12,103,1315.18354,608.85443,1874,2"
812,"N4,8/15/12,103,1296.9557,604.297468,1878,2"
813,"N4,8/15/12,103,1312.14557,619.487342,1883,2"
814,"N4,8/15/12,115,1243.79114,579.993671,3147,2"
815,"N4,8/15/12,115,1225.56329,484.297468,3201,2"
816,"N4,8/15/12,115,1301.51266,402.272152,3268,2"
817,"N4,8/15/12,115,1316.70253,408.348101,3285,2"
818,"N4,8/15/12,115,1309.1076,429.613924,3311,2"
819,"N4,8/15/12,115,1303.03165,422.018987,3335,2"
820,"N4,8/15/12,115,1292.39873,453.917722,3354,2"
821,"N4,8/15/12,115,1310.62658,441.765823,3361,2"
822,"N4,8/15/12,115,1313.66456,458.474684,3379,2"
823,"N4,8/15/12,115,1309.1076,463.031646,3382,2"
824,"N4,8/15/12,115,1315.18354,446.322785,3385,2"
825,"N4,8/15/12,115,1281.76582,443.28481,3393,2"
826,"N4,8/15/12,115,1278.72785,426.575949,3397,2"
827,"N4,8/15/12,115,1283.28481,406.829114,3406,2"
828,"N4,8/15/12,115,1313.66456,385.563291,3417,2"
829,"N4,8/15/12,115,1319.74051,399.234177,3426,2"
830,"N4,8/15/12,115,1312.14557,394.677215,3451,2"
831,"N4,8/15/12,115,1301.51266,384.044304,3441,2"
832,"N4,8/15/12,120,1271.13291,602.778481,3864,2"
833,"N4,8/15/12,120,1289.36076,543.537975,3875,2"
834,"N4,8/15/12,120,1313.66456,548.094937,3880,2"
835,"N4,8/15/12,120,92.398734,1120.75317,3881,2"
836,"N4,8/15/12,120,1306.06962,549.613924,3886,2"
837,"N4,8/15/12,120,1322.77848,558.727848,3911,2"
838,"N4,8/15/12,120,1353.15823,589.107595,3914,2"
839,"N4,8/15/12,120,1347.08228,485.816456,3946,2"
840,"N4,8/15/12,120,1359.23418,478.221519,3952,2"
841,"N4,8/15/12,120,1374.42405,478.221519,3959,2"
842,"N4,8/15/12,120,1375.94304,447.841772,3972,2"
843,"N4,8/15/12,120,1360.75317,435.689873,3985,2"
844,"N4,8/15/12,120,1378.98101,429.613924,4007,2"
845,"N4,8/15/12,120,1430.62658,396.196203,4030,2"
846,"N4,8/15/12,120,1435.18354,393.158228,4049,2"
847,"N4,8/15/12,120,1427.58861,349.107595,4068,2"
848,"N4,8/15/12,120,1448.85443,347.588608,4069,2"
849,"N4,8/15/12,120,1391.13291,330.879747,4109,2"
850,"N4,8/15/12,120,1400.24684,341.512658,4116,2"
851,"N4,8/15/12,120,1397.20886,368.85443,4150,2"
852,"N4,8/15/12,120,1363.79114,388.601266,4195,2"
853,"N4,8/15/12,120,1350.12025,373.411392,4203,2"
854,"N4,8/15/12,120,1327.33544,368.85443,4221,2"
855,"N4,8/15/12,120,1310.62658,377.968354,4240,2"
856,"N4,8/15/12,120,1315.18354,391.639241,4244,2"
857,"N4,8/15/12,120,1325.81646,382.525316,4251,2"
858,"N4,8/15/12,132,1258.98101,589.107595,5607,2"
859,"N4,8/15/12,132,1249.86709,569.360759,5619,2"
860,"N4,8/15/12,132,1289.36076,579.993671,5630,2"
861,"N4,8/15/12,132,1260.5,558.727848,5635,2"
862,"N4,8/15/12,132,1262.01899,540.5,5643,2"
863,"N4,8/15/12,132,1258.98101,519.234177,5649,2"
864,"N4,8/15/12,132,1266.57595,493.411392,5670,2"
865,"N4,8/15/12,132,1175.43671,560.246835,5711,2"
866,"N4,8/15/12,132,1160.24684,669.613924,5736,2"
867,"N4,8/15/12,132,1236.1962,722.778481,5768,2"
868,"N4,8/15/12,132,1183.03165,791.132911,5784,2"
869,"N4,8/15/12,132,1290.87975,757.71519,5902,2"
870,"N4,8/15/12,132,1026.57595,748.601266,6092,2"
871,"N4,8/15/12,132,1037.20886,713.664557,6104,2"
872,"N4,8/15/12,132,1064.55063,642.272152,6123,2"
873,"N4,8/15/12,132,1043.28481,602.778481,6149,2"
874,"N4,8/15/12,132,1040.24684,592.14557,6164,2"
875,"N4,8/15/12,132,1072.14557,551.132911,6184,2"
876,"N4,8/15/12,132,1020.5,543.537975,6198,2"
877,"N4,8/15/12,132,1102.52532,513.158228,6245,2"
878,"N4,8/15/12,132,1143.53798,418.981013,6268,2"
879,"N4,8/15/12,132,1204.29747,449.360759,6285,2"
880,"N4,8/15/12,132,1246.82911,432.651899,6301,2"
881,"N4,8/15/12,132,1289.36076,423.537975,6313,2"
882,"N4,8/15/12,132,1275.68987,409.867089,6324,2"
883,"N4,8/15/12,132,1301.51266,408.348101,6350,2"
884,"N4,8/15/12,132,1315.18354,390.120253,6402,2"
885,"N4,8/15/12,132,1324.29747,405.310127,6405,2"
886,"N4,8/15/12,132,1315.18354,402.272152,6406,2"
887,"N4,8/15/12,140,1251.38608,567.841772,6833,2"
888,"N4,8/15/12,140,1258.98101,584.550633,6835,2"
889,"N4,8/15/12,140,1262.01899,569.360759,6845,2"
890,"N4,8/15/12,140,1266.57595,522.272152,6851,2"
891,"N4,8/15/12,140,1262.01899,496.449367,6867,2"
892,"N4,8/15/12,140,1248.3481,516.196203,6868,2"
893,"N4,8/15/12,140,1158.72785,490.373418,6898,2"
894,"N4,8/15/12,140,1110.12025,532.905063,6915,2"
895,"N4,8/15/12,140,1094.93038,525.310127,6916,2"
896,"N4,8/15/12,140,1041.76582,461.512658,6939,2"
897,"N4,8/15/12,140,1085.81646,412.905063,6984,2"
898,"N4,8/15/12,140,1063.03165,399.234177,6986,2"
899,"N4,8/15/12,140,1142.01899,330.879747,7054,2"
900,"N4,8/15/12,140,1134.42405,347.588608,7066,2"
901,"N4,8/15/12,140,1125.31013,355.183544,7089,2"
902,"N4,8/15/12,140,1152.6519,336.955696,7100,2"
903,"N4,8/15/12,140,1152.6519,283.791139,7125,2"
904,"N4,8/15/12,140,1170.87975,247.335443,7168,2"
905,"N4,8/15/12,140,1227.08228,302.018987,7201,2"
906,"N4,8/15/12,140,1266.57595,370.373418,7232,2"
907,"N4,8/15/12,140,1280.24684,356.702532,7241,2"
908,"N4,8/15/12,140,1281.76582,370.373418,7244,2"
909,"N4,8/15/12,140,1322.77848,390.120253,7305,2"
910,"N4,8/15/12,140,1310.62658,370.373418,7311,2"
911,"N4,8/15/12,140,1322.77848,385.563291,7323,2"
912,"N13,8/13/12,1,1100.28723,255.180851,2229,1"
