"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant209","Ant252","Ant308","Ant311","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant263","Ant289","Ant298","Ant324","Ant342","Ant347","Ant356","Ant380","Ant390","Ant394","Ant395","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant530","Ant538","Ant560","Ant564"
"Ant158",1,5,1,10,12,9,14,11,0,17,0,21,0,0,11,10,2,20,3,0,1,10,32,7,2,7,26,14,2,14,14,25,5,9,2,12,13,3,7,4,21,6,6,4,6,10,6,2,12,6,2,6,26,1,9,25,3,14,7,28,14,8,7,3,17,3,8,4,2,7,5,6,4,13,22,0,4,1,4
"Ant191",0,3,7,16,5,0,10,4,4,13,0,17,2,11,0,1,1,13,5,0,0,0,12,7,4,1,19,5,2,27,16,24,2,14,0,9,17,1,3,1,15,0,8,0,13,9,3,1,2,3,14,1,34,3,48,9,3,5,20,9,13,0,23,31,4,9,8,7,4,4,13,1,5,29,20,0,2,4,18
"Ant196",10,19,10,2,3,15,0,11,24,3,10,0,20,10,1,0,6,47,4,8,4,4,5,0,2,14,8,3,24,4,10,1,9,2,10,3,4,4,5,7,4,17,11,16,1,14,3,17,14,19,2,16,5,17,1,2,5,19,6,3,6,42,2,1,19,5,3,27,29,22,4,6,1,2,3,7,21,2,0
"Ant209",3,7,8,2,2,5,6,4,4,1,1,0,4,2,1,6,0,9,2,2,2,0,5,1,0,5,3,2,6,1,0,1,8,4,0,2,3,3,5,4,3,4,1,8,0,2,1,2,3,3,4,6,1,3,1,1,0,2,0,6,4,2,5,2,11,1,0,1,8,10,2,3,3,0,1,3,3,12,2
"Ant252",16,26,20,13,29,47,11,39,47,14,18,7,19,20,13,47,9,0,12,8,6,20,13,13,3,17,14,10,18,8,11,15,35,14,24,10,16,12,13,18,17,14,26,26,16,18,14,12,10,56,10,17,9,31,4,6,8,7,8,14,17,62,8,9,23,21,11,44,17,35,20,12,20,4,8,10,30,14,3
"Ant308",3,3,10,8,2,3,5,2,0,12,2,9,2,3,5,4,2,12,0,0,0,0,13,8,4,1,27,2,3,15,2,16,4,16,0,3,7,1,0,7,7,0,3,3,13,4,1,3,1,8,17,4,9,0,8,7,3,9,3,2,22,1,8,6,1,22,5,7,2,4,18,1,5,5,9,0,6,1,6
"Ant311",5,2,6,1,16,8,0,5,2,0,1,0,4,0,0,8,2,8,0,0,3,8,0,1,1,0,1,2,9,3,2,0,2,3,32,0,2,3,4,1,0,3,1,6,0,2,1,15,15,11,2,9,1,7,1,0,0,3,0,1,0,7,3,0,5,1,0,2,1,6,1,0,1,0,0,12,4,0,2
"Ant518",2,10,10,0,1,15,0,8,8,0,6,0,9,1,0,4,2,6,0,3,0,4,0,0,0,6,2,5,1,2,0,0,9,0,10,0,1,1,0,6,1,9,0,0,0,0,3,21,4,16,0,4,0,8,0,0,4,7,0,2,0,11,0,0,8,2,0,5,9,9,1,2,1,1,1,19,5,5,0
"Ant0",1,13,7,0,1,47,0,4,12,0,8,0,8,10,0,4,0,20,0,8,4,2,0,1,5,2,3,0,1,7,0,0,1,0,7,1,0,0,3,2,0,11,2,1,1,2,2,27,6,14,0,6,1,9,0,0,0,8,0,3,2,2,0,0,6,0,3,16,9,7,6,0,1,0,0,6,2,10,1
"Ant13",2,5,6,4,3,0,13,0,0,13,8,6,3,32,12,5,5,13,13,0,0,0,0,8,10,0,17,3,6,13,9,24,2,4,2,4,19,1,1,1,8,0,0,0,6,7,3,3,1,4,9,1,4,0,5,4,1,4,4,4,23,3,9,2,4,6,12,4,2,2,18,10,2,9,3,0,4,1,7
"Ant23",2,7,8,3,4,0,4,2,1,4,0,4,1,7,7,0,1,13,8,1,0,1,8,0,0,0,17,0,7,6,30,7,4,8,1,8,9,7,1,3,6,1,5,1,9,3,1,3,3,11,10,2,8,2,1,3,0,5,8,0,10,6,5,4,2,15,5,3,0,4,5,2,4,5,8,0,7,0,1
"Ant27",0,2,0,11,1,0,0,5,1,4,0,2,2,2,4,2,0,3,4,1,0,5,10,0,0,2,8,0,0,3,4,3,1,2,1,1,11,3,2,2,3,1,4,0,4,1,10,5,1,10,1,2,3,1,3,0,4,4,1,4,6,3,3,2,4,13,4,3,2,3,0,2,0,3,1,0,3,1,4
"Ant32",0,3,6,5,10,5,2,5,1,2,3,12,1,7,1,14,5,17,1,0,6,2,0,0,2,0,7,1,3,2,1,3,3,1,2,0,0,7,2,0,0,2,8,6,0,0,0,5,3,9,2,2,6,3,3,10,12,2,1,11,6,6,2,1,9,1,1,3,6,0,12,5,0,0,1,1,15,8,2
"Ant43",2,5,15,19,8,3,19,8,5,6,7,36,4,26,19,8,3,14,27,1,2,3,17,17,8,7,0,3,6,51,8,22,5,9,2,19,20,8,8,8,12,4,18,9,19,9,9,2,2,19,17,7,31,6,16,3,7,9,11,12,12,11,27,16,15,22,3,13,11,4,23,2,10,18,22,2,12,5,26
"Ant44",1,10,10,5,0,0,11,12,5,1,5,0,1,14,5,3,2,10,2,2,5,0,3,0,0,1,3,0,1,2,0,2,6,2,9,2,8,8,8,1,3,2,5,3,2,0,6,4,5,4,0,1,1,5,2,1,1,3,0,3,8,6,2,1,9,0,0,13,4,2,9,3,5,1,3,3,6,5,3
"Ant50",1,2,5,3,2,1,1,1,7,5,2,0,4,2,2,24,6,18,3,9,1,1,6,7,0,3,6,1,0,4,5,1,1,0,1,2,4,11,0,9,1,1,1,4,6,0,1,1,2,2,10,1,0,3,2,1,0,4,0,4,9,7,4,0,15,2,4,4,3,4,0,3,1,2,5,0,12,6,2
"Ant97",1,3,15,24,4,1,22,0,1,10,1,29,1,14,27,4,1,8,15,3,2,7,13,6,3,2,51,2,4,0,9,38,6,22,3,36,18,1,1,1,4,2,4,2,13,2,5,0,1,12,9,2,27,5,59,10,1,5,21,9,9,6,20,43,3,6,5,5,2,5,10,4,4,40,47,0,2,3,44
"Ant109",1,3,6,7,4,1,5,1,1,11,3,4,2,14,16,10,0,11,2,2,0,0,9,30,4,1,8,0,5,9,0,8,3,10,2,4,8,5,2,3,12,0,6,2,6,5,4,9,2,6,8,8,12,5,8,9,3,4,12,9,11,1,4,6,5,10,7,8,3,10,7,4,21,2,6,0,4,3,12
"Ant115",4,7,8,10,1,3,16,0,5,14,1,21,2,25,24,1,1,15,16,0,0,0,24,7,3,3,22,2,1,38,8,0,6,6,0,11,12,8,0,1,9,4,10,1,22,6,3,1,6,6,7,4,10,0,14,10,3,4,9,6,15,12,12,20,13,5,11,7,2,3,6,3,8,18,18,0,6,1,37
"Ant117",9,16,6,8,8,22,4,14,4,4,8,0,14,5,2,9,8,35,4,2,9,1,2,4,1,3,5,6,1,6,3,6,0,1,12,5,1,3,4,7,4,3,11,6,4,8,5,5,4,35,1,8,3,5,3,1,0,9,3,6,5,10,4,0,8,3,4,8,11,15,10,12,5,1,1,4,18,2,1
"Ant124",4,11,14,0,3,2,12,2,3,9,4,8,4,9,14,2,4,14,16,3,0,0,4,8,2,1,9,2,0,22,10,6,1,0,2,10,7,2,4,3,7,3,7,6,8,5,5,1,0,9,15,4,6,2,11,2,0,3,10,9,10,6,9,6,7,7,7,8,5,0,9,3,7,5,7,1,1,0,4
"Ant127",2,8,4,0,0,9,0,0,8,1,3,1,3,2,0,10,0,24,0,32,10,7,2,1,1,2,2,9,1,3,2,0,12,2,0,2,0,4,13,1,2,12,2,2,3,0,0,50,7,7,0,4,3,3,0,1,1,4,0,0,2,24,0,0,1,1,0,10,2,2,4,1,2,0,0,19,7,1,0
"Ant131",2,2,5,7,1,8,2,2,2,16,0,9,1,12,9,3,2,10,3,0,0,1,4,8,1,0,19,2,2,36,4,11,5,10,2,0,16,2,2,0,16,0,7,1,15,3,3,3,0,7,8,6,7,1,16,3,1,0,10,4,9,8,10,7,2,4,8,4,3,8,9,4,6,14,13,2,4,1,13
"Ant137",3,4,4,11,1,7,16,3,8,6,4,20,0,13,17,4,3,16,7,2,1,0,19,9,11,0,20,8,4,18,8,12,1,7,0,16,0,16,5,12,22,7,5,2,10,17,6,4,0,10,6,2,19,3,13,10,2,10,3,10,12,4,9,15,5,18,6,4,8,3,14,6,4,16,9,4,7,2,19
"Ant142",13,6,19,2,8,2,3,3,6,5,0,3,2,3,1,4,3,12,1,3,1,0,1,7,3,7,8,8,11,1,5,8,3,2,4,2,16,0,2,0,1,2,9,2,3,3,6,0,2,7,3,1,4,1,3,13,1,4,0,1,2,2,6,1,4,1,2,4,4,3,0,3,6,2,4,1,8,7,9
"Ant149",1,5,24,0,4,1,7,4,3,1,0,1,2,7,3,5,5,13,0,4,0,3,1,1,2,2,8,8,0,1,2,0,4,4,13,2,5,2,0,4,1,1,3,0,0,5,2,5,15,13,1,6,3,2,2,5,3,4,2,12,5,3,2,3,10,1,0,5,15,6,1,8,1,0,3,6,6,16,0
"Ant156",6,9,8,4,7,1,2,5,2,1,10,2,0,4,1,7,4,18,7,1,6,2,1,3,2,0,8,1,9,1,3,1,7,3,1,0,12,0,4,0,1,2,2,9,2,1,7,2,6,16,4,5,2,3,0,1,0,10,1,2,3,9,2,3,4,1,0,4,11,4,6,2,0,0,2,3,7,6,3
"Ant159",3,4,5,7,1,1,6,1,2,26,1,20,0,21,15,4,3,17,7,0,1,0,8,6,3,0,12,3,1,4,12,9,4,7,2,16,22,1,1,1,0,3,3,1,21,8,4,2,1,9,12,3,19,1,2,5,0,4,10,4,19,5,8,5,0,35,9,6,1,1,10,2,2,19,21,0,4,2,6
"Ant169",1,14,2,0,3,14,0,6,7,1,4,1,4,6,0,17,4,14,0,3,9,11,0,1,1,2,4,2,1,2,0,4,3,3,12,0,7,2,1,2,3,0,3,6,0,3,7,7,18,14,1,11,2,10,1,0,3,9,0,0,5,24,0,0,7,2,1,12,13,16,1,1,1,1,2,14,5,9,0
"Ant173",3,4,6,5,3,0,3,4,14,8,2,1,6,6,8,11,1,26,3,1,0,2,0,5,4,8,18,5,1,4,6,10,11,7,2,7,5,9,3,2,3,3,0,9,5,7,1,2,6,12,4,9,7,6,1,7,2,6,3,19,4,17,5,3,4,10,8,11,8,2,3,1,14,6,5,7,7,9,0
"Ant176",5,8,18,5,10,6,1,16,16,1,6,0,1,4,0,16,8,26,3,6,0,1,0,1,0,6,9,3,4,2,2,1,6,6,2,1,2,2,0,9,1,6,9,0,0,2,6,3,15,19,2,3,3,5,0,6,3,6,4,0,0,17,2,0,11,2,1,20,20,10,0,3,2,1,2,18,11,9,5
"Ant178",1,1,3,22,2,0,9,2,1,13,0,5,0,6,13,1,0,16,13,0,0,1,6,9,4,0,19,2,6,13,6,22,4,8,3,15,10,3,0,2,21,0,5,0,0,3,0,2,2,9,38,10,49,0,13,3,0,3,29,4,18,4,17,4,3,10,2,4,1,4,25,4,1,19,21,0,3,2,12
"Ant186",4,11,6,5,5,2,2,32,1,4,5,2,1,10,9,14,2,18,4,2,0,2,7,3,1,0,9,0,0,2,5,6,8,5,0,3,17,3,5,1,8,3,7,2,3,0,3,4,2,7,2,11,8,9,4,1,0,4,4,8,8,5,7,0,11,5,8,4,6,10,3,4,7,3,5,2,7,5,4
"Ant190",8,7,7,3,1,4,3,0,9,0,15,1,3,6,3,3,1,14,1,1,3,2,3,1,10,0,9,6,1,5,4,3,5,5,0,3,6,6,2,7,4,7,1,6,0,3,0,6,2,10,0,2,1,15,4,6,0,5,2,1,3,12,4,0,1,0,1,14,1,8,8,2,1,3,4,2,2,2,3
"Ant198",11,12,8,0,1,17,0,2,6,1,1,2,6,2,1,17,2,12,3,15,21,27,3,3,5,5,2,4,1,0,9,1,5,1,50,3,4,0,5,2,2,7,2,3,2,4,6,0,4,16,1,6,3,5,1,2,2,3,6,1,7,13,0,0,3,1,4,5,12,20,2,2,1,0,2,40,6,3,0
"Ant207",4,13,10,3,7,16,0,5,23,4,4,3,12,12,2,14,3,10,1,15,4,6,1,3,1,3,2,5,2,1,2,6,4,0,7,0,0,2,15,6,1,18,6,15,2,2,2,4,0,11,1,11,0,8,0,0,3,12,2,3,1,17,3,0,9,1,1,4,10,9,2,5,1,0,4,8,15,6,0
"Ant215",26,21,15,10,16,32,7,19,17,3,20,2,30,6,3,19,3,56,8,11,16,14,4,11,10,9,19,4,2,12,6,6,35,9,7,7,10,7,13,16,9,14,12,19,9,7,10,16,11,0,4,21,7,16,3,3,5,23,4,12,7,20,12,1,12,2,3,35,10,21,5,11,3,0,7,10,11,17,1
"Ant217",3,6,5,6,1,4,12,0,0,11,1,6,0,2,14,2,4,10,17,2,0,0,9,10,1,2,17,0,10,9,8,7,1,15,0,8,6,3,1,4,12,1,4,2,38,2,0,1,1,4,0,4,17,0,4,5,2,7,5,3,8,2,16,2,2,26,3,2,0,0,2,2,3,9,29,1,2,2,3
"Ant218",8,15,3,3,5,16,4,14,11,0,2,1,12,6,1,16,6,17,4,9,4,6,1,2,2,2,7,1,1,2,8,4,8,4,4,6,2,1,6,5,3,11,9,3,10,11,2,6,11,21,4,0,4,7,2,3,2,9,3,9,12,27,2,1,3,10,1,11,17,10,4,2,2,1,1,2,8,8,4
"Ant219",0,3,2,19,2,0,9,6,8,17,1,12,2,26,34,5,1,9,9,1,0,1,4,8,3,6,31,1,0,27,12,10,3,6,3,7,19,4,3,2,19,2,7,3,49,8,1,3,0,7,17,4,0,1,22,5,1,1,19,6,10,0,22,17,6,9,3,2,3,3,11,0,9,13,19,0,2,1,32
"Ant238",5,6,6,0,0,16,1,8,15,1,10,1,6,1,3,17,3,31,0,7,8,9,0,2,1,3,6,5,3,5,5,0,5,2,3,1,3,1,2,3,1,10,6,5,0,9,15,5,8,16,0,7,1,0,1,6,0,11,3,3,3,7,5,1,18,4,3,6,22,13,0,5,0,1,0,5,9,7,3
"Ant242",0,1,7,27,3,0,11,1,2,7,0,18,0,9,48,1,1,4,8,1,0,0,5,1,3,3,16,2,2,59,8,14,3,11,0,16,13,3,2,0,2,1,1,0,13,4,4,1,0,3,4,2,22,1,0,2,2,2,7,9,4,5,8,17,2,6,1,5,1,4,6,0,3,26,12,0,3,0,19
"Ant243",3,5,7,13,3,3,9,1,1,7,0,2,0,25,9,2,1,6,7,0,0,0,4,3,0,10,3,1,1,10,9,10,1,2,1,3,10,13,5,1,5,0,7,6,3,1,6,2,0,3,5,3,5,6,2,0,1,1,7,14,16,2,8,2,0,8,5,1,7,3,2,3,4,1,4,1,2,0,5
"Ant255",9,12,0,1,3,2,2,1,3,0,0,0,1,3,3,5,0,8,3,0,4,0,1,0,4,12,7,1,0,1,3,3,0,0,1,1,2,1,3,0,0,3,2,3,0,0,0,2,3,5,2,2,1,0,2,1,0,0,1,4,2,2,0,0,0,3,4,0,1,3,1,3,0,0,5,0,9,1,0
"Ant263",4,11,12,2,19,13,5,2,4,6,2,2,4,14,5,19,2,7,9,3,7,8,4,5,4,2,9,3,4,5,4,4,9,3,4,0,10,4,4,10,4,9,6,6,3,4,5,3,12,23,7,9,1,11,2,1,0,0,2,6,3,35,2,3,10,4,7,14,11,16,3,8,3,2,6,5,18,0,5
"Ant289",0,4,5,7,4,0,3,3,1,9,1,11,1,7,20,6,0,8,3,0,0,0,4,8,1,1,11,0,0,21,12,9,3,10,0,10,3,0,2,1,10,0,3,4,29,4,2,6,2,4,5,3,19,3,7,7,1,2,0,3,5,3,2,8,0,22,6,2,1,4,10,2,1,4,9,0,6,1,8
"Ant298",3,13,11,5,2,3,1,2,1,1,0,20,4,28,9,3,6,14,2,1,2,3,4,0,4,11,12,3,4,9,9,6,6,9,0,4,10,1,12,2,4,0,19,0,4,8,1,1,3,12,3,9,6,3,9,14,4,6,3,0,9,6,4,7,7,1,7,9,5,6,1,3,2,16,8,7,13,4,4
"Ant324",3,5,10,10,6,2,12,5,9,19,4,8,6,14,13,6,4,17,22,0,0,2,23,10,6,6,12,8,9,9,11,15,5,10,2,9,12,2,5,3,19,5,4,0,18,8,3,7,1,7,8,12,10,3,4,16,2,3,5,9,0,6,4,5,5,16,11,11,2,1,7,2,2,11,21,0,7,2,10
"Ant342",10,34,11,4,11,18,1,17,29,5,23,5,12,8,0,42,2,62,1,7,11,2,3,6,3,6,11,6,7,6,1,12,10,6,24,8,4,2,3,9,5,24,17,17,4,5,12,13,17,20,2,27,0,7,5,2,2,35,3,6,6,0,2,1,13,1,7,29,14,38,5,13,2,4,5,28,26,15,3
"Ant347",4,5,5,30,2,0,5,2,4,12,2,10,0,7,23,2,5,8,8,3,0,0,9,5,3,2,27,2,4,20,4,12,4,9,0,10,9,6,2,2,8,0,5,2,17,7,4,0,3,12,16,2,22,5,8,8,0,2,2,4,4,2,0,8,1,8,3,1,3,2,4,4,7,23,10,0,4,1,11
"Ant356",0,2,4,9,0,1,4,0,0,7,3,16,4,3,31,1,2,9,6,0,0,0,2,4,2,1,16,1,0,43,6,20,0,6,0,7,15,1,3,3,5,0,3,0,4,0,0,0,0,1,2,1,17,1,17,2,0,3,8,7,5,1,8,0,6,1,4,1,1,3,4,1,3,7,15,0,2,1,7
"Ant380",4,38,19,6,23,16,1,15,13,3,8,11,16,17,4,19,11,23,1,5,8,6,4,2,4,9,15,9,15,3,5,13,8,7,1,2,5,4,10,4,0,7,4,11,3,11,1,3,9,12,2,3,6,18,2,0,0,10,0,7,5,13,1,6,0,3,2,12,21,10,3,6,2,0,3,1,16,4,1
"Ant390",0,2,4,3,2,0,1,5,1,21,2,14,3,3,9,5,1,21,22,1,2,0,6,15,13,1,22,0,2,6,10,5,3,7,1,4,18,1,1,1,35,2,10,2,10,5,0,1,1,2,26,10,9,4,6,8,3,4,22,1,16,1,8,1,3,0,7,5,0,7,19,2,9,4,24,0,3,2,6
"Ant394",2,7,3,0,2,2,3,1,4,8,0,7,4,8,8,3,0,11,5,0,0,3,12,5,4,1,3,0,4,5,7,11,4,7,0,8,6,2,0,0,9,1,8,1,2,8,1,4,1,3,3,1,3,3,1,5,4,7,6,7,11,7,3,4,2,7,0,22,2,3,15,2,8,7,5,0,6,2,3
"Ant395",9,21,13,6,2,21,5,3,12,7,3,1,12,4,7,27,1,44,7,2,5,16,4,3,3,3,13,13,4,5,8,7,8,8,10,4,4,4,5,4,6,12,11,20,4,4,14,5,4,35,2,11,2,6,5,1,0,14,2,9,11,29,1,1,12,5,22,0,8,20,9,5,6,7,1,5,18,9,0
"Ant437",0,17,5,2,11,12,0,31,15,1,8,0,17,2,4,29,8,17,2,1,9,9,2,0,2,6,11,4,3,2,3,2,11,5,2,3,8,4,15,11,1,13,8,20,1,6,1,12,10,10,0,17,3,22,1,7,1,11,1,5,2,14,3,1,21,0,2,8,0,11,8,7,2,1,6,7,10,11,3
"Ant458",8,21,18,3,11,19,4,3,7,6,13,7,14,7,4,22,10,35,4,6,9,7,2,4,3,0,4,2,4,5,10,3,15,0,2,8,3,3,6,4,1,16,2,10,4,10,8,20,9,21,0,10,3,13,4,3,3,16,4,6,1,38,2,3,10,7,3,20,11,0,3,3,2,0,5,4,25,5,2
"Ant462",0,10,6,13,2,1,5,2,0,10,4,5,2,5,13,4,2,20,18,1,1,6,18,5,0,12,23,9,0,10,7,6,10,9,4,9,14,0,1,6,10,1,3,0,25,3,8,2,2,5,2,4,11,0,6,2,1,3,10,1,7,5,4,4,3,19,15,9,8,3,0,3,2,12,7,0,12,0,11
"Ant475",4,3,21,2,15,3,4,5,4,1,8,11,2,6,1,6,3,12,1,0,2,0,10,2,2,5,2,3,3,4,4,3,12,3,1,4,6,3,8,2,2,1,1,3,4,4,2,2,5,11,2,2,0,5,0,3,3,8,2,3,2,13,4,1,6,2,2,5,7,3,3,0,3,0,6,3,2,8,1
"Ant482",1,9,10,4,2,0,5,5,1,4,2,3,3,4,5,1,3,20,5,1,1,1,2,4,0,0,10,5,1,4,21,8,5,7,2,6,4,6,1,0,2,1,14,2,1,7,1,1,1,3,3,2,9,0,3,4,0,3,1,2,2,2,7,3,2,9,8,6,2,2,2,3,0,13,5,0,0,0,14
"Ant492",0,2,2,15,4,2,4,1,0,12,0,6,0,13,29,2,0,4,5,0,1,0,9,5,3,0,18,1,2,40,2,18,1,5,0,14,16,2,0,0,19,1,6,1,19,3,3,0,0,0,9,1,13,1,26,1,0,2,4,16,11,4,23,7,0,4,7,7,1,0,12,0,13,0,19,0,7,2,11
"Ant501",4,0,6,11,0,1,13,6,3,18,0,25,0,22,20,3,1,8,9,0,1,0,3,8,1,1,22,3,5,47,6,18,1,7,0,13,9,4,3,2,21,2,5,2,21,5,4,2,4,7,29,1,19,0,12,4,5,6,9,8,21,5,10,15,3,24,5,1,6,5,7,6,5,19,0,4,12,3,18
"Ant530",5,19,2,1,3,31,4,8,7,0,6,0,19,0,0,7,3,10,0,12,19,6,0,0,0,1,2,3,0,0,0,0,4,1,19,2,4,1,6,3,0,14,7,18,0,2,2,40,8,10,1,2,0,5,0,1,0,5,0,7,0,28,0,0,1,0,0,5,7,4,0,3,0,0,4,0,15,3,0
"Ant538",6,9,13,3,15,8,5,16,10,6,10,0,3,4,2,21,3,30,6,4,5,2,4,7,3,15,12,6,12,2,4,6,18,1,7,4,7,8,6,7,4,5,7,11,3,7,2,6,15,11,2,8,2,9,3,2,9,18,6,13,7,26,4,2,16,3,6,18,10,25,12,2,0,7,12,15,0,5,0
"Ant560",0,4,15,2,2,10,9,12,26,0,0,1,1,1,4,2,12,14,1,0,5,10,1,0,1,8,5,5,6,3,3,1,2,0,1,1,2,7,16,6,2,9,9,9,2,5,2,3,6,17,2,8,1,7,0,0,1,0,1,4,2,15,1,1,4,2,2,9,11,5,0,8,0,2,3,3,5,0,0
"Ant564",0,3,4,15,1,3,8,4,3,14,1,11,1,4,18,0,2,3,6,2,0,1,7,1,4,2,26,3,2,44,12,37,1,4,0,13,19,9,0,3,6,0,0,5,12,4,3,0,0,1,3,4,32,3,19,5,0,5,8,4,10,3,11,7,1,6,3,0,3,2,11,1,14,11,18,0,0,0,0
