"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant43","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant137","Ant159","Ant178","Ant186","Ant190","Ant215","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant501","Ant560","Ant564"
"Ant518",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant0",13,4,15,1,6,1,1,4,2,0,0,1,0,0,16,8,4,0,0,1,1,12,1,1,5,0,0,6,5,0,14,0,6,1,2,1,5,0,3,5,2,0,10,0,13,0,2,7,10,2,3,0,27,0
"Ant13",0,3,0,4,0,0,8,1,3,2,9,0,4,7,2,2,1,0,1,0,1,3,0,0,17,5,4,6,2,2,1,7,2,2,10,3,0,4,0,0,1,7,2,0,0,0,4,0,0,2,2,3,0,2
"Ant23",1,4,0,1,0,0,0,0,0,2,2,0,2,1,1,0,0,1,1,1,0,0,2,0,5,2,3,0,7,0,2,9,2,0,0,0,0,2,1,0,0,1,0,2,1,0,2,0,1,0,2,0,3,5
"Ant27",15,15,20,2,9,17,3,13,11,0,0,10,1,0,22,13,6,0,12,3,0,0,0,5,1,2,0,6,7,5,8,0,10,2,0,0,8,0,12,6,0,1,11,0,17,0,1,6,16,2,14,0,12,0
"Ant43",0,0,0,0,0,0,1,0,0,2,6,0,0,0,1,1,0,0,1,0,2,0,0,0,1,4,7,0,0,0,1,0,0,3,1,0,0,2,3,0,0,8,0,0,0,11,0,1,0,0,0,2,0,0
"Ant50",11,2,0,0,8,18,0,8,0,0,0,3,0,0,32,1,0,0,1,0,0,5,0,0,0,0,0,2,2,0,0,0,4,0,0,0,10,0,1,37,0,0,22,0,12,0,0,13,0,6,0,0,3,0
"Ant97",2,9,1,16,3,1,9,1,5,6,14,1,2,3,7,7,5,0,5,17,5,1,1,0,0,9,14,4,0,3,13,12,1,1,10,1,4,13,9,7,1,9,4,1,7,7,12,3,10,13,4,0,0,1
"Ant109",3,7,2,10,10,0,9,0,5,8,75,2,3,13,3,2,5,0,0,5,2,2,4,0,9,0,3,2,9,1,5,7,1,2,21,3,2,1,6,1,1,9,1,0,7,1,12,0,3,2,1,1,6,1
"Ant115",0,2,0,3,1,0,7,1,0,7,12,0,4,4,3,1,1,0,0,4,3,0,7,0,14,3,0,0,0,4,0,5,2,1,5,5,0,5,3,0,5,9,0,0,0,20,6,1,9,2,1,5,1,1
"Ant117",2,8,9,0,5,10,1,16,3,1,4,4,0,1,13,2,3,0,6,6,0,6,0,2,4,2,0,0,8,0,3,2,2,0,7,1,2,0,2,3,0,2,9,0,6,1,5,3,3,6,3,0,3,0
"Ant124",5,9,3,0,1,4,5,3,14,5,0,9,1,5,10,11,10,0,5,2,7,7,0,2,0,9,0,8,0,0,6,2,23,15,0,0,4,0,3,10,0,0,14,0,9,0,1,2,7,9,2,2,5,0
"Ant137",0,0,0,6,1,0,0,0,0,5,0,0,14,1,0,1,0,0,0,2,0,5,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,18,0,0,7,0,0,12,1,1,8,0,0,1,3,6,0,6
"Ant159",6,5,25,6,6,4,4,4,3,0,3,1,0,3,23,21,8,0,14,1,2,8,1,0,13,5,0,3,6,0,0,2,9,3,0,1,2,0,1,4,0,0,10,1,11,2,1,3,4,5,4,0,10,0
"Ant178",0,0,0,9,0,0,4,0,0,1,4,0,5,1,3,2,5,0,0,7,9,0,0,0,12,7,5,2,2,0,2,0,0,0,2,0,0,2,1,0,0,1,0,0,1,21,4,0,0,1,0,3,0,1
"Ant186",22,16,21,0,10,3,6,11,4,0,0,2,0,4,17,10,4,0,6,2,2,10,0,4,1,1,2,2,23,0,9,0,0,1,0,0,13,1,1,4,0,0,10,0,13,0,1,4,10,8,27,0,12,0
"Ant190",4,6,1,1,3,0,6,3,1,5,6,1,0,3,7,2,0,0,1,2,0,2,3,0,1,2,1,0,15,0,3,0,1,0,5,1,2,1,2,2,0,2,7,0,11,0,5,0,2,0,0,0,3,1
"Ant215",1,6,12,8,1,0,11,1,7,3,20,0,5,0,7,4,0,0,2,10,0,0,1,0,10,21,5,7,0,0,0,2,0,5,0,3,0,6,12,12,0,3,1,0,0,7,4,0,0,4,0,5,0,5
"Ant219",0,2,0,3,1,0,2,0,1,1,3,0,0,3,0,3,0,0,1,3,0,0,0,0,1,3,5,1,0,0,1,0,0,1,3,0,0,2,1,3,9,2,5,8,0,3,3,0,0,0,0,15,0,22
"Ant238",25,10,8,0,2,6,2,4,1,4,0,11,0,0,16,8,6,0,5,0,0,8,0,10,4,2,0,2,4,0,2,0,13,2,0,0,0,0,2,6,0,1,22,0,12,0,0,3,3,2,0,0,12,0
"Ant242",0,2,1,2,1,0,3,0,1,5,1,0,7,0,0,0,0,0,0,4,2,0,2,0,13,1,5,0,0,18,0,2,1,1,6,2,0,0,2,0,0,5,0,7,0,5,1,0,0,3,0,2,0,16
"Ant243",0,14,1,2,9,12,4,24,16,0,13,8,2,1,8,6,1,0,3,0,1,12,3,1,9,6,3,2,3,0,1,1,1,2,12,1,2,2,0,7,0,1,6,0,7,0,6,3,16,7,8,0,2,0
"Ant255",13,7,1,1,2,120,1,7,8,1,2,7,0,4,14,2,3,0,5,0,0,6,0,37,7,1,0,3,10,0,4,0,4,2,12,3,6,0,7,0,0,2,23,0,21,1,1,25,12,15,2,0,6,0
"Ant289",0,0,0,0,0,0,1,0,0,3,1,0,0,1,3,0,0,0,2,1,0,0,0,0,1,1,5,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,8,0,0,0,0,1,25,0,4
"Ant324",0,12,0,5,0,0,0,0,9,6,7,1,2,2,6,3,1,0,0,7,1,1,8,0,9,9,9,2,0,0,0,1,0,2,3,2,1,5,1,2,0,0,0,0,0,2,2,1,1,0,1,0,0,2
"Ant342",9,18,5,4,7,79,1,17,7,0,3,13,0,0,13,6,2,0,10,2,0,11,0,22,4,1,0,9,14,0,10,0,10,7,1,5,22,0,6,23,0,0,0,2,16,0,0,18,3,8,3,0,31,0
"Ant347",0,0,1,11,0,0,1,0,0,4,3,0,2,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,12,1,0,0,0,0,8,0,7,0,0,7,0,2,0,0,0,0,0,0,0,0,7,0,28
"Ant380",18,16,18,3,14,89,10,20,21,6,2,12,0,2,33,17,9,0,13,0,1,17,0,12,7,7,0,6,9,1,11,1,13,11,0,0,12,0,7,21,0,0,16,0,0,2,6,19,18,8,8,2,19,1
"Ant390",0,1,1,10,0,0,6,0,2,3,10,0,0,21,2,0,3,0,0,0,0,0,11,0,7,1,20,1,0,1,2,21,0,0,7,3,0,5,0,1,8,2,0,0,2,0,1,0,0,1,0,5,0,7
"Ant394",3,5,0,4,0,0,5,0,4,9,4,0,2,8,11,4,6,0,2,4,2,1,0,0,12,12,6,5,1,8,1,4,1,5,4,3,0,1,6,1,0,2,0,0,6,1,0,1,1,2,4,1,0,1
"Ant395",11,11,0,0,11,51,0,14,4,0,0,5,0,0,15,6,1,0,7,0,0,6,1,13,3,0,1,3,2,0,3,0,4,0,0,0,3,0,3,25,0,1,18,0,19,0,1,0,1,3,5,1,3,0
"Ant458",2,7,6,6,4,12,0,12,10,2,2,3,0,1,24,14,0,0,10,0,1,16,0,0,10,3,9,3,7,0,4,0,10,2,0,0,3,0,16,12,0,1,3,0,18,0,1,1,0,2,1,0,4,0
"Ant475",3,8,4,0,2,6,10,6,2,3,0,3,0,0,6,2,4,0,2,2,0,2,0,6,13,2,2,6,9,1,5,1,8,0,4,0,2,3,7,15,0,0,8,0,8,1,2,3,2,0,0,0,6,0
"Ant482",5,7,25,3,7,3,6,6,5,0,1,5,0,1,30,8,16,0,3,2,2,14,0,0,4,1,1,3,2,3,4,0,27,0,0,0,0,0,8,2,1,1,3,0,8,0,4,5,1,0,0,0,15,0
"Ant501",0,0,0,0,1,0,1,0,0,2,1,0,2,0,2,0,1,0,0,3,0,0,2,0,0,1,5,0,2,6,0,3,0,0,5,15,0,2,0,0,25,0,0,7,2,5,1,1,0,0,0,0,1,6
"Ant560",27,8,21,1,12,6,3,10,10,0,1,12,0,0,12,11,10,0,27,0,3,12,0,3,0,6,1,3,5,0,10,0,12,3,0,0,12,0,2,6,0,0,31,0,19,0,0,3,4,6,15,1,0,0
"Ant564",0,0,0,2,2,0,2,0,1,0,2,0,6,0,0,0,0,0,0,2,5,0,0,0,1,1,1,0,0,6,0,1,0,1,5,22,0,16,0,0,4,2,0,28,1,7,1,0,0,0,0,6,0,0
