"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant209","Ant252","Ant308","Ant311","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant263","Ant289","Ant298","Ant324","Ant342","Ant347","Ant356","Ant380","Ant390","Ant394","Ant395","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant530","Ant538","Ant560","Ant564"
"Ant252",3,7,5,0,10,10,4,4,4,3,18,0,16,0,2,8,0,0,3,9,5,2,0,2,0,11,1,3,1,0,0,2,13,1,3,0,0,5,6,2,1,6,17,2,0,5,11,13,0,18,0,11,0,8,0,5,1,11,0,0,0,16,1,7,12,3,0,5,9,6,3,16,2,0,0,3,16,7,1
"Ant308",0,6,2,11,2,2,5,8,3,10,0,12,1,8,10,2,1,3,0,0,0,0,4,3,1,0,3,10,0,22,3,4,2,12,0,8,4,1,0,0,25,1,4,0,0,3,4,1,0,11,0,0,11,1,5,12,3,0,6,3,4,2,4,16,0,7,11,0,0,0,2,1,1,11,0,0,0,2,1
"Ant311",0,9,1,0,2,31,2,1,2,2,9,0,19,1,1,3,1,9,0,0,27,21,0,1,0,0,1,0,0,3,0,2,2,5,9,0,0,0,0,9,2,9,2,35,0,2,3,13,5,11,0,16,0,8,1,1,2,14,0,0,0,19,0,1,1,0,1,7,2,16,0,0,12,0,1,40,0,0,0
"Ant518",3,8,0,0,3,34,0,6,11,0,9,0,18,0,0,11,0,5,0,27,0,27,1,0,0,2,0,3,2,0,0,0,6,0,10,0,0,5,2,11,0,10,0,22,3,2,0,25,6,28,0,7,0,4,0,1,0,15,0,0,1,21,0,0,3,0,0,3,6,7,0,2,6,0,0,15,5,0,0
"Ant0",1,8,4,0,2,28,1,1,2,0,12,0,9,0,0,18,1,2,0,21,27,0,1,0,0,0,0,3,1,0,0,0,3,0,6,0,0,0,0,9,0,5,0,32,1,1,1,15,11,5,0,9,0,11,0,0,0,9,0,0,0,14,0,0,0,0,1,7,2,7,0,1,1,0,1,33,1,0,0
"Ant13",1,7,0,4,0,0,0,0,16,8,0,3,0,8,8,1,0,0,4,0,1,1,0,0,0,0,7,0,0,21,4,10,2,9,1,6,10,0,0,0,8,0,2,0,7,1,2,0,0,3,18,1,13,0,13,6,2,3,4,10,7,0,20,1,2,13,8,0,0,0,1,1,1,5,8,0,2,0,3
"Ant23",0,10,12,1,0,1,9,0,6,17,4,2,0,1,1,11,1,2,3,1,0,0,0,0,0,0,3,6,0,6,6,3,6,7,7,1,2,0,0,0,6,1,1,0,2,0,4,5,1,6,0,0,0,1,1,1,0,2,1,0,2,2,3,3,8,0,3,13,10,0,0,1,1,6,0,0,9,1,2
"Ant27",2,0,2,2,1,0,0,2,2,14,0,11,1,0,2,4,7,0,1,0,0,0,0,0,0,3,3,1,0,2,1,6,2,3,0,2,0,1,6,0,0,0,6,0,1,4,2,1,0,2,0,0,1,1,1,1,2,1,0,5,0,10,0,0,2,0,10,2,7,1,5,0,6,1,1,1,8,6,0
"Ant32",2,1,12,1,0,1,3,17,6,2,1,0,1,0,1,4,2,11,0,0,2,0,0,0,3,0,0,8,5,0,1,1,0,5,5,1,0,16,8,0,1,3,6,0,1,1,3,6,12,5,0,2,0,5,0,1,0,5,0,2,0,12,1,4,2,0,0,1,11,2,8,7,15,0,0,1,11,8,0
"Ant43",3,3,12,17,0,3,2,4,7,10,0,9,0,10,15,4,3,1,3,1,0,0,7,3,3,0,0,2,0,7,1,37,4,16,4,12,10,2,0,0,7,0,6,0,22,7,3,6,0,2,17,0,10,0,23,10,1,5,0,5,19,5,4,11,2,27,0,4,2,3,3,5,2,9,8,1,4,11,2
"Ant44",0,11,10,0,3,6,2,7,2,1,13,1,2,0,1,6,1,3,10,0,3,3,0,6,1,8,2,0,12,3,1,0,2,3,3,0,0,5,18,0,0,3,11,2,0,0,6,6,0,8,0,3,0,5,0,7,0,4,1,0,0,16,0,6,2,1,0,3,14,8,6,7,4,0,0,7,1,2,1
"Ant50",1,5,9,0,3,2,11,0,3,0,3,0,4,0,3,13,2,1,0,0,2,1,0,0,0,5,0,12,0,0,1,0,2,5,3,0,0,23,7,0,1,6,0,5,2,6,0,7,6,2,0,3,0,8,0,1,0,5,0,0,0,18,0,0,1,0,0,6,5,7,12,0,4,0,0,8,2,1,0
"Ant97",2,0,5,26,1,0,1,1,3,6,0,80,0,15,46,0,0,0,22,3,0,0,21,6,2,0,7,3,0,0,3,10,0,5,1,19,31,0,0,0,6,0,4,0,19,2,6,0,0,1,14,0,12,1,49,4,0,1,29,8,13,2,30,3,1,7,3,0,0,1,4,0,1,32,3,0,1,5,38
"Ant109",2,13,13,1,6,2,7,2,20,10,3,2,2,24,13,8,4,0,3,0,0,0,4,6,1,1,1,1,1,3,0,8,5,12,1,4,1,7,2,0,5,0,7,0,1,5,7,1,1,2,1,2,0,4,2,6,8,4,2,2,1,1,1,0,10,7,6,4,6,2,8,1,8,3,0,3,7,0,0
"Ant115",5,2,5,2,1,3,12,3,6,24,0,4,1,22,13,3,1,2,4,2,0,0,10,3,6,1,37,0,0,10,8,0,2,21,2,15,11,0,5,0,35,0,1,0,15,1,3,2,1,0,7,4,9,1,17,5,6,5,2,8,11,3,19,5,8,15,4,0,0,2,4,0,0,8,3,0,4,8,3
"Ant117",3,20,7,0,7,20,2,9,5,5,8,0,4,2,0,29,1,13,2,2,6,3,2,6,2,0,4,2,2,0,5,2,0,4,7,2,0,9,6,3,0,5,3,5,2,2,2,9,23,14,0,7,0,3,2,0,1,3,1,3,0,9,0,3,12,2,2,4,10,9,3,0,2,1,3,6,5,27,0
"Ant124",6,13,4,5,3,1,13,2,8,25,1,3,1,10,6,3,1,1,12,5,0,0,9,7,3,5,16,3,5,5,12,21,4,0,2,0,2,6,5,0,5,1,7,4,1,2,4,7,0,6,6,3,1,0,3,14,2,0,1,6,9,2,4,12,5,6,4,2,1,6,1,2,8,7,7,2,6,6,0
"Ant127",9,9,3,0,2,29,1,7,13,2,5,0,9,4,0,23,3,3,0,9,10,6,1,7,0,5,4,3,3,1,1,2,7,2,0,0,0,2,4,17,0,6,2,4,1,1,12,19,10,8,0,13,0,2,0,2,10,8,0,0,2,34,0,1,3,0,3,8,1,12,13,0,6,1,0,10,14,8,0
"Ant131",0,0,0,15,0,0,2,0,2,5,0,22,1,9,15,0,0,0,8,0,0,0,6,1,2,1,12,0,0,19,4,15,2,0,0,0,6,4,0,0,2,0,2,0,10,0,2,0,0,3,5,0,9,0,13,2,2,0,2,10,0,0,6,3,0,8,1,0,0,1,0,0,1,4,10,0,1,2,4
"Ant137",1,0,14,17,0,0,0,0,0,3,0,11,0,18,7,1,1,0,4,0,0,0,10,2,0,0,10,0,0,31,1,11,0,2,0,6,0,2,0,0,9,0,2,0,8,3,0,0,0,0,1,0,18,0,15,2,1,0,2,2,7,1,15,1,0,2,1,0,0,0,0,0,2,16,21,0,2,0,31
"Ant142",6,4,20,1,10,0,7,12,19,1,16,2,13,0,0,35,3,5,1,0,5,0,0,0,1,16,2,5,23,0,7,0,9,6,2,4,2,0,13,0,4,10,12,7,0,4,9,9,5,9,0,3,0,2,0,2,1,1,0,0,1,13,0,10,3,0,2,18,18,2,13,7,1,3,1,5,7,0,0
"Ant149",2,12,17,0,22,9,3,8,6,4,16,3,2,0,0,20,2,6,0,0,2,0,0,0,6,8,0,18,7,0,2,5,6,5,4,0,0,13,0,0,1,3,0,6,0,0,2,10,2,21,0,0,0,2,0,3,1,4,0,1,3,15,0,2,8,2,4,1,23,14,5,1,6,0,1,6,9,9,0
"Ant156",0,3,0,0,0,18,0,0,0,0,3,0,3,0,0,22,0,2,0,9,11,9,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,1,0,41,0,0,0,7,1,0,0,6,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,9,2,0,0,0,0,0,0,25,0,0,0
"Ant159",3,9,6,3,0,1,0,1,5,6,1,6,0,7,4,2,1,1,25,2,0,0,8,6,0,1,7,0,1,6,5,35,0,5,0,2,9,4,1,0,0,0,2,1,6,4,2,0,0,10,13,0,8,3,2,2,2,1,3,5,5,2,19,8,3,3,4,0,2,0,0,0,1,2,0,2,1,3,2
"Ant169",0,5,5,0,3,5,3,0,2,1,4,0,8,2,0,10,0,6,1,9,10,5,0,1,0,3,0,3,6,0,0,0,5,1,6,0,0,10,3,1,0,0,5,5,0,0,4,12,8,1,0,3,0,2,0,0,1,5,0,0,1,14,0,0,7,0,0,10,6,6,0,3,1,0,1,17,5,0,0
"Ant173",5,1,7,0,3,0,7,2,7,9,1,1,2,8,6,1,0,17,4,2,0,0,2,1,6,6,6,11,0,4,7,1,3,7,2,2,2,12,0,0,2,5,0,1,3,3,26,10,2,8,0,6,1,3,0,2,0,0,0,5,2,1,2,2,5,29,3,11,4,2,4,0,7,0,3,0,4,0,0
"Ant176",1,9,8,0,5,1,0,4,8,0,5,0,7,0,1,12,4,2,0,35,22,32,0,0,0,0,0,2,5,0,0,0,5,4,4,0,0,7,6,41,1,5,1,0,0,1,3,8,3,4,0,7,0,20,0,3,0,6,0,0,3,15,0,0,1,0,0,5,11,9,3,4,0,1,0,24,0,2,0
"Ant178",0,2,7,9,0,0,2,0,1,5,0,4,0,4,10,1,1,0,0,0,3,1,7,2,1,1,22,0,2,19,1,15,2,1,1,10,8,0,0,0,6,0,3,0,0,2,2,2,0,0,6,0,18,0,11,1,3,1,9,4,5,0,2,0,1,3,6,0,0,0,0,0,5,1,0,0,1,0,1
"Ant186",5,2,5,0,3,0,1,2,5,1,4,12,2,4,2,4,2,5,3,2,2,1,1,0,4,1,7,0,6,2,5,1,2,2,1,0,3,4,0,0,4,0,3,1,2,0,2,5,2,11,1,3,0,6,0,1,5,1,0,5,9,2,2,2,0,2,6,0,10,2,1,2,13,5,0,4,1,8,0
"Ant190",1,9,7,0,0,1,3,4,2,0,1,3,1,0,2,1,2,11,4,3,0,1,2,4,2,3,3,6,0,6,7,3,2,4,12,2,0,9,2,0,2,4,26,3,2,2,0,2,4,3,1,3,5,9,0,1,3,1,1,1,1,7,2,5,0,6,4,8,15,0,5,0,2,0,0,0,7,5,0
"Ant198",8,28,11,0,9,57,10,6,8,2,16,0,43,6,2,26,6,13,1,13,25,15,0,5,1,6,6,6,7,0,1,2,9,7,19,0,0,9,10,7,0,12,10,8,2,5,2,0,23,25,0,37,0,13,0,3,1,10,0,0,1,54,0,1,15,0,0,22,14,34,1,11,6,1,0,27,18,5,0
"Ant207",0,22,5,0,6,44,1,7,0,4,9,0,22,4,0,13,0,0,0,5,6,11,0,1,0,12,0,0,6,0,1,1,23,0,10,0,0,5,2,1,0,8,2,3,0,2,4,23,0,18,0,3,0,9,0,3,1,17,0,0,0,25,0,1,11,0,2,27,4,12,1,3,3,0,0,3,11,1,0
"Ant215",16,34,7,0,18,22,4,7,19,4,36,0,11,3,0,33,7,18,11,11,28,5,3,6,2,5,2,8,2,1,2,0,14,6,8,3,0,9,21,0,10,1,8,4,0,11,3,25,18,0,0,26,0,27,0,1,4,20,1,1,0,14,0,4,30,2,7,3,20,69,7,16,9,2,0,13,46,0,0
"Ant217",0,2,0,4,0,0,0,0,1,0,0,10,0,1,10,0,2,0,0,0,0,0,18,0,0,0,17,0,0,14,1,7,0,6,0,5,1,0,0,0,13,0,0,0,6,1,1,0,0,0,0,0,26,0,10,0,0,0,9,1,2,0,24,2,0,1,1,0,0,0,0,0,1,2,1,0,1,0,8
"Ant218",4,12,2,0,1,46,6,7,11,2,6,0,7,0,0,21,2,11,0,16,7,9,1,0,0,2,0,3,3,0,2,4,7,3,13,0,0,3,0,6,0,3,6,7,0,3,3,37,3,26,0,0,0,5,0,0,1,9,0,0,2,23,0,0,3,1,1,12,8,20,1,7,3,0,0,14,11,0,0
"Ant219",0,0,4,19,0,0,0,3,2,6,0,18,0,11,16,0,0,0,11,0,0,0,13,0,1,0,10,0,0,12,0,9,0,1,0,9,18,0,0,0,8,0,1,0,18,0,5,0,0,0,26,0,0,0,27,0,1,0,9,0,14,0,10,1,1,10,3,0,0,0,0,0,0,16,12,0,0,0,14
"Ant238",5,9,6,0,0,22,3,5,1,0,5,0,5,0,0,6,1,8,1,8,4,11,0,1,1,5,0,5,8,1,4,1,3,0,2,0,0,2,2,4,3,2,3,20,0,6,9,13,9,27,0,5,0,0,0,3,0,5,1,2,0,17,0,1,10,0,2,8,6,16,8,5,3,0,0,11,3,5,0
"Ant242",2,0,3,15,0,0,0,1,0,11,0,8,0,6,26,0,0,0,5,1,0,0,13,1,1,0,23,0,0,49,2,17,2,3,0,13,15,0,0,0,2,0,0,0,11,0,0,0,0,0,10,0,27,0,0,0,0,0,2,6,7,1,12,2,0,5,1,0,1,0,1,0,0,17,5,0,0,0,7
"Ant243",6,5,3,0,1,2,24,0,0,5,2,2,3,3,9,1,3,5,12,1,1,0,6,1,1,1,10,7,1,4,6,5,0,14,2,2,2,2,3,0,2,0,2,3,1,1,1,3,3,1,0,0,0,3,0,0,4,1,1,3,1,3,6,6,4,2,4,3,1,0,5,15,3,0,1,2,1,9,1
"Ant255",10,0,5,0,2,0,2,2,2,4,0,2,0,0,0,1,2,1,3,2,0,0,2,0,2,0,1,0,0,0,8,6,1,2,10,2,1,1,1,0,2,1,0,0,3,5,3,1,1,4,0,1,1,0,0,4,0,7,0,0,2,2,0,1,2,3,6,0,3,2,2,23,4,1,0,2,1,9,0
"Ant263",3,20,3,0,3,36,0,3,7,0,8,0,13,1,0,13,2,11,0,14,15,9,3,2,1,5,5,4,5,1,4,5,3,0,8,0,0,1,4,4,1,5,0,6,1,1,1,10,17,20,0,9,0,5,0,1,7,0,0,1,0,12,0,1,5,0,3,5,16,17,0,5,6,0,0,19,4,0,0
"Ant289",0,0,0,7,0,0,5,0,0,2,0,15,0,1,5,0,0,0,6,0,0,0,4,1,0,0,0,1,0,29,2,2,1,1,0,2,2,0,0,0,3,0,0,0,9,0,1,0,0,1,9,0,9,1,2,1,0,0,0,1,1,0,3,9,0,4,2,0,0,0,0,0,3,1,7,0,0,0,2
"Ant298",0,2,1,0,0,0,0,2,5,14,0,18,1,5,3,1,0,0,3,0,0,0,10,0,5,2,5,0,0,8,2,8,3,6,0,10,2,0,1,0,5,0,5,0,4,5,1,0,0,1,1,0,0,2,6,3,0,1,1,0,1,1,4,0,0,13,3,0,0,0,8,0,1,9,7,1,0,0,1
"Ant324",1,0,11,1,0,0,0,2,0,28,1,20,1,18,2,0,1,0,4,0,1,0,7,2,0,0,19,0,0,13,1,11,0,9,2,0,7,1,3,0,5,1,2,3,5,9,1,1,0,0,2,2,14,0,7,1,2,0,1,1,0,1,2,6,2,2,3,1,0,0,7,0,1,7,4,0,0,2,2
"Ant342",0,30,8,0,6,37,3,8,7,1,20,0,32,4,2,35,8,16,2,19,21,14,0,2,10,12,5,16,18,2,1,3,9,2,34,0,1,13,15,4,2,14,1,15,0,2,7,54,25,14,0,23,0,17,1,3,2,12,0,1,1,0,0,5,13,2,3,28,28,17,0,16,4,0,3,33,10,8,0
"Ant347",0,2,1,13,0,0,0,1,1,4,0,14,0,7,8,0,0,1,4,0,0,0,20,3,0,1,4,0,0,30,1,19,0,4,0,6,15,0,0,0,19,0,2,0,2,2,2,0,0,0,24,0,10,0,12,6,0,0,3,4,2,0,0,2,0,6,1,0,1,0,0,0,0,14,0,0,0,0,4
"Ant356",6,2,2,0,2,0,15,5,2,11,0,3,1,4,13,3,0,7,16,1,0,0,1,3,0,4,11,6,0,3,0,5,3,12,1,3,1,10,2,0,8,0,2,0,0,2,5,1,1,4,2,0,1,1,2,6,1,1,9,0,6,5,2,0,1,2,10,7,1,1,0,3,22,12,9,0,4,0,6
"Ant380",4,8,8,0,6,8,6,13,9,1,18,2,1,0,1,14,1,12,0,1,3,0,2,8,2,2,2,2,1,1,10,8,12,5,3,0,0,3,8,0,3,7,5,1,1,0,0,15,11,30,0,3,1,10,0,4,2,5,0,0,2,13,0,1,0,0,3,3,19,17,3,14,1,1,1,18,5,4,0
"Ant390",0,2,20,12,1,0,0,0,0,6,0,17,2,37,10,0,1,3,7,0,0,0,13,0,0,0,27,1,0,7,7,15,2,6,0,8,2,0,2,0,3,0,29,0,3,2,6,0,0,2,1,1,10,0,5,2,3,0,4,13,2,2,6,2,0,0,3,0,1,1,2,0,2,11,12,0,2,7,3
"Ant394",6,0,2,5,3,1,1,2,1,4,0,7,0,6,3,2,11,0,11,1,0,1,8,3,10,0,0,0,0,3,6,4,2,4,3,1,1,2,4,0,4,0,3,0,6,6,4,0,2,7,1,1,3,2,1,4,6,3,2,3,3,3,1,10,3,3,0,1,0,2,2,3,2,1,7,1,1,5,1
"Ant395",1,11,4,2,0,11,4,0,7,4,5,1,12,2,3,15,0,5,0,7,3,7,0,13,2,1,4,3,6,0,4,0,4,2,8,0,0,18,1,9,0,10,11,5,0,0,8,22,27,3,0,12,0,8,0,3,0,5,0,0,1,28,0,7,3,0,1,0,6,8,1,1,0,0,0,11,29,6,1
"Ant437",3,20,13,0,14,45,4,6,14,0,15,0,11,3,0,24,2,9,0,2,6,2,0,10,7,11,2,14,5,0,6,0,10,1,1,0,0,18,23,2,2,6,4,11,0,10,15,14,4,20,0,8,0,6,1,1,3,16,0,0,0,28,1,1,19,1,0,6,0,8,8,10,1,0,0,8,12,10,0
"Ant458",14,20,9,0,5,20,10,6,3,1,21,1,10,0,0,20,4,6,0,16,7,7,0,0,1,2,3,8,7,1,2,2,9,6,12,1,0,2,14,0,0,6,2,9,0,2,0,34,12,69,0,20,0,16,0,0,2,17,0,0,0,17,0,1,17,1,2,8,8,0,5,10,1,0,0,13,12,0,0
"Ant462",3,8,9,0,4,0,4,4,2,3,0,7,3,15,0,16,2,3,2,0,0,0,1,0,5,8,3,6,12,4,8,4,3,1,13,0,0,13,5,0,0,0,4,3,0,1,5,1,1,7,0,1,0,8,1,5,2,0,0,8,7,0,0,0,3,2,2,1,8,5,0,3,22,6,7,0,6,6,0
"Ant475",4,6,10,2,13,1,1,13,7,0,10,0,0,0,0,9,2,16,1,0,2,1,1,1,0,7,5,7,0,0,1,0,0,2,0,0,0,7,1,0,0,3,0,4,0,2,0,11,3,16,0,7,0,5,0,15,23,5,0,0,0,16,0,3,14,0,3,1,10,10,3,0,7,0,0,7,5,2,0
"Ant482",3,3,1,0,3,0,20,3,7,3,11,0,6,28,0,2,0,2,1,12,6,1,1,1,6,15,2,4,4,1,8,0,2,8,6,1,2,1,6,0,1,1,7,0,5,13,2,6,3,9,1,3,0,3,0,3,4,6,3,1,1,4,0,22,1,2,2,0,1,1,22,7,0,2,0,4,4,0,0
"Ant492",1,0,2,6,0,0,0,0,0,10,0,26,0,10,8,0,1,0,11,0,0,0,5,6,1,0,9,0,0,32,3,8,1,7,1,4,16,3,0,0,2,0,0,1,1,5,0,1,0,2,2,0,16,0,17,0,1,0,1,9,7,0,14,12,1,11,1,0,0,0,6,0,2,0,5,0,0,0,17
"Ant501",0,1,2,3,0,0,7,0,0,9,0,21,0,7,14,1,1,0,0,1,0,1,8,0,1,0,8,0,0,3,0,3,3,7,0,10,21,1,1,0,0,1,3,0,0,0,0,0,0,0,1,0,12,0,5,1,0,0,7,7,4,3,0,9,1,12,7,0,0,0,7,0,0,5,0,1,2,1,7
"Ant530",8,20,3,1,7,40,1,8,1,2,40,0,22,0,0,34,2,3,0,40,15,33,0,0,1,1,1,7,8,0,3,0,6,2,10,0,0,5,6,25,2,17,0,24,0,4,0,27,3,13,0,14,0,11,0,2,2,19,0,1,0,33,0,0,18,0,1,11,8,13,0,7,4,0,1,0,3,0,0
"Ant538",28,14,8,0,1,6,3,15,9,8,9,0,2,5,2,7,5,16,0,0,5,1,2,9,8,11,4,1,2,1,7,4,5,6,14,1,2,7,9,0,1,5,4,0,1,1,7,18,11,46,1,11,0,3,0,1,1,4,0,0,0,10,0,4,5,2,1,29,12,12,6,5,4,0,2,3,0,3,1
"Ant560",6,7,16,2,0,1,5,2,1,7,1,3,4,0,3,1,1,7,2,0,0,0,0,1,6,8,11,2,1,5,0,8,27,6,8,2,0,0,9,0,3,0,0,2,0,8,5,5,1,0,0,0,0,5,0,9,9,0,0,0,2,8,0,0,4,7,5,6,10,0,6,2,0,0,1,0,3,0,0
"Ant564",0,1,6,6,1,0,0,1,0,1,0,30,0,11,12,0,0,1,1,0,0,0,3,2,0,0,2,1,0,38,0,3,0,0,0,4,31,0,0,0,2,0,0,0,1,0,0,0,0,0,8,0,14,0,7,1,0,0,2,1,2,0,4,6,0,3,1,1,0,0,0,0,0,17,7,0,1,0,0
