"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant43","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant137","Ant159","Ant178","Ant186","Ant190","Ant215","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant501","Ant560","Ant564"
"Ant23",0,9,0,14,0,0,2,0,4,3,0,0,32,0,3,4,0,0,0,3,0,0,5,0,20,3,4,1,0,2,9,3,0,0,3,5,0,4,1,0,2,5,2,1,0,12,1,4,0,0,1,0,0,8
"Ant27",20,33,3,0,12,129,1,16,12,1,1,8,0,0,19,12,5,0,17,1,0,0,0,13,3,8,4,8,12,0,0,0,16,22,20,0,16,0,22,11,0,7,30,0,26,1,6,23,10,20,17,0,14,2
"Ant43",0,0,0,11,1,5,10,1,2,8,5,0,3,5,1,5,3,0,0,1,5,0,0,1,5,5,2,1,0,3,21,0,0,5,2,6,0,2,5,0,5,1,2,4,1,16,3,7,2,0,0,2,1,13
"Ant50",10,21,2,1,7,15,0,3,17,1,10,18,0,0,28,6,1,0,24,0,0,13,1,0,0,10,0,10,1,1,1,0,9,3,1,0,8,0,14,9,0,1,9,0,17,0,2,26,10,3,3,0,30,0
"Ant97",0,2,16,27,5,0,27,7,7,7,34,2,5,8,2,4,10,0,1,5,20,3,5,0,0,15,21,19,6,13,11,7,5,1,28,12,0,5,24,2,4,12,6,1,3,16,14,11,7,0,7,19,0,11
"Ant109",3,8,9,4,1,0,2,6,12,6,17,2,10,0,5,8,3,0,4,2,3,8,5,10,15,0,2,10,15,11,2,7,7,1,14,3,0,3,8,2,2,7,1,1,7,7,9,9,8,4,8,1,1,0
"Ant115",0,0,15,2,2,0,6,2,2,12,15,0,6,3,1,4,8,0,2,21,4,4,2,0,21,2,0,4,3,2,18,15,2,3,2,9,0,11,6,0,5,8,3,1,5,11,16,5,5,1,6,4,0,0
"Ant117",6,22,6,0,12,7,13,10,6,4,6,11,0,0,9,3,4,0,10,1,1,8,1,10,19,10,4,0,4,0,5,0,5,3,8,1,5,1,18,5,0,4,11,0,17,0,1,16,9,4,7,0,2,0
"Ant124",12,16,9,0,13,10,2,8,15,5,4,13,0,1,16,1,6,0,9,2,0,12,0,1,6,15,3,4,0,1,2,5,9,3,12,0,0,1,8,12,0,5,9,0,21,3,4,11,7,11,6,0,8,0
"Ant137",0,0,7,12,1,0,3,5,0,2,6,0,20,11,0,8,1,0,0,10,2,0,3,1,13,11,2,0,1,0,11,11,3,4,5,13,0,10,5,0,1,2,0,17,1,1,4,1,0,4,2,3,1,5
"Ant159",1,1,3,8,1,0,4,0,0,12,7,0,5,8,0,0,8,0,0,25,9,0,21,1,11,2,18,5,2,11,0,2,0,5,3,14,0,8,3,0,0,0,0,2,2,8,3,0,0,1,1,4,0,6
"Ant178",3,0,6,7,0,0,4,1,4,12,6,0,18,1,4,1,6,0,4,1,3,0,0,0,7,7,15,0,5,11,2,0,2,0,2,1,1,13,4,0,2,4,0,3,0,5,4,5,2,0,2,0,2,6
"Ant186",25,25,3,0,2,27,14,16,1,1,2,17,1,0,22,2,7,0,15,5,0,16,0,9,5,7,2,5,9,3,0,2,0,1,0,1,30,0,6,13,0,0,33,0,25,0,4,15,0,7,12,1,14,0
"Ant190",5,11,12,1,5,6,5,12,5,1,5,4,0,0,9,1,8,0,6,1,0,22,5,3,1,1,3,3,3,4,5,0,1,0,9,0,1,0,10,9,0,1,7,0,17,0,0,10,0,3,1,1,0,1
"Ant215",2,7,12,12,7,1,12,6,28,11,9,6,2,8,21,38,15,0,1,2,3,20,2,1,28,14,2,8,12,5,3,2,0,9,0,1,1,3,29,0,4,7,12,0,15,6,3,18,10,4,7,2,0,1
"Ant219",1,0,5,1,0,0,0,1,3,10,4,1,0,28,2,5,3,0,0,9,5,0,6,0,12,3,9,1,0,13,14,1,1,0,1,0,0,2,1,0,13,1,0,0,6,12,6,2,1,0,0,14,0,5
"Ant238",35,62,0,0,9,139,1,17,1,0,0,7,0,0,42,2,0,0,12,0,0,16,0,8,0,0,0,5,0,0,0,1,30,1,1,0,0,0,8,16,0,1,35,0,52,1,2,46,1,22,17,0,28,0
"Ant242",0,0,6,5,0,0,0,0,2,1,5,0,17,6,0,1,2,0,0,22,4,0,2,0,5,3,11,1,1,10,8,13,0,0,3,2,0,0,3,0,0,7,0,7,0,1,2,2,1,2,0,4,0,1
"Ant243",20,5,12,0,9,14,6,11,16,4,13,15,2,0,32,21,7,0,12,1,1,22,5,14,24,8,6,18,8,5,3,4,6,10,29,1,8,3,0,4,0,11,17,0,23,4,10,9,4,9,10,1,1,1
"Ant255",50,114,7,0,4,106,0,10,13,0,2,10,0,0,47,3,1,0,5,1,0,11,0,9,2,2,0,5,12,0,0,0,13,9,0,0,16,0,4,0,0,7,35,0,46,0,4,19,9,28,6,0,19,0
"Ant289",0,0,0,9,0,0,0,0,1,1,2,0,3,1,0,1,0,0,0,1,2,0,5,0,4,2,5,0,0,1,0,2,0,0,4,13,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,14
"Ant324",2,7,13,2,0,0,9,1,12,20,14,0,1,0,4,5,7,0,6,4,5,7,1,1,12,7,8,4,5,2,0,4,0,1,7,1,1,7,11,7,0,0,12,1,5,5,20,4,4,5,4,13,0,1
"Ant342",48,65,3,0,36,269,2,24,18,3,0,34,0,1,32,5,2,0,10,1,2,30,2,9,6,1,3,11,9,0,0,0,33,7,12,0,35,0,17,35,0,12,0,0,67,0,8,28,4,32,16,0,16,0
"Ant347",0,0,0,9,0,0,1,0,0,0,3,0,23,0,0,2,0,0,0,1,1,0,4,0,1,1,1,0,0,17,2,3,0,0,0,0,0,7,0,0,3,1,0,0,0,0,1,0,0,0,0,2,0,20
"Ant380",58,70,10,0,18,206,4,16,26,10,4,25,4,0,59,18,3,0,21,2,0,26,1,17,3,7,5,17,21,1,2,0,25,17,15,6,52,0,23,46,0,5,67,0,0,3,4,51,38,32,16,1,21,0
"Ant390",0,0,2,7,1,0,6,2,1,3,15,0,9,0,6,1,6,0,1,1,12,1,16,0,16,7,11,0,3,1,8,5,0,0,6,12,1,1,4,0,13,5,0,0,3,0,3,5,5,0,0,2,0,8
"Ant394",3,2,8,8,0,0,0,4,4,6,6,8,5,3,7,8,13,1,3,15,1,6,3,2,14,9,16,1,4,4,3,4,4,0,3,6,2,2,10,4,0,20,8,1,4,3,0,10,11,5,7,4,0,2
"Ant395",20,87,3,0,33,143,3,71,9,7,10,24,2,0,37,17,13,0,12,2,4,23,7,26,11,9,5,16,11,1,0,5,15,10,18,2,46,2,9,19,0,4,28,0,51,5,10,0,10,9,17,2,30,0
"Ant458",14,5,7,1,5,0,1,4,4,2,3,3,4,0,25,1,2,0,2,0,0,10,2,10,7,8,5,9,7,0,0,2,0,0,10,1,1,1,4,9,0,4,4,0,38,5,11,10,0,2,6,1,2,5
"Ant475",28,53,6,0,10,40,0,12,7,1,0,3,1,0,25,11,2,0,9,2,0,20,0,3,0,4,1,4,11,4,1,0,7,3,4,0,22,2,9,28,0,5,32,0,32,0,5,9,2,0,1,0,12,0
"Ant482",1,2,11,2,1,5,1,16,6,4,8,6,0,0,20,3,8,0,11,5,1,17,0,3,7,8,6,7,6,2,1,2,12,1,7,0,17,0,10,6,0,4,16,0,16,0,7,17,6,1,0,0,1,1
"Ant501",0,3,10,4,1,0,6,0,1,8,5,0,1,21,1,2,2,0,0,1,0,0,2,0,19,1,4,0,0,3,4,0,1,1,2,14,0,4,1,0,0,13,0,2,1,2,4,2,1,0,0,0,0,1
"Ant560",54,46,1,0,6,16,2,9,3,1,0,8,0,0,22,2,0,0,18,1,0,14,1,30,0,1,0,2,8,1,0,2,14,0,0,0,28,0,1,19,0,0,16,0,21,0,0,30,2,12,1,0,0,0
"Ant564",0,0,0,11,0,0,0,0,1,3,3,0,0,5,1,1,1,0,0,1,8,2,13,0,11,0,0,0,0,5,6,6,0,1,1,5,0,1,1,0,14,1,0,20,0,8,2,0,5,0,1,1,0,0
