"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant43","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant137","Ant159","Ant178","Ant186","Ant190","Ant215","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant501","Ant560","Ant564"
"Ant60",0,9,0,1,1,0,15,1,1,9,0,0,5,2,2,3,9,0,0,7,7,3,1,1,16,10,15,27,9,3,5,9,2,8,2,4,2,5,19,4,3,11,3,0,3,9,11,2,6,2,3,5,0,5
"Ant76",21,18,11,0,11,30,5,2,14,1,0,0,0,0,11,12,1,0,8,1,0,8,0,7,2,8,0,4,14,0,2,0,8,4,0,0,8,0,8,10,0,0,10,0,35,0,1,23,0,11,2,0,8,0
"Ant158",2,5,3,10,1,0,7,1,0,5,5,0,0,5,2,8,3,1,7,30,3,1,6,0,3,14,12,3,0,30,8,7,0,0,6,8,0,20,3,2,2,10,1,8,1,3,5,2,3,1,0,1,0,7
"Ant191",3,2,1,11,2,0,0,0,2,3,2,0,5,0,0,1,3,0,1,10,1,4,7,0,3,4,7,0,5,4,1,0,2,2,5,7,0,11,5,0,2,4,0,30,0,17,5,2,2,0,0,0,0,22
"Ant196",26,19,31,2,16,40,3,9,28,2,2,11,2,0,0,11,8,0,19,1,0,8,0,16,13,7,4,15,17,0,4,0,24,4,8,0,20,0,7,27,0,0,23,0,16,3,2,29,6,26,21,0,8,1
"Ant252",9,24,8,3,8,8,4,6,0,3,3,12,8,1,11,0,8,0,4,0,2,13,3,5,2,3,7,6,2,1,2,19,13,6,12,4,4,2,5,11,0,2,10,0,15,7,8,6,4,14,20,2,7,2
"Ant308",6,15,16,0,1,1,4,5,5,1,9,1,3,3,8,8,0,0,5,3,3,2,0,1,23,6,18,1,11,1,6,11,11,6,36,1,2,3,2,2,1,1,3,1,2,12,5,1,2,8,4,7,0,1
"Ant518",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant0",8,9,5,2,3,18,2,12,3,2,0,8,7,1,19,4,5,0,0,0,0,15,0,3,8,4,1,6,10,0,2,1,3,1,4,0,17,1,2,9,0,1,12,0,12,4,0,18,4,11,7,1,2,0
"Ant13",0,6,0,1,1,0,2,0,2,6,7,1,30,10,1,0,3,0,0,0,3,3,18,0,15,7,19,0,1,2,1,4,0,1,10,11,0,2,5,1,12,5,0,2,0,0,2,1,0,4,2,3,0,2
"Ant23",0,7,0,4,0,0,0,0,0,6,7,0,3,1,0,2,3,0,0,3,0,0,10,0,4,4,14,2,0,9,2,1,0,0,1,0,0,0,6,3,5,6,0,5,0,15,11,3,0,0,0,0,0,8
"Ant27",9,25,3,3,21,48,4,3,12,2,3,8,1,4,8,13,2,0,15,3,0,0,4,10,1,4,9,5,7,0,5,0,19,0,11,1,15,1,17,20,0,3,20,1,26,8,6,13,6,9,19,0,6,2
"Ant43",0,2,0,9,0,0,0,0,1,10,1,0,6,7,0,3,0,0,0,18,10,4,0,0,9,2,0,0,0,2,1,2,0,0,0,1,0,3,11,1,0,19,0,0,0,0,18,2,1,0,0,1,0,5
"Ant50",17,7,1,0,10,35,0,9,5,7,1,7,0,0,16,5,1,0,3,0,0,10,0,0,3,1,0,3,17,0,0,0,2,0,0,0,5,0,10,10,1,0,19,0,16,2,0,8,4,8,5,0,4,0
"Ant97",8,18,2,5,1,1,12,7,9,11,16,2,3,3,13,2,23,0,8,15,4,1,9,3,0,6,14,7,4,4,21,14,5,8,9,9,9,7,10,11,6,11,5,0,6,9,8,4,1,3,5,3,0,2
"Ant109",5,11,22,0,0,2,8,1,11,7,10,8,14,4,7,3,6,0,4,7,4,4,2,1,6,0,10,1,8,5,4,1,5,6,12,0,10,2,4,4,0,3,18,1,15,4,3,1,8,8,6,1,0,6
"Ant115",0,2,0,5,3,0,11,1,3,4,15,0,12,7,4,7,18,0,1,19,14,9,0,0,14,10,0,1,8,3,17,10,0,10,13,13,0,8,6,2,1,5,0,2,3,5,14,3,2,0,1,5,1,6
"Ant117",10,22,5,0,13,1,5,17,9,2,27,4,3,0,15,6,1,0,6,0,2,5,0,3,7,1,1,0,0,0,1,0,8,1,2,1,3,1,8,8,0,3,14,0,14,3,0,5,0,12,4,1,0,2
"Ant124",10,25,4,1,20,2,9,8,10,0,9,14,0,5,17,2,11,0,10,1,0,7,0,17,4,8,8,0,0,0,2,3,2,1,0,0,4,0,12,7,0,1,13,0,18,11,16,9,11,8,10,0,13,0
"Ant137",0,2,0,3,0,0,1,0,0,8,3,0,30,4,0,1,1,0,0,2,9,0,2,0,4,5,3,0,0,0,7,4,3,0,4,6,0,15,1,0,1,2,0,14,1,6,5,0,0,0,0,1,0,32
"Ant159",0,9,13,49,3,0,6,5,3,7,5,2,8,1,4,2,6,0,2,1,2,5,1,0,21,4,17,1,2,7,0,1,2,3,1,3,0,5,1,3,4,8,4,0,3,5,6,6,1,0,1,1,0,0
"Ant178",0,4,0,2,0,0,3,0,0,6,9,0,7,0,0,19,11,0,1,4,1,0,2,0,14,1,10,0,3,4,1,0,1,2,17,11,0,9,2,1,25,0,0,0,1,0,17,0,0,0,0,25,0,1
"Ant186",3,21,22,1,7,6,12,13,5,0,2,8,0,2,24,13,11,0,3,0,0,19,0,2,5,5,0,8,2,3,2,1,0,3,8,4,6,1,2,17,0,0,13,0,16,3,4,4,4,9,3,1,0,0
"Ant190",0,3,3,1,0,0,8,0,0,1,8,4,0,2,4,6,6,0,1,1,0,0,0,0,8,6,10,1,1,0,3,2,3,0,5,0,1,6,10,1,0,5,4,0,5,6,4,1,2,7,6,3,0,1
"Ant215",7,8,11,5,1,3,9,0,16,2,2,0,6,5,8,12,36,0,4,10,1,11,0,0,9,12,13,2,0,4,1,17,8,5,0,0,24,5,12,8,5,2,3,0,13,2,9,10,5,9,4,9,0,2
"Ant219",0,2,0,14,0,0,3,0,2,8,4,0,8,7,0,4,1,0,0,11,0,1,1,0,9,0,13,1,0,6,3,11,4,0,0,0,0,6,3,0,11,4,0,0,0,21,6,0,0,1,0,13,0,1
"Ant238",17,8,8,2,0,34,1,16,6,0,2,8,0,0,20,4,2,0,17,0,0,15,0,5,9,10,0,3,4,0,0,0,6,1,24,0,0,1,4,22,0,0,26,0,26,8,3,17,1,14,4,0,3,0
"Ant242",0,2,0,5,1,0,5,1,15,12,5,0,20,11,0,2,3,3,1,2,0,1,3,0,7,2,8,1,0,15,5,9,1,6,5,6,1,0,0,0,1,1,2,14,1,1,4,1,0,0,0,3,0,9
"Ant243",8,18,4,3,3,21,7,14,4,4,19,8,3,5,7,5,2,0,2,5,6,17,11,10,10,4,6,8,12,1,1,2,2,10,12,3,4,0,0,10,2,8,16,0,14,2,9,12,6,10,2,4,3,1
"Ant255",18,36,11,0,6,79,4,7,18,0,4,10,2,0,27,11,2,0,9,1,3,20,1,10,11,4,2,8,7,0,3,1,17,1,8,0,22,0,10,0,0,1,24,0,27,1,5,28,3,12,4,2,21,1
"Ant289",0,1,0,4,0,0,1,0,0,9,3,0,2,2,0,0,1,0,0,12,5,0,0,1,6,0,1,0,0,1,4,25,0,0,5,11,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0
"Ant324",0,8,0,2,0,0,6,1,1,10,11,0,10,4,0,2,1,0,1,5,6,3,19,0,11,3,5,3,1,2,8,0,0,5,2,4,0,1,8,1,0,0,1,0,4,0,16,3,6,0,1,3,0,0
"Ant342",24,16,0,1,9,143,4,21,4,4,3,10,1,0,23,10,3,0,12,0,0,20,0,19,5,18,0,14,13,0,4,0,13,4,3,0,26,2,16,24,0,1,0,0,28,8,4,24,2,7,2,0,36,0
"Ant347",0,0,0,30,0,0,0,2,0,0,0,0,8,30,0,0,1,0,0,2,5,1,0,0,0,1,2,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,11,2,0,0,0,0,0,0,27
"Ant380",16,19,25,0,19,121,2,13,50,3,3,35,1,0,16,15,2,0,12,0,0,26,0,16,6,15,3,14,18,1,3,1,16,5,13,0,26,1,14,27,0,4,28,1,0,8,5,23,5,24,7,1,15,0
"Ant390",2,12,14,8,1,0,19,3,10,9,9,0,3,17,3,7,12,0,4,0,15,8,0,2,9,4,5,3,11,6,5,0,3,6,2,21,8,1,2,1,1,0,8,11,8,0,18,5,3,5,7,7,0,11
"Ant394",0,8,11,5,2,0,3,1,2,4,11,1,5,5,2,8,5,0,0,2,11,6,18,0,8,3,14,0,16,5,6,17,4,4,9,6,3,4,9,5,1,16,4,2,5,18,0,0,6,1,6,7,0,9
"Ant395",28,16,8,0,10,50,7,21,7,1,2,23,2,2,29,6,1,0,18,1,3,13,2,8,4,1,3,5,9,0,6,0,4,1,10,0,17,1,12,28,0,3,24,0,23,5,0,0,5,14,1,0,15,0
"Ant458",2,17,0,0,3,0,1,3,2,6,6,0,3,2,6,4,2,0,4,0,0,6,1,4,1,8,2,0,11,0,1,0,4,2,5,0,1,0,6,3,0,6,2,0,5,3,6,5,0,1,3,0,0,4
"Ant475",18,30,5,0,15,31,5,5,30,4,2,11,1,0,26,14,8,0,11,4,0,9,0,8,3,8,0,12,8,0,0,0,9,7,9,1,14,0,10,12,0,0,7,0,24,5,1,14,1,0,7,0,12,0
"Ant482",3,13,5,1,3,2,6,2,0,1,3,2,0,0,21,20,4,0,7,2,0,19,0,5,5,6,1,4,10,0,1,0,3,6,4,0,4,0,2,4,0,1,2,0,7,7,6,1,3,7,0,1,1,1
"Ant501",0,12,3,5,0,0,3,3,0,12,5,0,1,0,0,2,7,0,1,3,0,0,1,0,3,1,5,1,0,1,1,25,1,3,9,13,0,3,4,2,7,3,0,0,1,7,7,0,0,0,1,0,0,0
"Ant560",20,3,0,0,14,5,0,21,0,0,0,8,0,0,8,7,0,0,2,0,0,6,0,4,0,0,1,0,13,0,0,0,0,0,0,0,3,0,3,21,0,0,36,0,15,0,0,15,0,12,1,0,0,0
"Ant564",1,6,0,25,0,0,0,0,0,6,5,0,7,22,1,2,1,0,0,2,8,2,5,0,2,6,6,2,0,32,0,1,0,1,2,1,0,9,1,1,0,0,0,27,0,11,9,0,4,0,1,0,0,0
