"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant209","Ant252","Ant308","Ant311","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant263","Ant289","Ant298","Ant324","Ant342","Ant347","Ant356","Ant380","Ant390","Ant394","Ant395","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant530","Ant538","Ant560","Ant564"
"Ant137",1,2,5,4,2,2,16,0,2,4,0,13,2,6,6,2,0,2,30,0,2,0,8,7,1,2,24,2,0,8,5,7,2,8,5,4,0,3,2,0,9,3,9,2,3,4,2,4,3,8,12,1,15,0,13,3,2,1,8,2,3,3,10,2,3,4,2,0,2,1,0,0,2,3,9,0,2,5,15
"Ant142",7,7,21,0,13,0,2,2,4,14,4,4,2,4,4,25,8,3,1,0,0,4,2,11,3,0,1,3,13,0,18,1,10,2,1,0,3,0,18,0,2,7,6,17,1,1,14,0,4,6,0,13,4,2,0,1,1,5,0,0,12,13,0,1,32,0,8,8,2,7,12,2,2,1,4,2,10,11,0
"Ant149",0,11,13,0,5,0,2,2,10,2,10,1,0,3,3,13,0,13,0,0,0,6,0,0,1,9,1,7,4,0,7,6,11,5,0,0,2,18,0,0,0,1,6,0,1,3,8,11,5,15,0,11,1,3,0,8,0,9,0,1,2,13,2,0,6,0,0,4,3,2,5,4,0,3,11,0,17,22,0
"Ant156",0,1,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,7,0,13,22,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,1,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,39,0,0,0
"Ant159",0,0,3,4,2,0,13,0,1,5,0,9,0,9,16,3,5,4,17,0,0,1,7,7,1,4,9,0,0,10,4,11,3,7,0,22,9,2,0,0,0,0,9,3,1,6,1,5,0,6,8,0,6,0,3,7,0,2,1,19,9,0,5,0,0,18,3,1,0,2,20,0,2,12,12,0,3,3,3
"Ant169",0,8,0,0,27,10,2,2,6,0,5,0,6,1,2,7,1,6,0,3,5,8,0,0,0,4,0,0,1,1,1,0,6,0,4,0,3,7,1,3,0,0,4,2,0,0,0,13,9,3,0,0,0,1,0,0,1,2,0,0,2,13,0,2,6,0,0,10,13,0,0,5,0,0,0,8,3,10,0
"Ant173",0,0,4,5,1,0,9,3,3,8,2,17,1,16,6,4,0,3,16,0,0,0,2,15,3,5,14,0,0,19,4,3,2,5,0,2,9,6,6,0,9,4,0,4,3,7,0,1,2,2,3,4,2,0,3,4,1,1,4,6,5,0,1,9,7,6,11,2,3,3,8,0,13,21,3,2,0,4,3
"Ant176",2,6,5,2,2,4,1,1,9,0,0,6,2,5,2,5,6,3,3,0,0,2,0,4,0,2,2,20,0,1,4,1,4,0,7,2,2,17,0,0,3,2,4,0,0,1,3,9,7,25,2,16,0,6,0,4,5,5,0,4,1,30,2,4,11,1,0,8,8,5,2,4,1,6,3,0,9,16,1
"Ant178",0,1,9,13,0,0,3,2,2,0,0,21,0,4,1,2,0,1,1,0,0,2,5,3,4,0,8,0,2,4,12,11,0,4,1,14,3,1,1,0,1,0,3,0,0,5,1,0,0,2,10,0,4,0,10,4,1,1,7,4,9,0,2,0,0,26,5,3,0,0,1,0,15,14,15,0,0,1,3
"Ant186",4,0,5,0,5,1,2,2,1,2,0,2,3,2,2,3,0,2,0,0,0,0,1,0,5,0,3,4,4,0,3,1,1,8,4,3,4,1,3,0,6,0,7,1,5,0,1,3,0,4,11,6,0,2,1,2,2,2,1,3,4,6,0,0,3,1,12,2,0,9,12,2,6,4,2,1,8,0,1
"Ant190",2,6,4,0,5,0,4,3,7,2,0,4,1,4,9,6,1,4,3,0,1,2,1,0,0,7,1,12,1,3,5,5,11,15,0,1,2,14,8,0,1,0,0,3,1,1,0,4,0,3,0,5,4,3,0,2,0,5,0,1,11,10,1,4,2,1,0,8,1,0,5,13,0,2,2,0,15,2,5
"Ant198",2,44,3,0,9,16,0,8,14,0,8,3,13,3,0,31,3,33,1,4,29,16,3,1,1,0,0,5,4,1,3,13,5,4,28,0,4,0,11,5,5,13,1,9,0,3,4,0,24,24,3,17,0,25,1,1,2,21,0,0,4,25,0,1,8,1,4,22,30,9,3,10,2,3,2,19,7,15,2
"Ant207",5,12,1,1,4,15,0,3,8,1,5,0,5,2,0,4,2,16,1,1,7,9,0,0,0,5,0,2,0,0,2,1,4,1,6,0,3,4,5,4,0,9,2,7,0,0,0,24,0,6,0,4,1,15,0,0,3,8,0,1,1,9,0,0,0,0,0,3,8,4,0,3,0,0,0,5,4,5,0
"Ant215",3,12,6,1,2,16,0,11,36,0,8,1,15,5,6,12,4,14,4,0,9,18,1,2,2,4,1,9,3,1,3,7,5,5,18,4,8,6,15,0,6,3,2,25,2,4,3,24,6,0,1,16,0,48,5,2,2,24,0,3,13,42,0,4,18,0,1,6,6,32,1,9,0,0,5,3,13,13,1
"Ant217",1,2,3,6,0,0,11,0,1,0,1,44,0,2,7,0,0,1,16,0,1,0,2,1,3,0,6,1,0,12,7,17,0,9,0,3,12,0,0,0,8,0,3,2,10,11,0,3,0,1,0,1,3,0,6,1,1,0,5,4,7,0,1,3,0,14,5,1,0,0,10,0,16,3,3,0,1,1,5
"Ant218",2,19,13,0,5,8,1,11,8,1,18,1,1,6,1,11,0,15,1,0,1,5,0,5,0,6,0,1,7,0,1,4,3,6,8,0,1,13,11,1,0,0,4,16,0,6,5,17,4,16,1,0,0,4,0,0,1,8,0,4,2,34,0,1,13,0,1,3,11,18,2,5,0,0,0,5,8,11,1
"Ant219",1,1,23,14,3,0,2,7,0,6,0,8,0,11,9,0,0,1,3,0,0,0,14,3,0,0,10,0,0,12,2,1,0,5,0,26,15,4,1,0,6,0,2,0,4,0,4,0,1,0,3,0,0,0,21,0,0,0,12,3,2,0,8,7,0,4,6,1,0,0,3,2,11,7,5,0,0,2,14
"Ant238",7,12,8,0,3,6,0,13,14,0,10,0,9,7,1,8,4,21,0,3,12,18,1,0,0,2,0,1,0,2,3,5,1,2,6,0,0,2,3,24,0,1,0,6,0,2,3,25,15,48,0,4,0,0,0,2,0,16,0,4,2,22,0,0,4,1,0,10,15,14,0,3,0,1,0,10,14,12,0
"Ant242",0,0,0,8,0,0,2,0,0,0,0,17,0,1,0,0,0,1,3,0,0,0,3,0,1,0,24,1,0,20,5,6,0,6,0,10,13,0,0,0,3,0,3,0,10,1,0,1,0,5,6,0,21,0,0,2,1,0,21,2,2,0,7,7,0,6,4,3,0,0,2,0,5,4,9,0,0,0,16
"Ant243",8,0,1,0,3,0,4,0,1,0,2,6,1,9,7,4,1,0,1,0,1,2,4,1,4,2,0,3,0,0,13,2,1,3,1,2,3,1,8,0,7,0,4,4,4,2,2,1,0,2,1,0,0,2,2,0,5,0,2,3,19,5,2,11,2,0,9,2,1,1,3,0,6,7,1,0,0,0,0
"Ant255",10,3,3,0,3,0,3,1,0,0,0,0,0,5,2,0,1,1,0,0,0,0,4,0,7,1,0,0,0,4,2,3,5,4,2,0,2,1,0,0,0,1,1,5,1,2,0,2,3,2,1,1,0,0,1,5,0,0,0,0,1,3,0,1,0,1,4,3,1,0,2,5,5,1,1,1,0,0,0
"Ant263",1,10,4,1,9,13,0,17,2,1,1,0,7,6,0,8,3,13,3,0,9,8,0,2,1,15,0,3,3,0,7,6,2,1,8,1,1,5,9,2,2,2,1,5,1,2,5,21,8,24,0,8,0,16,0,0,0,0,0,2,2,19,0,1,6,0,1,2,21,20,5,5,2,0,1,1,4,4,0
"Ant289",0,1,3,6,0,0,4,1,0,6,0,10,0,2,2,0,0,0,7,0,0,0,5,0,4,0,2,0,0,28,7,4,1,3,0,1,8,0,0,0,1,0,4,0,7,1,0,0,0,0,5,0,12,0,21,2,0,0,0,2,2,0,2,8,0,15,5,0,1,0,2,0,0,8,2,0,0,0,22
"Ant298",0,1,2,4,3,0,5,9,4,2,0,3,2,9,1,2,1,8,6,0,0,2,8,0,0,11,1,2,0,13,6,2,6,7,1,7,2,0,1,0,19,0,6,4,4,3,1,0,1,3,4,4,3,4,2,3,0,2,2,0,8,2,3,3,1,2,3,3,2,1,24,3,9,4,4,0,3,6,0
"Ant324",4,6,5,2,5,0,7,10,5,7,2,3,2,2,2,5,5,2,14,0,3,2,15,18,9,15,4,13,0,4,15,2,10,13,5,9,3,12,2,0,9,2,5,1,9,4,11,4,1,13,7,2,2,2,2,19,1,2,2,8,0,7,2,3,7,21,10,21,2,5,30,7,8,2,23,0,4,7,1
"Ant342",3,11,19,1,14,4,4,25,33,1,43,1,9,12,0,35,1,7,2,0,11,15,1,2,0,6,0,9,7,0,6,5,10,4,3,3,3,13,13,0,0,13,0,30,0,6,10,25,9,42,0,34,0,22,0,5,3,19,0,2,7,0,0,1,20,1,0,12,10,28,2,6,2,1,2,1,15,15,1
"Ant347",2,5,1,3,0,0,6,2,0,10,0,12,0,9,2,0,3,0,36,0,0,0,3,4,0,0,12,2,0,13,1,2,0,0,1,6,10,0,2,0,5,0,1,2,2,0,1,0,0,0,1,0,8,0,7,2,0,0,2,3,2,0,0,0,1,0,0,0,0,2,5,0,0,2,6,0,0,1,13
"Ant356",2,7,0,15,0,2,6,0,1,1,0,11,0,3,5,0,0,4,3,0,0,0,1,0,2,0,12,2,0,6,6,4,1,4,1,2,2,1,0,0,0,2,9,4,0,0,4,1,0,4,3,1,7,0,7,11,1,1,8,3,3,1,0,0,1,2,5,2,0,0,3,0,1,22,6,0,2,8,11
"Ant380",8,8,4,1,7,5,1,8,5,0,4,1,0,9,3,1,1,5,1,0,2,3,0,2,0,0,0,3,3,0,3,9,2,5,8,0,3,32,6,0,0,6,7,11,0,3,2,8,0,18,0,13,0,4,0,2,0,6,0,1,7,20,1,1,0,1,3,10,12,2,2,4,1,0,4,0,8,7,0
"Ant390",4,1,1,7,0,0,13,3,0,0,1,6,1,0,12,0,1,0,6,0,0,2,6,5,4,0,20,0,1,4,2,17,2,29,6,7,4,0,0,0,18,0,6,1,26,1,1,1,0,0,14,0,4,1,6,0,1,0,15,2,21,1,0,2,1,0,16,3,0,6,15,0,10,30,6,0,0,3,8
"Ant394",7,4,17,6,1,0,3,3,0,1,0,11,2,0,9,1,1,7,0,0,0,0,8,7,15,1,0,1,0,1,2,3,4,7,3,2,2,8,0,0,3,0,11,0,5,12,0,4,0,1,5,1,6,0,4,9,4,1,5,3,10,0,0,5,3,16,0,0,2,1,6,0,21,11,3,1,2,0,1
"Ant395",2,9,15,2,2,14,2,2,28,1,2,0,9,7,1,11,0,10,0,0,2,8,0,3,0,1,0,3,3,0,3,8,8,4,14,0,0,8,4,3,1,10,2,8,3,2,8,22,3,6,1,3,1,10,3,2,3,2,0,3,21,12,0,2,10,3,0,0,2,3,1,4,3,0,2,15,2,4,3
"Ant437",1,16,5,1,4,31,0,6,11,0,18,2,9,0,2,16,4,11,0,0,13,13,0,0,1,8,1,6,0,0,2,0,3,1,9,0,2,2,3,2,0,13,3,8,0,0,1,30,8,6,0,11,0,15,0,1,1,21,1,2,2,10,0,0,12,0,2,2,0,9,1,7,1,1,1,9,11,6,0
"Ant458",3,15,6,0,2,8,0,7,8,0,16,1,8,8,0,9,1,6,0,0,3,36,0,1,0,7,0,1,5,0,0,0,3,0,2,0,1,7,2,0,2,0,3,5,0,9,0,9,4,32,0,18,0,14,0,1,0,20,0,1,5,28,2,0,2,6,1,3,9,0,1,9,1,0,2,0,11,22,2
"Ant462",0,3,2,0,5,0,14,1,2,9,0,10,0,19,13,0,3,0,15,0,0,0,6,6,1,0,10,6,0,2,40,8,6,16,1,4,0,12,5,0,20,0,8,2,1,12,5,3,0,1,10,2,3,0,2,3,2,5,2,24,30,2,5,3,2,15,6,1,1,1,0,5,1,8,13,0,2,1,8
"Ant475",11,9,0,0,5,1,1,6,7,1,1,0,2,4,0,15,1,8,0,0,2,11,0,0,0,5,0,19,4,1,6,0,12,1,5,0,0,2,4,0,0,5,0,4,0,2,13,10,3,9,0,5,2,3,0,0,5,5,0,3,7,6,0,0,4,0,0,4,7,9,5,0,0,1,1,0,8,12,0
"Ant482",0,1,9,8,1,0,4,7,0,3,1,13,0,5,1,2,0,3,1,0,0,1,8,2,13,5,0,0,0,7,0,10,3,16,0,2,2,2,0,0,2,0,13,1,15,6,0,2,0,0,16,0,11,0,5,6,5,2,0,9,8,2,0,1,1,10,21,3,1,1,1,0,0,2,8,0,2,3,2
"Ant492",0,1,11,1,1,0,19,0,1,4,1,10,0,8,14,2,0,3,3,0,0,0,21,7,7,0,2,0,0,9,3,10,0,9,1,8,3,1,3,0,12,0,21,6,14,4,2,3,0,0,3,0,7,1,4,7,1,0,8,4,2,1,2,22,0,30,11,0,1,0,8,1,2,0,10,0,2,1,7
"Ant501",2,1,5,1,2,0,5,0,0,8,0,9,0,8,8,3,2,2,8,0,0,0,0,8,1,3,17,3,4,14,2,2,2,2,0,13,9,4,11,0,12,0,3,3,15,2,2,2,0,5,3,0,5,0,9,1,1,1,2,4,23,2,6,6,4,6,3,2,1,2,13,1,8,10,0,0,3,0,4
"Ant530",2,12,1,0,0,20,0,6,3,0,15,0,18,2,0,7,0,9,0,10,14,33,0,0,2,0,0,2,0,0,0,0,4,0,7,1,0,2,0,39,0,8,2,0,0,1,0,19,5,3,0,5,0,10,0,0,1,1,0,0,0,1,0,0,0,0,1,15,9,0,0,0,0,0,0,0,0,6,0
"Ant538",3,4,3,1,20,0,1,6,20,3,1,2,1,16,1,34,2,2,5,0,2,9,0,0,1,8,2,12,14,0,8,9,9,2,7,1,2,10,17,0,3,3,0,9,0,8,15,7,4,13,1,8,0,14,0,0,0,4,0,3,4,15,0,2,8,0,2,2,11,11,2,8,2,2,3,0,0,12,1
"Ant560",0,4,4,0,6,2,3,2,8,0,21,4,4,13,0,11,5,2,0,0,1,17,0,0,0,1,0,7,12,1,8,10,8,0,4,2,5,11,22,0,3,10,4,16,1,0,2,15,5,13,1,11,2,12,0,0,0,4,0,6,7,15,1,8,7,3,0,4,6,22,1,12,3,1,0,6,12,0,0
"Ant564",1,0,1,8,2,0,4,1,1,11,0,16,0,10,0,1,0,2,13,0,0,0,0,4,1,0,16,0,0,17,2,2,0,3,0,2,15,0,0,0,3,0,3,1,3,1,5,2,0,1,5,1,14,0,16,0,0,0,22,0,1,1,13,11,0,8,1,3,0,2,8,0,2,7,4,0,1,0,0
