"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant73","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552","Ant593"
"Ant158",3,6,3,1,2,18,1,0,8,0,0,0,13,21,0,3,1,6,0,1,0,0,9,0,18,15,11,4,0,1,5,0,9,25,7,3,1,0,1,9,17,0,17,31,4,3,9,9,3,4,3,7,3,0,4,14,3,2,1,2,9,9,5,2,0,4,7,10,0,7,0,16,2,7,1
"Ant191",18,4,5,3,0,0,4,2,0,7,0,0,2,0,12,2,3,1,2,2,23,2,1,3,0,7,0,21,0,17,8,11,6,3,0,0,11,0,0,4,6,9,0,0,3,3,2,0,5,0,2,13,14,17,8,0,7,0,0,13,5,0,22,13,2,3,2,2,10,0,5,0,2,3,0
"Ant196",3,0,6,5,1,7,2,21,12,14,13,2,0,11,6,9,2,17,6,19,0,0,2,4,8,14,0,0,9,8,1,3,21,6,0,4,0,1,6,6,2,0,2,3,9,6,3,4,10,0,8,2,4,8,1,4,1,10,3,35,1,1,0,5,1,7,8,9,26,11,6,7,5,4,0
"Ant202",3,2,4,0,4,18,0,3,12,0,21,0,11,0,7,0,8,2,0,2,3,0,1,0,11,4,16,0,6,3,0,3,9,15,0,1,0,8,4,3,9,0,5,38,8,9,5,22,3,24,1,2,2,0,2,25,4,1,3,0,18,41,0,1,1,11,34,2,8,37,4,22,18,2,12
"Ant209",9,3,3,7,0,7,0,1,1,5,0,12,6,7,0,4,14,8,4,0,0,2,0,7,9,4,0,0,6,8,5,1,4,7,0,2,2,0,8,8,15,7,0,0,4,2,11,0,3,1,11,3,2,3,11,0,4,8,3,5,9,3,1,4,2,0,0,2,8,2,8,0,0,1,0
"Ant268",0,0,12,1,2,22,1,20,1,1,3,2,9,0,4,0,0,6,11,1,1,0,10,3,3,4,0,0,13,0,0,1,4,6,0,3,0,0,2,1,30,1,3,3,20,3,10,5,8,0,0,3,1,3,0,3,0,2,2,9,2,1,1,6,24,11,8,5,4,4,6,0,0,0,0
"Ant308",1,0,3,4,6,5,10,4,3,4,1,3,2,8,14,0,0,3,6,3,0,1,10,9,14,16,0,0,2,14,9,5,15,5,8,0,4,1,1,0,2,0,11,6,3,19,17,2,3,1,0,4,1,0,5,0,12,3,4,15,3,0,0,3,0,2,1,5,7,9,12,0,6,0,3
"Ant620",2,0,6,3,5,0,6,9,7,4,6,1,17,2,8,6,3,0,5,0,0,9,27,8,14,8,1,0,23,9,3,0,12,11,2,15,1,1,3,0,7,0,0,4,9,16,5,7,7,2,0,4,18,2,1,3,4,2,3,3,23,1,0,18,2,10,8,5,12,9,21,6,3,21,0
"Ant13",3,1,10,4,4,0,5,4,0,6,0,2,6,0,4,11,6,5,0,3,4,1,7,2,3,13,0,24,7,22,3,1,7,2,6,2,6,2,2,3,4,7,0,2,11,7,5,1,2,0,0,16,1,7,3,1,1,10,6,3,4,0,4,6,3,12,5,4,21,2,5,0,6,2,0
"Ant27",5,13,3,3,0,1,6,0,0,11,1,2,19,2,0,1,3,0,3,0,1,3,2,0,0,12,1,61,0,8,1,4,3,11,5,0,11,5,12,1,5,2,0,3,4,0,8,2,0,1,1,7,6,0,8,0,2,2,0,0,1,0,4,7,2,0,0,1,2,2,3,1,5,0,0
"Ant29",13,9,0,11,0,0,3,2,2,2,0,23,0,3,0,1,0,0,4,1,0,32,2,0,1,18,0,58,0,4,7,8,0,2,6,0,4,0,8,14,2,11,0,0,3,0,0,0,1,1,29,2,5,2,4,1,3,1,0,2,0,1,12,7,0,1,0,0,0,0,1,0,2,0,0
"Ant32",10,4,3,14,1,3,6,1,0,6,0,2,0,0,2,0,1,9,1,3,32,0,2,0,2,8,0,42,0,2,5,25,7,0,2,2,2,0,0,15,3,25,0,0,4,0,2,0,3,0,14,4,7,3,3,2,1,13,2,1,1,1,17,17,1,0,2,2,3,0,0,0,7,0,0
"Ant42",11,0,2,3,4,23,1,6,0,4,9,1,2,1,0,10,10,27,7,2,2,2,0,9,4,12,0,0,5,7,5,4,3,4,0,10,3,5,0,2,12,2,1,6,4,4,5,3,0,0,1,18,1,0,0,0,0,4,3,2,2,1,2,6,4,6,0,3,6,4,13,0,13,8,0
"Ant43",7,0,0,8,6,0,0,3,0,8,0,3,4,0,7,3,9,8,2,0,0,0,9,0,3,12,0,0,4,12,0,9,15,1,3,2,1,0,0,0,0,2,9,3,2,2,7,3,2,2,0,4,2,6,5,0,5,3,4,2,0,2,0,6,4,1,0,11,2,1,3,0,0,1,0
"Ant44",4,3,1,12,2,4,3,4,2,12,18,0,8,11,9,3,14,14,3,0,1,2,4,3,0,8,0,0,4,1,4,6,8,14,1,3,6,2,6,0,21,1,0,3,2,7,15,3,5,4,3,6,0,19,2,2,0,15,0,6,11,5,1,6,1,8,23,6,4,8,1,6,1,14,0
"Ant50",14,9,22,3,4,13,10,11,3,2,15,7,14,4,4,4,16,8,13,12,18,8,12,12,8,0,6,34,5,15,30,19,19,13,18,7,11,3,19,26,12,7,18,21,21,9,25,3,15,2,17,15,8,12,6,3,14,18,4,10,5,5,6,6,9,7,10,15,39,6,33,0,28,1,0
"Ant55",2,0,0,0,2,4,2,1,5,0,11,0,0,16,0,0,0,1,0,1,0,0,0,0,0,6,0,0,3,0,6,0,17,5,1,1,0,12,0,0,1,0,23,42,0,1,0,25,0,13,1,1,0,1,3,18,0,2,0,1,7,20,0,0,1,3,9,1,0,15,5,76,3,1,16
"Ant91",12,26,0,0,0,0,24,0,0,12,4,21,0,0,0,0,0,0,24,61,58,42,0,0,0,34,0,0,0,9,2,62,3,0,11,0,5,0,0,39,1,53,0,0,6,4,0,0,0,0,52,17,44,1,1,0,4,7,0,1,0,0,25,0,0,0,0,0,12,8,0,0,0,0,0
"Ant97",0,0,1,0,9,3,3,6,9,10,0,0,9,6,6,13,2,23,7,0,0,0,5,4,4,5,3,0,0,12,0,6,29,8,12,11,1,3,5,0,4,3,10,3,8,13,13,4,5,0,0,12,0,5,2,4,2,3,6,4,6,8,0,7,7,21,6,1,10,12,12,1,5,19,1
"Ant100",0,12,13,24,1,1,4,13,3,3,1,17,8,3,8,0,14,9,22,8,4,2,7,12,1,15,0,9,12,0,1,3,20,7,8,2,9,1,10,0,10,3,2,11,6,6,21,2,4,5,2,18,5,13,20,10,12,6,3,26,4,2,0,12,10,4,2,9,12,16,7,0,12,3,1
"Ant113",37,10,1,6,7,5,2,0,0,1,5,8,1,0,5,0,9,3,3,1,7,5,5,0,4,30,6,2,0,1,0,21,31,12,2,6,1,0,7,34,7,8,7,26,3,0,1,4,4,3,15,4,0,11,9,21,2,4,0,2,3,9,0,16,0,1,1,7,7,2,1,0,16,0,0
"Ant117",14,31,5,12,0,8,4,13,1,3,0,11,3,3,1,1,5,0,1,4,8,25,4,9,6,19,0,62,6,3,21,0,5,1,4,5,2,1,10,40,18,8,6,2,14,4,2,0,17,0,17,8,9,8,8,7,3,6,0,13,8,1,18,5,2,7,1,0,10,1,7,0,5,3,0
"Ant137",0,8,11,6,12,23,3,15,10,11,9,6,21,9,4,4,15,12,7,3,0,7,3,15,8,19,17,3,29,20,31,5,0,15,13,14,10,11,7,6,14,6,21,17,14,12,23,6,13,10,1,12,2,9,7,21,5,9,4,5,18,13,5,5,6,11,15,26,15,12,10,9,13,10,3
"Ant139",4,33,11,4,8,5,5,4,2,0,25,3,6,15,7,6,5,11,2,11,2,0,4,1,14,13,5,0,8,7,12,1,15,0,17,17,2,4,13,0,27,4,13,29,5,7,15,10,0,13,3,5,0,0,5,21,6,3,15,3,9,3,7,5,3,18,11,8,3,19,5,8,17,4,2
"Ant142",4,16,1,0,5,1,0,2,3,1,7,0,0,0,0,0,8,2,6,5,6,2,0,3,1,18,1,11,12,8,2,4,13,17,0,3,0,1,3,22,2,7,0,8,0,6,3,2,3,3,15,8,1,3,0,11,1,7,1,23,2,3,1,6,0,6,1,1,3,3,2,0,32,10,3
"Ant149",0,0,5,0,5,3,4,4,10,4,3,0,4,1,2,3,0,15,2,0,0,2,10,2,3,7,1,0,11,2,6,5,14,17,3,0,0,4,1,0,11,1,0,11,11,1,5,1,5,0,1,12,0,5,0,2,0,2,8,9,8,4,0,1,7,12,16,6,2,4,5,3,15,1,0
"Ant153",4,2,7,3,0,1,0,1,2,1,1,11,0,0,2,0,4,1,6,11,4,2,3,1,6,11,0,5,1,9,1,2,10,2,0,0,0,1,0,2,9,44,3,2,0,0,11,0,4,0,3,2,5,4,21,3,7,3,1,6,0,0,5,4,3,0,0,1,0,1,0,0,1,1,0
"Ant156",0,0,0,0,16,10,0,4,14,2,0,0,1,8,0,0,1,1,2,5,0,0,5,0,2,3,12,0,3,1,0,1,11,4,1,4,1,0,18,1,0,2,29,10,1,2,0,6,0,45,0,0,0,1,0,10,0,1,1,1,6,7,2,1,2,5,52,2,1,8,0,4,10,1,22
"Ant159",10,29,1,8,4,2,3,1,0,2,1,0,6,4,8,2,1,3,2,12,8,0,0,0,6,19,0,0,5,10,7,10,7,13,3,1,0,18,0,2,3,1,3,4,6,8,1,1,3,3,4,11,0,2,8,19,0,0,1,5,2,7,0,4,0,2,1,1,13,5,0,1,5,8,0
"Ant169",37,35,0,1,0,18,1,0,0,1,9,4,6,3,8,1,0,0,3,1,14,15,2,0,0,26,0,39,0,0,34,40,6,0,22,0,2,1,2,0,0,8,0,2,4,0,0,1,2,0,46,11,15,9,15,1,5,43,0,0,1,1,19,7,0,0,0,8,4,1,2,0,29,0,0
"Ant173",10,5,4,12,7,23,9,5,9,4,17,6,2,9,15,30,2,7,4,5,2,3,12,0,21,12,1,1,4,10,7,18,14,27,2,11,9,0,3,0,0,6,2,36,8,13,10,0,5,13,5,7,1,5,11,18,1,15,3,4,9,9,0,2,4,2,8,18,6,10,2,6,12,4,0
"Ant176",13,7,0,17,0,3,6,7,2,2,0,9,0,0,7,1,0,0,7,2,11,25,2,2,1,7,0,53,3,3,8,8,6,4,7,1,44,2,1,8,6,0,0,6,9,2,6,0,10,0,14,13,5,8,23,0,3,5,0,1,1,0,17,9,2,3,2,1,0,1,0,0,13,1,0
"Ant178",2,2,1,0,4,10,1,6,16,0,17,0,2,5,0,3,11,0,0,0,0,0,1,9,0,18,23,0,10,2,7,6,21,13,0,0,3,29,3,0,2,0,0,14,1,10,13,31,0,45,0,0,0,1,0,19,1,1,3,4,4,7,0,0,3,7,35,0,3,22,8,11,5,1,37
"Ant186",5,4,1,2,17,17,1,0,4,0,31,0,3,38,0,3,6,4,2,3,0,0,6,3,3,21,42,0,3,11,26,2,17,29,8,11,2,10,4,2,36,6,14,0,5,16,1,25,0,13,1,7,0,0,3,49,2,3,3,3,28,13,4,3,1,6,8,0,7,30,3,29,14,2,4
"Ant195",0,3,11,14,2,7,4,38,8,18,4,3,9,8,4,20,3,9,11,4,3,4,4,2,2,21,0,6,8,6,3,14,14,5,0,11,0,1,6,4,8,9,1,5,0,12,13,3,8,0,1,5,6,2,4,7,5,6,2,40,8,2,5,5,2,17,6,10,53,11,10,0,1,14,0
"Ant198",0,9,1,1,35,7,0,1,6,5,3,3,6,9,2,3,19,16,7,0,0,0,4,2,7,9,1,4,13,6,0,4,12,7,6,1,0,2,8,0,13,2,10,16,12,0,5,8,4,14,0,16,2,4,1,9,1,4,18,6,8,16,0,5,1,26,9,2,22,14,10,1,8,9,0
"Ant207",0,0,29,7,21,8,7,43,3,7,9,2,3,5,11,10,17,5,5,8,0,2,5,7,15,25,0,0,13,21,1,2,23,15,3,5,11,0,1,0,10,6,13,1,13,5,0,5,5,2,5,10,3,4,4,2,12,11,6,14,21,8,1,21,13,3,4,21,12,4,14,0,13,4,0
"Ant217",0,0,1,0,12,10,1,1,14,0,9,0,4,22,0,5,2,7,1,2,0,0,3,3,3,3,25,0,4,2,4,0,6,10,2,1,0,6,1,1,0,0,31,25,3,8,5,0,0,44,0,2,0,1,2,12,0,0,1,6,19,16,0,0,1,11,12,0,3,30,0,14,4,2,93
"Ant218",26,13,1,6,5,4,7,15,7,4,3,5,10,3,3,8,3,7,2,0,1,3,0,2,5,15,0,0,5,4,4,17,13,0,3,5,4,0,3,2,5,10,0,0,8,4,5,0,0,8,10,22,4,7,6,0,5,9,3,38,3,0,4,17,14,4,0,5,8,11,21,2,8,7,0
"Ant219",0,0,0,1,21,6,1,6,13,0,4,0,0,24,1,0,1,2,0,1,1,0,0,2,4,2,13,0,0,5,3,0,10,13,3,0,0,45,3,0,13,0,45,13,0,14,2,44,8,0,1,0,0,2,1,16,0,3,4,5,17,19,0,0,1,20,24,6,2,17,1,17,10,4,14
"Ant232",35,23,7,9,0,9,2,0,0,0,3,2,8,1,11,0,0,0,0,1,29,14,1,0,3,17,1,52,0,2,15,17,1,3,15,1,3,0,4,46,5,14,0,1,1,0,5,0,10,1,0,21,14,2,13,0,3,2,0,0,3,0,8,4,0,0,0,2,0,2,3,3,6,0,0
"Ant238",5,9,16,8,2,5,10,8,11,16,7,13,2,2,3,3,4,4,16,7,2,4,18,4,6,15,1,17,12,18,4,8,12,5,8,12,2,0,11,11,7,13,0,7,5,16,10,2,22,0,21,0,9,4,4,2,7,8,16,9,7,3,1,20,5,10,1,3,36,3,8,0,18,2,0
"Ant242",1,12,7,1,2,3,14,1,0,14,3,14,4,2,2,1,1,18,1,6,5,7,1,2,0,8,0,44,0,5,0,9,2,0,1,0,5,0,0,15,1,5,0,0,6,2,3,0,4,0,14,9,0,5,3,0,4,9,1,0,1,0,7,12,4,0,0,7,4,0,0,0,0,0,0
"Ant243",7,2,14,1,1,1,7,7,1,4,0,17,8,0,3,3,0,2,7,0,2,3,0,6,19,12,1,1,5,13,11,8,9,0,3,5,4,1,2,9,5,8,1,0,2,4,4,1,7,2,2,4,5,0,8,1,4,9,2,7,2,0,4,6,8,0,0,4,2,3,0,3,3,2,0
"Ant255",15,4,9,9,0,0,5,1,1,6,4,8,1,2,11,0,5,1,3,8,4,3,0,5,2,6,3,1,2,20,9,8,7,5,0,0,21,0,8,15,11,23,0,3,4,1,4,2,6,1,13,4,3,8,0,0,8,7,1,1,10,0,0,11,7,0,0,2,2,1,6,2,5,0,0
"Ant257",0,5,0,0,12,10,5,4,20,0,14,0,4,25,0,3,0,3,1,0,1,2,0,0,2,3,18,0,4,10,21,7,21,21,11,2,3,10,19,1,18,0,19,49,7,9,2,12,0,16,0,2,0,1,0,0,1,2,5,4,23,25,1,0,0,26,4,3,0,39,3,24,15,10,2
"Ant263",1,1,4,8,0,9,3,1,1,1,3,7,1,4,4,0,12,4,1,2,3,1,0,5,0,14,0,4,2,12,2,3,5,6,1,0,7,0,0,5,1,3,1,2,5,1,12,0,5,0,3,7,4,4,8,1,0,2,1,4,2,0,2,3,1,0,0,4,2,1,4,2,3,1,0
"Ant294",1,8,9,16,0,7,5,16,2,5,2,0,10,1,8,2,3,2,10,2,1,13,4,3,15,18,2,7,3,6,4,6,9,3,7,2,3,1,0,43,15,5,1,3,6,4,11,0,9,3,2,8,9,9,7,2,2,0,2,9,1,0,5,8,0,3,2,6,8,2,14,2,4,5,0
"Ant318",0,0,3,1,3,2,1,6,1,0,1,0,3,3,3,2,4,3,6,0,0,2,3,4,0,4,0,0,6,3,0,0,4,15,1,8,1,1,1,0,3,0,3,3,2,18,6,1,3,4,0,16,1,2,1,5,1,2,0,3,9,1,0,4,3,7,11,4,9,9,1,0,3,7,0
"Ant332",0,8,5,7,9,2,0,33,5,1,2,13,35,0,5,9,15,3,3,0,2,1,2,2,6,10,1,1,4,26,2,13,5,3,23,9,6,1,5,0,4,1,4,3,40,6,14,6,38,5,0,9,0,7,1,4,4,9,3,0,11,2,1,12,5,1,5,3,20,6,16,0,30,8,0
"Ant342",2,9,5,10,6,18,1,12,12,0,9,5,1,18,9,2,3,23,4,1,0,1,2,0,11,5,7,0,6,4,3,8,18,9,2,8,0,6,2,1,9,1,4,28,8,8,21,19,3,17,3,7,1,2,10,23,2,1,9,11,0,7,0,7,0,20,26,1,12,27,3,14,3,11,0
"Ant347",2,3,1,3,7,9,0,1,13,0,9,0,1,41,3,1,0,1,0,0,1,1,1,2,5,5,20,0,8,2,9,1,13,3,3,4,0,7,7,1,9,0,7,13,2,16,8,16,0,19,0,3,0,0,0,25,0,0,1,2,7,0,0,3,1,23,24,2,1,17,1,26,1,4,3
"Ant353",3,7,1,0,0,2,4,0,0,1,5,22,0,0,1,1,0,0,4,4,12,17,2,0,1,6,0,25,0,0,0,18,5,7,1,0,5,2,0,19,0,17,0,4,5,0,1,0,4,0,8,1,7,4,0,1,2,5,0,1,0,0,0,2,6,0,0,0,2,0,0,1,1,0,0
"Ant356",5,1,13,10,3,3,2,4,3,10,2,13,5,1,4,6,3,18,6,7,7,17,6,6,6,6,0,0,7,12,16,5,5,5,6,1,4,1,4,7,2,9,0,3,5,5,21,0,17,0,4,20,12,6,11,0,3,8,4,12,7,3,2,0,14,2,6,1,13,2,18,2,9,4,0
"Ant387",0,0,4,8,1,0,9,10,4,1,0,2,1,1,2,24,0,2,3,2,0,1,4,4,1,9,1,0,7,10,0,2,6,3,0,7,3,2,0,0,4,2,3,1,2,1,13,1,14,1,0,5,4,8,7,0,1,0,3,5,0,1,6,14,0,4,5,2,5,1,11,0,2,2,0
"Ant390",8,1,2,0,16,3,1,12,12,2,4,3,7,11,0,11,2,10,12,0,1,0,6,1,8,7,3,0,21,4,1,7,11,18,6,12,0,5,2,0,2,3,7,6,17,26,3,11,4,20,0,10,0,0,0,26,0,3,7,1,20,23,0,2,4,0,17,5,3,31,16,0,6,5,0
"Ant394",1,0,1,0,14,10,1,1,9,0,7,2,8,34,0,8,1,8,5,0,0,2,0,0,23,10,9,0,6,2,1,1,15,11,1,16,0,52,1,0,8,2,35,8,6,9,4,12,0,24,0,1,0,0,0,4,0,2,11,5,26,24,0,6,5,17,0,3,10,15,4,6,6,1,39
"Ant395",0,4,10,3,11,0,2,0,8,3,10,2,9,2,2,5,5,5,4,1,0,2,3,11,6,15,1,0,1,9,7,0,26,8,1,6,1,2,1,8,18,1,0,0,10,2,21,0,5,6,2,3,7,4,2,3,4,6,4,3,1,2,0,1,2,5,3,0,3,13,14,8,0,1,0
"Ant437",0,12,11,10,14,2,11,19,11,4,0,10,26,8,8,4,7,12,21,2,0,3,6,2,4,39,0,12,10,12,7,10,15,3,3,2,0,1,13,4,6,0,3,7,53,22,12,3,8,2,0,36,4,2,2,0,2,8,9,20,12,1,2,13,5,3,10,3,0,4,43,0,8,3,0
"Ant475",0,0,0,1,16,8,2,10,9,0,7,0,11,37,2,4,9,9,2,2,0,0,4,1,8,6,15,8,12,16,2,1,12,19,3,4,1,8,5,1,10,1,22,30,11,14,4,30,11,17,2,3,0,3,1,39,1,2,9,6,27,17,0,2,1,31,15,13,4,0,8,16,6,7,9
"Ant492",2,12,15,9,3,5,3,20,6,14,0,5,6,4,8,6,12,21,5,3,1,0,13,3,1,33,5,0,12,7,1,7,10,5,2,5,0,0,0,2,2,0,8,3,10,10,14,0,21,1,3,8,0,0,6,3,4,14,1,16,3,1,0,18,11,16,4,14,43,8,0,0,3,6,0
"Ant501",0,3,0,0,0,8,0,0,15,0,16,0,7,22,0,0,0,6,0,1,0,0,0,0,6,0,76,0,1,0,0,0,9,8,0,3,0,4,1,0,6,0,11,29,0,1,0,14,2,17,3,0,0,3,2,24,2,2,0,0,14,26,1,2,0,0,6,8,0,16,0,0,3,3,50
"Ant527",0,5,2,5,9,18,4,13,1,3,2,2,5,18,0,0,6,3,6,5,2,7,13,0,1,28,3,0,5,12,16,5,13,17,32,15,1,10,5,29,12,13,5,14,1,8,13,4,8,10,6,18,0,3,5,15,3,4,3,30,3,1,1,9,2,6,6,0,8,6,3,3,0,3,0
"Ant552",0,0,10,3,3,4,0,16,13,0,7,3,4,2,1,0,0,21,2,0,0,0,8,1,14,1,1,0,19,3,0,3,10,4,10,1,1,1,8,0,4,1,1,2,14,9,4,2,7,4,0,2,0,2,0,10,1,5,7,8,11,4,0,4,2,5,1,1,3,7,6,3,3,0,0
"Ant593",0,0,0,0,5,4,0,0,10,0,1,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,16,0,1,1,0,0,3,2,3,0,0,22,0,0,0,0,37,4,0,0,0,93,0,14,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,39,0,0,9,0,50,0,0,0
