"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant73","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552","Ant593"
"Ant158",0,0,0,2,4,3,3,3,0,0,0,5,12,1,6,8,11,3,1,4,1,2,4,5,1,10,1,0,9,13,6,2,13,3,10,7,5,0,4,10,15,6,0,0,5,2,18,0,9,2,8,7,1,5,3,3,4,4,6,6,7,1,0,16,4,6,0,14,10,2,2,0,10,3,0
"Ant191",2,16,1,5,0,0,12,1,0,8,5,0,2,0,3,5,4,0,2,1,4,1,0,0,0,2,0,53,0,15,2,2,2,0,0,1,2,0,7,1,0,0,0,0,7,0,1,0,7,0,13,5,6,9,11,1,23,2,0,0,1,0,32,4,3,0,0,1,0,0,2,0,8,0,0
"Ant196",0,0,0,9,1,1,4,6,0,6,12,2,0,0,1,6,10,1,0,12,0,3,9,12,0,2,0,0,1,17,4,4,23,10,0,6,2,0,2,2,5,2,0,0,12,3,15,3,6,4,6,14,2,8,1,3,6,5,5,16,3,1,1,20,0,14,3,9,22,5,5,1,5,3,0
"Ant202",0,0,0,0,11,13,0,0,28,0,1,0,0,0,1,1,0,15,0,0,0,0,3,0,29,0,38,0,4,2,3,4,16,17,0,2,0,13,0,0,49,1,27,39,1,37,0,44,1,4,1,0,0,0,0,1,0,0,2,3,14,49,0,0,0,64,43,1,5,4,2,29,2,0,65
"Ant209",0,2,3,5,1,0,1,3,0,14,6,3,1,1,0,15,5,0,3,0,0,9,0,8,0,4,0,3,4,43,0,0,8,1,1,0,13,0,6,0,0,1,0,0,2,0,8,0,3,2,6,50,6,0,8,0,0,2,0,7,3,0,2,6,4,5,0,1,9,1,6,0,7,1,0
"Ant268",0,0,0,1,2,3,0,9,0,0,8,5,6,1,15,0,12,6,0,0,6,2,0,7,1,4,0,1,9,10,0,2,7,6,3,3,4,0,10,2,0,8,0,2,3,3,12,0,8,3,18,11,1,5,2,1,3,1,4,11,4,7,1,8,3,2,0,19,9,5,12,0,17,2,2
"Ant308",0,0,1,0,6,3,8,5,0,2,11,4,10,0,5,12,0,5,2,4,10,3,4,15,1,13,0,2,11,25,0,2,23,3,7,5,10,0,2,2,1,13,0,0,0,1,25,0,5,0,4,18,5,5,10,7,9,0,4,2,0,0,3,12,1,0,1,3,7,6,3,0,8,7,0
"Ant620",0,0,0,0,10,0,1,17,4,0,3,0,1,15,0,6,5,0,0,0,1,0,7,10,7,4,7,0,6,8,0,2,10,5,0,9,3,0,0,0,6,4,0,8,2,1,12,0,0,3,5,8,0,0,1,7,4,1,18,2,4,3,0,4,0,3,1,12,3,13,2,0,1,6,3
"Ant13",11,6,2,4,1,0,2,0,0,2,1,2,0,0,3,0,2,0,0,2,6,10,0,0,0,28,0,36,3,8,3,3,2,4,1,1,2,0,1,3,0,8,0,0,2,2,1,0,0,0,0,4,4,1,1,3,7,2,0,0,0,0,18,3,3,0,0,0,4,0,10,0,3,0,0
"Ant27",14,0,2,1,0,8,2,0,0,0,4,1,12,0,0,0,4,0,2,0,17,8,5,0,4,7,0,0,3,8,2,2,2,0,0,5,2,0,4,25,2,4,0,3,0,0,0,0,9,0,0,2,18,0,6,0,5,7,1,3,2,0,3,4,11,3,0,0,1,3,1,0,1,6,0
"Ant29",0,3,0,0,0,0,1,0,0,5,1,4,0,0,0,6,10,1,6,17,0,0,0,3,0,4,0,8,0,8,1,1,3,1,0,1,5,0,4,8,0,12,0,2,2,0,1,0,14,0,17,2,6,3,11,1,6,6,0,1,1,0,3,4,1,0,0,0,1,2,8,0,6,1,0
"Ant32",2,0,7,8,1,2,0,1,0,0,2,1,3,0,9,2,3,0,10,8,0,0,1,2,6,0,0,22,0,6,11,1,3,1,5,1,2,0,4,18,2,3,0,0,8,0,0,0,5,0,10,0,6,6,3,0,0,5,5,3,3,0,6,1,2,4,0,2,5,0,4,0,4,0,0
"Ant42",5,0,12,1,14,24,2,0,4,5,4,0,9,3,0,0,4,7,0,5,0,1,0,0,6,1,9,0,0,12,1,30,19,10,5,2,1,0,3,23,24,42,3,13,6,2,2,0,5,8,3,0,0,4,7,5,1,0,0,0,5,5,1,3,6,13,13,5,6,9,0,0,4,1,0
"Ant43",0,0,0,0,4,9,0,2,3,0,5,0,12,0,8,7,15,10,0,0,3,2,0,0,0,15,0,0,14,2,0,1,8,4,3,1,5,0,2,2,1,15,0,5,7,0,45,0,5,0,6,14,1,6,1,10,0,0,5,10,0,0,1,12,2,1,0,6,6,5,13,0,7,6,1
"Ant44",1,0,9,3,20,12,0,0,11,0,1,0,0,29,0,1,1,7,0,4,0,6,6,0,0,1,20,0,0,2,8,13,14,24,2,1,0,1,2,2,25,6,8,47,3,30,0,3,11,3,3,0,1,0,1,1,0,2,1,0,1,24,0,0,0,15,10,2,8,13,0,6,1,2,12
"Ant50",16,10,6,0,0,10,5,4,3,6,10,2,2,0,4,4,13,4,28,7,4,0,1,15,1,0,0,36,8,12,6,7,6,0,7,13,1,0,3,7,1,4,0,6,21,2,12,0,6,1,10,9,4,16,0,3,5,4,7,6,4,0,8,1,1,3,0,3,7,5,6,0,21,0,0
"Ant55",0,0,2,0,12,9,0,0,32,0,1,0,0,38,0,0,0,7,0,0,0,0,9,0,20,0,0,0,0,0,3,0,9,25,0,11,0,17,0,5,48,1,15,35,0,16,0,27,0,13,1,0,0,0,0,0,0,0,0,0,2,42,0,3,0,20,44,0,8,10,2,22,0,0,38
"Ant91",47,5,44,56,0,0,0,0,0,11,0,53,0,0,3,1,2,0,36,0,8,22,0,0,0,36,0,0,0,31,0,5,15,0,7,0,0,0,13,0,0,0,0,0,3,0,0,0,18,0,0,0,105,5,4,0,0,2,0,0,0,0,82,0,11,0,0,0,1,0,0,0,0,0,0
"Ant97",0,0,0,0,2,0,0,8,1,0,9,0,1,4,4,9,11,6,3,3,0,0,0,14,0,8,0,0,0,2,0,0,16,18,3,8,0,0,2,2,1,5,0,2,6,3,26,0,5,0,7,12,1,0,0,9,1,7,14,6,4,1,2,14,0,13,0,2,11,8,5,0,30,27,2
"Ant100",14,2,6,9,0,5,13,1,1,6,13,15,17,2,43,10,25,8,8,8,8,6,12,2,2,12,0,31,2,0,11,7,28,4,22,11,4,0,4,15,5,6,0,3,4,0,15,0,11,8,9,4,7,13,2,6,2,8,13,6,7,0,13,7,13,2,1,13,12,0,14,0,18,6,0
"Ant113",8,25,5,0,1,2,1,0,10,29,6,2,4,3,0,0,0,0,3,2,1,11,1,0,8,6,3,0,0,11,0,1,22,5,8,7,4,0,13,13,8,1,4,17,10,6,1,0,3,0,7,4,5,2,1,3,0,2,0,3,0,7,1,6,11,8,3,4,0,0,3,0,0,7,0
"Ant117",13,0,0,13,4,10,4,0,0,14,2,2,4,4,0,2,2,2,3,2,1,1,30,1,13,7,0,5,0,7,1,0,24,9,1,3,1,0,4,7,5,11,3,12,3,7,1,0,8,4,3,0,1,0,6,6,1,11,0,0,2,7,0,10,0,13,1,16,1,12,3,0,5,3,0
"Ant137",12,7,8,3,5,17,9,12,10,27,13,2,23,16,8,7,23,10,2,2,3,3,19,8,14,6,9,15,16,28,22,24,0,14,13,15,4,3,10,8,12,9,2,6,29,8,33,3,23,5,8,18,10,15,5,12,4,4,10,19,31,20,2,3,5,25,18,16,7,19,8,0,9,11,2
"Ant139",1,0,0,0,34,10,0,3,33,0,3,0,10,17,1,6,3,5,4,0,1,1,10,4,24,0,25,0,18,4,5,9,14,0,2,8,0,16,5,3,11,7,22,26,16,29,12,14,10,15,4,7,0,1,5,1,0,4,3,3,33,29,0,7,3,72,75,2,3,13,9,17,3,13,100
"Ant142",7,4,8,2,0,10,3,0,4,9,10,0,0,0,1,3,7,0,1,0,0,5,5,3,2,7,0,7,3,22,8,1,13,2,0,2,5,0,0,0,0,8,0,0,24,2,0,0,0,0,7,9,11,3,7,8,0,17,1,2,0,0,9,5,4,3,3,6,8,4,12,0,1,3,0
"Ant149",0,0,0,0,8,5,5,11,1,4,7,1,6,2,0,3,5,9,1,5,1,1,2,1,1,13,11,0,8,11,7,3,15,8,2,0,3,0,0,0,5,1,8,3,2,1,10,6,3,2,6,5,3,0,0,18,2,3,7,6,14,13,1,8,0,20,10,4,0,15,10,0,6,11,16
"Ant153",0,0,0,12,0,0,2,1,0,0,5,2,2,0,13,4,10,3,2,2,5,2,1,5,0,1,0,0,0,4,4,1,4,0,5,3,0,0,5,2,0,1,0,0,4,0,3,0,1,0,6,2,20,2,17,4,8,8,0,1,0,0,1,4,11,0,0,0,6,0,8,0,2,1,1
"Ant156",0,0,0,0,0,0,0,0,25,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,3,16,0,0,0,0,0,0,6,0,23,0,0,7,0,59,0,3,0,0,0,0,2,0,0,0,0,0,0,33,0,0,0,16,44,0,0,12,0,43,0,0,25
"Ant159",1,0,5,0,7,6,1,5,4,1,4,7,2,0,6,10,2,0,1,4,4,4,3,2,2,3,0,13,2,4,13,4,10,5,0,0,5,0,0,8,2,7,0,4,1,2,2,0,5,0,16,4,7,6,0,2,2,3,2,2,4,0,0,4,2,1,1,7,9,5,1,0,9,6,0
"Ant169",11,0,7,12,0,15,3,1,1,4,10,1,2,0,0,2,2,0,3,25,8,18,23,2,2,7,5,0,2,15,13,7,8,3,0,0,2,0,8,0,3,1,0,0,6,1,2,2,5,5,15,4,12,10,1,5,6,5,1,1,0,0,2,5,19,0,1,2,6,5,10,0,20,1,0
"Ant173",2,0,0,1,21,9,1,0,38,1,15,0,5,49,0,0,1,6,0,2,0,2,24,1,25,1,48,0,1,5,8,5,12,11,0,5,0,6,2,3,0,5,19,20,9,39,0,21,15,7,8,1,0,2,0,0,1,0,7,1,23,50,0,0,0,36,26,4,7,15,0,9,0,6,17
"Ant176",8,0,14,5,5,4,7,1,0,0,6,0,2,1,1,8,13,4,8,4,12,3,42,15,6,4,1,0,5,6,1,11,9,7,8,1,1,0,7,1,5,0,0,9,3,0,6,0,15,0,5,9,3,1,7,2,1,0,1,13,3,1,4,2,6,1,3,9,10,9,2,0,7,7,0
"Ant178",0,0,0,0,26,5,0,0,17,3,0,0,0,27,0,0,0,0,0,0,0,0,3,0,8,0,15,0,0,0,4,3,2,22,0,8,0,23,0,0,19,0,0,10,0,17,0,33,0,7,0,0,0,0,1,3,0,2,0,0,1,33,0,0,0,40,42,6,0,17,1,32,0,6,57
"Ant186",1,0,0,0,34,28,0,11,13,9,0,0,0,39,0,2,0,8,0,3,2,0,13,5,47,6,35,0,2,3,17,12,6,26,0,3,0,0,4,0,20,9,10,0,1,33,10,0,11,7,1,1,4,1,0,4,0,0,0,0,3,33,0,2,0,40,22,17,1,25,1,3,0,4,7
"Ant195",1,0,9,2,19,2,2,13,4,0,5,7,12,1,2,3,0,2,2,0,2,8,6,7,3,21,0,3,6,4,10,3,29,16,24,2,4,0,1,6,9,3,0,1,0,3,5,2,2,0,9,8,1,9,8,9,6,1,1,8,13,3,7,17,4,18,7,6,18,8,16,0,8,5,1
"Ant198",0,0,2,0,14,12,0,3,17,2,2,0,3,37,0,3,1,1,2,0,0,0,2,0,30,2,16,0,3,0,6,7,8,29,2,1,0,7,2,1,39,0,17,33,3,0,1,7,1,4,0,3,0,0,0,0,1,0,4,2,2,19,0,5,0,33,23,1,6,15,0,10,0,9,28
"Ant207",0,0,0,0,19,0,2,26,0,0,18,1,15,0,8,12,25,12,1,0,1,0,2,45,0,12,0,0,26,15,1,1,33,12,0,10,3,0,2,2,0,6,0,10,5,1,0,0,18,6,6,30,5,5,0,21,9,6,24,16,2,1,1,11,3,7,2,3,9,5,5,0,6,3,0
"Ant217",0,0,0,0,6,1,0,0,23,1,0,0,3,44,0,0,0,0,0,0,0,0,0,0,3,0,27,0,0,0,0,0,3,14,0,6,0,59,0,2,21,0,33,0,2,7,0,0,0,9,0,0,1,0,0,3,0,0,0,0,0,25,0,0,0,18,36,1,1,3,2,75,0,0,45
"Ant218",1,0,8,16,2,6,4,1,2,0,9,7,6,1,3,8,5,0,0,9,14,5,5,5,11,6,0,18,5,11,3,8,23,10,0,3,1,0,5,5,15,15,0,11,2,1,18,0,0,0,15,10,2,9,3,11,10,9,5,4,6,7,0,7,2,6,0,1,8,4,20,0,24,4,0
"Ant219",0,0,0,1,2,6,0,8,4,0,2,0,4,4,2,3,0,3,0,0,0,0,8,0,3,1,13,0,0,8,0,4,5,15,0,2,0,3,0,5,7,0,7,7,0,4,6,9,0,0,0,3,1,0,0,0,2,0,0,2,2,17,0,7,0,11,16,3,5,29,1,12,0,2,12
"Ant232",2,0,11,1,1,13,1,4,7,2,8,13,6,1,6,18,4,5,0,0,17,10,3,6,3,10,1,0,7,9,7,3,8,4,7,6,6,0,16,15,8,5,0,1,9,0,6,0,15,0,0,9,7,3,5,9,8,3,3,8,19,1,0,15,7,11,3,11,11,0,5,0,18,17,0
"Ant238",0,0,1,14,3,0,7,24,0,0,7,5,14,0,50,11,18,8,4,2,2,0,0,14,0,9,0,0,12,4,4,0,18,7,9,5,2,0,4,4,1,9,0,1,8,3,30,0,10,3,9,0,6,5,4,7,2,3,2,18,2,0,0,4,0,1,1,11,6,10,14,0,9,8,0
"Ant242",30,0,13,8,4,3,4,4,1,4,1,6,2,0,6,1,5,0,4,18,6,6,0,1,1,4,0,105,1,7,5,1,10,0,11,3,20,0,7,12,0,3,0,4,1,0,5,1,2,1,7,6,0,2,5,3,7,4,1,0,2,0,4,7,24,2,0,1,1,4,3,0,11,1,0
"Ant243",0,0,16,5,3,0,4,2,0,4,5,9,8,0,0,5,5,0,1,0,3,6,4,6,0,16,0,5,0,13,2,0,15,1,3,0,2,0,6,10,2,1,0,1,9,0,5,0,9,0,3,5,2,0,5,8,10,1,3,10,15,0,13,8,12,1,4,5,12,7,8,0,14,1,0
"Ant255",0,0,3,2,0,9,0,2,0,0,3,11,1,0,8,2,10,1,1,6,11,3,7,1,1,0,0,4,0,2,1,6,5,5,7,0,17,2,0,1,0,7,1,0,8,0,0,0,3,0,5,4,5,5,0,1,4,3,0,2,2,0,4,3,0,0,0,0,2,0,2,0,6,0,0
"Ant257",0,2,2,0,28,9,2,10,6,6,3,1,3,1,0,1,7,7,3,0,1,0,5,10,1,3,0,0,9,6,3,6,12,1,8,18,4,0,2,5,0,2,3,4,9,0,21,3,11,0,9,7,3,8,1,0,4,3,3,14,7,3,1,1,0,6,16,52,2,10,2,0,6,23,1
"Ant263",0,0,1,3,0,0,3,4,0,0,4,23,6,0,0,3,9,4,7,5,6,0,1,0,0,5,0,0,1,2,0,1,4,0,0,2,8,0,2,6,1,1,0,0,6,1,9,0,10,2,8,2,7,10,4,4,0,2,0,2,2,2,1,1,2,1,0,2,0,0,4,0,5,2,1
"Ant294",1,14,2,4,2,4,1,0,0,4,4,2,5,0,2,1,0,1,2,7,6,5,0,0,2,4,0,2,7,8,2,11,4,4,17,3,8,0,3,5,0,0,2,0,1,0,6,0,9,0,3,3,4,1,3,3,2,0,1,0,0,0,2,8,8,0,0,10,7,0,3,0,0,1,0
"Ant318",0,0,0,0,3,1,0,8,0,0,6,0,5,2,0,4,4,18,0,1,0,5,0,5,1,7,0,0,14,13,0,0,10,3,1,7,0,0,2,1,7,1,0,0,1,4,24,0,5,0,3,2,1,3,0,3,0,1,0,7,2,0,0,6,0,2,0,2,2,4,0,0,5,1,0
"Ant332",0,0,1,0,4,4,5,5,3,3,6,0,16,3,7,11,2,2,0,3,1,3,0,10,0,6,0,0,6,6,3,0,19,3,2,6,1,0,2,1,1,13,0,0,8,2,16,0,4,2,8,18,0,10,2,14,2,0,7,0,5,1,2,8,0,1,2,14,3,2,0,0,10,0,2
"Ant342",0,0,0,1,22,9,7,0,1,1,7,1,3,14,3,4,0,4,0,2,1,3,5,0,1,4,2,0,4,7,0,2,31,33,0,14,0,0,4,0,23,3,1,3,13,2,2,0,6,2,19,2,2,15,2,7,2,0,2,5,0,5,0,18,0,18,2,6,11,8,11,1,6,5,0
"Ant347",0,0,0,0,31,10,0,3,25,5,1,0,1,49,0,7,0,3,0,0,0,0,5,0,24,0,42,0,1,0,7,7,20,29,0,13,0,33,0,0,50,1,33,33,3,19,1,25,7,17,1,0,0,0,0,3,2,0,0,1,5,0,0,3,0,55,36,3,8,14,3,23,0,2,86
"Ant353",12,2,6,5,0,0,8,0,1,2,0,32,1,0,2,1,3,0,18,3,3,6,1,1,0,8,0,82,2,13,1,0,2,0,9,1,1,0,0,2,0,4,0,0,7,0,1,0,0,0,0,0,4,13,4,1,1,2,0,2,0,0,0,5,4,0,1,2,2,0,10,0,11,0,0
"Ant356",0,0,2,11,5,20,8,13,2,0,16,4,20,0,6,8,12,4,3,4,4,1,3,12,0,1,3,0,14,7,6,10,3,7,5,8,4,0,4,5,0,2,0,2,17,5,11,0,7,7,15,4,7,8,3,1,1,8,6,8,18,3,5,0,10,7,1,5,16,8,4,0,15,1,2
"Ant387",8,0,25,8,0,7,2,0,0,3,4,3,0,0,4,3,1,0,3,11,1,2,6,2,0,1,0,11,0,13,11,0,5,3,4,0,11,0,2,19,0,6,0,0,4,0,3,0,2,0,7,0,24,12,0,0,2,8,0,0,0,0,4,10,0,2,0,1,2,0,1,0,0,2,0
"Ant390",1,2,4,0,16,18,2,5,39,11,6,0,14,64,5,2,0,3,0,3,0,4,13,1,15,3,20,0,13,2,8,13,25,72,3,20,0,16,1,0,36,1,40,40,18,33,7,18,6,11,11,1,2,1,0,6,1,0,2,1,18,55,0,7,2,0,83,2,6,30,3,37,0,11,105
"Ant394",1,0,0,0,30,12,0,3,55,0,0,0,3,43,0,0,1,1,0,0,0,0,13,0,10,0,44,0,0,1,3,1,18,75,3,10,0,44,1,1,26,3,42,22,7,23,2,36,0,16,3,1,0,4,0,16,0,0,0,2,2,36,1,1,0,83,0,3,1,33,2,34,2,4,107
"Ant395",4,0,6,1,8,4,1,16,0,2,14,1,9,1,1,19,3,12,0,0,0,2,5,6,2,3,0,0,2,13,4,16,16,2,6,4,0,0,7,2,4,9,6,17,6,1,3,1,1,3,11,11,1,5,0,52,2,10,2,14,6,3,2,5,1,2,3,0,0,4,4,0,3,7,1
"Ant437",6,0,0,3,14,10,0,9,3,0,10,0,22,5,9,9,7,3,4,1,1,5,6,6,8,7,8,1,11,12,0,1,7,3,8,0,6,0,9,6,7,10,0,1,18,6,9,1,8,5,11,6,1,12,2,2,0,7,2,3,11,8,2,16,2,6,1,0,0,8,16,6,9,4,0
"Ant475",3,0,0,1,15,8,0,14,17,2,2,0,5,4,1,5,6,13,0,3,2,0,9,5,13,5,10,0,8,0,0,12,19,13,4,15,0,12,5,5,15,9,17,25,8,15,5,3,4,29,0,10,4,7,0,10,0,0,4,2,8,14,0,8,0,30,33,4,8,0,2,1,5,5,14
"Ant492",2,0,0,2,2,1,2,3,3,0,2,2,5,2,6,12,3,2,10,1,8,4,0,13,0,6,2,0,5,14,3,3,8,9,12,10,8,0,1,10,0,2,1,1,16,0,5,2,20,1,5,14,3,8,2,2,4,3,0,0,11,3,10,4,1,3,2,4,16,2,0,0,4,3,0
"Ant501",0,0,1,0,12,7,0,0,21,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,6,0,22,0,0,0,0,0,0,17,0,0,0,43,0,0,9,0,32,3,0,10,0,75,0,12,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,37,34,0,6,1,0,0,1,0,79
"Ant527",0,0,0,5,3,3,7,3,0,0,10,8,5,2,7,17,8,1,3,1,6,4,4,7,1,21,0,0,30,18,0,5,9,3,1,6,2,0,9,20,0,7,0,0,8,0,6,0,24,0,18,9,11,14,6,6,5,0,5,10,6,0,11,15,0,0,2,3,9,5,4,1,0,6,0
"Ant552",4,11,2,0,6,7,0,6,3,1,3,0,3,0,1,2,7,6,0,6,1,0,1,6,2,0,0,0,27,6,7,3,11,13,3,11,1,0,6,1,6,7,6,4,5,9,3,0,4,2,17,8,1,1,0,23,2,1,1,0,5,2,0,1,2,11,4,7,4,5,3,0,6,0,0
"Ant593",0,0,0,0,40,4,0,2,35,0,0,0,0,65,0,2,0,3,0,0,0,0,0,1,12,0,38,0,2,0,0,0,2,100,0,16,1,25,0,0,17,0,57,7,1,28,0,45,0,12,0,0,0,0,0,1,1,0,0,2,0,86,0,2,0,105,107,1,0,14,0,79,0,0,0
