"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant73","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552","Ant593"
"Ant158",2,13,5,2,0,18,1,7,1,4,0,0,6,0,17,6,22,3,2,9,0,1,11,5,7,5,0,0,4,1,0,7,15,5,0,8,2,0,3,0,4,8,2,1,5,3,13,3,13,1,18,16,0,4,0,9,3,1,6,23,11,1,1,5,3,6,1,6,12,22,13,0,8,3,0
"Ant191",5,7,0,12,0,6,8,1,0,0,0,0,2,0,1,4,4,0,0,15,4,9,6,0,5,3,0,0,3,1,0,7,1,0,4,2,5,0,2,0,0,1,1,1,2,0,4,0,9,1,3,3,12,9,12,1,6,10,0,0,0,2,12,11,4,1,0,0,0,0,7,0,3,4,0
"Ant196",3,0,8,0,3,12,3,5,0,1,6,2,0,0,4,14,1,14,4,11,2,1,0,1,13,8,0,0,8,17,2,8,3,18,6,2,5,0,2,2,0,6,0,9,17,27,12,9,13,1,5,10,4,3,0,18,1,2,4,2,12,2,0,15,3,10,1,1,11,4,4,0,10,2,0
"Ant202",0,0,1,0,36,0,0,1,26,0,0,0,0,0,0,0,2,5,0,0,0,2,13,1,9,0,42,0,16,0,1,1,6,27,4,1,0,26,0,7,53,2,19,56,1,5,0,19,0,9,1,0,0,0,0,2,0,0,0,2,0,33,1,2,0,31,66,0,0,25,0,21,4,3,36
"Ant209",3,13,15,1,1,10,1,4,0,0,17,1,4,0,0,8,12,5,5,2,2,0,4,0,2,5,1,0,0,6,3,2,11,2,10,1,0,0,4,0,0,3,0,6,14,4,4,0,8,4,8,5,2,5,0,11,3,15,3,9,10,0,7,1,1,0,0,1,3,1,5,0,5,5,0
"Ant268",0,3,8,2,0,11,1,8,0,1,6,4,14,0,8,0,4,11,2,8,2,1,5,1,23,3,0,15,4,6,4,1,3,8,7,6,3,0,12,0,3,5,0,0,14,5,6,3,8,2,10,26,2,2,4,6,4,7,12,5,7,1,4,7,1,2,0,19,13,1,16,0,7,5,0
"Ant308",9,20,2,1,0,10,1,1,0,12,22,4,1,2,12,4,0,0,12,0,0,2,11,0,8,19,0,4,0,0,8,12,23,0,8,2,9,0,3,0,1,34,0,1,0,0,6,4,0,0,22,13,1,8,2,1,1,5,0,12,3,16,14,0,5,2,0,20,3,8,3,0,4,0,8
"Ant620",0,1,9,0,3,10,1,20,6,1,3,0,14,5,5,11,0,0,0,2,0,1,7,2,18,0,0,0,21,4,0,6,6,14,1,2,2,1,12,0,0,10,0,2,10,18,34,6,11,2,4,22,0,3,0,16,1,3,4,2,2,0,2,11,2,15,0,0,10,9,5,0,11,18,0
"Ant13",2,7,1,36,0,4,0,1,0,0,2,0,4,0,5,2,12,0,0,3,3,0,2,0,2,8,0,22,1,3,2,4,11,0,7,2,10,0,1,0,0,8,0,0,3,2,2,0,13,1,28,4,2,7,0,1,4,3,0,1,1,2,7,5,3,1,0,0,2,0,1,0,4,0,0
"Ant27",6,4,4,4,0,7,0,2,0,1,9,15,11,0,2,8,0,2,3,0,0,2,0,3,7,2,0,2,0,8,0,3,3,0,0,1,13,0,10,6,0,3,0,0,2,0,10,0,17,0,11,0,5,7,10,2,4,6,1,2,0,0,4,7,4,0,0,0,1,0,1,0,9,0,0
"Ant29",3,0,0,3,2,1,1,0,0,0,0,4,2,0,2,2,0,0,3,0,0,5,5,0,0,5,1,3,5,11,0,7,1,1,15,0,5,0,0,2,0,0,0,1,0,0,0,0,10,0,5,1,13,2,2,0,2,11,0,1,3,0,5,3,0,0,5,0,1,0,4,0,7,0,0
"Ant32",9,3,5,1,1,0,0,0,0,2,1,9,1,2,0,1,2,1,0,2,5,0,2,2,1,6,0,19,1,11,1,2,1,0,0,2,16,0,0,3,1,8,0,0,0,0,2,0,6,0,12,6,4,8,1,0,3,4,1,1,0,0,12,2,1,0,0,0,1,1,2,0,3,1,0
"Ant42",17,6,1,4,1,12,1,2,2,2,11,6,0,13,4,5,11,7,2,0,5,2,0,0,3,10,12,0,8,4,17,17,18,0,12,2,4,1,0,4,2,12,3,19,2,2,4,2,13,0,6,0,4,9,0,8,2,3,2,16,2,7,1,7,1,3,0,0,6,5,7,0,17,1,1
"Ant43",0,5,3,0,2,4,4,3,0,0,5,0,1,1,0,1,0,2,0,3,0,2,0,0,13,6,0,1,1,8,0,6,6,10,0,7,6,0,3,0,3,17,0,0,4,0,25,0,0,4,12,15,0,3,4,6,6,8,8,5,3,2,5,6,2,4,0,8,3,2,16,0,12,7,0
"Ant44",1,4,11,2,3,19,3,2,0,4,7,5,13,9,2,23,8,18,2,7,0,1,3,13,0,15,2,0,4,16,4,1,7,3,4,24,16,2,7,6,5,2,0,4,2,2,31,3,19,4,17,13,4,4,2,12,2,5,0,6,21,7,1,13,5,9,6,15,12,1,3,0,18,10,1
"Ant50",10,24,5,4,3,10,7,1,0,17,5,3,8,0,5,3,19,0,8,2,5,6,10,6,15,0,5,20,2,11,30,13,12,0,13,12,4,0,6,3,6,17,0,9,10,1,10,0,10,2,18,11,10,21,13,2,3,8,8,8,8,0,8,14,2,4,7,6,2,6,3,0,14,5,0
"Ant55",0,0,1,0,29,0,0,0,42,0,0,0,0,42,1,0,0,0,0,0,1,0,12,0,2,5,0,0,14,0,1,2,7,18,5,0,0,16,0,4,41,0,8,46,0,17,1,13,0,8,0,0,0,0,0,0,0,0,0,0,1,42,0,3,0,17,75,0,0,9,1,43,2,2,14
"Ant91",0,23,0,0,0,6,0,0,0,9,0,0,0,0,0,15,4,0,22,2,3,19,0,1,0,20,0,0,0,27,8,0,18,0,0,0,27,0,10,3,0,4,0,0,0,0,0,0,0,0,5,1,43,6,15,0,0,0,0,0,0,0,12,5,0,0,4,0,0,0,0,0,0,0,0
"Ant97",0,1,0,0,3,26,1,6,7,0,4,3,8,16,0,4,0,21,1,0,5,1,8,1,4,2,14,0,0,4,0,0,9,4,6,3,4,2,1,3,0,0,0,29,2,10,5,16,5,8,1,17,0,0,0,10,1,0,1,5,5,14,0,2,7,28,16,11,3,10,1,0,6,16,0
"Ant100",0,0,5,0,0,17,9,6,1,18,1,1,17,0,6,6,0,4,3,8,11,11,4,8,16,11,0,27,4,0,0,2,6,3,1,8,17,1,5,6,0,9,0,2,6,0,18,5,27,0,7,11,8,13,8,1,18,6,3,4,3,1,12,15,8,1,1,14,4,2,14,0,15,3,0
"Ant113",13,10,3,1,1,10,0,0,2,5,0,0,2,1,3,4,8,0,2,0,0,1,17,0,4,30,1,8,0,0,0,11,19,3,11,3,0,2,9,0,12,2,4,0,1,1,3,3,2,0,22,3,0,4,0,2,0,1,0,7,2,4,0,0,1,7,0,0,13,6,0,0,3,0,0
"Ant117",20,0,10,0,0,10,7,0,0,3,7,7,8,1,2,1,12,6,4,3,7,2,17,6,1,13,2,0,0,2,11,0,28,16,8,7,5,0,2,0,8,24,0,8,4,0,10,5,4,2,22,6,2,5,6,4,3,11,0,2,1,2,4,1,5,1,1,2,4,17,10,0,16,3,0
"Ant137",10,7,9,6,1,33,7,8,3,8,15,1,3,6,11,3,23,6,11,3,1,1,18,6,7,12,7,18,9,6,19,28,0,9,12,14,3,0,2,14,9,11,3,11,27,15,11,22,8,12,16,8,13,7,3,17,2,14,4,14,24,23,6,12,2,13,1,6,4,23,8,0,18,5,4
"Ant139",0,0,0,0,26,2,1,11,13,1,5,0,18,27,2,8,0,14,0,0,1,0,0,10,3,0,18,0,4,3,3,16,9,0,5,1,1,8,6,0,26,5,13,19,7,15,15,29,2,19,1,4,0,2,0,4,2,1,6,5,0,13,4,1,1,54,53,13,3,15,6,22,9,8,26
"Ant142",1,17,4,2,0,3,0,0,9,0,0,4,6,4,10,7,8,1,7,0,15,0,12,0,4,13,5,0,6,1,11,8,12,5,0,3,7,0,5,1,3,3,0,4,1,0,5,7,0,6,10,8,3,0,0,0,0,8,0,3,4,3,3,2,0,1,3,0,0,3,2,0,8,0,0
"Ant149",0,0,5,1,1,6,1,7,8,0,8,2,2,1,1,6,2,2,2,1,0,2,2,7,24,12,0,0,3,8,3,7,14,1,3,0,2,0,6,5,2,4,3,23,2,5,8,12,18,2,4,6,1,2,2,1,1,4,2,4,17,3,9,13,3,8,0,10,5,5,3,0,2,2,3
"Ant153",4,0,17,13,0,6,3,2,0,2,2,5,5,0,0,3,9,2,10,13,5,16,4,6,16,4,0,27,4,17,0,5,3,1,7,2,0,0,2,13,0,20,0,0,2,3,14,2,5,1,4,0,19,11,12,0,1,7,1,3,6,2,23,6,11,0,0,2,0,0,2,0,3,1,0
"Ant156",0,0,0,0,3,4,0,0,24,0,0,0,0,26,0,0,0,1,0,0,0,0,1,0,2,0,16,0,2,1,2,0,0,8,0,0,0,0,1,0,9,0,44,6,0,4,1,7,0,9,0,3,0,2,0,4,0,1,3,0,0,14,0,0,0,3,49,4,2,1,0,26,0,1,61
"Ant159",2,10,4,0,0,0,3,9,0,7,3,2,2,0,4,12,3,12,1,10,0,0,0,3,7,6,0,10,1,5,9,2,2,6,5,6,2,1,0,3,0,1,1,0,5,0,15,3,0,1,4,1,2,2,2,8,1,0,0,6,0,1,3,7,6,1,0,9,0,2,11,0,9,1,0
"Ant169",0,5,3,3,6,2,12,1,0,9,0,0,2,7,0,0,0,0,0,6,2,3,4,0,6,3,4,3,3,6,0,0,14,0,1,5,13,0,3,0,0,0,0,10,0,0,0,2,3,0,2,1,29,1,3,1,5,2,0,0,0,0,9,1,11,3,2,2,0,7,2,0,9,2,0
"Ant173",3,0,0,0,35,8,0,0,44,0,4,0,0,53,0,3,1,0,0,0,0,1,2,3,5,6,41,0,0,0,12,8,9,26,3,2,0,9,0,0,0,0,51,44,11,7,5,32,1,3,0,4,0,0,0,2,0,2,1,2,1,22,0,0,3,29,65,2,9,21,1,43,5,0,56
"Ant176",6,13,3,0,1,9,4,2,0,1,8,1,6,2,3,5,34,10,8,3,0,8,12,17,2,17,0,4,0,9,2,24,11,5,3,4,20,0,1,0,0,0,0,0,1,0,1,0,5,0,14,17,12,8,5,3,2,6,1,2,0,1,9,15,6,0,0,2,8,1,7,0,4,1,0
"Ant178",0,0,4,0,15,7,0,3,19,0,2,1,0,19,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,3,13,0,3,0,44,1,0,51,0,0,9,0,41,0,14,0,8,1,3,0,0,0,14,0,0,1,0,0,43,0,1,0,12,40,2,12,17,0,51,3,0,94
"Ant186",0,0,1,0,44,2,0,0,34,0,1,1,9,56,6,0,1,2,0,0,1,0,19,0,4,9,46,0,29,2,0,8,11,19,4,23,0,6,0,10,44,0,9,0,0,18,2,33,0,21,0,1,0,1,0,0,0,1,0,1,7,15,0,2,0,29,51,0,1,11,0,39,4,3,49
"Ant195",11,0,7,1,3,26,8,12,0,1,5,2,17,1,14,14,0,10,3,2,0,0,2,4,2,10,0,0,2,6,1,4,27,7,1,2,2,0,5,0,11,1,0,0,0,10,18,10,10,1,3,29,1,12,3,21,4,11,2,26,4,7,3,4,1,20,0,3,19,3,18,0,1,8,0
"Ant198",0,1,6,0,12,16,0,2,20,3,3,0,27,5,4,5,0,18,2,0,0,0,2,0,2,1,17,0,10,0,1,0,15,15,0,5,3,4,0,0,7,0,41,18,10,0,11,27,1,5,4,15,3,0,0,20,1,1,2,2,11,26,0,0,0,36,21,0,5,34,3,0,4,3,2
"Ant207",0,0,15,2,11,21,6,16,0,4,13,4,12,0,4,6,6,34,2,10,0,2,4,25,31,10,1,0,5,18,3,10,11,15,5,8,14,1,15,0,5,1,0,2,18,11,0,2,18,7,11,28,4,3,6,4,5,10,16,23,13,6,0,4,16,15,3,15,23,4,11,0,18,14,5
"Ant217",1,0,1,0,10,6,0,0,13,0,3,0,9,19,0,3,4,6,0,0,0,0,2,0,3,0,13,0,16,5,3,5,22,29,7,12,2,7,3,2,32,0,14,33,10,27,2,0,6,9,1,0,0,1,0,13,0,1,1,2,1,40,0,3,0,41,45,0,3,25,0,6,3,0,12
"Ant218",3,2,21,4,1,14,8,7,3,0,13,9,13,0,8,8,0,11,13,17,10,6,13,0,19,10,0,0,5,27,2,4,8,2,0,18,5,0,0,3,1,5,0,0,10,1,18,6,0,1,9,5,24,9,0,1,9,13,2,4,6,3,0,34,6,3,1,3,15,4,17,0,12,17,0
"Ant219",0,0,0,0,6,2,0,7,10,0,1,1,1,9,4,2,0,2,1,0,0,0,0,4,4,2,8,0,8,0,0,2,12,19,6,2,1,9,1,0,3,0,8,21,1,5,7,9,1,0,4,2,0,1,0,5,1,1,2,1,2,16,0,0,0,14,16,0,8,13,2,26,1,5,13
"Ant232",9,7,21,11,3,7,5,3,2,2,18,3,5,1,8,10,22,4,28,11,5,12,6,12,17,18,0,5,1,7,22,22,16,1,10,4,4,0,4,2,0,14,1,0,3,4,11,1,9,4,0,1,5,2,2,10,10,5,1,11,6,1,8,3,2,1,0,4,4,4,6,0,13,4,0
"Ant238",2,12,19,0,2,11,13,18,0,6,16,3,10,0,5,26,13,22,4,0,1,6,0,15,13,11,0,1,17,11,3,6,8,4,8,6,0,3,1,1,4,17,3,1,29,15,28,0,5,2,1,0,4,4,3,8,3,9,4,33,6,0,4,18,6,6,0,5,27,1,16,0,8,6,0
"Ant242",4,4,4,1,1,2,4,0,0,10,0,12,4,0,2,2,1,0,2,5,13,4,4,0,4,10,0,43,0,8,0,2,13,0,3,1,19,0,2,29,0,12,0,0,1,3,4,0,24,0,5,4,0,6,3,0,0,7,0,7,6,0,19,6,4,3,2,2,6,3,0,0,9,0,0
"Ant243",13,9,5,11,0,8,5,0,0,3,4,9,3,0,5,2,8,3,7,7,2,8,9,3,4,21,0,6,0,13,4,5,7,2,0,2,11,2,2,1,0,8,0,1,12,0,3,1,9,1,2,4,6,0,3,6,5,3,0,3,5,1,0,8,8,0,0,5,3,1,4,0,12,3,0
"Ant255",0,2,2,9,0,2,1,0,0,0,0,12,0,0,0,4,2,0,0,10,2,1,0,4,2,13,0,15,0,8,0,6,3,0,0,2,12,0,2,3,0,5,0,0,3,0,6,0,0,0,2,3,3,3,0,0,7,7,0,2,2,0,11,5,10,0,1,2,2,0,3,0,10,0,0
"Ant257",1,0,5,1,5,19,0,17,0,0,9,1,18,2,11,6,1,16,1,2,0,0,8,6,12,2,0,0,10,1,2,4,17,4,0,1,0,4,8,1,2,3,14,0,21,20,4,13,1,5,10,8,0,6,0,0,1,7,8,8,14,8,0,5,1,20,2,17,10,12,3,0,8,8,0
"Ant263",1,6,0,3,2,3,2,2,0,8,3,6,1,0,3,4,1,1,4,4,2,3,2,6,2,3,0,0,1,18,0,3,2,2,0,1,1,0,1,5,0,2,0,0,4,1,5,0,9,1,10,3,0,5,7,1,0,2,0,2,0,0,1,6,9,0,1,3,2,0,2,0,2,2,0
"Ant294",6,1,8,7,4,8,2,1,0,6,1,10,2,0,15,7,5,3,3,6,11,4,3,8,5,8,0,0,0,6,1,11,14,1,8,4,7,1,0,2,2,6,0,1,11,1,10,1,13,1,5,9,7,3,7,7,2,0,1,8,2,0,5,4,12,2,0,0,6,3,3,0,15,0,0
"Ant318",0,0,0,0,0,4,0,6,0,0,6,0,4,0,3,12,0,4,0,1,0,1,2,8,0,8,0,0,1,3,0,0,4,6,0,2,1,3,0,0,1,1,1,0,2,2,16,1,2,2,1,4,0,0,0,8,0,1,0,4,1,0,0,1,1,4,1,15,5,1,3,0,4,4,0
"Ant332",4,0,7,4,0,13,1,4,0,2,23,0,2,2,9,5,12,2,1,2,1,1,16,5,6,8,0,0,5,4,7,2,14,5,3,4,3,0,6,0,2,2,0,1,26,2,23,2,4,1,11,33,7,3,2,8,2,8,4,0,5,0,1,25,12,2,0,3,22,9,3,0,16,0,0
"Ant342",2,0,25,2,8,18,0,6,3,1,11,0,12,0,10,7,3,2,1,0,3,0,2,3,21,8,1,0,5,3,2,1,24,0,4,17,6,0,0,0,1,0,0,7,4,11,13,1,6,2,6,6,6,5,2,14,0,2,1,5,0,8,2,1,16,9,0,7,4,16,2,0,14,10,2
"Ant347",0,0,0,0,12,15,0,0,39,0,1,2,2,33,0,1,16,0,2,0,0,0,7,2,7,0,42,0,14,1,4,2,23,13,3,3,2,14,1,0,22,1,43,15,7,26,6,40,3,16,1,0,0,1,0,8,0,0,0,0,8,0,0,5,0,14,72,0,0,18,0,19,6,1,77
"Ant353",2,0,3,11,1,6,2,0,0,0,1,12,0,1,7,4,14,2,7,4,5,12,1,5,1,8,0,12,0,12,0,4,6,4,3,9,23,0,3,9,0,9,0,0,3,0,0,0,0,0,8,4,19,0,11,0,1,5,0,1,2,0,0,0,1,0,2,0,2,0,1,0,6,0,0
"Ant356",1,7,1,1,1,6,13,3,3,3,5,11,15,2,1,7,0,11,5,7,3,2,7,6,13,14,3,5,2,15,0,1,12,1,2,13,6,0,7,1,0,15,1,2,4,0,4,3,34,0,3,18,6,8,5,5,6,4,1,25,1,5,0,0,4,6,2,2,43,0,11,0,9,5,0
"Ant387",1,0,2,6,0,3,1,0,0,0,3,4,3,0,1,1,5,2,3,4,0,1,1,2,5,2,0,0,7,8,1,5,2,1,0,3,11,0,6,11,3,6,0,0,1,0,16,0,6,0,2,6,4,8,10,1,9,12,1,12,16,0,1,4,0,1,0,5,1,0,5,0,12,1,0
"Ant390",1,0,0,0,20,13,0,19,17,0,6,1,10,31,0,2,2,15,1,0,0,0,3,4,9,4,17,0,28,1,7,1,13,54,1,8,0,3,1,3,29,0,12,29,20,36,15,41,3,14,1,6,3,0,0,20,0,2,4,2,9,14,0,6,1,0,63,3,9,39,3,24,4,11,21
"Ant394",1,1,0,0,40,0,0,2,66,4,1,0,1,66,0,0,0,0,0,0,5,0,0,0,6,7,75,4,16,1,0,1,1,53,3,0,0,49,0,2,65,0,40,51,0,21,3,45,1,16,0,0,2,0,1,2,1,0,1,0,0,72,2,2,0,63,0,7,1,18,0,80,1,0,177
"Ant395",0,35,7,0,0,5,2,6,0,0,6,0,1,0,1,19,20,0,0,0,0,0,0,8,15,6,0,0,11,14,0,2,6,13,0,10,2,4,9,2,2,2,2,0,3,0,15,0,3,0,4,5,2,5,2,17,3,0,15,3,7,0,0,2,5,3,7,0,0,2,0,0,0,4,0
"Ant437",1,4,5,1,4,15,5,5,0,4,12,0,11,0,3,13,3,10,2,1,1,1,6,3,12,2,0,0,3,4,13,4,4,3,0,5,0,2,0,0,9,8,12,1,19,5,23,3,15,8,4,27,6,3,2,10,2,6,5,22,4,0,2,43,1,9,1,0,0,9,6,0,11,3,0
"Ant475",0,0,0,2,11,22,2,3,16,0,22,0,4,25,1,1,8,9,0,0,0,1,5,2,1,6,9,0,10,2,6,17,23,15,3,5,0,1,2,7,21,1,17,11,3,34,4,25,4,13,4,1,3,1,0,12,0,3,1,9,16,18,0,0,0,39,18,2,9,0,4,9,0,22,3
"Ant492",5,0,4,7,1,13,4,3,1,0,13,7,4,0,5,16,3,5,1,1,4,2,7,16,3,3,1,0,1,14,0,10,8,6,2,3,2,0,11,2,1,7,0,0,18,3,11,0,17,2,6,16,0,4,3,3,2,3,3,3,2,0,1,11,5,3,0,0,6,4,0,0,7,8,0
"Ant501",0,0,0,0,18,0,0,0,34,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,22,0,0,0,26,0,0,43,0,51,39,0,0,0,6,0,26,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,24,80,0,0,9,0,0,0,0,73
"Ant527",11,3,9,6,3,13,4,5,0,4,8,3,10,4,5,7,4,11,4,9,7,3,17,12,18,14,2,0,6,15,3,16,18,9,8,2,3,0,9,9,5,4,3,4,1,4,18,3,12,1,13,8,9,12,10,8,2,15,4,16,14,6,6,9,12,4,1,0,11,0,7,0,0,13,0
"Ant552",0,5,4,1,1,9,2,6,1,0,3,4,2,3,5,5,0,18,0,0,0,1,1,7,10,5,2,0,16,3,0,3,5,8,0,2,1,1,1,2,0,1,0,3,8,3,14,0,17,5,4,6,0,3,0,8,2,0,4,0,10,1,0,5,1,11,0,4,3,22,8,0,13,0,0
"Ant593",0,0,0,0,46,2,0,0,81,1,0,0,0,36,0,0,8,0,0,0,0,0,1,0,1,0,14,0,0,0,0,0,4,26,0,3,0,61,0,0,56,0,94,49,0,2,5,12,0,13,0,0,0,0,0,0,0,0,0,0,2,77,0,0,0,21,177,0,0,3,0,73,0,0,0
