"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant73","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552","Ant593"
"Ant44",0,4,5,3,25,21,5,3,6,2,3,1,8,25,1,4,12,0,0,1,0,2,3,2,0,3,19,0,4,19,17,15,36,23,10,13,0,1,5,5,11,0,9,13,0,43,5,12,1,2,2,0,2,0,1,2,2,2,0,9,23,13,0,2,1,25,62,0,1,13,1,3,20,5,0
"Ant50",1,19,2,5,6,7,1,10,0,4,1,10,9,2,16,13,15,13,9,11,20,0,5,7,3,0,2,87,6,11,7,1,2,2,4,3,9,0,6,2,2,12,0,1,11,0,3,0,7,1,8,11,27,31,19,11,7,13,1,11,1,0,4,2,22,2,1,4,2,3,4,4,6,3,1
"Ant55",1,3,0,0,18,5,0,0,6,0,0,0,0,26,0,0,0,0,0,0,0,2,5,0,19,2,0,0,0,1,1,3,13,47,1,13,0,11,6,0,25,0,10,60,8,22,6,20,0,15,0,0,0,0,0,0,0,0,0,0,12,52,0,1,0,17,38,0,0,34,0,8,1,0,16
"Ant91",45,11,0,33,0,0,2,0,0,0,0,19,0,0,0,0,0,0,11,2,3,6,0,0,0,87,0,0,0,23,0,0,9,0,2,0,22,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,46,13,0,8,20,14,0,0,0,0,36,1,9,0,3,0,1,0,0,0,0,0,0
"Ant97",0,1,0,0,11,5,2,7,10,6,9,2,13,6,7,8,4,1,5,6,0,0,13,3,4,6,0,0,0,9,0,1,13,19,0,7,0,5,6,2,17,1,2,13,10,6,34,1,25,8,6,13,2,7,1,27,1,4,7,10,2,2,0,7,2,9,27,7,6,10,2,0,22,8,0
"Ant100",13,23,2,0,7,5,11,5,11,13,3,22,8,2,10,8,7,10,16,26,9,7,7,6,19,11,1,23,9,0,3,1,24,20,10,3,2,2,17,14,27,26,16,4,30,6,3,3,5,3,26,7,4,0,19,15,7,13,3,23,12,4,7,15,3,1,6,16,6,9,4,0,14,1,0
"Ant113",0,15,4,3,7,7,0,2,0,2,1,5,0,1,0,1,11,0,7,0,4,0,16,1,17,7,1,0,0,3,0,27,12,7,9,11,6,0,0,15,7,0,13,5,0,12,2,0,5,0,5,0,2,0,9,0,3,1,0,23,21,3,6,2,11,2,22,0,1,4,1,0,5,13,2
"Ant117",0,4,5,7,3,19,6,3,2,5,0,3,2,0,0,3,9,0,1,4,0,2,14,4,15,1,3,0,1,1,27,0,6,12,13,20,1,1,4,2,16,0,4,7,0,9,0,2,14,8,15,4,0,0,1,0,5,6,2,22,12,0,7,12,0,5,3,1,4,7,14,1,11,3,0
"Ant137",2,15,5,1,19,18,5,11,7,9,9,3,10,11,9,15,19,18,5,10,5,6,6,11,36,2,13,9,13,24,12,6,0,23,12,11,3,5,6,6,15,9,27,5,7,22,19,15,9,18,13,7,3,6,9,8,3,6,4,12,17,4,3,5,4,10,28,11,5,25,3,0,17,18,7
"Ant139",4,1,4,0,17,19,1,6,16,5,2,10,10,36,2,1,9,1,0,1,1,0,10,1,23,2,47,0,19,20,7,12,23,0,3,33,0,10,7,1,50,1,20,57,2,19,6,29,3,20,7,1,0,3,2,8,1,7,3,6,19,18,1,4,0,39,60,2,6,23,9,4,5,16,44
"Ant142",0,0,1,18,1,14,14,1,11,10,0,2,1,1,0,1,15,0,4,5,1,26,7,3,10,4,1,2,0,10,9,13,12,3,0,14,5,1,11,0,21,0,10,2,0,4,10,1,7,0,37,0,0,4,0,0,0,1,0,8,3,3,4,6,1,1,1,0,1,6,4,0,2,1,1
"Ant149",1,0,1,2,29,18,1,2,13,5,7,1,5,5,0,10,10,1,1,4,1,0,15,9,13,3,13,0,7,3,11,20,11,33,14,0,0,4,2,2,14,0,13,34,0,16,6,16,3,8,23,2,3,0,0,4,0,4,0,2,11,17,0,2,0,6,8,0,5,16,8,2,13,15,14
"Ant153",1,6,2,33,0,1,1,0,0,1,1,9,2,0,6,0,2,0,14,0,3,22,2,0,0,9,0,22,0,2,6,1,3,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,3,0,16,15,6,2,3,4,0,0,1,0,19,2,22,0,1,1,0,1,0,1,1,0,0
"Ant156",0,0,1,0,5,0,0,0,9,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,11,0,5,2,0,1,5,10,1,4,0,0,1,0,5,0,11,5,0,4,0,7,0,4,2,0,0,2,0,2,0,1,0,0,2,12,0,0,0,11,8,0,4,4,0,5,0,0,14
"Ant159",2,0,7,5,4,3,0,5,1,3,1,2,8,0,3,10,1,4,0,4,0,4,5,5,5,6,6,0,6,17,0,4,6,7,11,2,0,1,0,9,7,2,0,1,11,0,4,4,5,2,5,9,3,10,3,1,0,0,2,3,5,2,0,20,0,8,5,2,19,5,21,0,10,2,0
"Ant169",0,1,1,5,0,16,5,0,0,4,5,4,1,0,0,0,0,2,4,0,19,1,2,3,5,2,0,0,2,14,15,2,6,1,0,2,5,0,9,0,0,2,0,0,1,0,5,0,4,0,3,2,4,10,13,3,0,5,0,14,9,0,1,3,12,1,1,0,0,4,5,0,9,0,0
"Ant173",1,1,0,1,45,12,3,1,32,5,6,0,10,26,0,1,10,0,3,1,0,0,10,12,11,2,25,0,17,27,7,16,15,50,21,14,1,5,7,0,0,7,34,26,6,14,8,35,9,16,18,0,2,6,3,17,0,2,2,2,5,27,2,9,0,40,38,12,3,30,1,5,7,6,57
"Ant176",0,2,5,10,2,4,6,0,0,3,6,32,1,0,15,2,10,12,11,12,19,4,8,2,0,12,0,10,1,26,0,0,9,1,0,0,0,0,2,2,7,0,0,0,3,0,0,0,12,0,22,20,22,8,8,2,5,16,0,2,0,0,0,5,9,0,0,8,3,0,0,0,5,0,0
"Ant178",0,0,2,0,20,5,2,5,20,1,2,0,3,37,0,0,6,3,0,0,0,2,1,0,9,0,10,0,2,16,13,4,27,20,10,13,0,11,0,0,34,0,0,3,0,68,0,22,0,7,2,2,0,0,1,0,0,1,1,1,5,57,1,2,0,27,46,0,0,33,4,26,2,2,76
"Ant186",1,0,0,0,25,10,0,1,9,5,2,0,1,26,2,2,6,1,0,1,0,0,0,0,13,1,60,0,13,4,5,7,5,57,2,34,0,5,1,0,26,0,3,0,4,33,0,37,0,17,0,1,0,0,0,2,4,0,0,3,7,48,0,0,0,15,36,1,0,14,0,3,0,1,31
"Ant195",0,0,9,0,3,0,3,19,1,13,8,4,6,2,7,9,4,16,7,3,2,0,0,4,0,11,8,0,10,30,0,0,7,2,0,0,0,0,11,1,6,3,0,4,0,3,19,1,13,0,13,18,1,0,1,10,0,1,12,15,4,0,0,21,2,10,4,16,6,8,4,0,12,7,0
"Ant198",0,0,0,0,27,13,2,3,16,2,4,0,12,39,1,6,5,1,1,3,0,5,9,3,43,0,22,0,6,6,12,9,22,19,4,16,0,4,0,0,14,0,68,33,3,0,10,17,2,8,4,7,0,0,0,4,1,1,1,0,15,22,1,7,1,36,26,1,2,31,3,3,2,10,25
"Ant207",0,0,2,0,26,15,0,7,4,1,22,1,9,5,0,19,5,10,4,0,0,0,2,3,5,3,6,0,34,3,2,0,19,6,10,6,0,0,4,5,8,0,0,0,19,10,0,5,10,7,1,29,4,8,3,39,2,6,5,6,8,2,0,10,0,38,8,10,14,12,10,0,20,12,1
"Ant217",1,0,0,1,18,0,0,1,23,1,0,0,0,41,2,0,4,0,0,0,1,2,0,0,12,0,20,0,1,3,0,2,15,29,1,16,0,7,4,0,35,0,22,37,1,17,5,0,3,24,2,1,0,0,0,1,0,0,1,3,5,52,0,1,0,27,31,0,0,9,0,16,0,2,78
"Ant218",2,0,9,1,6,8,15,7,1,0,2,7,6,1,10,11,24,3,15,13,6,4,2,2,1,7,0,0,25,5,5,14,9,3,7,3,1,0,5,4,9,12,0,0,13,2,10,3,0,7,1,30,10,15,0,0,5,18,8,14,0,3,3,10,6,2,0,1,12,1,28,0,6,2,0
"Ant219",1,0,0,0,11,3,0,1,9,0,0,2,3,20,2,2,1,0,0,0,1,0,2,6,2,1,15,0,8,3,0,8,18,20,0,8,0,4,2,0,16,0,7,17,0,8,7,24,7,0,2,0,0,1,0,7,2,0,0,2,2,17,0,0,0,10,39,0,1,30,3,18,14,8,13
"Ant232",17,2,9,6,3,6,1,1,4,4,0,10,0,2,7,7,9,17,4,14,19,47,9,15,2,8,0,0,6,26,5,15,13,7,37,23,3,2,5,3,18,22,2,0,13,4,1,2,1,2,0,16,26,2,5,4,1,17,0,5,8,0,18,3,0,1,4,3,2,4,1,2,6,4,11
"Ant238",0,0,1,0,6,3,16,24,0,12,12,5,24,1,5,27,6,11,5,1,0,0,2,20,0,11,0,0,13,7,0,4,7,1,0,2,0,0,9,2,0,20,2,1,18,7,29,1,30,0,16,0,14,6,2,14,2,29,5,9,3,4,1,19,4,7,0,1,14,8,30,1,21,6,0
"Ant242",5,23,4,2,0,0,1,0,1,4,2,5,10,0,0,2,6,1,8,2,3,5,0,1,2,27,0,46,2,4,2,0,3,0,0,3,16,0,3,4,2,22,0,0,1,0,4,0,10,0,26,14,0,17,5,2,8,5,0,4,3,0,4,0,8,0,2,6,12,0,7,0,4,1,0
"Ant243",1,4,6,2,3,3,0,5,1,1,5,7,11,0,0,5,5,5,3,3,3,9,5,4,0,31,0,13,7,0,0,0,6,3,4,0,15,2,10,10,6,8,0,0,0,0,8,0,15,1,2,6,17,0,12,5,11,2,1,1,1,0,7,10,10,0,2,5,7,0,2,0,4,2,0
"Ant255",1,4,2,14,0,10,1,1,0,3,3,3,1,0,4,6,3,0,1,1,13,7,0,1,1,19,0,0,1,19,9,1,9,2,0,0,6,0,3,13,3,8,1,0,1,0,3,0,0,0,5,2,5,12,0,1,1,7,0,6,7,0,3,0,4,0,1,0,1,0,0,0,7,1,0
"Ant257",1,1,4,2,4,5,1,17,1,8,16,3,14,3,0,8,5,17,3,3,1,2,0,5,2,11,0,8,27,15,0,0,8,8,0,4,2,2,1,3,17,2,0,2,10,4,39,1,0,7,4,14,2,5,1,0,0,13,5,0,5,1,3,4,0,5,7,26,3,7,6,0,7,9,0
"Ant263",0,24,10,5,0,0,4,2,0,2,2,11,10,0,0,0,7,1,14,3,13,6,5,0,2,7,0,20,1,7,3,5,3,1,0,0,3,0,0,0,0,5,0,4,0,1,2,0,5,2,1,2,8,11,1,0,0,3,0,12,3,0,6,11,1,0,1,0,2,1,0,0,2,1,0
"Ant294",3,1,4,1,1,3,6,0,0,7,7,6,6,0,13,2,9,0,10,4,4,6,5,4,2,13,0,14,4,13,1,6,6,7,1,4,4,1,0,5,2,16,1,0,1,1,6,0,18,0,17,29,5,2,7,13,3,0,2,8,6,0,4,6,1,1,3,7,5,1,4,0,1,1,4
"Ant318",0,1,0,2,2,0,0,6,0,0,0,1,3,3,1,7,4,6,2,0,2,0,0,0,0,1,0,0,7,3,0,2,4,3,0,0,0,0,2,0,2,0,1,0,12,1,5,1,8,0,0,5,0,1,0,5,0,2,0,9,0,1,0,4,0,13,7,2,3,4,3,0,6,2,0
"Ant332",0,0,8,7,3,6,6,3,0,2,1,15,11,2,7,0,1,2,1,12,3,5,10,1,9,11,0,0,10,23,23,22,12,6,8,2,0,0,3,14,2,2,1,3,15,0,6,3,14,2,5,9,4,1,6,0,12,8,9,0,11,2,2,7,2,3,1,0,8,6,12,0,13,5,0
"Ant342",0,4,3,3,17,27,0,0,8,2,5,3,9,19,0,4,14,2,0,1,1,0,2,1,23,1,12,0,2,12,21,12,17,19,3,11,1,2,5,9,5,0,5,7,4,15,8,5,0,2,8,3,3,1,7,5,3,6,0,11,0,16,1,0,5,25,30,14,3,14,27,2,11,11,3
"Ant347",0,1,0,0,18,6,0,3,20,1,0,1,2,41,0,2,0,0,0,0,0,1,0,0,13,0,52,0,2,4,3,0,4,18,3,17,0,12,2,0,27,0,57,48,0,22,2,52,3,17,0,4,0,0,0,1,0,0,1,2,16,0,0,0,0,28,57,0,1,24,0,35,1,3,95
"Ant353",2,1,4,12,1,0,0,0,0,5,0,6,1,0,3,0,2,0,16,2,10,18,4,6,0,4,0,36,0,7,6,7,3,1,4,0,19,0,0,1,2,0,1,0,0,1,0,0,3,0,18,1,4,7,3,3,6,4,0,2,1,0,0,7,2,1,4,0,1,0,0,0,6,0,0
"Ant356",0,4,6,1,0,1,2,14,0,1,4,2,3,2,2,16,39,1,12,1,1,5,4,1,2,2,1,1,7,15,2,12,5,4,6,2,2,0,20,3,9,5,2,0,21,7,10,1,10,0,3,19,0,10,0,4,11,6,4,7,0,0,7,0,1,5,3,0,25,4,21,1,17,3,0
"Ant387",2,0,0,9,0,0,0,0,1,0,0,9,0,0,8,0,0,0,6,0,10,8,3,4,1,22,0,9,2,3,11,0,4,0,1,0,22,0,0,12,0,9,0,0,2,1,0,0,6,0,0,4,8,10,4,0,1,1,0,2,5,0,2,1,0,3,1,6,0,0,0,0,4,0,0
"Ant390",0,0,4,1,30,12,0,10,30,0,5,2,3,45,0,1,2,0,2,0,4,0,3,4,25,2,17,0,9,1,2,5,10,39,1,6,0,11,8,1,40,0,27,15,10,36,38,27,2,10,1,7,0,0,0,5,0,1,13,3,25,28,1,5,3,0,51,0,7,59,3,9,6,4,61
"Ant394",5,7,2,0,34,15,3,7,46,5,4,3,6,81,1,6,2,10,0,2,0,2,7,1,62,1,38,3,27,6,22,3,28,60,1,8,1,8,5,1,38,0,46,36,4,26,8,31,0,39,4,0,2,2,1,7,1,3,7,1,30,57,4,3,1,51,0,7,6,21,1,62,8,9,148
"Ant395",0,0,0,0,11,5,6,3,7,5,16,1,0,0,6,2,3,23,2,3,1,0,2,35,0,4,0,0,7,16,0,1,11,2,0,0,1,0,2,0,12,8,0,1,16,1,10,0,1,0,3,1,6,5,0,26,0,7,2,0,14,0,0,0,6,0,7,0,1,3,1,0,13,7,1
"Ant437",0,0,3,1,3,4,5,9,5,4,14,2,11,5,3,14,7,14,6,0,0,4,7,1,1,2,0,1,6,6,1,4,5,6,1,5,0,4,19,0,3,3,0,0,6,2,14,0,12,1,2,14,12,7,1,3,2,5,3,8,3,1,1,25,0,7,6,1,0,10,18,0,4,8,0
"Ant475",1,0,0,2,34,14,2,4,6,3,7,0,6,31,0,0,3,4,2,2,0,2,4,0,13,3,34,0,10,9,4,7,25,23,6,16,1,4,5,4,30,0,33,14,8,31,12,9,1,30,4,8,0,0,0,7,1,1,4,6,14,24,0,4,0,59,21,3,10,0,5,7,4,8,30
"Ant492",0,0,6,1,5,1,4,4,1,1,8,10,14,2,4,2,0,3,0,3,0,9,4,5,1,4,0,0,2,4,1,14,3,9,4,8,0,0,21,5,1,0,4,0,4,3,10,0,28,3,1,30,7,2,0,6,0,4,3,12,27,0,0,21,0,3,1,1,18,5,0,1,9,11,0
"Ant501",0,0,0,0,3,2,2,0,10,0,0,0,0,16,0,1,0,4,0,0,0,0,0,0,3,4,8,0,0,0,0,1,0,4,0,2,1,5,0,0,5,0,26,3,0,3,0,16,0,18,2,1,0,0,0,0,0,0,0,0,2,35,0,1,0,9,62,0,0,7,1,0,0,0,50
"Ant527",0,0,5,4,17,2,1,7,3,3,7,8,15,2,11,15,8,14,8,0,5,2,4,4,20,6,1,0,22,14,5,11,17,5,2,13,1,0,10,9,7,5,2,0,12,2,20,0,6,14,6,21,4,4,7,7,2,1,6,13,11,1,6,17,4,6,8,13,4,4,9,0,0,7,0
"Ant552",0,0,3,2,13,23,0,5,2,2,6,2,12,12,1,5,17,3,4,0,0,0,6,4,5,3,0,0,8,1,13,3,18,16,1,15,0,0,2,0,6,0,2,1,7,10,12,2,2,8,4,6,1,2,1,9,1,1,2,5,11,3,0,3,0,4,9,7,8,8,11,0,7,0,1
"Ant593",0,1,0,0,28,0,1,0,34,2,0,0,0,58,2,0,4,0,1,1,0,0,5,3,0,1,16,0,0,0,2,0,7,44,1,14,0,14,0,0,57,0,76,31,0,25,1,78,0,13,11,0,0,0,0,0,0,4,0,0,3,95,0,0,0,61,148,1,0,30,0,50,0,1,0
