"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant73","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552","Ant593"
"Ant620",0,0,0,0,11,15,0,11,4,0,20,0,3,0,0,5,6,0,0,0,0,6,12,9,13,9,0,0,8,0,7,5,45,9,4,12,2,0,4,4,2,0,2,6,5,12,14,2,16,5,3,2,5,11,0,7,3,2,10,15,2,0,0,11,0,20,5,13,12,10,3,4,4,12,0
"Ant13",7,3,1,4,1,1,0,0,0,1,1,2,0,0,5,6,0,0,0,4,2,4,0,2,0,7,0,17,4,21,4,4,3,1,9,0,0,0,0,12,0,6,0,0,3,1,3,0,12,0,15,2,3,11,1,2,5,7,0,3,0,0,0,3,4,0,1,0,1,0,3,0,4,0,0
"Ant27",7,0,13,8,3,4,2,0,0,0,5,8,1,0,7,2,6,0,4,0,0,10,0,3,1,6,0,1,1,10,3,3,2,0,4,0,6,0,0,0,0,2,1,0,3,0,6,0,8,0,2,11,0,2,1,4,0,9,0,1,5,0,5,3,4,0,1,0,1,3,12,0,3,2,0
"Ant29",6,8,1,6,0,0,5,0,0,22,0,3,1,0,9,1,3,0,2,0,0,0,0,0,0,8,0,66,0,6,5,0,1,0,0,0,3,0,8,11,0,68,0,1,0,2,4,1,5,0,11,1,1,2,2,0,2,1,2,0,1,1,4,1,1,0,0,0,3,0,1,0,17,0,0
"Ant32",3,0,14,1,0,11,11,0,0,6,2,5,2,0,11,1,3,6,4,10,0,0,2,10,1,8,2,0,3,6,3,3,5,0,0,2,12,0,11,8,0,1,0,3,2,2,1,0,18,0,14,10,6,2,10,2,2,4,1,6,2,1,1,1,5,1,0,4,16,2,4,0,2,6,1
"Ant42",0,0,10,1,3,8,3,9,0,0,3,1,2,0,4,5,8,12,0,0,0,2,0,8,0,8,0,0,10,17,5,2,19,6,8,10,0,0,0,5,0,6,1,0,3,5,12,1,6,0,0,9,2,0,1,6,4,1,0,11,16,1,0,4,2,1,0,19,14,1,7,0,7,11,0
"Ant43",2,0,6,3,5,5,6,4,2,0,6,0,3,0,8,1,5,9,2,3,0,10,8,0,18,5,0,0,10,5,6,12,19,1,20,25,13,0,0,0,10,1,0,1,4,3,1,0,14,0,6,0,0,11,10,4,0,9,3,0,1,2,0,5,0,5,0,8,10,0,9,1,5,5,0
"Ant44",0,0,4,1,36,11,0,0,36,0,16,0,3,15,0,0,6,13,0,1,0,1,0,18,0,2,31,0,1,13,11,3,3,15,3,4,0,2,1,2,37,0,26,46,2,40,6,16,16,32,0,0,0,3,1,12,1,4,3,0,2,10,1,4,1,30,11,10,0,40,2,1,2,8,9
"Ant50",1,2,5,1,7,11,4,4,4,1,15,4,6,3,14,5,8,9,7,6,8,8,8,5,2,0,0,1,13,3,9,15,9,0,0,7,14,0,5,19,6,7,1,4,16,7,4,0,23,0,2,1,5,9,5,6,0,5,0,11,4,2,4,4,15,7,0,6,9,1,2,1,9,2,0
"Ant55",0,0,0,0,16,0,0,0,8,0,0,0,0,36,0,0,0,0,0,0,0,2,0,0,31,0,0,0,0,2,2,0,0,50,0,8,0,17,0,0,28,0,41,27,0,15,0,13,0,25,0,0,0,0,0,12,0,0,8,0,4,19,0,3,0,15,54,17,0,15,0,12,1,8,14
"Ant91",50,17,10,14,0,0,8,0,0,51,0,27,0,2,2,4,0,0,17,1,66,0,0,0,0,1,0,0,0,10,0,0,14,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,1,0,1,0,26,0,1,0,0,15,0,7,0,0,30,1,0,0,0,0,1,0,2,0,14,0,0
"Ant97",0,0,0,0,4,13,0,15,0,2,1,0,10,2,5,9,2,8,4,1,0,3,10,10,1,13,0,0,0,2,0,4,41,7,0,15,7,0,3,5,5,8,0,14,2,7,46,4,10,0,4,6,1,5,0,9,6,1,10,16,12,0,0,5,2,21,6,11,6,1,0,0,10,15,6
"Ant100",3,16,24,14,5,13,5,7,0,5,5,7,5,3,2,2,18,0,21,10,6,6,17,5,13,3,2,10,2,0,8,13,24,8,16,1,4,0,12,14,6,2,0,4,23,5,9,4,16,5,10,7,17,12,11,3,10,26,3,3,4,1,5,19,13,3,1,19,8,2,15,0,8,4,0
"Ant113",7,17,11,2,11,2,0,1,1,4,2,0,0,4,18,15,16,7,4,3,5,3,5,6,11,9,2,0,0,8,0,4,8,3,25,7,0,0,15,3,5,0,1,0,2,2,1,2,10,0,9,2,2,0,2,18,3,8,0,0,5,0,0,3,0,0,1,0,5,4,2,0,6,6,0
"Ant117",1,0,11,5,2,9,1,2,0,1,6,4,12,2,6,7,9,5,4,3,0,3,2,12,3,15,0,0,4,13,4,0,15,0,7,6,0,0,3,15,6,14,0,2,4,0,1,0,20,0,1,3,8,11,2,5,3,12,3,8,3,0,8,22,2,4,0,2,3,4,5,0,8,10,0
"Ant137",1,6,14,0,10,11,5,20,2,13,8,1,21,6,5,23,11,45,3,2,1,5,19,19,3,9,0,14,41,24,8,15,0,8,10,9,2,0,18,12,4,12,0,5,24,24,33,1,11,4,12,16,7,12,2,20,3,9,23,17,22,3,1,4,6,13,9,17,11,12,7,4,25,9,0
"Ant139",0,0,5,0,16,5,0,5,21,2,6,0,2,36,0,1,11,9,1,0,0,0,6,1,15,0,50,0,7,8,3,0,8,0,1,15,1,7,2,1,41,0,40,57,6,57,12,53,3,42,2,5,1,3,0,40,6,2,5,6,8,48,0,7,0,69,53,46,2,40,1,7,3,14,35
"Ant142",0,0,8,0,1,0,3,0,0,5,6,3,0,0,13,7,9,4,9,4,0,0,8,20,3,0,0,0,0,16,25,7,10,1,0,4,7,0,6,4,6,9,0,0,14,2,18,2,12,0,7,6,5,3,1,14,22,1,4,6,1,5,1,25,0,5,1,1,3,6,13,0,14,9,1
"Ant149",0,0,1,0,10,2,1,4,1,1,3,0,4,3,2,1,1,12,0,0,0,2,10,25,4,7,8,0,15,1,7,6,9,15,4,0,2,0,0,1,21,0,26,5,15,25,14,1,0,4,4,1,0,0,1,2,0,2,1,4,4,8,0,7,1,23,8,0,7,11,5,0,10,10,1
"Ant153",1,0,0,20,1,1,7,1,0,0,1,21,0,0,6,1,3,2,0,6,3,12,0,13,0,14,0,3,7,4,0,0,2,1,7,2,0,0,1,0,0,3,0,0,3,0,4,0,6,0,0,0,9,7,4,1,1,4,0,1,1,0,3,2,5,0,0,0,3,1,0,0,0,1,0
"Ant156",0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,8,0,0,2,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,17,0,0,1,0,5,0,0,4
"Ant159",8,0,10,2,0,3,4,0,1,3,0,2,4,2,10,4,3,4,0,0,8,11,0,0,1,5,0,4,3,12,15,3,18,2,6,0,1,0,0,4,4,3,5,7,6,2,0,2,26,0,7,1,5,3,0,5,2,11,1,8,1,1,0,6,9,6,0,0,7,9,3,0,1,1,2
"Ant169",0,0,0,5,3,1,4,3,3,4,5,6,0,1,1,5,8,4,12,0,11,8,5,0,2,19,0,0,5,14,3,15,12,1,4,1,0,0,4,0,3,8,0,2,1,5,13,0,5,0,3,13,5,6,8,0,8,19,0,3,6,0,0,7,3,0,7,7,7,1,4,0,8,22,0
"Ant173",0,0,6,0,57,3,1,5,23,0,1,0,0,45,5,5,6,2,0,0,0,0,0,10,37,6,28,0,5,6,5,6,4,41,6,21,0,11,4,3,0,0,48,28,6,94,5,39,6,44,2,1,0,3,0,42,4,0,0,0,12,44,0,12,0,97,79,10,1,24,4,20,0,15,21
"Ant176",17,13,0,0,0,3,5,2,0,1,7,8,0,1,5,0,4,0,6,2,68,1,6,1,0,7,0,8,8,2,0,14,12,0,9,0,3,0,3,8,0,0,0,0,1,1,1,0,2,0,8,10,6,13,6,1,0,7,0,9,4,0,36,8,4,0,0,3,1,0,2,0,0,0,0
"Ant178",0,0,0,0,34,1,0,0,43,0,3,0,2,31,1,0,3,2,0,1,0,0,1,0,26,1,41,0,0,0,1,0,0,40,0,26,0,8,5,0,48,0,0,17,11,32,0,25,0,26,0,0,0,0,1,11,0,0,1,2,10,44,0,5,1,23,32,8,0,27,0,18,1,6,47
"Ant186",0,0,0,0,18,0,0,5,7,0,0,0,2,13,0,2,3,6,0,0,1,3,0,1,46,4,27,0,14,4,0,2,5,57,0,5,0,0,7,2,28,0,17,0,5,42,7,64,3,34,0,0,1,2,0,26,1,3,2,6,1,32,0,1,0,34,50,9,6,2,4,0,0,6,5
"Ant195",0,0,0,0,9,4,1,15,0,13,2,4,10,0,0,6,10,5,3,3,0,2,3,4,2,16,0,0,2,23,2,4,24,6,14,15,3,0,6,1,6,1,11,5,0,5,16,5,11,0,19,5,9,5,3,2,2,5,2,19,10,1,2,19,1,2,3,2,18,7,14,4,10,1,2
"Ant198",0,0,0,0,38,5,0,14,13,1,1,0,5,26,3,2,1,12,1,0,2,2,5,3,40,7,15,0,7,5,2,0,24,57,2,25,0,2,2,5,94,1,32,42,5,0,13,15,3,21,0,6,1,2,0,6,3,3,1,3,21,25,0,4,2,61,21,8,5,18,2,10,6,15,7
"Ant207",0,0,0,2,9,10,3,8,0,0,5,1,11,0,1,5,12,14,3,6,4,1,12,1,6,4,0,0,46,9,1,1,33,12,18,14,4,0,0,13,5,1,0,7,16,13,0,0,14,0,2,10,8,5,3,6,3,1,5,22,19,8,0,18,0,9,1,20,13,8,11,0,9,3,0
"Ant217",0,3,0,1,16,1,0,0,22,4,1,0,1,38,0,1,0,2,0,0,1,0,1,0,16,0,13,0,4,4,2,0,1,53,2,1,0,1,2,0,39,0,25,64,5,15,0,0,1,25,1,1,0,0,0,40,2,0,1,0,4,36,0,0,0,42,88,26,2,9,0,16,2,1,205
"Ant218",0,9,24,0,7,14,11,8,0,2,10,1,12,0,14,6,9,16,12,8,5,18,6,14,16,23,0,1,10,16,10,20,11,3,12,0,6,0,26,5,6,2,0,3,11,3,14,1,0,2,2,14,2,10,8,15,20,14,0,17,4,1,5,28,6,3,0,9,7,6,17,0,11,9,4
"Ant219",0,0,0,0,14,2,0,0,14,0,1,0,0,25,0,0,4,5,0,0,0,0,0,0,32,0,25,0,0,5,0,0,4,42,0,4,0,4,0,0,44,0,26,34,0,21,0,25,2,0,1,1,1,2,0,3,0,0,0,0,0,42,0,4,0,42,42,2,0,13,0,4,0,6,12
"Ant232",0,3,23,2,2,1,5,1,0,3,13,18,7,0,15,2,3,3,15,2,11,14,0,6,0,2,0,1,4,10,9,1,12,2,7,4,0,0,7,3,2,8,0,0,19,0,2,1,2,1,0,5,10,12,10,5,8,5,1,7,3,2,2,11,2,0,1,5,3,9,5,1,5,4,1
"Ant238",0,0,4,4,2,2,12,16,0,2,10,1,12,0,3,8,7,2,2,11,1,10,9,0,0,1,0,0,6,7,2,3,16,5,6,1,0,0,1,13,1,10,0,0,5,6,10,1,14,1,5,0,8,3,4,4,8,9,7,18,5,1,0,9,4,1,1,4,7,4,0,6,9,1,0
"Ant242",2,1,2,19,1,0,1,3,0,3,3,31,4,0,5,8,3,5,3,0,1,6,2,0,0,5,0,26,1,17,2,8,7,1,5,0,9,0,5,5,0,6,0,1,9,1,8,0,2,1,10,8,0,9,7,1,5,8,0,4,0,2,17,1,3,0,0,5,1,0,4,0,3,1,0
"Ant243",0,0,10,6,1,4,0,6,0,2,8,3,2,0,17,2,13,11,11,2,2,2,0,11,3,9,0,0,5,12,0,11,12,3,3,0,7,0,3,6,3,13,0,2,5,2,5,0,10,2,12,3,9,0,10,2,2,14,2,4,6,0,2,4,0,7,0,3,7,1,5,0,2,3,0
"Ant255",1,1,19,18,0,4,5,2,0,4,3,5,2,0,6,0,3,0,1,1,2,10,1,10,1,5,0,1,0,11,2,2,2,0,1,1,4,0,0,8,0,6,1,0,3,0,3,0,8,0,10,4,7,10,0,0,2,6,0,2,0,0,2,0,1,0,0,2,2,0,5,0,1,1,0
"Ant257",0,0,1,0,16,16,1,4,13,0,2,0,1,27,5,9,2,7,2,4,0,2,6,4,12,6,12,0,9,3,18,5,20,40,14,2,1,1,5,0,42,1,11,26,2,6,6,40,15,3,5,4,1,2,0,0,0,1,4,7,30,16,0,6,1,18,10,30,5,10,1,0,7,31,5
"Ant263",0,0,1,3,0,1,0,2,0,0,2,0,4,0,7,1,2,3,5,0,2,2,4,0,1,0,0,0,6,10,3,3,3,6,22,0,1,0,2,8,4,0,0,1,2,3,3,2,20,0,8,8,5,2,2,0,0,1,0,6,4,0,0,14,0,2,0,0,6,0,2,0,0,1,0
"Ant294",9,2,4,4,2,4,1,2,1,3,5,1,4,0,7,14,3,2,7,9,1,4,1,9,4,5,0,15,1,26,8,12,9,2,1,2,4,0,11,19,0,7,0,3,5,3,1,0,14,0,5,9,8,14,6,1,1,0,0,7,5,0,1,12,0,1,0,0,3,1,8,1,0,6,4
"Ant318",0,1,0,0,2,4,0,1,0,1,1,0,3,1,1,0,0,10,0,0,2,1,0,3,3,0,8,0,10,3,0,3,23,5,4,1,0,0,1,0,0,0,1,2,2,1,5,1,0,0,1,7,0,2,0,4,0,0,0,0,2,0,0,4,0,1,0,11,5,1,0,1,1,0,2
"Ant332",0,0,3,1,2,20,3,10,0,1,7,0,21,0,8,14,9,15,3,1,0,6,11,0,0,11,0,7,16,3,0,8,17,6,6,4,1,0,8,3,0,9,2,6,19,3,22,0,17,0,7,18,4,4,2,7,6,7,0,0,8,1,1,21,6,2,0,7,9,0,11,7,8,2,0
"Ant342",0,0,4,1,30,6,0,8,0,2,3,2,9,9,2,6,9,2,0,5,1,2,16,1,2,4,4,0,12,4,5,3,22,8,1,4,1,0,1,6,12,4,10,1,10,21,19,4,4,0,3,5,0,6,0,30,4,5,2,8,0,1,1,6,0,26,5,26,10,19,4,5,0,14,3
"Ant347",0,0,0,0,21,6,0,1,40,0,1,0,1,30,0,0,5,0,0,0,1,1,1,2,10,2,19,0,0,1,0,0,3,48,5,8,0,5,1,0,44,0,44,32,1,25,8,36,1,42,2,1,2,0,0,16,0,0,0,1,1,0,0,1,0,41,43,8,11,29,1,16,2,2,79
"Ant353",23,11,3,0,0,0,2,3,0,11,1,13,0,0,2,0,0,0,0,5,4,1,0,0,1,4,0,30,0,5,0,8,1,0,1,0,3,0,0,0,0,36,0,0,2,0,0,0,5,0,2,0,17,2,2,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,3,0,0,1,0
"Ant356",8,0,4,5,6,2,0,1,4,4,0,2,6,5,32,9,4,11,3,3,1,1,4,5,4,4,3,1,5,19,3,22,4,7,25,7,2,0,6,7,12,8,5,1,19,4,18,0,28,4,11,9,1,4,0,6,14,12,4,21,6,1,0,0,3,3,2,5,22,4,8,0,37,14,1
"Ant387",0,0,3,10,0,3,3,0,0,0,9,10,0,0,7,1,0,0,4,4,1,5,2,0,1,15,0,0,2,13,0,2,6,0,0,1,5,0,9,3,0,4,1,0,1,2,0,0,6,0,2,4,3,0,1,1,0,0,0,6,0,0,0,3,0,0,0,0,0,0,2,0,3,1,0
"Ant390",0,0,2,0,42,9,0,3,55,0,6,0,1,51,10,2,3,20,0,0,0,1,1,5,30,7,15,0,21,3,0,4,13,69,5,23,0,2,6,0,97,0,23,34,2,61,9,42,3,42,0,1,0,7,0,18,2,1,1,2,26,41,0,3,0,0,65,15,18,41,4,16,5,13,67
"Ant394",0,0,0,0,39,1,0,0,35,0,1,0,0,36,2,0,0,5,1,1,0,0,0,0,11,0,54,0,6,1,1,0,9,53,1,8,0,17,0,7,79,0,32,50,3,21,1,88,0,42,1,1,0,0,0,10,0,0,0,0,5,43,1,2,0,65,0,20,4,16,0,39,2,5,108
"Ant395",0,0,5,1,15,9,0,4,2,0,6,0,1,7,4,2,8,13,0,0,0,4,19,8,10,6,17,0,11,19,0,2,17,46,1,0,0,0,0,7,10,3,8,9,2,8,20,26,9,2,5,4,5,3,2,30,0,0,11,7,26,8,0,5,0,15,20,0,3,5,0,3,6,7,2
"Ant437",4,0,0,0,1,4,0,1,0,4,14,1,14,1,8,14,3,12,1,1,3,16,14,10,0,9,0,1,6,8,5,3,11,2,3,7,3,0,7,7,1,1,0,6,18,5,13,2,7,0,3,7,1,7,2,5,6,3,5,9,10,11,1,22,0,18,4,3,0,5,6,5,12,1,0
"Ant475",0,0,0,0,22,5,0,8,8,0,5,0,1,22,3,3,1,10,0,3,0,2,1,0,40,1,15,0,1,2,4,4,12,40,6,11,1,1,9,1,24,0,27,2,7,18,8,9,6,13,9,4,0,1,0,10,0,1,1,0,19,29,0,4,0,41,16,5,5,0,4,5,3,21,12
"Ant492",0,0,3,8,4,10,8,2,0,0,5,0,7,0,19,4,0,3,3,12,1,4,7,9,2,2,0,2,0,15,2,5,7,1,13,5,0,0,3,4,4,2,0,4,14,2,11,0,17,0,5,0,4,5,5,1,2,8,0,11,4,1,3,8,2,4,0,0,6,4,0,0,5,5,0
"Ant501",0,0,0,0,8,0,0,12,13,0,0,0,3,29,0,0,0,4,0,0,0,0,0,1,1,1,12,0,0,0,0,0,4,7,0,0,0,5,0,0,20,0,18,0,4,10,0,16,0,4,1,6,0,0,0,0,0,1,1,7,5,16,0,0,0,16,39,3,5,5,0,0,0,3,43
"Ant527",0,5,4,3,2,6,3,14,1,11,2,12,17,1,1,32,21,4,4,3,17,2,7,5,2,9,1,14,10,8,6,8,25,3,14,10,0,0,1,8,0,0,1,0,10,6,9,2,11,0,5,9,3,2,1,7,0,0,1,8,0,2,0,37,3,5,2,6,12,3,5,0,0,0,0
"Ant552",0,0,4,0,8,13,0,4,1,0,10,0,4,7,8,1,4,12,0,2,0,6,11,5,8,2,8,0,15,4,6,10,9,14,9,10,1,0,1,22,15,0,6,6,1,15,3,1,9,6,4,1,1,3,1,31,1,6,0,2,14,2,1,14,1,13,5,7,1,21,5,3,0,0,0
"Ant593",0,1,1,1,11,0,0,0,35,0,0,0,0,41,0,1,2,0,0,0,0,1,0,0,9,0,14,0,6,0,0,0,0,35,1,1,0,4,2,0,21,0,47,5,2,7,0,205,4,12,1,0,0,0,0,5,0,4,2,0,3,79,0,1,0,67,108,2,0,12,0,43,0,0,0
